PredictFile,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m
BNB-USD-predict-ensamble-gakknn-MH.csv,2020-11-25T15:00:26.590506Z,7,0.62,0.539,0.491,0.467,0.068,0.086,0.511,0.55,0.475,0.467,0.161,0.13
BNB-USD-predict-ensamble-gakknn-MHA.csv,2020-11-25T16:49:02.632632Z,7,0.619,0.352,0.328,0.367,0.225,0.056,0.586,0.626,0.673,0.7,0.071,0.085
BNB-USD-predict-ensamble-gakknn-MHB.csv,2020-11-25T18:43:17.307651Z,7,0.608,0.386,0.312,0.367,0.213,0.139,0.542,0.637,0.655,0.633,0.212,0.039
BNB-USD-predict-ensamble-gakknn-MI.csv,2020-11-25T21:01:54.119378Z,7,0.609,0.561,0.508,0.5,0.057,0.092,0.51,0.463,0.527,0.7,0.153,0.206
BNB-USD-predict-ensamble-gakknn-MIA.csv,2020-11-26T08:12:17.849735Z,6,0.603,0.528,0.509,0.533,0.105,0.042,0.558,0.537,0.623,0.6,0.137,0.149
BNB-USD-predict-ensamble-gakknn-MIB.csv,2020-11-26T09:41:07.287930Z,6,0.631,0.484,0.459,0.467,0.137,0.043,0.63,0.625,0.604,0.467,0.081,0.142
BNB-USD-predict-ensamble-gakknn-MIBA.csv,2020-11-26T21:19:13.223891Z,6,0.631,0.506,0.476,0.533,0.136,0.077,0.543,0.582,0.59,0.6,0.108,0.017
BNB-USD-predict-ensamble-gakknn-MIC.csv,2020-11-26T11:58:00.748063Z,6,0.642,0.594,0.575,0.633,0.1,0.068,0.554,0.561,0.558,0.567,0.042,0.011
BNB-USD-predict-ensamble-gakknn-MICA.csv,2020-11-26T13:44:54.977172Z,6,0.635,0.505,0.524,0.5,0.146,0.041,0.527,0.539,0.509,0.567,0.087,0.078
BNB-USD-predict-ensamble-gakknn-MICB.csv,2020-11-26T15:06:18.134520Z,6,0.674,0.594,0.574,0.6,0.075,0.043,0.542,0.43,0.361,0.4,0.203,0.125
BNB-USD-predict-ensamble-gakknn-MICC.csv,2020-11-26T16:47:27.809916Z,6,0.656,0.527,0.541,0.533,0.161,0.025,0.625,0.605,0.591,0.667,0.079,0.079
BNB-USD-predict-ensamble-gakknn-MICD.csv,2020-11-26T18:24:34.729539Z,6,0.667,0.527,0.574,0.6,0.181,0.085,0.57,0.582,0.624,0.667,0.087,0.083
BNB-USD-predict-ensamble-gakknn-MICE.csv,2020-11-26T19:49:40.957669Z,6,0.673,0.516,0.507,0.433,0.112,0.075,0.586,0.506,0.459,0.433,0.134,0.085
BNB-USD-predict-ensamble-gakknn-MID.csv,2020-11-27T08:17:31.425501Z,5,0.656,0.506,0.525,0.567,0.162,0.053,0.539,0.494,0.441,0.367,0.042,0.118
BNB-USD-predict-ensamble-gakknn-MIDA.csv,2020-11-27T09:54:08.893373Z,5,0.651,0.451,0.443,0.467,0.194,0.027,0.663,0.571,0.556,0.467,0.125,0.093
BNB-USD-predict-ensamble-gakknn-MIDB.csv,2020-11-27T11:22:23.465843Z,5,0.624,0.463,0.411,0.467,0.163,0.106,0.536,0.627,0.624,0.667,0.233,0.043
BNB-USD-predict-ensamble-gakknn-MIDC.csv,2020-11-27T12:33:56.326160Z,5,0.711,0.528,0.492,0.5,0.145,0.063,0.527,0.43,0.445,0.567,0.156,0.125
BNB-USD-predict-ensamble-gakknn-MIDD.csv,2020-11-27T13:57:29.306978Z,5,0.674,0.506,0.409,0.333,0.109,0.184,0.554,0.496,0.427,0.467,0.198,0.126
BNB-USD-predict-ensamble-gakknn-MIF.csv,2020-11-27T16:08:30.747092Z,5,0.598,0.462,0.443,0.467,0.112,0.041,0.62,0.627,0.59,0.6,0.087,0.064
BNB-USD-predict-ensamble-gakknn-MIFA.csv,2020-11-27T19:09:38.274784Z,5,0.657,0.516,0.491,0.433,0.089,0.072,0.626,0.638,0.574,0.567,0.076,0.112
BNB-USD-predict-ensamble-gakknn-MIFB.csv,2020-11-27T22:03:12.366311Z,5,0.749,0.54,0.493,0.567,0.193,0.109,0.565,0.507,0.477,0.567,0.102,0.104
BNB-USD-predict-ensamble-gakknn-MIG.csv,2020-11-28T09:04:32.414607Z,4,0.625,0.539,0.625,0.733,0.174,0.184,0.516,0.571,0.573,0.533,0.089,0.04
BNB-USD-predict-ensamble-gakknn-MIGA.csv,2020-11-28T12:10:43.659328Z,4,0.582,0.506,0.492,0.533,0.112,0.047,0.462,0.473,0.443,0.467,0.065,0.057
BNB-USD-predict-ensamble-gakknn-MIH.csv,2020-11-28T18:50:23.060024Z,4,0.662,0.517,0.542,0.6,0.166,0.073,0.608,0.703,0.755,0.8,0.124,0.1
BNB-USD-predict-ensamble-gakknn-MIHA.csv,2020-11-28T20:31:21.721074Z,4,0.64,0.549,0.607,0.633,0.133,0.104,0.553,0.538,0.556,0.5,0.104,0.065
BNB-USD-predict-ensamble-gakknn-MIHB.csv,2020-11-28T22:09:11.643762Z,4,0.624,0.549,0.607,0.633,0.13,0.104,0.461,0.56,0.556,0.5,0.157,0.057
BNB-USD-predict-ensamble-gakknn-MIHC.csv,2020-11-29T08:05:06.957527Z,3,0.645,0.483,0.525,0.533,0.166,0.073,0.537,0.539,0.542,0.6,0.107,0.058
BNB-USD-predict-ensamble-gakknn-MIHD.csv,2020-11-29T09:46:23.280316Z,3,0.684,0.572,0.541,0.567,0.105,0.059,0.585,0.603,0.654,0.567,0.135,0.125
BNB-USD-predict-ensamble-gakknn-MIHDA.csv,2020-11-29T11:13:43.190357Z,3,0.658,0.561,0.475,0.433,0.09,0.155,0.515,0.594,0.658,0.767,0.151,0.155
BNB-USD-predict-ensamble-gakknn-MIHDB.csv,2020-11-29T13:10:04.510272Z,3,0.603,0.451,0.46,0.5,0.15,0.043,0.57,0.681,0.705,0.7,0.177,0.042
BNB-USD-predict-ensamble-gakknn-MIHDC.csv,2020-11-29T15:21:13.696572Z,3,0.662,0.516,0.474,0.4,0.118,0.104,0.652,0.57,0.522,0.333,0.078,0.206
BNB-USD-predict-ensamble-gakknn-MIHDD.csv,2020-11-29T16:39:07.474898Z,3,0.607,0.417,0.442,0.4,0.174,0.06,0.587,0.607,0.594,0.8,0.156,0.208
BNB-USD-predict-ensamble-gakknn-MIHE.csv,2020-11-29T17:54:32.666235Z,3,0.674,0.627,0.64,0.7,0.072,0.064,0.543,0.527,0.558,0.567,0.077,0.053
BNB-USD-predict-ensamble-gakknn-MIHF.csv,2020-11-29T19:17:44.183312Z,3,0.597,0.484,0.492,0.5,0.117,0.017,0.509,0.559,0.605,0.5,0.151,0.132
BNB-USD-predict-ensamble-gakknn-NA.csv,2020-11-29T21:51:29.318771Z,3,0.611,0.593,0.556,0.5,0.089,0.085,0.474,0.318,0.344,0.3,0.132,0.062
BNB-USD-predict-ensamble-gakknn-NAA.csv,2020-11-30T08:22:08.746574Z,2,0.608,0.505,0.491,0.433,0.084,0.063,0.4,0.319,0.378,0.433,0.198,0.117
BNB-USD-predict-ensamble-gakknn-NAB.csv,2020-11-30T09:51:55.093016Z,2,0.603,0.527,0.508,0.467,0.103,0.053,0.44,0.319,0.295,0.267,0.112,0.05
BNB-USD-predict-ensamble-gakknn-NAC.csv,2020-11-30T11:18:01.935588Z,2,0.597,0.549,0.557,0.533,0.079,0.027,0.38,0.275,0.246,0.267,0.111,0.054
BNB-USD-predict-ensamble-gakknn-NAD.csv,2020-11-30T12:09:05.703469Z,2,0.584,0.451,0.36,0.333,0.141,0.16,0.497,0.481,0.505,0.333,0.176,0.177
BNB-USD-predict-ensamble-gakknn-NAE.csv,2020-11-30T13:44:43.923979Z,2,0.631,0.508,0.411,0.5,0.163,0.189,0.444,0.339,0.359,0.233,0.129,0.13
BNB-USD-predict-ensamble-gakknn-NAF.csv,2020-11-30T14:31:43.514993Z,2,0.582,0.495,0.442,0.433,0.11,0.091,0.472,0.462,0.493,0.567,0.08,0.091
BNB-USD-predict-ensamble-gakknn-NAG.csv,2020-11-30T17:32:29.397792Z,2,0.597,0.495,0.51,0.6,0.16,0.094,0.455,0.396,0.427,0.467,0.165,0.067
BNB-USD-predict-ensamble-gakknn-NAGA.csv,2020-11-30T19:43:04.780400Z,2,0.532,0.429,0.427,0.467,0.133,0.04,0.444,0.307,0.311,0.267,0.143,0.045
BNB-USD-predict-ensamble-gakknn-NAH.csv,2020-11-30T21:43:42.117227Z,2,0.604,0.529,0.494,0.6,0.145,0.123,0.505,0.561,0.542,0.6,0.156,0.067
BNB-USD-predict-ensamble-gakknn-NAHA.csv,2020-12-01T11:48:02.752437Z,1,0.608,0.54,0.476,0.533,0.096,0.124,0.562,0.636,0.62,0.467,0.209,0.156
BNB-USD-predict-ensamble-gakknn-NB.csv,2020-12-01T12:40:08.128431Z,1,0.479,0.456,0.45,0.6,0.124,0.15,0.492,0.489,0.5,0.467,0.043,0.038
BNB-USD-predict-ensamble-gakknn-NBA.csv,2020-12-01T14:04:41.077735Z,1,0.62,0.528,0.492,0.5,0.084,0.063,0.423,0.318,0.344,0.3,0.125,0.062
BNB-USD-predict-ensamble-gakknn-NBB.csv,2020-12-01T14:24:45.184390Z,1,0.581,0.495,0.476,0.5,0.093,0.041,0.493,0.459,0.489,0.3,0.12,0.196
BNB-USD-predict-ensamble-gakknn-NBC.csv,2020-12-01T16:09:16.465239Z,1,0.62,0.506,0.459,0.433,0.078,0.085,0.467,0.274,0.245,0.167,0.129,0.093
BNB-USD-predict-ensamble-gakknn-NBCA.csv,2020-12-01T16:16:28.522468Z,1,0.628,0.528,0.491,0.467,0.097,0.067,0.523,0.449,0.508,0.467,0.148,0.109
BNB-USD-predict-ensamble-gakknn-NC.csv,2020-12-01T18:58:37.847198Z,1,0.603,0.538,0.541,0.533,0.059,0.009,0.472,0.394,0.391,0.267,0.044,0.125
BNB-USD-predict-ensamble-gakknn-NCA.csv,2020-12-01T19:05:49.096653Z,1,0.533,0.43,0.395,0.5,0.138,0.121,0.455,0.394,0.441,0.367,0.091,0.111
BNB-USD-predict-ensamble-gakknn-NCB.csv,2020-12-01T20:50:11.590548Z,1,0.558,0.462,0.427,0.467,0.121,0.073,0.48,0.472,0.474,0.4,0.078,0.074
BNB-USD-predict-ensamble-gakknn-NCC.csv,2020-12-01T20:57:50.604607Z,1,0.568,0.494,0.508,0.5,0.097,0.025,0.426,0.329,0.361,0.367,0.125,0.055
BNB-USD-predict-glmLDAB-ensamble.csv,2020-10-30T09:05:44.702002Z,33,0.533,0.473,0.41,0.4,0.095,0.11,0.455,0.439,0.458,0.4,0.135,0.067
BNB-USD-predict-glmLDF-ensamble.csv,2020-10-30T19:10:14.927863Z,33,0.49,0.495,0.443,0.467,0.11,0.094,0.443,0.439,0.558,0.6,0.207,0.211
BNB-USD-predict-glmLDG-ensamble.csv,2020-11-04T08:37:34.513117Z,28,0.555,0.483,0.441,0.367,0.028,0.104,0.575,0.492,0.522,0.367,0.129,0.164
BNB-USD-predict-kknnLDAA-ensamble.csv,2020-10-31T11:10:29.866060Z,32,0.588,0.539,0.509,0.567,0.129,0.078,0.434,0.461,0.492,0.5,0.154,0.054
BNB-USD-predict-kknnLDAB-ensamble.csv,2020-10-31T15:48:47.727261Z,32,0.646,0.484,0.542,0.633,0.232,0.136,0.506,0.429,0.393,0.367,0.06,0.067
BNB-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T13:12:25.032581Z,29,0.549,0.538,0.574,0.6,0.09,0.067,0.515,0.55,0.591,0.667,0.136,0.104
BNB-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T13:01:23.826307Z,31,0.554,0.527,0.557,0.533,0.106,0.057,0.39,0.361,0.409,0.333,0.154,0.111
BNB-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T15:02:09.823284Z,29,0.625,0.549,0.54,0.5,0.053,0.043,0.483,0.539,0.559,0.633,0.1,0.082
BNB-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:25:36.502835Z,29,0.593,0.549,0.574,0.6,0.091,0.05,0.428,0.407,0.427,0.467,0.111,0.053
BNB-USD-predict-kknnLDB-ensamble.csv,2020-11-04T13:36:23.826480Z,28,0.615,0.548,0.539,0.433,0.076,0.107,0.439,0.385,0.394,0.433,0.122,0.042
BNB-USD-predict-kknnLDC-ensamble.csv,2020-11-04T15:33:26.101354Z,28,0.63,0.548,0.589,0.5,0.085,0.113,0.456,0.473,0.477,0.567,0.095,0.09
BNB-USD-predict-kknnLDD-ensamble.csv,2020-11-05T13:43:18.490520Z,27,0.598,0.56,0.523,0.433,0.06,0.11,0.412,0.351,0.377,0.367,0.136,0.046
BNB-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T14:54:42.859979Z,26,0.641,0.604,0.59,0.567,0.102,0.034,0.564,0.528,0.509,0.567,0.123,0.066
BNB-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T16:57:43.250551Z,26,0.554,0.495,0.542,0.6,0.123,0.1,0.466,0.439,0.526,0.6,0.144,0.167
BNB-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T17:31:05.397269Z,26,0.619,0.55,0.558,0.6,0.093,0.044,0.586,0.649,0.641,0.733,0.104,0.094
BNB-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:09:37.726282Z,26,0.555,0.495,0.443,0.467,0.128,0.094,0.477,0.528,0.526,0.6,0.124,0.074
BNB-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:04:48.126969Z,26,0.576,0.494,0.507,0.433,0.095,0.077,0.522,0.592,0.555,0.433,0.143,0.138
BNB-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T11:52:23.108660Z,25,0.625,0.572,0.542,0.6,0.105,0.078,0.549,0.518,0.427,0.467,0.153,0.163
BNB-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:32:01.031691Z,26,0.642,0.593,0.573,0.533,0.09,0.053,0.412,0.273,0.26,0.133,0.132,0.129
BNB-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:02:31.805092Z,25,0.619,0.615,0.673,0.7,0.086,0.103,0.586,0.538,0.59,0.567,0.109,0.093
BNB-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:42:42.184546Z,25,0.619,0.604,0.605,0.533,0.132,0.072,0.554,0.594,0.59,0.6,0.053,0.011
BNB-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T07:52:19.406445Z,24,0.642,0.616,0.59,0.6,0.094,0.045,0.596,0.626,0.705,0.733,0.106,0.141
BNB-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T08:58:42.310179Z,24,0.592,0.604,0.64,0.667,0.064,0.067,0.526,0.439,0.425,0.333,0.133,0.095
BNB-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T10:47:29.368726Z,24,0.626,0.55,0.491,0.467,0.103,0.104,0.483,0.452,0.477,0.6,0.131,0.13
BNB-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T11:20:17.590281Z,24,0.608,0.515,0.506,0.367,0.073,0.14,0.564,0.482,0.49,0.367,0.114,0.124
BNB-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T12:58:51.272841Z,24,0.533,0.495,0.492,0.5,0.178,0.009,0.542,0.593,0.606,0.567,0.125,0.045
BNB-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:35:47.269615Z,24,0.576,0.506,0.525,0.567,0.097,0.053,0.521,0.539,0.641,0.767,0.139,0.218
BNB-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:27:20.691884Z,23,0.571,0.551,0.542,0.633,0.072,0.092,0.514,0.558,0.653,0.5,0.197,0.225
BNB-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:44:05.972765Z,23,0.55,0.594,0.59,0.6,0.122,0.011,0.45,0.54,0.543,0.667,0.117,0.124
BNB-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:20:46.694713Z,23,0.55,0.583,0.541,0.533,0.136,0.073,0.461,0.462,0.492,0.533,0.082,0.067
BNB-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T19:59:51.543059Z,23,0.555,0.561,0.558,0.567,0.144,0.011,0.521,0.571,0.574,0.567,0.124,0.008
BNB-USD-predict-kknnLDJK-ensamble.csv,2020-11-09T20:36:49.064997Z,23,0.598,0.506,0.476,0.5,0.094,0.058,0.554,0.583,0.591,0.633,0.085,0.045
BNB-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:23:46.133777Z,24,0.593,0.583,0.558,0.567,0.154,0.045,0.483,0.571,0.606,0.567,0.123,0.073
BNB-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:10:00.132605Z,24,0.641,0.637,0.606,0.567,0.055,0.067,0.544,0.518,0.494,0.633,0.099,0.145
BNB-USD-predict-kknnLDM-ensamble.csv,2020-11-08T17:52:56.479539Z,24,0.616,0.433,0.367,0.367,0.137,0.115,0.647,0.467,0.55,0.433,0.196,0.186
BNB-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:00:47.318504Z,23,0.582,0.549,0.507,0.433,0.114,0.104,0.462,0.452,0.362,0.433,0.186,0.172
BNB-USD-predict-kknnLDO-ensamble.csv,2020-11-09T12:38:05.870085Z,23,0.647,0.527,0.474,0.4,0.113,0.118,0.504,0.428,0.426,0.4,0.087,0.026
BNB-USD-predict-kknnLDP-ensamble.csv,2020-11-10T11:49:58.860981Z,22,0.674,0.66,0.59,0.6,0.083,0.121,0.62,0.495,0.475,0.467,0.148,0.035
BNB-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T16:53:12.078020Z,22,0.554,0.494,0.525,0.533,0.136,0.053,0.402,0.462,0.443,0.467,0.182,0.041
BNB-USD-predict-kknnLDQA-ensamble.csv,2020-11-10T18:55:34.365164Z,22,0.555,0.561,0.642,0.8,0.212,0.211,0.478,0.638,0.657,0.733,0.177,0.083
BNB-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:15:38.532408Z,21,0.653,0.549,0.491,0.433,0.113,0.117,0.544,0.519,0.445,0.567,0.136,0.177
BNB-USD-predict-xgblinearLN-ensamble.csv,2020-10-26T12:15:28.504822Z,37,0.668,0.516,0.474,0.367,0.073,0.129,0.428,0.307,0.294,0.233,0.195,0.065
BTC-USD-predict-ensamble-gakknn-MA.csv,2020-11-13T22:08:42.198219Z,19,0.657,0.473,0.476,0.5,0.167,0.025,0.559,0.516,0.508,0.467,0.109,0.043
BTC-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T19:50:35.401506Z,18,0.641,0.605,0.624,0.667,0.12,0.054,0.64,0.626,0.589,0.5,0.138,0.11
BTC-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T20:31:26.214486Z,18,0.565,0.451,0.476,0.533,0.173,0.072,0.565,0.583,0.541,0.567,0.11,0.077
BTC-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T21:39:21.429075Z,18,0.613,0.43,0.445,0.6,0.233,0.157,0.461,0.41,0.381,0.633,0.22,0.257
BTC-USD-predict-ensamble-gakknn-MAD.csv,2020-11-14T22:23:03.904274Z,18,0.595,0.539,0.542,0.6,0.107,0.058,0.612,0.516,0.475,0.433,0.062,0.083
BTC-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T10:03:49.668119Z,17,0.552,0.548,0.539,0.69,0.144,0.151,0.792,0.752,0.778,1,0.193,0.227
BTC-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T12:28:44.044569Z,17,0.603,0.419,0.345,0.4,0.188,0.139,0.495,0.353,0.247,0.3,0.163,0.192
BTC-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T13:51:05.974572Z,17,0.5,0.462,0.407,0.6,0.192,0.215,0.679,0.571,0.821,1,0.438,0.468
BTC-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T14:38:55.750625Z,17,0.581,0.517,0.542,0.633,0.132,0.101,0.57,0.496,0.511,0.667,0.149,0.158
BTC-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:17:42.838054Z,17,0.598,0.539,0.559,0.667,0.136,0.113,0.509,0.517,0.559,0.633,0.164,0.104
BTC-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T18:53:43.018566Z,17,0.607,0.527,0.623,0.633,0.142,0.168,0.575,0.659,0.655,0.6,0.178,0.055
BTC-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T19:37:59.387934Z,17,0.58,0.429,0.493,0.567,0.218,0.134,0.483,0.431,0.463,0.733,0.188,0.276
BTC-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T20:31:22.063586Z,17,0.571,0.485,0.461,0.567,0.128,0.114,0.484,0.663,0.595,0.867,0.272,0.297
BTC-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T21:41:54.574921Z,17,0.652,0.506,0.443,0.467,0.127,0.112,0.433,0.351,0.344,0.3,0.192,0.046
BTC-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T08:33:37.583787Z,16,0.599,0.518,0.477,0.6,0.177,0.142,0.456,0.408,0.379,0.5,0.138,0.131
BTC-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T09:43:16.079461Z,16,0.685,0.549,0.54,0.5,0.107,0.043,0.509,0.417,0.475,0.467,0.15,0.102
BTC-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T11:57:17.641834Z,16,0.668,0.538,0.541,0.533,0.13,0.009,0.603,0.56,0.54,0.5,0.08,0.053
BTC-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T13:22:07.018712Z,16,0.598,0.582,0.59,0.6,0.118,0.017,0.619,0.692,0.788,0.833,0.107,0.172
BTC-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T14:50:26.889671Z,16,0.74,0.539,0.425,0.333,0.114,0.218,0.511,0.472,0.392,0.3,0.116,0.167
BTC-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:13:48.735760Z,16,0.603,0.451,0.493,0.567,0.185,0.104,0.581,0.605,0.625,0.733,0.085,0.114
BTC-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:09:34.424520Z,16,,,,,,,,,,,,
BTC-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:20:06.009935Z,16,0.652,0.551,0.56,0.7,0.177,0.141,0.553,0.595,0.559,0.667,0.17,0.124
BTC-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T19:17:08.531018Z,16,0.656,0.624,0.603,0.69,0.093,0.094,0.748,0.746,0.768,0.793,0.145,0.045
BTC-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T20:35:42.609577Z,16,0.625,0.546,0.519,0.625,0.114,0.115,0.583,0.405,0.274,0.375,0.228,0.248
BTC-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T07:19:56.699467Z,15,0.575,0.452,0.428,0.533,0.165,0.113,0.553,0.474,0.427,0.5,0.171,0.108
BTC-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T08:36:16.066565Z,15,0.668,0.396,0.344,0.333,0.209,0.091,0.549,0.418,0.31,0.233,0.14,0.202
BTC-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T09:59:00.600460Z,15,0.606,0.456,0.45,0.367,0.113,0.084,0.567,0.367,0.317,0.133,0.106,0.203
BTC-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T12:39:35.608016Z,15,0.594,0.565,0.552,0.542,0.059,0.025,0.582,0.5,0.5,0.5,0.12,0
BTC-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T13:37:10.441794Z,15,0.666,0.637,0.673,0.667,0.097,0.061,0.624,0.623,0.618,0.7,0.071,0.083
BTC-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T14:38:30.665388Z,15,0.619,0.418,0.393,0.367,0.161,0.05,0.522,0.505,0.49,0.4,0.085,0.094
BTC-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T15:46:36.530768Z,15,0.548,0.457,0.482,0.5,0.131,0.047,0.527,0.462,0.545,0.625,0.21,0.164
BTC-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T16:42:05.791386Z,15,0.63,0.505,0.525,0.533,0.147,0.035,0.533,0.419,0.295,0.3,0.184,0.215
BTC-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T17:36:02.528479Z,15,0.444,0.444,0.444,0.273,0.242,0.242,0.657,0.657,0.657,0.545,0.158,0.158
BTC-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T18:37:03.415600Z,15,0.647,0.539,0.508,0.5,0.104,0.054,0.57,0.45,0.442,0.4,0.081,0.044
BTC-USD-predict-ensamble-gakknn-MEF.csv,2020-11-18T20:41:42.696176Z,14,0.669,0.615,0.639,0.633,0.146,0.042,0.516,0.527,0.608,0.667,0.084,0.151
BTC-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T08:59:36.068256Z,13,0.658,0.482,0.49,0.4,0.174,0.091,0.548,0.484,0.525,0.567,0.118,0.083
BTC-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T10:27:14.900879Z,13,0.614,0.56,0.523,0.433,0.103,0.11,0.537,0.427,0.424,0.267,0.084,0.157
BTC-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T13:28:54.054659Z,13,0.571,0.539,0.541,0.567,0.092,0.026,0.493,0.429,0.476,0.533,0.161,0.1
BTC-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T15:24:43.099259Z,13,0.581,0.45,0.475,0.467,0.146,0.044,0.495,0.387,0.347,0.5,0.16,0.168
BTC-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T17:50:14.479429Z,13,0.625,0.473,0.494,0.6,0.181,0.112,0.462,0.364,0.33,0.433,0.144,0.12
BTC-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T19:53:14.411483Z,13,0.641,0.527,0.506,0.4,0.083,0.112,0.564,0.46,0.474,0.367,0.096,0.109
BTC-USD-predict-ensamble-gakknn-MEM.csv,2020-11-19T20:49:47.604536Z,13,0.625,0.482,0.54,0.5,0.161,0.108,0.591,0.504,0.54,0.467,0.125,0.096
BTC-USD-predict-ensamble-gakknn-MEN.csv,2020-11-20T08:29:08.597321Z,12,0.608,0.473,0.459,0.467,0.122,0.025,0.555,0.495,0.46,0.5,0.14,0.074
BTC-USD-predict-ensamble-gakknn-MEO.csv,2020-11-20T10:16:50.897726Z,12,0.538,0.407,0.411,0.467,0.156,0.056,0.429,0.322,0.317,0.633,0.231,0.317
BTC-USD-predict-ensamble-gakknn-MEP.csv,2020-11-20T13:22:47.735556Z,12,0.576,0.462,0.477,0.567,0.185,0.093,0.501,0.462,0.41,0.4,0.123,0.091
BTC-USD-predict-ensamble-gakknn-MF.csv,2020-11-20T15:55:28.772283Z,12,0.705,0.526,0.572,0.467,0.173,0.132,0.663,0.549,0.474,0.367,0.078,0.169
BTC-USD-predict-ensamble-gakknn-MFA.csv,2020-11-20T17:23:34.864584Z,12,0.661,0.507,0.494,0.536,0.165,0.048,0.593,0.405,0.374,0.393,0.2,0.057
BTC-USD-predict-ensamble-gakknn-MFB.csv,2020-11-20T19:06:35.145546Z,12,0.668,0.529,0.543,0.538,0.147,0.026,0.637,0.693,0.656,0.731,0.075,0.099
BTC-USD-predict-ensamble-gakknn-MFC.csv,2020-11-20T21:48:30.774765Z,12,0.701,0.516,0.491,0.467,0.125,0.05,0.591,0.514,0.488,0.233,0.125,0.258
BTC-USD-predict-ensamble-gakknn-MFD.csv,2020-11-21T12:17:40.731937Z,11,0.75,0.55,0.475,0.467,0.142,0.13,0.564,0.525,0.505,0.3,0.134,0.208
BTC-USD-predict-ensamble-gakknn-MFE.csv,2020-11-21T19:17:21.347868Z,11,0.744,0.548,0.572,0.433,0.148,0.144,0.635,0.57,0.504,0.267,0.124,0.263
