PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MA.csv,ADA-USD,2020-11-13T20:06:20.481356Z,44,0.642,0.502,0.559,0.519,0.194,0.107,0.058,0.609,0.504,0.498,0.63,0.085,0.132,0.186,0.494237870257926
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50.693138Z,43,0.619,0.569,0.628,0.556,0.143,0.125,0.102,0.544,0.48,0.559,0.519,0.166,0.143,0.058,0.525305406626466
ADA-USD-predict-ensamble-gakknn-MAB.csv,ADA-USD,2020-11-14T20:21:09.534548Z,43,0.657,0.52,0.506,0.444,0.095,0.066,0.086,0.57,0.45,0.337,0.407,0.207,0.209,0.1,0.441278234558479
ADA-USD-predict-ensamble-gakknn-MAC.csv,ADA-USD,2020-11-14T21:27:52.634252Z,43,0.69,0.576,0.574,0.481,0.093,0.093,0.131,0.559,0.476,0.391,0.148,0.109,0.284,0.343,0.470435541045277
ADA-USD-predict-ensamble-gakknn-MAD.csv,ADA-USD,2020-11-14T22:11:56.076128Z,43,0.62,0.546,0.578,0.556,0.101,0.059,0.031,0.587,0.477,0.506,0.444,0.145,0.079,0.086,0.540397393386603
ADA-USD-predict-ensamble-gakknn-MAE.csv,ADA-USD,2020-11-15T09:52:57.160963Z,42,0.454,0.498,0.447,0.421,0.118,0.092,0.037,0.063,0.07,0.105,0.211,0.081,0.122,0.149,0.418660869030853
ADA-USD-predict-ensamble-gakknn-MAF.csv,ADA-USD,2020-11-15T12:16:45.435861Z,42,0.592,0.42,0.42,0.407,0.138,0.013,0.018,0.492,0.422,0.359,0.519,0.18,0.193,0.225,0.40680777069136
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41.759985Z,42,0.597,0.517,0.518,0.556,0.131,0.038,0.053,0.586,0.434,0.425,0.37,0.145,0.057,0.078,0.513695862314063
ADA-USD-predict-ensamble-gakknn-MAH.csv,ADA-USD,2020-11-15T14:24:00.100484Z,42,0.657,0.514,0.53,0.593,0.161,0.068,0.089,0.517,0.41,0.502,0.704,0.215,0.257,0.285,0.520575101575162
ADA-USD-predict-ensamble-gakknn-MB.csv,ADA-USD,2020-11-15T17:02:49.432655Z,42,0.673,0.433,0.456,0.444,0.202,0.041,0.016,0.596,0.591,0.531,0.63,0.133,0.142,0.139,0.435844307560398
ADA-USD-predict-ensamble-gakknn-MBA.csv,ADA-USD,2020-11-15T18:41:43.862048Z,42,0.624,0.523,0.543,0.519,0.173,0.042,0.034,0.516,0.393,0.444,0.556,0.164,0.142,0.157,0.509073825504937
ADA-USD-predict-ensamble-gakknn-MBB.csv,ADA-USD,2020-11-15T19:26:01.745702Z,42,0.633,0.563,0.561,0.556,0.136,0.006,0.008,0.674,0.622,0.6,0.667,0.152,0.077,0.094,0.55476091168236
ADA-USD-predict-ensamble-gakknn-MBC.csv,ADA-USD,2020-11-15T20:14:08.891519Z,42,0.647,0.513,0.559,0.519,0.14,0.09,0.058,0.582,0.585,0.635,0.704,0.198,0.111,0.097,0.497927214573513
ADA-USD-predict-ensamble-gakknn-MBD.csv,ADA-USD,2020-11-15T21:22:02.684141Z,42,0.695,0.541,0.472,0.444,0.094,0.122,0.039,0.456,0.372,0.444,0.556,0.195,0.168,0.157,0.439367937567919
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2020-11-16T08:12:32.651951Z,41,0.668,0.514,0.544,0.556,0.196,0.055,0.016,0.526,0.419,0.435,0.37,0.185,0.071,0.092,0.53063444161353
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41.946627Z,41,0.674,0.543,0.654,0.741,0.21,0.21,0.123,0.489,0.375,0.433,0.333,0.198,0.142,0.141,0.60517370179702
ADA-USD-predict-ensamble-gakknn-MCA.csv,ADA-USD,2020-11-16T11:40:38.637778Z,41,0.635,0.438,0.383,0.333,0.146,0.108,0.071,0.538,0.545,0.607,0.815,0.143,0.234,0.293,0.337263398691427
ADA-USD-predict-ensamble-gakknn-MCB.csv,ADA-USD,2020-11-16T13:08:29.967968Z,41,0.516,0.476,0.264,0.429,0.264,0.402,0.232,0.167,0,0,0,0.408,0,0,0.312838528109079
ADA-USD-predict-ensamble-gakknn-MCC.csv,ADA-USD,2020-11-16T14:21:23.220210Z,41,0.668,0.477,0.457,0.481,0.121,0.042,0.034,0.548,0.248,0.178,0.222,0.138,0.129,0.063,0.456200318819654
ADA-USD-predict-ensamble-gakknn-MCD.csv,ADA-USD,2020-11-16T16:00:52.708010Z,41,0.663,0.499,0.522,0.444,0.145,0.088,0.11,0.534,0.606,0.78,0.926,0.175,0.335,0.207,0.433479611270855
ADA-USD-predict-ensamble-gakknn-MCE.csv,ADA-USD,2020-11-16T17:58:29.304331Z,41,0.566,0.415,0.333,0.417,0.066,0.164,0.118,0.616,0.534,0.458,0.667,0.236,0.246,0.295,0.348354828008315
ADA-USD-predict-ensamble-gakknn-MCF.csv,ADA-USD,2020-11-16T17:08:08.344790Z,41,0.663,0.462,0.435,0.37,0.224,0.08,0.092,0.51,0.447,0.444,0.556,0.17,0.111,0.157,0.37261205141954
ADA-USD-predict-ensamble-gakknn-MD.csv,ADA-USD,2020-11-16T18:55:25.451478Z,41,0.634,0.489,0.459,0.519,0.2,0.078,0.084,0.614,0.497,0.569,0.704,0.186,0.183,0.191,0.459839184171629
ADA-USD-predict-ensamble-gakknn-MDA.csv,ADA-USD,2020-11-16T20:15:54.599436Z,41,0.635,0.396,0.417,0.333,0.236,0.091,0.118,0.559,0.58,0.596,0.593,0.152,0.028,0.005,0.333155852804123
ADA-USD-predict-ensamble-gakknn-MDB.csv,ADA-USD,2020-11-17T07:00:43.338946Z,40,0.743,0.46,0.352,0.37,0.052,0.189,0.026,0.621,0.452,0.469,0.704,0.133,0.237,0.333,0.350692370999061
ADA-USD-predict-ensamble-gakknn-MDC.csv,ADA-USD,2020-11-17T08:15:41.621518Z,40,0.723,0.467,0.474,0.481,0.169,0.015,0.01,0.505,0.28,0.291,0.148,0.201,0.144,0.202,0.470936615242663
ADA-USD-predict-ensamble-gakknn-MDD.csv,ADA-USD,2020-11-17T09:29:11.681548Z,40,0.677,0.475,0.407,0.296,0.136,0.162,0.156,0.477,0.517,0.63,0.778,0.215,0.246,0.209,0.308152752095964
ADA-USD-predict-ensamble-gakknn-MDE.csv,ADA-USD,2020-11-17T12:23:06.279396Z,40,0.668,0.459,0.367,0.4,0.085,0.164,0.047,0.473,0.351,0.43,0.56,0.223,0.189,0.184,0.368058622286602
ADA-USD-predict-ensamble-gakknn-ME.csv,ADA-USD,2020-11-17T13:21:09.715326Z,40,0.592,0.447,0.461,0.556,0.125,0.097,0.134,0.483,0.439,0.352,0.37,0.066,0.152,0.026,0.459403517804979
ADA-USD-predict-ensamble-gakknn-MEA.csv,ADA-USD,2020-11-17T14:22:02.652353Z,40,0.628,0.486,0.436,0.538,0.152,0.134,0.145,0.452,0.437,0.414,0.462,0.142,0.062,0.067,0.442842896567119
ADA-USD-predict-ensamble-gakknn-MEB.csv,ADA-USD,2020-11-17T15:32:06.050570Z,40,0.685,0.537,0.531,0.63,0.121,0.099,0.139,0.619,0.581,0.5,0.667,0.138,0.217,0.236,0.5255366183285
ADA-USD-predict-ensamble-gakknn-MEC.csv,ADA-USD,2020-11-17T16:26:36.594770Z,40,0.696,0.493,0.433,0.5,0.178,0.123,0.094,0.499,0.417,0.383,0.5,0.148,0.13,0.165,0.435749009389756
ADA-USD-predict-ensamble-gakknn-MED.csv,ADA-USD,2020-11-17T17:21:51.527104Z,40,0.619,0.511,0.41,0.444,0.159,0.179,0.049,0.543,0.453,0.323,0.333,0.205,0.226,0.015,0.407466324729515
ADA-USD-predict-ensamble-gakknn-MEE.csv,ADA-USD,2020-11-17T18:16:06.664527Z,40,0.755,0.556,0.511,0.556,0.119,0.089,0.063,0.548,0.513,0.446,0.593,0.137,0.186,0.207,0.506880586413562
ADA-USD-predict-ensamble-gakknn-MEF.csv,ADA-USD,2020-11-18T20:00:02.079842Z,39,0.697,0.562,0.55,0.667,0.073,0.119,0.165,0.62,0.515,0.411,0.556,0.178,0.231,0.204,0.543383555588259
ADA-USD-predict-ensamble-gakknn-MEG.csv,ADA-USD,2020-11-19T08:34:34.439214Z,38,0.679,0.507,0.454,0.407,0.142,0.103,0.065,0.527,0.326,0.344,0.222,0.148,0.126,0.173,0.406379784913556
ADA-USD-predict-ensamble-gakknn-MEH.csv,ADA-USD,2020-11-19T10:05:10.854988Z,38,0.733,0.554,0.476,0.519,0.099,0.142,0.06,0.548,0.558,0.515,0.63,0.131,0.137,0.162,0.471511635291444
ADA-USD-predict-ensamble-gakknn-MEI.csv,ADA-USD,2020-11-19T13:14:35.052495Z,38,0.685,0.441,0.387,0.407,0.131,0.095,0.029,0.498,0.439,0.352,0.37,0.174,0.152,0.026,0.386631129208952
ADA-USD-predict-ensamble-gakknn-MEJ.csv,ADA-USD,2020-11-19T15:10:43.476234Z,38,0.673,0.545,0.494,0.556,0.104,0.106,0.086,0.487,0.32,0.319,0.37,0.212,0.052,0.073,0.491876078198316
