PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,PVal6m,PVal3m,PVal2m,PVal1m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
AAPL-predict-ensamble-gakknn-SAGA.csv,AAPL,2021-06-24T20:06:04.335795Z,12,0.549,0.574,0.575,0.5,0.073,0.075,0.106,0.714,0.663,0.556,0.861,0.545,0.509,0.43,0.409,0.109,0.138,0.029,0.481524983928173
AAPL-predict-ensamble-gakknn-SAC.csv,AAPL,2021-06-24T20:06:04.315020Z,12,0.503,0.515,0.598,0.545,0.151,0.152,0.074,0.696,0.699,0.559,0.865,0.541,0.512,0.543,0.636,0.091,0.108,0.132,0.478897518892543
AAPL-predict-ensamble-gakknn-UADC.csv,AAPL,2021-06-24T20:06:04.407968Z,12,0.508,0.601,0.568,0.636,0.153,0.089,0.096,0.668,0.535,0.734,0.595,0.433,0.504,0.518,0.636,0.095,0.121,0.167,0.476016912542978
AAPL-predict-ensamble-gakknn-PCB.csv,AAPL,2021-06-24T20:10:11.679874Z,12,0.475,0.534,0.564,0.727,0.064,0.171,0.231,0.884,0.559,0.467,0.065,0.425,0.507,0.523,0.545,0.141,0.035,0.032,0.462852327468022
AAPL-predict-ensamble-gakknn-PBB.csv,AAPL,2021-06-24T20:10:11.661286Z,12,0.509,0.479,0.505,0.409,0.089,0.105,0.135,0.711,0.836,0.785,0.974,0.516,0.479,0.505,0.409,0.078,0.105,0.135,0.453387348703831
AAPL-predict-ensamble-gakknn-UAD.csv,AAPL,2021-06-24T20:06:04.357332Z,12,0.469,0.475,0.462,0.591,0.067,0.131,0.182,0.879,0.988,0.988,0.985,0.533,0.632,0.586,0.773,0.133,0.202,0.264,0.452915422105965
AAPL-predict-ensamble-gakknn-PCA.csv,AAPL,2021-06-24T20:10:11.673311Z,12,0.454,0.55,0.539,0.727,0.107,0.19,0.267,0.927,0.864,0.804,0.608,0.581,0.746,0.739,0.727,0.157,0.018,0.016,0.449250722269094
AAPL-predict-ensamble-gakknn-SAB.csv,AAPL,2021-06-24T20:06:04.311037Z,12,0.496,0.554,0.498,0.545,0.124,0.109,0.067,0.925,0.854,0.981,0.981,0.558,0.581,0.539,0.727,0.228,0.203,0.267,0.44182698156391
AAPL-predict-ensamble-gakknn-UADB.csv,AAPL,2021-06-24T20:06:04.380997Z,12,0.522,0.45,0.438,0.455,0.117,0.027,0.024,0.779,0.905,0.866,0.858,0.523,0.585,0.536,0.545,0.158,0.086,0.014,0.435503794857707
AAPL-predict-ensamble-gakknn-VDIBCC.csv,AAPL,2021-06-24T20:06:04.719330Z,12,0.549,0.665,0.568,0.636,0.171,0.18,0.096,0.7,0.47,0.592,0.595,0.617,0.633,0.568,0.636,0.1,0.131,0.096,0.433747301446904
AAPL-predict-ensamble-gakknn-UADAC.csv,AAPL,2021-06-24T20:06:04.376158Z,12,0.453,0.51,0.527,0.455,0.09,0.078,0.103,0.899,0.816,0.727,0.858,0.539,0.38,0.427,0.455,0.168,0.086,0.039,0.433523826838185
AAPL-predict-ensamble-gakknn-NAAA.csv,AAPL,2021-06-29T16:23:23.437148Z,7,0.495,0.443,0.389,0.429,0.084,0.101,0.056,0.792,0.776,0.958,0.938,0.494,0.46,0.439,0.429,0.107,0.037,0.015,0.431191884223042
AAPL-predict-ensamble-gakknn-UADCA.csv,AAPL,2021-06-24T20:06:04.413531Z,12,0.533,0.48,0.482,0.364,0.052,0.118,0.167,0.823,0.943,0.982,0.973,0.527,0.409,0.327,0.455,0.183,0.19,0.18,0.429050159396035
AAPL-predict-ensamble-gakknn-UAA.csv,AAPL,2021-06-24T20:06:04.343374Z,12,0.458,0.525,0.525,0.5,0.103,0.025,0.035,0.862,0.775,0.869,0.861,0.554,0.588,0.62,0.591,0.119,0.063,0.042,0.428728036066283
AAPL-predict-ensamble-gakknn-SAD.csv,AAPL,2021-06-24T20:06:04.319231Z,12,0.553,0.527,0.505,0.409,0.071,0.103,0.135,0.734,0.776,0.726,0.857,0.552,0.522,0.45,0.5,0.128,0.135,0.071,0.428171684198624
AAPL-predict-ensamble-gakknn-PABE.csv,AAPL,2021-06-24T20:10:11.642658Z,12,0.48,0.469,0.489,0.429,0.072,0.07,0.086,0.842,0.949,0.928,0.977,0.467,0.455,0.515,0.381,0.127,0.171,0.19,0.423431694077034
AAPL-predict-ensamble-gakknn-VDF.csv,AAPL,2021-06-24T20:06:04.686225Z,12,0.463,0.615,0.684,0.818,0.111,0.18,0.19,0.945,0.836,0.754,0.629,0.651,0.743,0.734,0.818,0.083,0.086,0.119,0.422993548677495
AAPL-predict-ensamble-gakknn-VDIDB.csv,AAPL,2021-06-24T20:10:11.725228Z,12,0.536,0.629,0.634,0.818,0.108,0.184,0.26,0.817,0.544,0.518,0.056,0.66,0.635,0.643,0.636,0.103,0.016,0.01,0.419150282914429
AAPL-predict-ensamble-gakknn-PABB.csv,AAPL,2021-06-24T20:10:11.629061Z,12,0.438,0.421,0.489,0.429,0.088,0.132,0.086,0.907,0.988,0.982,0.977,0.478,0.472,0.565,0.381,0.156,0.245,0.261,0.416173812575407
AAPL-predict-ensamble-gakknn-SAE.csv,AAPL,2021-06-24T20:06:04.323469Z,12,0.487,0.51,0.575,0.5,0.17,0.135,0.106,0.825,0.807,0.741,0.584,0.424,0.409,0.375,0.5,0.135,0.138,0.177,0.415808100535168
AAPL-predict-ensamble-gakknn-PB.csv,AAPL,2021-06-24T20:10:11.652331Z,12,0.486,0.521,0.495,0.591,0.137,0.105,0.135,0.749,0.662,0.785,0.59,0.58,0.556,0.595,0.591,0.082,0.069,0.006,0.415372720113804
AAPL-predict-ensamble-gakknn-VGJ.csv,AAPL,2021-06-24T20:06:04.859699Z,12,0.466,0.52,0.566,0.682,0.108,0.14,0.164,0.905,0.6,0.468,0.067,0.605,0.525,0.525,0.5,0.139,0.025,0.035,0.413938997361556
AAPL-predict-ensamble-gakknn-VBB.csv,AAPL,2021-06-24T20:06:04.615104Z,12,0.498,0.506,0.568,0.636,0.119,0.128,0.096,0.811,0.72,0.592,0.595,0.601,0.569,0.568,0.636,0.081,0.068,0.096,0.413596753195356
AAPL-predict-ensamble-gakknn-VEB.csv,AAPL,2021-06-24T20:06:04.743115Z,12,0.57,0.668,0.668,0.636,0.118,0.032,0.045,0.701,0.68,0.523,0.989,0.662,0.725,0.659,0.818,0.14,0.196,0.225,0.405039306441973
AAPL-predict-ensamble-gakknn-VDIBCE.csv,AAPL,2021-06-24T20:06:04.726861Z,12,0.581,0.715,0.739,0.727,0.12,0.043,0.016,0.783,0.52,0.331,0.608,0.695,0.646,0.589,0.727,0.145,0.171,0.196,0.404631759095553
AAPL-predict-ensamble-gakknn-SAA.csv,AAPL,2021-06-24T20:06:04.306932Z,12,0.422,0.443,0.498,0.545,0.124,0.106,0.067,0.953,0.948,0.923,0.865,0.557,0.535,0.493,0.636,0.159,0.161,0.202,0.403918195157544
AAPL-predict-ensamble-gakknn-PC.csv,AAPL,2021-06-24T20:10:11.665242Z,12,0.449,0.457,0.448,0.545,0.087,0.099,0.138,0.884,0.941,0.98,0.981,0.442,0.583,0.589,0.727,0.122,0.139,0.196,0.400874074529319
AAPL-predict-ensamble-gakknn-UADBA.csv,AAPL,2021-06-24T20:06:04.386044Z,12,0.538,0.541,0.55,0.5,0.119,0.052,0.071,0.712,0.606,0.418,0.584,0.605,0.571,0.5,0.5,0.128,0.124,0,0.394483493904545
AAPL-predict-ensamble-gakknn-PABF.csv,AAPL,2021-06-24T20:10:11.647497Z,12,0.437,0.444,0.452,0.455,0.053,0.014,0.003,0.92,0.95,0.928,0.858,0.544,0.513,0.602,0.455,0.137,0.214,0.209,0.392831248385437
AAPL-predict-ensamble-gakknn-SAG.csv,AAPL,2021-06-24T20:06:04.331534Z,12,0.503,0.382,0.382,0.364,0.119,0.018,0.026,0.813,0.935,0.934,1,0.484,0.386,0.341,0.182,0.128,0.177,0.225,0.388787994603548
AAPL-predict-ensamble-gakknn-PABD.csv,AAPL,2021-06-24T20:10:11.635864Z,12,0.473,0.509,0.413,0.476,0.124,0.177,0.089,0.93,0.962,0.986,0.994,0.565,0.655,0.582,0.714,0.141,0.182,0.187,0.387226412690844
AAPL-predict-ensamble-gakknn-VDIDC.csv,AAPL,2021-06-24T20:10:11.729319Z,12,0.541,0.588,0.643,0.636,0.09,0.097,0.01,0.845,0.86,0.8,1,0.663,0.742,0.78,0.909,0.03,0.145,0.183,0.382699017330065
AAPL-predict-ensamble-gakknn-VDIBCFD.csv,AAPL,2021-06-24T20:10:11.704374Z,12,0.566,0.634,0.641,0.682,0.11,0.043,0.058,0.792,0.694,0.744,0.601,0.684,0.667,0.691,0.682,0.082,0.042,0.013,0.380016236004654
AAPL-predict-ensamble-gakknn-PAA.csv,AAPL,2021-06-24T20:10:11.614459Z,12,0.518,0.478,0.502,0.455,0.085,0.064,0.067,0.856,0.943,0.927,0.975,0.589,0.635,0.643,0.636,0.119,0.016,0.01,0.378058156857005
AAPL-predict-ensamble-gakknn-VDIDCD.csv,AAPL,2021-06-24T20:10:11.744923Z,12,0.567,0.556,0.595,0.591,0.074,0.069,0.006,0.748,0.822,0.734,0.873,0.652,0.681,0.641,0.682,0.092,0.081,0.058,0.377577845778812
AAPL-predict-ensamble-gakknn-UADCB.csv,AAPL,2021-06-24T20:06:04.419245Z,12,0.548,0.413,0.477,0.455,0.146,0.113,0.032,0.776,0.947,0.924,0.975,0.421,0.413,0.382,0.364,0.133,0.057,0.026,0.376726602198716
AAPL-predict-ensamble-gakknn-VACB.csv,AAPL,2021-06-24T20:06:04.450864Z,12,0.46,0.583,0.541,0.682,0.119,0.159,0.199,0.785,0.575,0.734,0.601,0.651,0.584,0.591,0.682,0.153,0.092,0.129,0.371512938489614
AAPL-predict-ensamble-gakknn-VFH.csv,AAPL,2021-06-24T20:06:04.795715Z,12,0.435,0.43,0.455,0.409,0.045,0.062,0.064,0.92,0.965,0.978,0.974,0.553,0.589,0.645,0.591,0.112,0.112,0.077,0.370211485621504
AAPL-predict-ensamble-gakknn-VDID.csv,AAPL,2021-06-29T16:23:23.445219Z,7,0.546,0.506,0.473,0.545,0.083,0.092,0.103,0.753,0.952,0.99,0.981,0.619,0.698,0.714,0.727,0.078,0.03,0.019,0.369334684545883
AAPL-predict-ensamble-gakknn-VFB.csv,AAPL,2021-06-24T20:06:04.769979Z,12,0.46,0.582,0.564,0.727,0.133,0.167,0.231,0.933,0.83,0.803,0.608,0.669,0.714,0.714,0.727,0.061,0.014,0.019,0.365099479648954
AAPL-predict-ensamble-gakknn-SB.csv,AAPL,2021-06-22T16:01:07.696566Z,14,0.5,0.497,0.532,0.364,0.102,0.178,0.238,0.822,0.848,0.803,0.998,0.409,0.364,0.332,0.364,0.134,0.064,0.045,0.364431887907703
AAPL-predict-ensamble-gakknn-VFG.csv,AAPL,2021-06-24T20:06:04.791924Z,12,0.536,0.711,0.614,0.727,0.191,0.203,0.161,0.825,0.605,0.804,0.608,0.713,0.779,0.764,0.727,0.142,0.045,0.051,0.362511574925951
AAPL-predict-ensamble-gakknn-VDIBB.csv,AAPL,2021-06-24T20:06:04.706497Z,12,0.552,0.639,0.625,0.5,0.148,0.127,0.177,0.793,0.65,0.527,0.999,0.675,0.662,0.611,0.773,0.158,0.183,0.228,0.35691513441145
AAPL-predict-ensamble-gakknn-VFF.csv,AAPL,2021-06-24T20:06:04.788021Z,12,0.463,0.52,0.566,0.682,0.054,0.14,0.164,0.976,0.739,0.621,0.261,0.662,0.62,0.62,0.591,0.045,0.03,0.042,0.355484930240772
AAPL-predict-ensamble-gakknn-VGE.csv,AAPL,2021-06-24T20:06:04.834487Z,12,0.459,0.537,0.52,0.591,0.057,0.076,0.1,0.946,0.909,0.871,0.873,0.642,0.665,0.616,0.682,0.116,0.107,0.093,0.35367652315342
AAPL-predict-ensamble-gakknn-PABA.csv,AAPL,2021-06-24T20:10:11.623021Z,12,0.407,0.355,0.342,0.333,0.075,0.024,0.012,0.928,0.997,0.999,1,0.494,0.439,0.468,0.286,0.101,0.189,0.258,0.352860328945622
AAPL-predict-ensamble-gakknn-VF.csv,AAPL,2021-06-24T20:06:04.761293Z,12,0.466,0.569,0.568,0.636,0.097,0.068,0.096,0.947,0.919,0.941,0.882,0.668,0.731,0.764,0.727,0.075,0.067,0.051,0.35128982754931
AAPL-predict-ensamble-gakknn-VBA.csv,AAPL,2021-06-24T20:06:04.609692Z,12,0.54,0.51,0.48,0.409,0.019,0.088,0.1,0.781,0.811,0.921,0.857,0.615,0.607,0.625,0.5,0.14,0.129,0.177,0.349698054035834
AAPL-predict-ensamble-gakknn-VDIBCB.csv,AAPL,2021-06-24T20:06:04.715019Z,12,0.565,0.598,0.468,0.636,0.227,0.281,0.238,0.657,0.703,0.94,0.882,0.676,0.696,0.664,0.727,0.128,0.085,0.09,0.348473344518519
AAPL-predict-ensamble-gakknn-VFC.csv,AAPL,2021-06-24T20:06:04.774247Z,12,0.449,0.551,0.589,0.727,0.059,0.153,0.196,0.946,0.925,0.955,0.911,0.685,0.747,0.834,0.818,0.128,0.152,0.022,0.34795534543019
AAPL-predict-ensamble-gakknn-VDIBC.csv,AAPL,2021-06-24T20:10:11.688181Z,12,0.455,0.584,0.591,0.682,0.157,0.092,0.129,0.965,0.856,0.792,0.601,0.691,0.715,0.691,0.682,0.054,0.042,0.013,0.342131100208837
AAPL-predict-ensamble-gakknn-VDH.csv,AAPL,2021-06-24T20:06:04.694779Z,12,0.41,0.485,0.514,0.727,0.073,0.219,0.302,0.98,0.849,0.804,0.608,0.662,0.619,0.714,0.727,0.146,0.165,0.019,0.340347741369022
AAPL-predict-ensamble-gakknn-VCA.csv,AAPL,2021-06-24T20:06:04.634959Z,12,0.575,0.632,0.591,0.682,0.113,0.115,0.129,0.769,0.834,0.947,0.895,0.723,0.762,0.786,0.773,0.086,0.044,0.019,0.338931800245381
AAPL-predict-ensamble-gakknn-SA.csv,AAPL,2021-06-24T20:06:04.302134Z,12,0.41,0.38,0.332,0.364,0.102,0.089,0.045,0.911,0.954,0.998,0.998,0.534,0.512,0.482,0.364,0.087,0.129,0.167,0.33604481730317
AAPL-predict-ensamble-gakknn-VACG.csv,AAPL,2021-06-24T20:06:04.471443Z,12,0.512,0.558,0.575,0.5,0.119,0.081,0.106,0.841,0.744,0.625,0.999,0.67,0.464,0.339,0.227,0.139,0.244,0.157,0.334818710887087
AAPL-predict-ensamble-gakknn-VAC.csv,AAPL,2021-06-24T20:06:04.443376Z,12,0.44,0.602,0.593,0.636,0.135,0.046,0.061,0.956,0.786,0.737,0.595,0.693,0.667,0.643,0.636,0.064,0.042,0.01,0.334376549493348
AAPL-predict-ensamble-gakknn-UADBC.csv,AAPL,2021-06-24T20:06:04.396046Z,12,0.473,0.425,0.352,0.455,0.126,0.163,0.145,0.833,0.947,0.928,0.858,0.585,0.589,0.502,0.455,0.12,0.157,0.067,0.333714576956098
AAPL-predict-ensamble-gakknn-VDD.csv,AAPL,2021-06-24T20:06:04.676737Z,12,0.499,0.614,0.564,0.727,0.111,0.185,0.231,0.977,0.934,0.945,0.911,0.717,0.743,0.709,0.818,0.07,0.124,0.154,0.333428514321548
AAPL-predict-ensamble-gakknn-VFJ.csv,AAPL,2021-06-24T20:06:04.808668Z,12,0.516,0.569,0.568,0.636,0.059,0.068,0.096,0.917,0.918,0.877,0.882,0.699,0.728,0.664,0.727,0.103,0.129,0.09,0.331992484196051
AAPL-predict-ensamble-gakknn-VACGBFA.csv,AAPL,2021-06-24T20:06:04.487069Z,12,0.511,0.553,0.568,0.636,0.084,0.073,0.096,0.859,0.611,0.425,0.262,0.696,0.556,0.477,0.455,0.149,0.139,0.032,0.331428247138265
AAPL-predict-ensamble-gakknn-VGF.csv,AAPL,2021-06-24T20:06:04.838346Z,12,0.546,0.633,0.616,0.682,0.081,0.072,0.093,0.951,0.832,0.8,0.601,0.734,0.765,0.766,0.682,0.094,0.084,0.119,0.329549408267522
AAPL-predict-ensamble-gakknn-VDIBCA.csv,AAPL,2021-06-24T20:06:04.710842Z,12,0.463,0.572,0.548,0.545,0.16,0.041,0.003,0.957,0.818,0.733,0.587,0.679,0.638,0.552,0.455,0.113,0.178,0.138,0.324616220535947
AAPL-predict-ensamble-gakknn-VB.csv,AAPL,2021-06-24T20:06:04.603763Z,12,0.487,0.565,0.561,0.773,0.108,0.211,0.299,0.957,0.831,0.808,0.617,0.725,0.763,0.811,0.773,0.067,0.092,0.055,0.324490645904343
AAPL-predict-ensamble-gakknn-PAB.csv,AAPL,2021-06-24T20:10:11.618176Z,12,0.435,0.416,0.361,0.273,0.052,0.129,0.125,0.908,0.915,1,1,0.546,0.484,0.511,0.273,0.155,0.243,0.337,0.324392951171938
AAPL-predict-ensamble-gakknn-PABC.csv,AAPL,2021-06-24T20:10:11.632674Z,12,0.429,0.458,0.337,0.524,0.178,0.281,0.264,0.798,0.731,0.972,0.944,0.605,0.639,0.658,0.667,0.078,0.035,0.012,0.32388780993196
AAPL-predict-ensamble-gakknn-VDIE.csv,AAPL,2021-06-29T16:23:23.451981Z,7,0.544,0.525,0.477,0.455,0.089,0.085,0.032,0.836,0.955,0.991,0.998,0.66,0.714,0.714,0.727,0.062,0.014,0.019,0.320489001189061
AAPL-predict-ensamble-gakknn-VDB.csv,AAPL,2021-06-24T20:06:04.667100Z,12,0.5,0.555,0.475,0.5,0.125,0.14,0.035,0.919,0.788,0.727,0.584,0.666,0.62,0.525,0.5,0.092,0.166,0.035,0.320140335190754
AAPL-predict-ensamble-gakknn-VDIBCFA.csv,AAPL,2021-06-24T20:06:04.730586Z,12,0.6,0.571,0.5,0.5,0.096,0.124,0,0.619,0.963,0.988,0.977,0.695,0.764,0.741,0.682,0.186,0.071,0.084,0.318050524618554
AAPL-predict-ensamble-gakknn-VDIBCFB.csv,AAPL,2021-06-24T20:10:11.696128Z,12,0.455,0.522,0.52,0.591,0.08,0.07,0.1,0.94,0.951,0.936,0.873,0.68,0.715,0.716,0.682,0.091,0.034,0.048,0.31770531553859
AAPL-predict-ensamble-gakknn-VACE.csv,AAPL,2021-06-24T20:06:04.463237Z,12,0.465,0.573,0.598,0.545,0.132,0.067,0.074,0.871,0.7,0.559,0.865,0.699,0.634,0.593,0.636,0.09,0.082,0.061,0.316328356501349
AAPL-predict-ensamble-gakknn-VEC.csv,AAPL,2021-06-24T20:06:04.747145Z,12,0.491,0.574,0.575,0.5,0.105,0.075,0.106,0.862,0.699,0.556,0.861,0.693,0.634,0.57,0.591,0.143,0.112,0.029,0.315088426206853
AAPL-predict-ensamble-gakknn-VDIDCA.csv,AAPL,2021-06-24T20:10:11.733210Z,12,0.494,0.565,0.539,0.727,0.128,0.194,0.267,0.937,0.932,0.955,0.911,0.727,0.794,0.834,0.818,0.141,0.071,0.022,0.314651116928397
AAPL-predict-ensamble-gakknn-VDIDE.csv,AAPL,2021-06-24T20:10:11.749094Z,12,0.491,0.522,0.52,0.591,0.036,0.07,0.1,0.945,0.776,0.73,0.59,0.692,0.587,0.57,0.591,0.111,0.035,0.029,0.313520364128951
AAPL-predict-ensamble-gakknn-SBB.csv,AAPL,2021-06-25T11:26:35.702237Z,11,0.5,0.32,0.314,0.227,0.111,0.087,0.122,0.745,0.99,0.989,1,0.472,0.449,0.459,0.318,0.118,0.142,0.199,0.313197862829465
AAPL-predict-ensamble-gakknn-PBA.csv,AAPL,2021-06-24T20:10:11.657392Z,12,0.432,0.428,0.452,0.455,0.071,0.041,0.003,0.95,0.977,0.978,0.975,0.622,0.619,0.643,0.636,0.11,0.042,0.01,0.312750481807781
AAPL-predict-ensamble-gakknn-VACH.csv,AAPL,2021-06-24T20:06:04.596198Z,12,0.439,0.581,0.586,0.773,0.112,0.187,0.264,0.972,0.709,0.626,0.252,0.74,0.716,0.741,0.682,0.121,0.073,0.084,0.311938798630459
AAPL-predict-ensamble-gakknn-VGD.csv,AAPL,2021-06-24T20:06:04.830458Z,12,0.52,0.695,0.661,0.773,0.172,0.126,0.157,0.918,0.745,0.808,0.617,0.788,0.795,0.811,0.773,0.088,0.048,0.055,0.309937680029214
AAPL-predict-ensamble-gakknn-VDG.csv,AAPL,2021-06-24T20:06:04.690477Z,12,0.466,0.587,0.57,0.591,0.106,0.035,0.029,0.973,0.913,0.875,0.873,0.715,0.714,0.666,0.682,0.082,0.084,0.022,0.308594933398063
AAPL-predict-ensamble-gakknn-VACGG.csv,AAPL,2021-06-24T20:06:04.586879Z,12,0.51,0.539,0.523,0.545,0.098,0.036,0.032,0.906,0.815,0.73,0.587,0.697,0.636,0.573,0.545,0.123,0.113,0.039,0.308587560695318
AAPL-predict-ensamble-gakknn-VACGH.csv,AAPL,2021-06-24T20:06:04.591619Z,12,0.555,0.604,0.573,0.545,0.084,0.061,0.039,0.899,0.79,0.737,0.587,0.727,0.669,0.623,0.545,0.152,0.111,0.109,0.30815509386923
AAPL-predict-ensamble-gakknn-UAB.csv,AAPL,2021-06-24T20:06:04.347927Z,12,0.417,0.413,0.369,0.238,0.11,0.151,0.185,0.952,0.951,0.991,0.998,0.553,0.459,0.388,0.476,0.133,0.151,0.125,0.307688782439619
AAPL-predict-ensamble-gakknn-VACGBFCJ.csv,AAPL,2021-06-24T20:06:04.540149Z,12,0.5,0.588,0.62,0.591,0.088,0.063,0.042,0.967,0.823,0.744,0.59,0.732,0.685,0.67,0.591,0.133,0.083,0.112,0.307359652464882
AAPL-predict-ensamble-gakknn-VGB.csv,AAPL,2021-06-24T20:06:04.822139Z,12,0.495,0.474,0.473,0.545,0.122,0.073,0.103,0.828,0.986,0.99,0.981,0.674,0.698,0.714,0.727,0.074,0.03,0.019,0.30699661369417
AAPL-predict-ensamble-gakknn-VACF.csv,AAPL,2021-06-24T20:06:04.467531Z,12,0.502,0.586,0.545,0.591,0.102,0.083,0.064,0.881,0.819,0.929,0.985,0.719,0.68,0.686,0.773,0.14,0.087,0.122,0.306947199057095
AAPL-predict-ensamble-gakknn-VDIBCFE.csv,AAPL,2021-06-24T20:10:11.708632Z,12,0.504,0.555,0.523,0.545,0.106,0.06,0.032,0.973,0.991,0.991,0.999,0.708,0.776,0.759,0.818,0.059,0.066,0.084,0.301652337994354
AAPL-predict-ensamble-gakknn-VE.csv,AAPL,2021-06-24T20:06:04.734881Z,12,0.53,0.587,0.523,0.545,0.106,0.113,0.032,0.912,0.863,0.99,0.981,0.719,0.747,0.764,0.727,0.083,0.046,0.051,0.301564581807443
AAPL-predict-ensamble-gakknn-VCB.csv,AAPL,2021-06-24T20:06:04.640688Z,12,0.487,0.55,0.516,0.682,0.126,0.176,0.235,0.944,0.961,0.947,0.895,0.729,0.777,0.761,0.773,0.091,0.03,0.016,0.300996806234534
AAPL-predict-ensamble-gakknn-VDIA.csv,AAPL,2021-06-24T20:06:04.698611Z,12,0.495,0.503,0.445,0.591,0.192,0.177,0.206,0.773,0.86,0.992,0.985,0.691,0.697,0.736,0.773,0.089,0.077,0.051,0.300992499059159
AAPL-predict-ensamble-gakknn-VDIB.csv,AAPL,2021-06-24T20:10:11.683823Z,12,0.537,0.506,0.425,0.5,0.138,0.158,0.106,0.948,0.918,0.929,0.861,0.678,0.568,0.47,0.591,0.182,0.207,0.17,0.300974174120627
AAPL-predict-ensamble-gakknn-VFA.csv,AAPL,2021-06-24T20:06:04.765448Z,12,0.512,0.587,0.475,0.5,0.164,0.195,0.035,0.834,0.67,0.979,0.977,0.703,0.65,0.666,0.682,0.062,0.031,0.022,0.297818641803891
AAPL-predict-ensamble-gakknn-VGG.csv,AAPL,2021-06-24T20:06:04.846830Z,12,0.53,0.586,0.545,0.591,0.072,0.083,0.064,0.932,0.955,0.936,0.873,0.74,0.78,0.741,0.682,0.118,0.089,0.084,0.295286328085663
AAPL-predict-ensamble-gakknn-VACGF.csv,AAPL,2021-06-24T20:06:04.582108Z,12,0.532,0.603,0.57,0.591,0.094,0.059,0.029,0.902,0.725,0.591,0.59,0.749,0.666,0.57,0.591,0.132,0.167,0.029,0.294594461236434
AAPL-predict-ensamble-gakknn-VACGBFB.csv,AAPL,2021-06-24T20:06:04.490955Z,12,0.541,0.572,0.477,0.455,0.165,0.166,0.032,0.754,0.643,0.935,0.998,0.702,0.481,0.436,0.273,0.12,0.181,0.231,0.294387874550571
AAPL-predict-ensamble-gakknn-VACGBFCL.csv,AAPL,2021-06-24T20:06:04.548339Z,12,0.492,0.553,0.543,0.636,0.146,0.095,0.132,0.904,0.617,0.631,0.262,0.737,0.592,0.602,0.455,0.094,0.149,0.209,0.293741760005413
AAPL-predict-ensamble-gakknn-VACGBFCA.csv,AAPL,2021-06-24T20:06:04.499333Z,12,0.533,0.556,0.595,0.591,0.078,0.069,0.006,0.94,0.709,0.574,0.262,0.747,0.622,0.6,0.5,0.072,0.107,0.141,0.293306744272896
