PredictFile,Created,Acc6m,Acc3m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev1m,PrevSD6m,PrevSD3m
BAT-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:40:22.159981Z,0.624,0.587,0.55,0.126,0.051,0.525,0.484,0.5,0.069,0.017
BAT-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:18:59.849527Z,0.618,0.532,0.45,0.121,0.072,0.476,0.384,0.2,0.095,0.159
BAT-USD-predict-kknnLDJK-ensamble.csv,2020-11-10T08:08:24.335857Z,0.514,0.46,0.5,0.14,0.144,0.503,0.389,0.15,0.125,0.209
BAT-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:36:37.417417Z,0.597,0.6,0.65,0.137,0.073,0.488,0.438,0.3,0.138,0.127
BAT-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:21:39.394912Z,0.547,0.632,0.65,0.065,0.028,0.534,0.42,0.6,0.174,0.187
BAT-USD-predict-kknnLDM-ensamble.csv,2020-11-08T18:06:57.212513Z,0.649,0.472,0.45,0.106,0.054,0.529,0.489,0.6,0.106,0.117
BAT-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:13:29.544734Z,0.634,0.561,0.6,0.071,0.042,0.569,0.532,0.45,0.114,0.081
BAT-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:36:05.602249Z,0.607,0.479,0.55,0.094,0.083,0.542,0.658,0.7,0.163,0.174
BAT-USD-predict-kknnLDP-ensamble.csv,2020-11-10T14:20:58.140792Z,0.668,0.555,0.45,0.125,0.13,0.612,0.602,0.4,0.076,0.203
BAT-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:14:17.239723Z,0.667,0.455,0.55,0.236,0.136,0.515,0.386,0.4,0.173,0.154
BAT-USD-predict-kknnLDQA-ensamble.csv,2020-11-11T12:23:21.284865Z,0.684,0.511,0.45,0.206,0.059,0.476,0.163,0,0.191,0.149
BAT-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:38:27.610384Z,0.635,0.446,0.45,0.14,0.089,0.558,0.55,0.5,0.069,0.073
BAT-USD-predict-xgblinearLH-ensamble.csv,2020-11-03T15:38:51.608345Z,0.655,0.665,0.632,0.114,0.167,0.437,0.564,0.579,0.18,0.25
BAT-USD-predict-xgblinearLI-ensamble.csv,2020-11-03T15:38:51.608362Z,0.655,0.665,0.632,0.114,0.167,0.437,0.564,0.579,0.18,0.25
BAT-USD-predict-xgblinearLJ-ensamble.csv,2020-10-25T09:56:06.431352Z,0.684,0.567,0.55,0.035,0.125,0.388,0.493,0.6,0.15,0.196
BAT-USD-predict-xgblinearLN-ensamble.csv,2020-10-26T08:29:35.305143Z,0.64,0.61,0.55,0.051,0.079,0.552,0.342,0.4,0.123,0.101
BNB-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T11:52:57.856207Z,0.775,0.478,0.35,0.126,0.125,0.572,0.435,0.45,0.233,0.106
BNB-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:13:04.063553Z,0.704,0.511,0.65,0.167,0.127,0.546,0.457,0.65,0.216,0.169
BNB-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T21:17:43.179748Z,0.649,0.439,0.5,0.172,0.067,0.622,0.43,0.5,0.196,0.121
BNB-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T22:07:31.442653Z,0.649,0.456,0.65,0.188,0.178,0.566,0.366,0.15,0.29,0.192
BNB-USD-predict-ensamble-gakknn-MAD.csv,2020-11-15T09:49:16.986772Z,0.677,0.577,0.65,0.161,0.075,0.584,0.52,0.25,0.252,0.235
BNB-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T12:09:24.331509Z,0.569,0.542,0.5,0.137,0.052,0.685,0.678,1,0.297,0.325
BNB-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T13:18:08.740742Z,0.647,0.589,0.65,0.109,0.053,0.494,0.301,0.05,0.208,0.291
BNB-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T14:16:49.262743Z,0.645,0.494,0.55,0.149,0.049,0.65,0.542,0.65,0.236,0.181
BNB-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T15:20:13.127449Z,0.688,0.484,0.5,0.122,0.028,0.551,0.482,0.4,0.215,0.115
BNB-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:49:46.250314Z,0.715,0.482,0.4,0.15,0.115,0.623,0.585,0.8,0.215,0.242
BNB-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:21:20.960972Z,0.688,0.533,0.45,0.089,0.093,0.55,0.423,0.35,0.243,0.075
BNB-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T20:04:16.098876Z,0.639,0.457,0.6,0.181,0.139,0.635,0.586,0.6,0.161,0.014
BNB-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T21:10:55.510542Z,0.732,0.489,0.45,0.132,0.067,0.595,0.457,0.45,0.143,0.106
BNB-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T22:32:03.455953Z,0.72,0.445,0.45,0.158,0.01,0.595,0.522,0.65,0.212,0.113
BNB-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T09:16:52.085942Z,0.747,0.502,0.65,0.129,0.166,0.667,0.741,0.55,0.218,0.168
BNB-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T11:34:14.086027Z,0.715,0.522,0.55,0.113,0.034,0.612,0.391,0.25,0.172,0.185
BNB-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:38:10.913611Z,0.705,0.45,0.4,0.171,0.06,0.589,0.417,0.4,0.186,0.06
BNB-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T14:11:45.783997Z,0.637,0.558,0.526,0.059,0.028,0.565,0.521,0.579,0.107,0.051
BNB-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:55:35.221370Z,0.672,0.478,0.45,0.123,0.034,0.612,0.457,0.35,0.201,0.181
BNB-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:46:44.830320Z,0.585,0.488,0.45,0.106,0.053,0.536,0.443,0.35,0.213,0.175
BNB-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:38:03.028338Z,0.732,0.473,0.5,0.117,0.047,0.594,0.373,0.3,0.252,0.076
BNB-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:54:25.619518Z,0.709,0.45,0.5,0.186,0.073,0.606,0.353,0.3,0.196,0.129
BNB-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T20:07:19.331379Z,0.672,0.489,0.45,0.116,0.042,0.533,0.333,0.35,0.367,0.192
BNB-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T21:57:50.236520Z,0.721,0.572,0.6,0.113,0.026,0.529,0.265,0.3,0.239,0.123
BNB-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T08:06:35.780131Z,0.715,0.555,0.55,0.101,0.024,0.588,0.238,0.35,0.217,0.129
BNB-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T09:17:27.625899Z,0.737,0.621,0.65,0.107,0.036,0.523,0.281,0.25,0.242,0.075
BNB-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T12:12:39.478736Z,0.666,0.494,0.5,0.154,0.09,0.649,0.649,0.6,0.217,0.074
BNB-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T13:14:11.128598Z,0.666,0.421,0.35,0.141,0.075,0.617,0.455,0.55,0.261,0.092
BNB-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T14:15:41.286799Z,0.709,0.532,0.45,0.162,0.072,0.551,0.499,0.45,0.161,0.049
BNB-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T15:26:35.215475Z,0.699,0.484,0.5,0.12,0.028,0.585,0.418,0.4,0.162,0.074
BNB-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T16:21:12.929291Z,0.706,0.589,0.5,0.124,0.126,0.556,0.589,0.5,0.212,0.084
BNB-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T17:14:41.823907Z,0.677,0.533,0.55,0.095,0.028,0.627,0.425,0.45,0.157,0.156
BNB-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T18:22:55.999820Z,0.683,0.496,0.5,0.146,0.107,0.623,0.461,0.3,0.091,0.139
BNB-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T19:24:46.818039Z,0.655,0.488,0.35,0.089,0.122,0.562,0.49,0.65,0.209,0.139
BNB-USD-predict-ensamble-gakknn-MEF.csv,2020-11-19T08:25:38.836927Z,0.727,0.478,0.45,0.113,0.048,0.633,0.643,0.65,0.12,0.028
BNB-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T09:51:16.136151Z,0.71,0.565,0.55,0.121,0.042,0.596,0.523,0.45,0.178,0.125
BNB-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T12:47:32.382638Z,0.655,0.483,0.4,0.143,0.076,0.518,0.451,0.6,0.239,0.129
BNB-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T14:18:35.926530Z,0.704,0.451,0.4,0.085,0.1,0.589,0.497,0.7,0.189,0.205
BNB-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T17:29:10.857382Z,0.699,0.632,0.65,0.098,0.019,0.551,0.403,0.45,0.243,0.191
BNB-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T18:40:21.905596Z,0.737,0.611,0.55,0.126,0.106,0.567,0.467,0.35,0.221,0.126
BNB-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T20:30:45.327917Z,0.683,0.517,0.4,0.078,0.136,0.59,0.649,0.7,0.155,0.062
BNB-USD-predict-ensamble-gakknn-MEM.csv,2020-11-20T07:56:48.150926Z,0.677,0.488,0.45,0.134,0.053,0.562,0.498,0.45,0.213,0.193
BNB-USD-predict-glmLDAB-ensamble.csv,2020-10-30T12:46:22.624817Z,0.574,0.473,0.4,0.089,0.11,0.502,0.472,0.5,0.196,0.063
BNB-USD-predict-glmLDF-ensamble.csv,2020-10-30T19:10:22.311764Z,0.531,0.49,0.45,0.124,0.097,0.501,0.422,0.55,0.271,0.193
BNB-USD-predict-glmLDG-ensamble.csv,2020-11-04T09:26:57.398397Z,0.585,0.461,0.3,0.06,0.142,0.612,0.504,0.4,0.184,0.151
BNB-USD-predict-kknnLDAA-ensamble.csv,2020-11-03T15:38:51.608385Z,0.64,0.534,0.55,0.127,0.075,0.492,0.478,0.55,0.226,0.075
BNB-USD-predict-kknnLDAB-ensamble.csv,2020-11-03T15:38:51.608574Z,0.716,0.456,0.55,0.225,0.092,0.558,0.39,0.25,0.096,0.128
BNB-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:10:11.612949Z,0.58,0.505,0.5,0.117,0.041,0.562,0.528,0.6,0.179,0.067
BNB-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T14:17:33.864425Z,0.585,0.532,0.55,0.137,0.059,0.448,0.334,0.25,0.239,0.13
BNB-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T17:29:09.859032Z,0.651,0.532,0.45,0.063,0.072,0.536,0.511,0.55,0.164,0.034
BNB-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:59:49.956718Z,0.629,0.549,0.6,0.111,0.05,0.503,0.418,0.5,0.195,0.072
BNB-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:37:18.557273Z,0.629,0.521,0.35,0.091,0.153,0.524,0.391,0.45,0.203,0.052
BNB-USD-predict-kknnLDC-ensamble.csv,2020-11-05T13:23:09.470663Z,0.644,0.548,0.5,0.101,0.113,0.53,0.485,0.6,0.173,0.108
BNB-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:32:39.295183Z,0.618,0.565,0.45,0.082,0.1,0.47,0.379,0.45,0.187,0.075
BNB-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T16:34:06.878837Z,0.689,0.599,0.55,0.145,0.043,0.617,0.523,0.55,0.132,0.062
BNB-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:15:34.359193Z,0.607,0.478,0.55,0.152,0.075,0.513,0.456,0.65,0.18,0.192
BNB-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:47:38.026393Z,0.672,0.516,0.5,0.111,0.017,0.634,0.638,0.7,0.142,0.08
BNB-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:38:35.108488Z,0.618,0.473,0.4,0.141,0.11,0.547,0.495,0.5,0.199,0.041
BNB-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:32:24.724516Z,0.613,0.516,0.5,0.132,0.059,0.542,0.648,0.6,0.175,0.042
BNB-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:57:18.245269Z,0.678,0.615,0.6,0.117,0.017,0.486,0.262,0.1,0.215,0.147
BNB-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:14:46.132572Z,0.651,0.598,0.65,0.124,0.085,0.622,0.532,0.55,0.15,0.091
BNB-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:59:18.817681Z,0.634,0.642,0.65,0.145,0.039,0.585,0.61,0.65,0.103,0.036
BNB-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T08:08:10.616447Z,0.684,0.582,0.5,0.115,0.083,0.611,0.581,0.6,0.124,0.107
BNB-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T10:14:32.925370Z,0.623,0.599,0.65,0.107,0.06,0.573,0.411,0.25,0.173,0.142
BNB-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T11:02:21.287648Z,0.678,0.544,0.45,0.116,0.111,0.551,0.468,0.65,0.156,0.159
BNB-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T12:37:27.556845Z,0.64,0.509,0.35,0.118,0.149,0.589,0.477,0.35,0.141,0.132
BNB-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:17:08.697889Z,0.591,0.461,0.4,0.212,0.054,0.585,0.571,0.5,0.192,0.073
BNB-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:53:05.532396Z,0.64,0.517,0.6,0.141,0.073,0.568,0.55,0.8,0.18,0.235
BNB-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:39:02.330365Z,0.629,0.573,0.7,0.093,0.124,0.524,0.558,0.5,0.216,0.225
BNB-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:58:29.579441Z,0.564,0.56,0.5,0.131,0.053,0.525,0.518,0.6,0.204,0.091
BNB-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:40:22.163130Z,0.587,0.555,0.45,0.162,0.108,0.525,0.467,0.55,0.172,0.076
BNB-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:18:59.852182Z,0.603,0.555,0.55,0.183,0.01,0.574,0.532,0.45,0.2,0.072
BNB-USD-predict-kknnLDJK-ensamble.csv,2020-11-10T08:08:24.339046Z,0.645,0.523,0.55,0.074,0.062,0.607,0.588,0.65,0.153,0.054
BNB-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:36:37.420189Z,0.635,0.577,0.55,0.173,0.049,0.498,0.565,0.55,0.149,0.074
BNB-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:21:39.398111Z,0.667,0.598,0.45,0.085,0.131,0.596,0.491,0.55,0.05,0.118
BNB-USD-predict-kknnLDM-ensamble.csv,2020-11-08T18:06:57.203063Z,0.689,0.478,0.5,0.082,0.102,0.658,0.522,0.6,0.199,0.195
BNB-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:13:29.548050Z,0.619,0.555,0.45,0.144,0.094,0.536,0.425,0.35,0.192,0.183
BNB-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:36:05.606047Z,0.689,0.577,0.55,0.116,0.049,0.563,0.478,0.55,0.143,0.063
BNB-USD-predict-kknnLDP-ensamble.csv,2020-11-10T14:20:58.137900Z,0.716,0.677,0.65,0.09,0.112,0.678,0.456,0.35,0.153,0.095
BNB-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:14:17.242697Z,0.613,0.483,0.5,0.183,0.044,0.476,0.44,0.4,0.264,0.053
BNB-USD-predict-kknnLDQA-ensamble.csv,2020-11-11T12:23:21.288266Z,0.618,0.545,0.75,0.242,0.183,0.515,0.61,0.65,0.22,0.036
BNB-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:38:27.614254Z,0.684,0.505,0.3,0.104,0.187,0.601,0.496,0.5,0.089,0.172
BNB-USD-predict-xgblinearLN-ensamble.csv,2020-11-03T15:38:51.608603Z,0.699,0.544,0.45,0.068,0.082,0.496,0.346,0.35,0.233,0.011
BTC-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T11:52:57.858845Z,0.737,0.439,0.4,0.164,0.035,0.589,0.494,0.4,0.13,0.082
BTC-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:13:04.066239Z,0.677,0.582,0.6,0.131,0.017,0.627,0.626,0.5,0.137,0.11
BTC-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T21:17:43.182707Z,0.617,0.456,0.55,0.167,0.082,0.59,0.544,0.45,0.114,0.111
BTC-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T22:07:31.445192Z,0.72,0.43,0.6,0.201,0.157,0.562,0.399,0.6,0.171,0.243
BTC-USD-predict-ensamble-gakknn-MAD.csv,2020-11-15T09:49:16.989751Z,0.626,0.572,0.7,0.094,0.113,0.626,0.572,0.6,0.042,0.048
BTC-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T12:09:24.334089Z,0.609,0.547,0.684,0.134,0.149,0.866,0.752,1,0.167,0.227
BTC-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T13:18:08.743950Z,0.704,0.436,0.45,0.145,0.139,0.59,0.337,0.25,0.111,0.201
BTC-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T14:16:49.265703Z,0.464,0.532,0.667,0.201,0.276,0.429,0.833,1,0.458,0.18
BTC-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T15:20:13.130541Z,0.65,0.489,0.55,0.157,0.053,0.644,0.491,0.65,0.13,0.149
BTC-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:49:46.253670Z,0.673,0.534,0.65,0.16,0.103,0.556,0.489,0.55,0.193,0.059
BTC-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:21:20.963753Z,0.638,0.482,0.5,0.163,0.141,0.568,0.625,0.5,0.172,0.111
BTC-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T20:04:16.096393Z,0.649,0.423,0.55,0.223,0.125,0.556,0.437,0.75,0.13,0.285
BTC-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T21:10:55.513422Z,0.645,0.479,0.55,0.104,0.108,0.552,0.658,0.85,0.275,0.291
BTC-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T22:32:03.458878Z,0.727,0.501,0.45,0.089,0.116,0.479,0.368,0.35,0.212,0.019
BTC-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T09:16:52.088989Z,0.684,0.485,0.5,0.159,0.123,0.535,0.375,0.4,0.138,0.107
BTC-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T11:34:14.089250Z,0.727,0.566,0.55,0.108,0.015,0.523,0.411,0.45,0.151,0.098
BTC-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:38:10.917135Z,0.71,0.544,0.55,0.124,0.009,0.617,0.577,0.55,0.083,0.025
BTC-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T14:11:45.786889Z,0.612,0.582,0.6,0.121,0.017,0.596,0.681,0.8,0.089,0.159
BTC-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:55:35.224622Z,0.776,0.544,0.35,0.039,0.21,0.541,0.489,0.35,0.13,0.142
BTC-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:46:44.833357Z,0.672,0.445,0.55,0.18,0.094,0.6,0.578,0.65,0.08,0.068
BTC-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:38:03.031051Z,0.491,0.454,0.25,0.294,0.208,0.167,0,0,0.408,0
BTC-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:54:25.622080Z,0.715,0.568,0.75,0.142,0.168,0.589,0.623,0.75,0.167,0.154
BTC-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T20:07:19.334291Z,0.702,0.605,0.632,0.077,0.079,0.733,0.763,0.842,0.15,0.071
BTC-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T21:57:50.239433Z,0.69,0.528,0.571,0.071,0.1,0.676,0.399,0.357,0.111,0.25
BTC-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T08:06:35.783164Z,0.672,0.441,0.5,0.156,0.102,0.622,0.474,0.5,0.157,0.108
BTC-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T09:17:27.628860Z,0.765,0.418,0.4,0.165,0.074,0.606,0.373,0.1,0.131,0.267
BTC-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T12:12:39.481944Z,0.645,0.433,0.3,0.123,0.12,0.589,0.322,0,0.103,0.28
BTC-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T13:14:11.131860Z,0.665,0.588,0.611,0.141,0.024,0.649,0.537,0.611,0.219,0.064
BTC-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T14:15:41.289800Z,0.703,0.615,0.6,0.137,0.057,0.651,0.59,0.6,0.061,0.05
BTC-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T15:26:35.218395Z,0.694,0.412,0.35,0.153,0.059,0.525,0.488,0.35,0.088,0.122
BTC-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T16:21:12.932292Z,0.615,0.481,0.571,0.176,0.083,0.559,0.492,0.714,0.212,0.21
BTC-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T17:14:41.826364Z,0.683,0.494,0.5,0.155,0.025,0.59,0.419,0.3,0.143,0.215
BTC-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T18:22:56.002913Z,0.549,0.546,0.75,0.276,0.246,0.513,0.605,0.5,0.185,0.144
BTC-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T19:24:46.826798Z,0.705,0.522,0.45,0.114,0.075,0.612,0.434,0.35,0.091,0.073
BTC-USD-predict-ensamble-gakknn-MEF.csv,2020-11-19T08:25:38.840168Z,0.706,0.604,0.6,0.165,0.039,0.536,0.505,0.6,0.105,0.123
BTC-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T09:51:16.139569Z,0.689,0.466,0.35,0.174,0.115,0.595,0.511,0.65,0.141,0.127
BTC-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T12:47:32.385938Z,0.656,0.565,0.45,0.146,0.1,0.562,0.421,0.25,0.116,0.166
BTC-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T14:18:35.929856Z,0.635,0.55,0.6,0.157,0.044,0.528,0.451,0.6,0.165,0.136
BTC-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T17:29:10.860678Z,0.617,0.478,0.55,0.144,0.075,0.557,0.437,0.65,0.062,0.23
BTC-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T18:40:21.908441Z,0.699,0.457,0.55,0.154,0.084,0.563,0.336,0.35,0.158,0.104
BTC-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T20:30:45.333468Z,0.689,0.51,0.35,0.132,0.14,0.584,0.421,0.25,0.112,0.166
BTC-USD-predict-ensamble-gakknn-MEM.csv,2020-11-20T07:56:48.159777Z,0.639,0.499,0.55,0.161,0.116,0.622,0.499,0.45,0.152,0.099
BTC-USD-predict-ensamble.csv,2020-11-03T17:01:24.656539Z,0.519,0.539,0.6,0.086,0.054,0.523,0.493,0.5,0.104,0.123
BTC-USD-predict-glmLDAA-ensamble.csv,2020-10-30T08:21:10.091726Z,0.613,0.605,0.6,0.116,0.027,0.594,0.506,0.6,0.176,0.085
BTC-USD-predict-glmLDB-ensamble.csv,2020-10-29T14:55:58.573915Z,0.651,0.478,0.35,0.071,0.125,0.589,0.389,0.25,0.144,0.121
BTC-USD-predict-glmLDC-ensamble.csv,2020-10-29T16:17:45.880915Z,0.679,0.484,0.4,0.146,0.104,0.618,0.538,0.4,0.121,0.119
BTC-USD-predict-glmLDD-ensamble.csv,2020-11-03T16:51:47.341213Z,0.673,0.533,0.45,0.12,0.093,0.633,0.543,0.45,0.13,0.084
BTC-USD-predict-glmLDG-ensamble.csv,2020-11-04T09:26:57.394643Z,0.646,0.616,0.5,0.126,0.137,0.562,0.582,0.7,0.22,0.136
BTC-USD-predict-kknnLDAB-ensamble.csv,2020-11-03T15:38:51.608766Z,0.75,0.483,0.3,0.173,0.169,0.558,0.44,0.4,0.135,0.053
BTC-USD-predict-kknnLDAC-ensamble.csv,2020-11-01T10:43:59.719563Z,0.618,0.577,0.55,0.147,0.033,0.568,0.61,0.75,0.159,0.128
BTC-USD-predict-kknnLDAD-ensamble.csv,2020-11-01T12:19:18.202745Z,0.585,0.565,0.55,0.15,0.106,0.59,0.565,0.45,0.113,0.102
BTC-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:10:11.609417Z,0.624,0.575,0.45,0.122,0.13,0.639,0.632,0.45,0.177,0.192
BTC-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T14:17:33.861834Z,0.738,0.698,0.75,0.069,0.052,0.688,0.644,0.95,0.144,0.271
BTC-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T17:29:09.856427Z,0.733,0.599,0.65,0.106,0.051,0.595,0.589,0.65,0.143,0.068
BTC-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:59:49.954008Z,0.565,0.571,0.5,0.182,0.062,0.568,0.527,0.4,0.106,0.11
BTC-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:37:18.549465Z,0.635,0.641,0.55,0.121,0.118,0.618,0.665,0.65,0.107,0.014
BTC-USD-predict-kknnLDC-ensamble.csv,2020-11-04T17:22:26.536303Z,0.667,0.654,0.65,0.087,0.044,0.617,0.556,0.65,0.089,0.1
BTC-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:32:39.291659Z,0.641,0.62,0.55,0.122,0.065,0.589,0.489,0.45,0.082,0.067
BTC-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T16:34:06.876223Z,0.64,0.544,0.55,0.13,0.026,0.6,0.499,0.45,0.111,0.049
BTC-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:15:34.361845Z,0.603,0.567,0.65,0.206,0.083,0.53,0.598,0.65,0.106,0.085
BTC-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:47:38.023748Z,0.618,0.478,0.35,0.125,0.144,0.644,0.611,0.65,0.084,0.054
BTC-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:38:35.105731Z,0.607,0.5,0.65,0.209,0.159,0.567,0.642,0.85,0.16,0.227
BTC-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:32:24.728673Z,0.634,0.549,0.6,0.135,0.072,0.64,0.684,0.9,0.076,0.244
BTC-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T12:09:32.556602Z,0.673,0.538,0.5,0.16,0.041,0.645,0.595,0.5,0.15,0.178
BTC-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:57:18.247990Z,0.636,0.588,0.55,0.188,0.068,0.564,0.751,0.55,0.17,0.182
BTC-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:14:46.136334Z,0.641,0.683,0.7,0.19,0.127,0.612,0.669,0.7,0.145,0.123
