PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-UADAD.csv,ADA-USD,2020-12-27T12:25:25Z,0,0.574,0.681,0.667,0.667,0.094,0.025,0,0.514,0.43,0.483,0.433,0.1,0.105,0.071,0.57240855528994
ADA-USD-predict-ensamble-gakknn-NA.csv,ADA-USD,2020-11-29T21:34:18Z,0,0.489,0.584,0.667,0.667,0.118,0.143,0,0.515,0.57,0.517,0.5,0.165,0.094,0.024,0.561366148628608
ADA-USD-predict-ensamble-gakknn-VDIDCA.csv,ADA-USD,2020-12-26T14:04:32Z,0,0.513,0.562,0.633,0.7,0.058,0.14,0.094,0.495,0.483,0.45,0.467,0.087,0.059,0.024,0.555377560048632
ADA-USD-predict-ensamble-gakknn-VDB.csv,ADA-USD,2020-12-07T10:17:56Z,0,0.552,0.572,0.583,0.667,0.045,0.086,0.118,0.513,0.516,0.5,0.567,0.063,0.072,0.094,0.552123922587417
ADA-USD-predict-ensamble-gakknn-MIBA.csv,ADA-USD,2020-11-26T20:59:24Z,0,0.531,0.561,0.567,0.6,0.09,0.035,0.047,0.514,0.506,0.517,0.5,0.037,0.025,0.024,0.549842293903992
ADA-USD-predict-ensamble-gakknn-UADAC.csv,ADA-USD,2020-12-27T09:34:55Z,0,0.585,0.582,0.55,0.6,0.057,0.074,0.071,0.526,0.528,0.533,0.5,0.071,0.035,0.047,0.544081584313026
ADA-USD-predict-ensamble-gakknn-VDIDA.csv,ADA-USD,2020-12-26T08:54:09Z,0,0.533,0.614,0.55,0.7,0.132,0.186,0.212,0.499,0.429,0.467,0.467,0.111,0.065,0,0.541299499559531
ADA-USD-predict-ensamble-gakknn-VDIDE.csv,ADA-USD,2020-12-26T15:58:29Z,0,0.505,0.648,0.65,0.6,0.212,0.05,0.071,0.455,0.506,0.533,0.567,0.144,0.058,0.047,0.540650123968373
ADA-USD-predict-ensamble-gakknn-MEA.csv,ADA-USD,2020-11-17T14:22:02Z,0,0.519,0.58,0.567,0.6,0.11,0.041,0.047,0.479,0.506,0.473,0.48,0.08,0.057,0.009,0.536538232410604
ADA-USD-predict-ensamble-gakknn-VDID.csv,ADA-USD,2020-12-25T09:08:30Z,0,0.501,0.626,0.617,0.567,0.132,0.053,0.071,0.506,0.528,0.533,0.467,0.115,0.067,0.094,0.53560821834704
