PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
AAPL-predict-ensamble-gakknn-UAC.csv,AAPL,2021-06-24T20:06:04.352487Z,0,0.525,0.613,0.562,0.688,0.118,0.153,0.177,0.553,0.571,0.5,0.5,0.13,0.124,0,0.549659957550321
AAPL-predict-ensamble-gakknn-PCB.csv,AAPL,2021-06-24T20:10:11.679874Z,0,0.475,0.525,0.55,0.7,0.064,0.156,0.212,0.425,0.492,0.5,0.5,0.141,0.014,0,0.536238803603902
AAPL-predict-ensamble-gakknn-UADCC.csv,AAPL,2021-06-24T20:06:04.425920Z,0,0.564,0.524,0.5,0.55,0.083,0.065,0.071,0.506,0.492,0.5,0.55,0.11,0.052,0.071,0.510175465195723
AAPL-predict-ensamble-gakknn-UADBB.csv,AAPL,2021-06-24T20:06:04.391318Z,0,0.476,0.525,0.612,0.75,0.074,0.205,0.195,0.478,0.454,0.407,0.55,0.148,0.166,0.203,0.505307153053332
AAPL-predict-ensamble-gakknn-PA.csv,AAPL,2021-06-24T20:10:11.609843Z,0,0.508,0.689,0.7,0.8,0.113,0.102,0.141,0.547,0.559,0.6,0.7,0.054,0.123,0.141,0.502908463371108
AAPL-predict-ensamble-gakknn-UADC.csv,AAPL,2021-06-24T20:06:04.407968Z,0,0.508,0.589,0.55,0.6,0.153,0.084,0.071,0.433,0.492,0.5,0.6,0.095,0.101,0.141,0.498515751359094
AAPL-predict-ensamble-gakknn-VGJ.csv,AAPL,2021-06-24T20:06:04.859699Z,0,0.466,0.51,0.55,0.65,0.108,0.122,0.141,0.605,0.508,0.5,0.45,0.139,0.052,0.071,0.488707301955462
AAPL-predict-ensamble-gakknn-NAABA.csv,AAPL,2021-06-29T16:23:23.441817Z,0,0.555,0.549,0.489,0.579,0.106,0.136,0.127,0.494,0.547,0.439,0.579,0.173,0.233,0.197,0.473446461335474
AAPL-predict-ensamble-gakknn-SAGA.csv,AAPL,2021-06-24T20:06:04.335795Z,0,0.549,0.574,0.575,0.5,0.073,0.075,0.106,0.545,0.506,0.425,0.4,0.109,0.142,0.035,0.470846829692632
AAPL-predict-ensamble-gakknn-VACGBFA.csv,AAPL,2021-06-24T20:06:04.487069Z,0,0.511,0.558,0.575,0.65,0.084,0.081,0.106,0.696,0.555,0.475,0.45,0.149,0.14,0.035,0.467333529509701
AAPL-predict-ensamble-gakknn-PBB.csv,AAPL,2021-06-24T20:10:11.661286Z,0,0.509,0.493,0.525,0.45,0.089,0.093,0.106,0.516,0.493,0.525,0.45,0.078,0.093,0.106,0.461090335854613
AAPL-predict-ensamble-gakknn-SAF.csv,AAPL,2021-06-24T20:06:04.327640Z,0,0.488,0.527,0.6,0.6,0.152,0.126,0,0.518,0.457,0.4,0.4,0.12,0.099,0,0.457154186402509
AAPL-predict-ensamble-gakknn-SBA.csv,AAPL,2021-06-24T07:15:02.285900Z,0,0.526,0.508,0.5,0.7,0.144,0.2,0.283,0.541,0.543,0.6,0.6,0.064,0.099,0,0.453891994798918
AAPL-predict-ensamble-gakknn-VDIBCE.csv,AAPL,2021-06-24T20:06:04.726861Z,0,0.581,0.706,0.725,0.7,0.12,0.042,0.035,0.695,0.637,0.575,0.7,0.145,0.165,0.177,0.452366454371531
AAPL-predict-ensamble-gakknn-VDIBCC.csv,AAPL,2021-06-24T20:06:04.719330Z,0,0.549,0.652,0.55,0.6,0.171,0.184,0.071,0.617,0.621,0.55,0.6,0.1,0.132,0.071,0.445665943158403
AAPL-predict-ensamble-gakknn-SAC.csv,AAPL,2021-06-24T20:06:04.315020Z,0,0.503,0.533,0.625,0.6,0.151,0.161,0.035,0.541,0.533,0.575,0.7,0.091,0.144,0.177,0.444933365833463
AAPL-predict-ensamble-gakknn-VEE.csv,AAPL,2021-06-24T20:06:04.757098Z,0,0.437,0.525,0.525,0.65,0.079,0.125,0.177,0.508,0.425,0.375,0.45,0.129,0.114,0.106,0.444875153746284
AAPL-predict-ensamble-gakknn-VDIDB.csv,AAPL,2021-06-24T20:10:11.725228Z,0,0.536,0.64,0.65,0.85,0.108,0.201,0.283,0.66,0.64,0.65,0.65,0.103,0.018,0,0.440412158008859
AAPL-predict-ensamble-gakknn-UADBD.csv,AAPL,2021-06-24T20:06:04.401881Z,0,0.521,0.479,0.575,0.55,0.15,0.169,0.035,0.521,0.474,0.425,0.35,0.153,0.113,0.106,0.43937371268139
AAPL-predict-ensamble-gakknn-VDIBCA.csv,AAPL,2021-06-24T20:06:04.710842Z,0,0.463,0.59,0.575,0.6,0.16,0.036,0.035,0.679,0.653,0.575,0.5,0.113,0.155,0.106,0.432570101780772
AAPL-predict-ensamble-gakknn-UADBA.csv,AAPL,2021-06-24T20:06:04.386044Z,0,0.538,0.525,0.525,0.45,0.119,0.075,0.106,0.605,0.555,0.475,0.45,0.128,0.14,0.035,0.430520989845679
AAPL-predict-ensamble-gakknn-VACGBFCA.csv,AAPL,2021-06-24T20:06:04.499333Z,0,0.533,0.559,0.6,0.6,0.078,0.071,0,0.747,0.622,0.6,0.5,0.072,0.107,0.141,0.430355105445883
AAPL-predict-ensamble-gakknn-VBB.csv,AAPL,2021-06-24T20:06:04.615104Z,0,0.498,0.494,0.55,0.6,0.119,0.11,0.071,0.601,0.557,0.55,0.6,0.081,0.052,0.071,0.42933734087943
AAPL-predict-ensamble-gakknn-PABE.csv,AAPL,2021-06-24T20:10:11.642658Z,0,0.48,0.484,0.512,0.474,0.072,0.061,0.054,0.467,0.468,0.536,0.421,0.127,0.163,0.162,0.428398178338377
AAPL-predict-ensamble-gakknn-SAE.csv,AAPL,2021-06-24T20:06:04.323469Z,0,0.487,0.51,0.575,0.5,0.17,0.135,0.106,0.424,0.409,0.375,0.5,0.135,0.138,0.177,0.421874094974186
AAPL-predict-ensamble-gakknn-SAD.csv,AAPL,2021-06-24T20:06:04.319231Z,0,0.553,0.507,0.475,0.35,0.071,0.137,0.177,0.552,0.506,0.425,0.45,0.128,0.142,0.035,0.414416171968588
AAPL-predict-ensamble-gakknn-PB.csv,AAPL,2021-06-24T20:10:11.652331Z,0,0.486,0.524,0.5,0.6,0.137,0.108,0.141,0.58,0.559,0.6,0.6,0.082,0.071,0,0.413364194688499
AAPL-predict-ensamble-gakknn-VDB.csv,AAPL,2021-06-24T20:06:04.667100Z,0,0.5,0.555,0.475,0.5,0.125,0.14,0.035,0.666,0.62,0.525,0.5,0.092,0.166,0.035,0.412882988738898
AAPL-predict-ensamble-gakknn-VFF.csv,AAPL,2021-06-24T20:06:04.788021Z,0,0.463,0.51,0.55,0.65,0.054,0.122,0.141,0.662,0.606,0.6,0.55,0.045,0.051,0.071,0.411695340495609
AAPL-predict-ensamble-gakknn-PABF.csv,AAPL,2021-06-24T20:10:11.647497Z,0,0.437,0.46,0.475,0.5,0.053,0.037,0.035,0.544,0.528,0.625,0.5,0.137,0.21,0.177,0.41026942517539
AAPL-predict-ensamble-gakknn-UADAB.csv,AAPL,2021-06-24T20:06:04.368871Z,0,0.485,0.51,0.55,0.6,0.085,0.086,0.071,0.505,0.544,0.65,0.7,0.111,0.19,0.071,0.408712506167719
AAPL-predict-ensamble-gakknn-UADB.csv,AAPL,2021-06-24T20:06:04.380997Z,0,0.522,0.448,0.436,0.45,0.117,0.026,0.02,0.523,0.587,0.538,0.55,0.158,0.085,0.017,0.403740482954445
AAPL-predict-ensamble-gakknn-VACB.csv,AAPL,2021-06-24T20:06:04.450864Z,0,0.46,0.572,0.525,0.65,0.119,0.149,0.177,0.651,0.574,0.575,0.65,0.153,0.075,0.106,0.403346112376034
AAPL-predict-ensamble-gakknn-PABB.csv,AAPL,2021-06-24T20:10:11.629061Z,0,0.438,0.436,0.512,0.474,0.088,0.136,0.054,0.478,0.486,0.586,0.421,0.156,0.239,0.233,0.401393526695786
AAPL-predict-ensamble-gakknn-VACGBFC.csv,AAPL,2021-06-24T20:06:04.495138Z,0,0.546,0.574,0.575,0.55,0.092,0.025,0.035,0.764,0.637,0.575,0.45,0.065,0.165,0.177,0.399709276296628
AAPL-predict-ensamble-gakknn-SAB.csv,AAPL,2021-06-24T20:06:04.311037Z,0,0.496,0.539,0.475,0.5,0.124,0.113,0.035,0.558,0.572,0.525,0.7,0.228,0.193,0.247,0.396695119410837
AAPL-predict-ensamble-gakknn-UADAC.csv,AAPL,2021-06-24T20:06:04.376158Z,0,0.453,0.509,0.525,0.45,0.09,0.08,0.106,0.539,0.379,0.425,0.45,0.168,0.084,0.035,0.394134481416507
AAPL-predict-ensamble-gakknn-SAA.csv,AAPL,2021-06-24T20:06:04.306932Z,0,0.422,0.428,0.475,0.5,0.124,0.086,0.035,0.557,0.523,0.475,0.6,0.159,0.15,0.177,0.393465769171879
AAPL-predict-ensamble-gakknn-VACGBFCL.csv,AAPL,2021-06-24T20:06:04.548339Z,0,0.492,0.54,0.525,0.6,0.146,0.08,0.106,0.737,0.574,0.575,0.4,0.094,0.175,0.247,0.392304240783618
AAPL-predict-ensamble-gakknn-VDIDE.csv,AAPL,2021-06-24T20:10:11.749094Z,0,0.491,0.525,0.525,0.6,0.036,0.075,0.106,0.692,0.59,0.575,0.6,0.111,0.036,0.035,0.392173129366111
AAPL-predict-ensamble-gakknn-VACGF.csv,AAPL,2021-06-24T20:06:04.582108Z,0,0.532,0.606,0.575,0.6,0.094,0.059,0.035,0.749,0.669,0.575,0.6,0.132,0.165,0.035,0.391505092682844
AAPL-predict-ensamble-gakknn-VACGG.csv,AAPL,2021-06-24T20:06:04.586879Z,0,0.51,0.54,0.525,0.55,0.098,0.037,0.035,0.697,0.637,0.575,0.55,0.123,0.111,0.035,0.390613965778196
AAPL-predict-ensamble-gakknn-VDIBCFD.csv,AAPL,2021-06-24T20:10:11.704374Z,0,0.566,0.623,0.625,0.65,0.11,0.025,0.035,0.684,0.656,0.675,0.65,0.082,0.041,0.035,0.389237347334767
AAPL-predict-ensamble-gakknn-VACGH.csv,AAPL,2021-06-24T20:06:04.591619Z,0,0.555,0.606,0.575,0.55,0.084,0.059,0.035,0.727,0.671,0.625,0.55,0.152,0.109,0.106,0.389198165266268
AAPL-predict-ensamble-gakknn-VACGBH.csv,AAPL,2021-06-24T20:06:04.559762Z,0,0.544,0.558,0.575,0.5,0.129,0.081,0.106,0.763,0.523,0.475,0.2,0.099,0.287,0.389,0.38818669834417
AAPL-predict-ensamble-gakknn-VEC.csv,AAPL,2021-06-24T20:06:04.747145Z,0,0.491,0.557,0.55,0.45,0.105,0.101,0.141,0.693,0.621,0.55,0.55,0.143,0.122,0,0.387103437772999
AAPL-predict-ensamble-gakknn-UADBC.csv,AAPL,2021-06-24T20:06:04.396046Z,0,0.473,0.44,0.375,0.5,0.126,0.169,0.177,0.585,0.604,0.525,0.5,0.12,0.139,0.035,0.386384645157118
AAPL-predict-ensamble-gakknn-UADCB.csv,AAPL,2021-06-24T20:06:04.419245Z,0,0.548,0.429,0.5,0.5,0.146,0.124,0,0.421,0.425,0.4,0.4,0.133,0.044,0,0.383218395898483
