PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-VACA.csv,ADA-USD,2020-12-21T13:32:55Z,0,0.596,0.625,0.647,0.615,0.091,0.05,0.045,0.449,0.526,0.499,0.462,0.113,0.06,0.052,0.571755082953372
ADA-USD-predict-ensamble-gakknn-VACGB.csv,ADA-USD,2020-12-22T15:29:35Z,0,0.625,0.602,0.613,0.654,0.104,0.045,0.058,0.486,0.547,0.497,0.423,0.088,0.113,0.105,0.563753547003666
ADA-USD-predict-ensamble-gakknn-VDIDB.csv,ADA-USD,2020-12-26T08:54:44Z,0,0.537,0.629,0.669,0.731,0.063,0.093,0.087,0.531,0.597,0.589,0.5,0.087,0.09,0.126,0.553870599765409
ADA-USD-predict-ensamble-gakknn-VACGBFCL.csv,ADA-USD,2020-12-23T21:52:58Z,0,0.657,0.569,0.611,0.615,0.122,0.074,0.006,0.454,0.47,0.463,0.462,0.066,0.012,0.002,0.548149144635376
ADA-USD-predict-ensamble-gakknn-SA.csv,ADA-USD,2020-12-04T20:33:22Z,0,0.491,0.643,0.723,0.731,0.053,0.138,0.012,0.574,0.607,0.571,0.5,0.054,0.094,0.101,0.547465311198789
ADA-USD-predict-ensamble-gakknn-MIGA.csv,ADA-USD,2020-11-28T11:39:23Z,0,0.553,0.598,0.607,0.5,0.071,0.108,0.152,0.514,0.462,0.5,0.5,0.081,0.065,0,0.543027040086989
ADA-USD-predict-ensamble-gakknn-VACGBFCG.csv,ADA-USD,2020-12-23T20:18:57Z,0,0.524,0.571,0.614,0.692,0.085,0.109,0.111,0.531,0.47,0.463,0.462,0.062,0.012,0.002,0.542507310060954
ADA-USD-predict-ensamble-gakknn-VDI.csv,ADA-USD,2020-12-07T14:50:24Z,0,0.604,0.531,0.538,0.577,0.08,0.041,0.054,0.506,0.548,0.5,0.5,0.114,0.084,0,0.54239652073908
ADA-USD-predict-ensamble-gakknn-MEF.csv,ADA-USD,2020-11-18T20:00:02Z,0,0.557,0.464,0.558,0.654,0.171,0.189,0.136,0.495,0.519,0.519,0.5,0.163,0.019,0.027,0.54215483948715
ADA-USD-predict-ensamble-gakknn-VFA.csv,ADA-USD,2020-12-08T08:13:30Z,0,0.464,0.65,0.701,0.615,0.045,0.122,0.12,0.47,0.531,0.555,0.538,0.068,0.044,0.023,0.54115473869873
ADA-USD-predict-kknnLDDBC-ensamble.csv,ADA-USD,"",0,0.629,0.591,0.613,0.654,0.098,0.055,0.058,0.435,0.564,0.571,0.5,0.091,0.073,0.101,0.541086732644155
ADA-USD-predict-kknnLDDBA-ensamble.csv,ADA-USD,"",0,0.586,0.51,0.523,0.654,0.117,0.132,0.185,0.489,0.48,0.446,0.5,0.105,0.08,0.076,0.537081756982142
ADA-USD-predict-ensamble-gakknn-VACGBFCD.csv,ADA-USD,2020-12-23T18:40:11Z,0,0.553,0.535,0.577,0.654,0.072,0.106,0.109,0.457,0.479,0.429,0.5,0.071,0.113,0.101,0.528433350094757
ADA-USD-predict-ensamble-gakknn-UAA.csv,ADA-USD,2020-12-05T20:45:13Z,0,0.523,0.587,0.591,0.538,0.151,0.053,0.074,0.509,0.516,0.516,0.462,0.063,0.055,0.078,0.528349425408448
ADA-USD-predict-ensamble-gakknn-NAH.csv,ADA-USD,2020-11-30T21:23:17Z,0,0.538,0.577,0.576,0.615,0.126,0.04,0.056,0.427,0.483,0.499,0.462,0.099,0.046,0.052,0.527053855353822
ADA-USD-predict-ensamble-gakknn-VAC.csv,ADA-USD,2020-12-06T16:36:17Z,0,0.569,0.532,0.523,0.654,0.054,0.131,0.185,0.452,0.547,0.482,0.5,0.128,0.114,0.025,0.526902841569366
ADA-USD-predict-ensamble-gakknn-VDIBCF.csv,ADA-USD,2020-12-25T15:33:44Z,0,0.586,0.579,0.562,0.731,0.071,0.172,0.239,0.446,0.479,0.444,0.423,0.135,0.064,0.029,0.526718262479471
ADA-USD-predict-kknnLDAE-ensamble.csv,ADA-USD,2020-11-03T14:16:45Z,0,0.527,0.582,0.647,0.615,0.104,0.117,0.045,0.442,0.461,0.466,0.538,0.123,0.073,0.103,0.524758879879328
ADA-USD-predict-ensamble-gakknn-MIDC.csv,ADA-USD,2020-11-27T12:17:34Z,0,0.541,0.546,0.577,0.654,0.161,0.094,0.109,0.523,0.536,0.497,0.423,0.182,0.1,0.105,0.522928845188715
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41Z,0,0.598,0.636,0.615,0.731,0.127,0.121,0.163,0.428,0.652,0.607,0.5,0.182,0.132,0.152,0.521443429213878
ADA-USD-predict-ensamble-gakknn-NCCA.csv,ADA-USD,2020-12-02T08:00:35Z,0,0.475,0.535,0.577,0.654,0.058,0.106,0.109,0.499,0.531,0.571,0.5,0.154,0.099,0.101,0.521360285918008
ADA-USD-predict-ensamble-gakknn-VACGBFCH.csv,ADA-USD,2020-12-23T20:19:09Z,0,0.536,0.534,0.559,0.654,0.121,0.104,0.134,0.508,0.457,0.411,0.5,0.073,0.12,0.126,0.520204836027332
ADA-USD-predict-ensamble-gakknn-UADAC.csv,ADA-USD,2020-12-27T09:34:55Z,0,0.59,0.591,0.613,0.654,0.096,0.055,0.058,0.509,0.566,0.574,0.577,0.093,0.015,0.004,0.520143239382933
ADA-USD-predict-ensamble-gakknn-VACGBD.csv,ADA-USD,2020-12-23T12:24:27Z,0,0.524,0.51,0.538,0.577,0.083,0.063,0.054,0.464,0.484,0.5,0.5,0.036,0.028,0,0.518133418562516
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLKF.csv,ADA-USD,"",0,0.449,0.489,0.523,0.654,0.081,0.144,0.185,0.495,0.507,0.518,0.5,0.114,0.027,0.025,0.51773747825271
ADA-USD-predict-ensamble-gakknn-UADCB.csv,ADA-USD,2020-12-27T19:33:22Z,0,0.536,0.532,0.556,0.577,0.062,0.047,0.029,0.466,0.464,0.518,0.5,0.159,0.096,0.025,0.516828988601032
ADA-USD-predict-ensamble-gakknn-VACGBFCF.csv,ADA-USD,2020-12-23T18:40:29Z,0,0.569,0.568,0.593,0.615,0.063,0.05,0.031,0.419,0.512,0.445,0.462,0.119,0.117,0.023,0.513344335342518
ADA-USD-predict-ensamble-gakknn-UBD.csv,ADA-USD,2020-12-06T11:36:35Z,0,0.45,0.592,0.56,0.692,0.106,0.142,0.186,0.518,0.537,0.555,0.538,0.051,0.036,0.023,0.513266966009994
ADA-USD-predict-ensamble-gakknn-UADAA.csv,ADA-USD,2020-12-26T23:09:08Z,0,0.526,0.604,0.663,0.577,0.065,0.135,0.122,0.532,0.532,0.556,0.577,0.08,0.047,0.029,0.513251578197592
ADA-USD-predict-kknnLDDBB-ensamble.csv,ADA-USD,"",0,0.634,0.508,0.504,0.615,0.122,0.111,0.157,0.508,0.478,0.427,0.462,0.112,0.095,0.049,0.513197807628986
ADA-USD-predict-ensamble-gakknn-VACGA.csv,ADA-USD,2020-12-22T14:22:35Z,0,0.553,0.557,0.593,0.615,0.121,0.067,0.031,0.492,0.572,0.552,0.462,0.083,0.097,0.128,0.512828543128909
ADA-USD-predict-ensamble-gakknn-SAA.csv,ADA-USD,2020-12-04T20:35:32Z,0,0.613,0.562,0.537,0.538,0.063,0.044,0.002,0.517,0.539,0.534,0.462,0.108,0.073,0.103,0.512657586038344
ADA-USD-predict-ensamble-gakknn-QA.csv,ADA-USD,2020-12-03T18:20:09Z,0,0.525,0.558,0.58,0.731,0.101,0.155,0.214,0.398,0.461,0.497,0.423,0.053,0.098,0.105,0.512438882140905
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLIU.csv,ADA-USD,"",0,0.438,0.535,0.577,0.654,0.059,0.106,0.109,0.517,0.504,0.497,0.423,0.095,0.075,0.105,0.51009658753291
ADA-USD-predict-ensamble-gakknn-MIHF.csv,ADA-USD,2020-11-29T19:03:06Z,0,0.45,0.604,0.648,0.654,0.148,0.077,0.008,0.479,0.577,0.607,0.5,0.08,0.119,0.152,0.509491872938553
ADA-USD-predict-kknnLDDBFB-ensamble.csv,ADA-USD,"",0,0.641,0.603,0.63,0.654,0.143,0.053,0.033,0.425,0.556,0.592,0.577,0.168,0.064,0.021,0.508842408512629
ADA-USD-predict-ensamble-gakknn-MAABBAACA.csv,ADA-USD,2020-12-30T15:08:46Z,0,0.463,0.504,0.611,0.615,0.119,0.185,0.006,0.503,0.519,0.537,0.538,0.053,0.031,0.002,0.508247920886878
ADA-USD-predict-ensamble-gakknn-MIFCA.csv,ADA-USD,2020-12-24T11:55:07Z,0,0.561,0.535,0.577,0.654,0.119,0.106,0.109,0.538,0.531,0.538,0.577,0.12,0.041,0.054,0.507307832228823
ADA-USD-predict-ensamble-gakknn-NE.csv,ADA-USD,2020-12-02T11:33:34Z,0,0.452,0.55,0.615,0.731,0.079,0.162,0.163,0.402,0.539,0.503,0.577,0.124,0.098,0.105,0.506616671034043
ADA-USD-predict-ensamble-gakknn-MBC.csv,ADA-USD,2020-11-15T20:14:08Z,0,0.557,0.587,0.591,0.538,0.055,0.053,0.074,0.465,0.43,0.516,0.462,0.165,0.159,0.078,0.506528768349183
ADA-USD-predict-ensamble-gakknn-VACGBFCK.csv,ADA-USD,2020-12-23T21:53:11Z,0,0.573,0.508,0.521,0.577,0.106,0.06,0.08,0.469,0.48,0.446,0.5,0.11,0.08,0.076,0.505876590696135
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLIJ.csv,ADA-USD,"",0,0.487,0.525,0.593,0.615,0.069,0.121,0.031,0.457,0.471,0.481,0.462,0.058,0.026,0.027,0.505352660826033
ADA-USD-predict-ensamble-gakknn-MAABBAADB.csv,ADA-USD,2020-12-30T20:18:16Z,0,0.516,0.512,0.485,0.577,0.061,0.103,0.13,0.47,0.501,0.518,0.5,0.077,0.035,0.025,0.50485136570512
ADA-USD-predict-ensamble-gakknn-MICC.csv,ADA-USD,2020-11-26T16:31:21Z,0,0.512,0.557,0.577,0.654,0.093,0.085,0.109,0.532,0.531,0.538,0.577,0.099,0.041,0.054,0.503381062936767
ADA-USD-predict-ensamble-gakknn-UADBD.csv,ADA-USD,2020-12-27T16:34:54Z,0,0.518,0.564,0.555,0.538,0.043,0.022,0.023,0.55,0.494,0.484,0.538,0.107,0.058,0.078,0.502919192305881
ADA-USD-predict-ensamble-gakknn-VDIDCD.csv,ADA-USD,2020-12-26T15:34:48Z,0,0.507,0.521,0.54,0.615,0.049,0.082,0.107,0.424,0.494,0.499,0.462,0.129,0.038,0.052,0.501748503191457
ADA-USD-predict-ensamble-gakknn-VACH.csv,ADA-USD,2020-12-22T13:26:13Z,0,0.531,0.577,0.592,0.577,0.071,0.029,0.021,0.479,0.501,0.477,0.346,0.126,0.137,0.185,0.500648406304467
ADA-USD-predict-kknnLDJJ-ensamble.csv,ADA-USD,2020-11-09T19:56:22Z,0,0.522,0.534,0.576,0.615,0.122,0.082,0.056,0.491,0.505,0.532,0.385,0.118,0.154,0.208,0.500487122375514
