PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-VDIA.csv,ADA-USD,2020-12-24T21:05:29Z,62,0.599,0.655,0.693,0.708,0.14,0.067,0.022,0.503,0.477,0.522,0.625,0.135,0.129,0.145,0.648936490213237
ADA-USD-predict-ensamble-gakknn-QBB.csv,ADA-USD,2020-12-04T08:16:36Z,82,0.598,0.641,0.687,0.696,0.115,0.081,0.012,0.636,0.674,0.608,0.609,0.092,0.115,0.001,0.638447336090835
ADA-USD-predict-ensamble-gakknn-MIHDB.csv,ADA-USD,2020-11-29T12:56:40Z,87,0.64,0.631,0.656,0.667,0.115,0.045,0.015,0.53,0.643,0.675,0.833,0.173,0.168,0.224,0.62719323544777
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41Z,101,0.543,0.662,0.702,0.792,0.096,0.114,0.126,0.525,0.483,0.532,0.708,0.167,0.195,0.25,0.626374799588947
ADA-USD-predict-ensamble-gakknn-VCA.csv,ADA-USD,2020-12-06T20:43:46Z,80,0.54,0.62,0.672,0.667,0.071,0.09,0.008,0.506,0.451,0.418,0.417,0.135,0.057,0.002,0.616739085733643
ADA-USD-predict-ensamble-gakknn-PABE.csv,ADA-USD,2020-12-03T16:52:07Z,83,0.585,0.613,0.661,0.667,0.139,0.084,0.008,0.563,0.482,0.432,0.417,0.102,0.087,0.022,0.613075612141217
ADA-USD-predict-ensamble-gakknn-SAA.csv,ADA-USD,2020-12-04T20:35:32Z,82,0.64,0.638,0.619,0.625,0.091,0.034,0.009,0.517,0.574,0.587,0.625,0.108,0.044,0.054,0.6099130026344
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50Z,102,0.611,0.618,0.637,0.667,0.135,0.044,0.042,0.534,0.716,0.815,0.917,0.14,0.2,0.143,0.606896477175249
ADA-USD-predict-ensamble-gakknn-SAC.csv,ADA-USD,2020-12-05T09:13:36Z,81,0.606,0.662,0.67,0.792,0.089,0.122,0.172,0.475,0.499,0.458,0.625,0.102,0.182,0.237,0.60187921209641
ADA-USD-predict-ensamble-gakknn-UAA.csv,ADA-USD,2020-12-05T20:45:13Z,81,0.549,0.631,0.624,0.667,0.176,0.045,0.061,0.509,0.539,0.55,0.583,0.063,0.039,0.048,0.599712337956942
ADA-USD-predict-ensamble-gakknn-MFM.csv,ADA-USD,2020-11-23T09:54:21Z,93,0.553,0.616,0.681,0.75,0.219,0.133,0.097,0.612,0.745,0.681,0.75,0.186,0.129,0.097,0.598586467436751
ADA-USD-predict-ensamble-gakknn-PCA.csv,ADA-USD,2020-12-03T11:59:16Z,83,0.545,0.651,0.67,0.792,0.078,0.126,0.172,0.414,0.531,0.554,0.625,0.1,0.081,0.1,0.59774406628196
ADA-USD-predict-ensamble-gakknn-PAB.csv,ADA-USD,2020-12-03T07:56:35Z,83,0.556,0.601,0.644,0.667,0.11,0.077,0.033,0.533,0.426,0.381,0.417,0.124,0.086,0.051,0.596215403021932
