PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MA.csv,ADA-USD,2020-11-13T20:06:20.481356Z,32,0.642,0.485,0.533,0.467,0.194,0.108,0.094,0.609,0.539,0.55,0.733,0.085,0.184,0.259,0.447790166450043
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50.693138Z,31,0.619,0.539,0.583,0.467,0.143,0.139,0.165,0.544,0.596,0.733,0.867,0.166,0.272,0.189,0.445929578646137
ADA-USD-predict-ensamble-gakknn-MAB.csv,ADA-USD,2020-11-14T20:21:09.534548Z,31,0.657,0.505,0.483,0.4,0.095,0.091,0.118,0.57,0.537,0.467,0.667,0.207,0.234,0.283,0.399519425389088
ADA-USD-predict-ensamble-gakknn-MAC.csv,ADA-USD,2020-11-14T21:27:52.634252Z,31,0.69,0.571,0.567,0.467,0.093,0.1,0.141,0.559,0.448,0.35,0.067,0.109,0.331,0.401,0.457324696706114
ADA-USD-predict-ensamble-gakknn-MAD.csv,ADA-USD,2020-11-14T22:11:56.076128Z,31,0.62,0.539,0.567,0.533,0.101,0.058,0.047,0.587,0.551,0.617,0.667,0.145,0.124,0.071,0.519166283653834
ADA-USD-predict-ensamble-gakknn-MAE.csv,ADA-USD,2020-11-15T09:52:57.160963Z,30,0.454,0.509,0.464,0.455,0.118,0.079,0.014,0.063,0,0,0,0.081,0,0,0.450791059684767
ADA-USD-predict-ensamble-gakknn-MAF.csv,ADA-USD,2020-11-15T12:16:45.435861Z,30,0.592,0.395,0.383,0.333,0.138,0.054,0.071,0.492,0.449,0.4,0.6,0.18,0.218,0.283,0.337061280870823
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41.759985Z,30,0.597,0.532,0.54,0.6,0.131,0.062,0.085,0.586,0.422,0.407,0.333,0.145,0.078,0.104,0.531518025004828
ADA-USD-predict-ensamble-gakknn-MAH.csv,ADA-USD,2020-11-15T14:24:00.100484Z,30,0.657,0.495,0.5,0.533,0.161,0.035,0.047,0.517,0.442,0.55,0.8,0.215,0.312,0.354,0.495553766436919
ADA-USD-predict-ensamble-gakknn-MB.csv,ADA-USD,2020-11-15T17:02:49.432655Z,30,0.673,0.396,0.4,0.333,0.202,0.067,0.094,0.596,0.625,0.583,0.733,0.133,0.167,0.212,0.335876423166405
ADA-USD-predict-ensamble-gakknn-MBA.csv,ADA-USD,2020-11-15T18:41:43.862048Z,30,0.624,0.595,0.65,0.733,0.173,0.127,0.118,0.516,0.319,0.333,0.333,0.164,0.025,0,0.617919931581785
ADA-USD-predict-ensamble-gakknn-MBB.csv,ADA-USD,2020-11-15T19:26:01.745702Z,30,0.633,0.511,0.483,0.4,0.136,0.096,0.118,0.674,0.622,0.6,0.667,0.152,0.077,0.094,0.399708208023518
ADA-USD-predict-ensamble-gakknn-MBC.csv,ADA-USD,2020-11-15T20:14:08.891519Z,30,0.647,0.54,0.6,0.6,0.14,0.104,0,0.582,0.55,0.583,0.6,0.198,0.06,0.024,0.573842155009452
ADA-USD-predict-ensamble-gakknn-MBD.csv,ADA-USD,2020-11-15T21:22:02.684141Z,30,0.695,0.57,0.517,0.533,0.094,0.094,0.024,0.456,0.32,0.367,0.4,0.195,0.088,0.047,0.510225828460973
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2020-11-16T08:12:32.651951Z,29,0.668,0.462,0.467,0.4,0.196,0.067,0.094,0.526,0.429,0.45,0.4,0.185,0.062,0.071,0.397698664401274
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41.946627Z,29,0.674,0.541,0.65,0.733,0.21,0.207,0.118,0.489,0.419,0.5,0.467,0.198,0.144,0.047,0.601735439074008
