PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2021-01-29T14:43:56.415009Z,7,0.609,0.641,0.677,0.677,0.137,0.064,0,0.434,0.522,0.516,0.742,0.193,0.226,0.319,0.640068799819097
ADA-USD-predict-ensamble-gakknn-PABB.csv,ADA-USD,2021-01-29T14:43:56.467833Z,7,0.632,0.668,0.64,0.667,0.137,0.056,0.038,0.52,0.454,0.422,0.296,0.083,0.137,0.178,0.620009487413754
ADA-USD-predict-ensamble-gakknn-VDIA.csv,ADA-USD,2021-01-29T14:43:56.568563Z,7,0.599,0.642,0.629,0.677,0.14,0.053,0.068,0.503,0.391,0.403,0.419,0.135,0.027,0.023,0.602484055863924
ADA-USD-predict-ensamble-gakknn-MIHA.csv,ADA-USD,2021-01-29T14:43:56.449883Z,7,0.562,0.608,0.645,0.677,0.153,0.072,0.046,0.494,0.509,0.581,0.548,0.12,0.128,0.046,0.598529359691563
ADA-USD-predict-ensamble-gakknn-MIHDB.csv,ADA-USD,2021-01-29T14:43:56.452908Z,7,0.64,0.62,0.613,0.645,0.115,0.034,0.046,0.53,0.566,0.548,0.516,0.173,0.044,0.046,0.595055442258785
ADA-USD-predict-ensamble-gakknn-QBB.csv,ADA-USD,2021-01-29T14:43:56.478806Z,7,0.598,0.62,0.613,0.679,0.115,0.066,0.092,0.636,0.671,0.707,0.607,0.092,0.117,0.141,0.579555102297302
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2021-01-29T14:43:56.396023Z,7,0.611,0.629,0.594,0.607,0.135,0.063,0.019,0.534,0.61,0.615,0.714,0.14,0.099,0.14,0.578569274191241
ADA-USD-predict-ensamble-gakknn-VBA.csv,ADA-USD,2021-01-29T14:43:56.553602Z,7,0.591,0.576,0.581,0.581,0.123,0.008,0,0.545,0.501,0.452,0.387,0.088,0.107,0.091,0.576297808012094
ADA-USD-predict-ensamble-gakknn-PCB.csv,ADA-USD,2021-01-29T14:43:56.476809Z,7,0.607,0.612,0.602,0.655,0.096,0.056,0.076,0.484,0.555,0.632,0.586,0.133,0.141,0.064,0.574591464720639
ADA-USD-predict-ensamble-gakknn-UAB.csv,ADA-USD,2021-01-29T14:43:56.509720Z,7,0.618,0.593,0.596,0.64,0.091,0.044,0.062,0.514,0.524,0.459,0.4,0.087,0.128,0.083,0.570836839758648
ADA-USD-predict-ensamble-gakknn-TAB.csv,ADA-USD,2021-01-29T14:43:56.501741Z,7,0.621,0.584,0.635,0.615,0.148,0.091,0.028,0.481,0.457,0.426,0.577,0.141,0.16,0.213,0.568840031788093
ADA-USD-predict-ensamble-gakknn-MAABC.csv,ADA-USD,2021-01-29T14:43:56.403006Z,7,0.551,0.575,0.613,0.645,0.112,0.073,0.046,0.609,0.566,0.548,0.516,0.062,0.044,0.046,0.568230833843066
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2021-01-29T14:43:56.413979Z,7,0.577,0.565,0.581,0.581,0.145,0.027,0,0.468,0.425,0.387,0.387,0.158,0.065,0,0.565894208528131
ADA-USD-predict-ensamble-gakknn-VDIDF.csv,ADA-USD,2021-01-29T14:43:56.586540Z,7,0.551,0.586,0.629,0.71,0.111,0.11,0.114,0.533,0.532,0.565,0.581,0.142,0.059,0.023,0.564153898211694
ADA-USD-predict-ensamble-gakknn-VDB.csv,ADA-USD,2021-01-29T14:43:56.559587Z,7,0.562,0.565,0.597,0.613,0.074,0.058,0.023,0.532,0.532,0.565,0.613,0.067,0.074,0.068,0.562736036400765
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2021-01-29T14:43:56.407991Z,7,0.543,0.558,0.597,0.613,0.096,0.069,0.023,0.525,0.407,0.371,0.355,0.167,0.065,0.023,0.557249424854696
ADA-USD-predict-ensamble-gakknn-QBC.csv,ADA-USD,2021-01-29T14:43:56.480803Z,7,0.603,0.587,0.581,0.645,0.085,0.065,0.091,0.478,0.555,0.516,0.581,0.134,0.093,0.091,0.550218010382188
ADA-USD-predict-ensamble-gakknn-PABE.csv,ADA-USD,2021-01-29T14:43:56.469826Z,7,0.585,0.579,0.586,0.655,0.139,0.07,0.098,0.563,0.543,0.514,0.448,0.102,0.083,0.094,0.548928146948438
ADA-USD-predict-ensamble-gakknn-MAAB.csv,ADA-USD,2021-01-29T14:43:56.397020Z,7,0.641,0.609,0.597,0.71,0.097,0.115,0.16,0.513,0.532,0.565,0.323,0.22,0.248,0.342,0.547841088752565
ADA-USD-predict-ensamble-gakknn-MAABA.csv,ADA-USD,2021-01-29T14:43:56.399014Z,7,0.601,0.576,0.581,0.645,0.125,0.065,0.091,0.532,0.564,0.613,0.581,0.141,0.09,0.046,0.546985259678698
ADA-USD-predict-kknnLDDA-ensamble.csv,ADA-USD,2021-01-29T14:43:56.605465Z,7,0.522,0.576,0.581,0.645,0.107,0.065,0.091,0.484,0.478,0.484,0.516,0.108,0.034,0.046,0.546985259678698
ADA-USD-predict-kknnLDDD-ensamble.csv,ADA-USD,2021-01-29T14:43:56.606461Z,7,0.548,0.575,0.613,0.581,0.064,0.073,0.046,0.425,0.586,0.645,0.645,0.174,0.103,0,0.546897500509732
ADA-USD-predict-ensamble-gakknn-VDIDB.csv,ADA-USD,2021-01-29T14:43:56.580532Z,7,0.569,0.554,0.548,0.548,0.105,0.011,0,0.504,0.521,0.548,0.613,0.081,0.08,0.091,0.546003397510341
ADA-USD-predict-ensamble-gakknn-PABF.csv,ADA-USD,2021-01-29T14:43:56.470823Z,7,0.535,0.568,0.586,0.655,0.092,0.076,0.098,0.497,0.463,0.478,0.31,0.177,0.169,0.237,0.543886393362029
ADA-USD-predict-ensamble-gakknn-VDIBC.csv,ADA-USD,2021-01-29T14:43:56.569559Z,7,0.591,0.543,0.548,0.548,0.088,0.009,0,0.525,0.468,0.452,0.419,0.105,0.043,0.046,0.543118794411578
ADA-USD-predict-ensamble-gakknn-VDIDCA.csv,ADA-USD,2021-01-29T14:43:56.583521Z,7,0.614,0.543,0.548,0.548,0.074,0.009,0,0.502,0.532,0.581,0.548,0.105,0.091,0.046,0.543118794411578
ADA-USD-predict-ensamble-gakknn-RBD.csv,ADA-USD,2021-01-29T14:43:56.492792Z,7,0.55,0.576,0.565,0.613,0.096,0.053,0.068,0.497,0.478,0.468,0.484,0.053,0.025,0.023,0.542606400992913
ADA-USD-predict-ensamble-gakknn-VACGBFB.csv,ADA-USD,2021-01-29T14:43:56.537645Z,7,0.629,0.587,0.565,0.548,0.056,0.043,0.023,0.509,0.469,0.403,0.419,0.094,0.115,0.023,0.542492291540085
ADA-USD-predict-ensamble-gakknn-VDIE.csv,ADA-USD,2021-01-29T14:43:56.588543Z,7,0.566,0.609,0.581,0.548,0.185,0.059,0.046,0.59,0.532,0.548,0.613,0.105,0.07,0.091,0.540684747332586
ADA-USD-predict-ensamble-gakknn-UADBD.csv,ADA-USD,2021-01-29T14:43:56.518696Z,7,0.551,0.543,0.565,0.581,0.114,0.041,0.023,0.545,0.49,0.468,0.516,0.109,0.061,0.068,0.540649963732723
ADA-USD-predict-ensamble-gakknn-UADAC.csv,ADA-USD,2021-01-29T14:43:56.515703Z,7,0.627,0.598,0.597,0.548,0.118,0.048,0.068,0.498,0.501,0.468,0.548,0.091,0.099,0.114,0.538624521846368
ADA-USD-predict-ensamble-gakknn-PAB.csv,ADA-USD,2021-01-29T14:43:56.466835Z,7,0.556,0.557,0.568,0.621,0.11,0.056,0.074,0.533,0.454,0.43,0.345,0.124,0.095,0.121,0.53763842719243
ADA-USD-predict-ensamble-gakknn-VDIDA.csv,ADA-USD,2021-01-29T14:43:56.578571Z,7,0.584,0.554,0.565,0.613,0.129,0.052,0.068,0.566,0.522,0.532,0.419,0.171,0.114,0.16,0.536309474147588
