PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MA.csv,ADA-USD,2020-11-13T20:06:20.481356Z,27,0.642,0.429,0.45,0.3,0.194,0.154,0.212,0.609,0.494,0.483,0.6,0.085,0.118,0.165,0.305804297936208
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50.693138Z,26,0.619,0.451,0.45,0.2,0.143,0.25,0.354,0.544,0.608,0.75,0.9,0.166,0.289,0.212,0.229925622045881
ADA-USD-predict-ensamble-gakknn-MAB.csv,ADA-USD,2020-11-14T20:21:09.534548Z,26,0.657,0.505,0.483,0.4,0.095,0.091,0.118,0.57,0.548,0.483,0.7,0.207,0.244,0.306,0.399519425389088
ADA-USD-predict-ensamble-gakknn-MAC.csv,ADA-USD,2020-11-14T21:27:52.634252Z,26,0.69,0.616,0.633,0.6,0.093,0.045,0.047,0.559,0.459,0.367,0.1,0.109,0.311,0.377,0.586496484869741
ADA-USD-predict-ensamble-gakknn-MAD.csv,ADA-USD,2020-11-14T22:11:56.076128Z,26,0.62,0.495,0.5,0.4,0.101,0.1,0.141,0.587,0.562,0.633,0.7,0.145,0.14,0.094,0.396201711449073
ADA-USD-predict-ensamble-gakknn-MAE.csv,ADA-USD,2020-11-15T09:52:57.160963Z,25,0.454,0.548,0.537,0.474,0.118,0.066,0.089,0.063,0.048,0,0,0.081,0.082,0,0.468311414816563
ADA-USD-predict-ensamble-gakknn-MAF.csv,ADA-USD,2020-11-15T12:16:45.435861Z,25,0.592,0.418,0.417,0.4,0.138,0.017,0.024,0.492,0.483,0.45,0.7,0.18,0.256,0.354,0.39991779040233
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41.759985Z,25,0.597,0.532,0.54,0.6,0.131,0.062,0.085,0.586,0.411,0.39,0.3,0.145,0.097,0.127,0.531518025004828
ADA-USD-predict-ensamble-gakknn-MAH.csv,ADA-USD,2020-11-15T14:24:00.100484Z,25,0.657,0.45,0.433,0.4,0.161,0.044,0.047,0.517,0.409,0.5,0.7,0.215,0.255,0.283,0.400477269497431
ADA-USD-predict-ensamble-gakknn-MB.csv,ADA-USD,2020-11-15T17:02:49.432655Z,25,0.673,0.351,0.333,0.2,0.202,0.137,0.189,0.596,0.614,0.567,0.7,0.133,0.157,0.189,0.22376790334882
ADA-USD-predict-ensamble-gakknn-MBA.csv,ADA-USD,2020-11-15T18:41:43.862048Z,25,0.624,0.55,0.583,0.6,0.173,0.06,0.024,0.516,0.241,0.217,0.1,0.164,0.124,0.165,0.56691371582292
ADA-USD-predict-ensamble-gakknn-MBB.csv,ADA-USD,2020-11-15T19:26:01.745702Z,25,0.633,0.444,0.383,0.2,0.136,0.212,0.259,0.674,0.633,0.617,0.7,0.152,0.088,0.118,0.230919001549736
ADA-USD-predict-ensamble-gakknn-MBC.csv,ADA-USD,2020-11-15T20:14:08.891519Z,25,0.647,0.54,0.6,0.6,0.14,0.104,0,0.582,0.517,0.533,0.5,0.198,0.044,0.047,0.573842155009452
ADA-USD-predict-ensamble-gakknn-MBD.csv,ADA-USD,2020-11-15T21:22:02.684141Z,25,0.695,0.592,0.55,0.6,0.094,0.089,0.071,0.456,0.286,0.317,0.3,0.195,0.055,0.024,0.543029890191712
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2020-11-16T08:12:32.651951Z,24,0.668,0.495,0.517,0.5,0.196,0.041,0.024,0.526,0.496,0.55,0.6,0.185,0.107,0.071,0.490479288328588
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41.946627Z,24,0.674,0.53,0.633,0.7,0.21,0.191,0.094,0.489,0.33,0.367,0.2,0.198,0.178,0.236,0.588571360387955
ADA-USD-predict-ensamble-gakknn-MCA.csv,ADA-USD,2020-11-16T11:40:38.637778Z,24,0.635,0.427,0.367,0.3,0.146,0.124,0.094,0.538,0.606,0.7,1,0.143,0.341,0.424,0.30854449992471
ADA-USD-predict-ensamble-gakknn-MCB.csv,ADA-USD,2020-11-16T13:08:29.967968Z,24,0.534,0.524,0.5,0.1,0.291,0.402,0.566,0.2,0,0,0,0.447,0,0,0.162392643891407
ADA-USD-predict-ensamble-gakknn-MCC.csv,ADA-USD,2020-11-16T14:21:23.220210Z,24,0.668,0.483,0.467,0.5,0.121,0.044,0.047,0.548,0.307,0.267,0.4,0.138,0.15,0.189,0.465862098434474
ADA-USD-predict-ensamble-gakknn-MCD.csv,ADA-USD,2020-11-16T16:00:52.708010Z,24,0.663,0.451,0.45,0.3,0.145,0.15,0.212,0.534,0.63,0.817,1,0.175,0.371,0.259,0.308950970805029
ADA-USD-predict-ensamble-gakknn-MCE.csv,ADA-USD,2020-11-16T17:58:29.304331Z,24,0.566,0.443,0.375,0.5,0.066,0.172,0.177,0.616,0.478,0.375,0.5,0.236,0.218,0.177,0.393983598400326
ADA-USD-predict-ensamble-gakknn-MCF.csv,ADA-USD,2020-11-16T17:08:08.344790Z,24,0.663,0.472,0.45,0.4,0.224,0.063,0.071,0.51,0.362,0.317,0.3,0.17,0.08,0.024,0.400389691813616
ADA-USD-predict-ensamble-gakknn-MD.csv,ADA-USD,2020-11-16T18:55:25.451478Z,24,0.634,0.516,0.5,0.6,0.2,0.104,0.141,0.614,0.496,0.567,0.7,0.186,0.181,0.189,0.498580174720731
ADA-USD-predict-ensamble-gakknn-MDA.csv,ADA-USD,2020-11-16T20:15:54.599436Z,24,0.635,0.385,0.4,0.3,0.236,0.103,0.141,0.559,0.649,0.7,0.8,0.152,0.133,0.141,0.305158140478208
ADA-USD-predict-ensamble-gakknn-MDB.csv,ADA-USD,2020-11-17T07:00:43.338946Z,23,0.743,0.47,0.367,0.4,0.052,0.182,0.047,0.621,0.451,0.467,0.7,0.133,0.235,0.33,0.367664283843399
ADA-USD-predict-ensamble-gakknn-MDC.csv,ADA-USD,2020-11-17T08:15:41.621518Z,23,0.723,0.506,0.533,0.6,0.169,0.082,0.094,0.505,0.33,0.367,0.3,0.201,0.092,0.094,0.520482157162556
ADA-USD-predict-ensamble-gakknn-MDD.csv,ADA-USD,2020-11-17T09:29:11.681548Z,23,0.677,0.51,0.459,0.4,0.136,0.107,0.083,0.477,0.558,0.691,0.9,0.215,0.312,0.295,0.399809458394342
ADA-USD-predict-ensamble-gakknn-MDE.csv,ADA-USD,2020-11-17T12:23:06.279396Z,23,0.668,0.493,0.417,0.5,0.085,0.156,0.118,0.473,0.365,0.45,0.6,0.223,0.211,0.212,0.422693293700286
ADA-USD-predict-ensamble-gakknn-ME.csv,ADA-USD,2020-11-17T13:21:09.715326Z,23,0.592,0.362,0.333,0.3,0.125,0.06,0.047,0.483,0.449,0.367,0.4,0.066,0.146,0.047,0.304954514896215
ADA-USD-predict-ensamble-gakknn-MEA.csv,ADA-USD,2020-11-17T14:22:02.652353Z,23,0.628,0.529,0.5,0.667,0.152,0.174,0.236,0.452,0.431,0.406,0.444,0.142,0.059,0.055,0.50656555228144
