PredictFile,Created,Acc6m,Acc3m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev1m,PrevSD6m,PrevSD3m
BAT-USD-predict-kknnLDQA-ensamble.csv,2020-11-11T12:23:21.284865Z,0.684,0.479,0.353,0.206,0.112,0.476,0.163,0,0.191,0.149
BAT-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:38:27.610384Z,0.635,0.453,0.471,0.14,0.091,0.558,0.54,0.471,0.069,0.084
BAT-USD-predict-xgblinearLH-ensamble.csv,2020-11-03T15:38:51.608345Z,0.655,0.642,0.562,0.114,0.179,0.437,0.601,0.688,0.18,0.261
BAT-USD-predict-xgblinearLI-ensamble.csv,2020-11-03T15:38:51.608362Z,0.655,0.642,0.562,0.114,0.179,0.437,0.601,0.688,0.18,0.261
BAT-USD-predict-xgblinearLJ-ensamble.csv,2020-10-25T09:56:06.431352Z,0.684,0.58,0.588,0.035,0.124,0.388,0.489,0.588,0.15,0.193
BAT-USD-predict-xgblinearLN-ensamble.csv,2020-10-26T08:29:35.305143Z,0.64,0.603,0.529,0.051,0.088,0.552,0.346,0.412,0.123,0.104
BNB-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T11:52:57.856207Z,0.775,0.459,0.294,0.126,0.154,0.572,0.423,0.412,0.233,0.106
BNB-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:13:04.063553Z,0.704,0.491,0.588,0.167,0.094,0.546,0.475,0.706,0.216,0.201
BNB-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T21:17:43.179748Z,0.649,0.449,0.529,0.172,0.081,0.622,0.401,0.412,0.196,0.105
BNB-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T22:07:31.442653Z,0.649,0.475,0.706,0.188,0.209,0.566,0.356,0.118,0.29,0.21
BNB-USD-predict-ensamble-gakknn-MAD.csv,2020-11-15T09:49:16.986772Z,0.677,0.556,0.588,0.161,0.049,0.584,0.515,0.235,0.252,0.244
BNB-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T12:09:24.331509Z,0.569,0.585,0.526,0.137,0.053,0.685,0.567,0.684,0.297,0.188
BNB-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T13:18:08.740742Z,0.647,0.569,0.588,0.109,0.018,0.494,0.285,0,0.208,0.314
BNB-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T14:16:49.262743Z,0.645,0.487,0.529,0.149,0.037,0.65,0.58,0.765,0.236,0.222
BNB-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T15:20:13.127449Z,0.688,0.494,0.529,0.122,0.039,0.551,0.486,0.412,0.215,0.11
BNB-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:49:46.250314Z,0.715,0.466,0.353,0.15,0.133,0.623,0.593,0.824,0.215,0.253
BNB-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:21:20.960972Z,0.688,0.56,0.529,0.089,0.064,0.55,0.404,0.294,0.243,0.104
BNB-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T20:04:16.098876Z,0.639,0.433,0.529,0.181,0.105,0.635,0.602,0.647,0.161,0.04
BNB-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T21:10:55.510542Z,0.732,0.457,0.353,0.132,0.107,0.595,0.464,0.471,0.143,0.106
BNB-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T22:32:03.455953Z,0.72,0.452,0.471,0.158,0.019,0.595,0.502,0.588,0.212,0.079
BNB-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T09:16:52.085942Z,0.747,0.501,0.647,0.129,0.165,0.667,0.734,0.529,0.218,0.18
BNB-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T11:34:14.086027Z,0.715,0.496,0.471,0.113,0.033,0.612,0.386,0.235,0.172,0.19
BNB-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:38:10.913611Z,0.705,0.473,0.471,0.171,0.041,0.589,0.401,0.353,0.186,0.072
BNB-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T14:11:45.783997Z,0.637,0.528,0.438,0.059,0.079,0.565,0.536,0.625,0.107,0.077
BNB-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:55:35.221370Z,0.672,0.465,0.412,0.123,0.052,0.612,0.439,0.294,0.201,0.2
BNB-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:46:44.830320Z,0.585,0.476,0.412,0.106,0.069,0.536,0.463,0.412,0.213,0.162
BNB-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:38:03.028338Z,0.732,0.463,0.471,0.117,0.041,0.594,0.39,0.353,0.252,0.053
BNB-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:54:25.619518Z,0.709,0.44,0.471,0.186,0.064,0.606,0.331,0.235,0.196,0.147
BNB-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T20:07:19.331379Z,0.672,0.476,0.412,0.116,0.061,0.533,0.354,0.412,0.367,0.198
BNB-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T21:57:50.236520Z,0.721,0.587,0.647,0.113,0.052,0.529,0.224,0.176,0.239,0.126
BNB-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T08:06:35.780131Z,0.715,0.567,0.588,0.101,0.03,0.588,0.239,0.353,0.217,0.13
BNB-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T09:17:27.625899Z,0.737,0.62,0.647,0.107,0.035,0.523,0.296,0.294,0.242,0.07
BNB-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T12:12:39.478736Z,0.666,0.523,0.588,0.154,0.107,0.649,0.645,0.588,0.217,0.078
BNB-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T13:14:11.128598Z,0.666,0.422,0.353,0.141,0.074,0.617,0.468,0.588,0.261,0.112
BNB-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T14:15:41.286799Z,0.709,0.539,0.471,0.162,0.06,0.551,0.506,0.471,0.161,0.039
BNB-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T15:26:35.215475Z,0.699,0.513,0.588,0.12,0.069,0.585,0.403,0.353,0.162,0.084
BNB-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T16:21:12.929291Z,0.706,0.579,0.471,0.124,0.137,0.556,0.579,0.471,0.212,0.1
BNB-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T17:14:41.823907Z,0.677,0.526,0.529,0.095,0.024,0.627,0.451,0.529,0.157,0.168
BNB-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T18:22:55.999820Z,0.683,0.506,0.529,0.146,0.108,0.623,0.459,0.294,0.091,0.143
BNB-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T19:24:46.818039Z,0.655,0.509,0.412,0.089,0.087,0.562,0.489,0.647,0.209,0.137
BNB-USD-predict-glmLDAB-ensamble.csv,2020-10-30T12:46:22.624817Z,0.574,0.457,0.353,0.089,0.128,0.502,0.501,0.588,0.196,0.095
BNB-USD-predict-glmLDF-ensamble.csv,2020-10-30T19:10:22.311764Z,0.531,0.477,0.412,0.124,0.107,0.501,0.454,0.647,0.271,0.23
BNB-USD-predict-glmLDG-ensamble.csv,2020-11-04T09:26:57.398397Z,0.585,0.439,0.235,0.06,0.179,0.612,0.527,0.471,0.184,0.131
BNB-USD-predict-kknnLDAA-ensamble.csv,2020-11-03T15:38:51.608385Z,0.64,0.507,0.471,0.127,0.081,0.492,0.491,0.588,0.226,0.094
BNB-USD-predict-kknnLDAB-ensamble.csv,2020-11-03T15:38:51.608574Z,0.716,0.488,0.647,0.225,0.144,0.558,0.365,0.176,0.096,0.168
BNB-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:10:11.612949Z,0.58,0.515,0.529,0.117,0.043,0.562,0.543,0.647,0.179,0.093
BNB-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T14:17:33.864425Z,0.585,0.545,0.588,0.137,0.068,0.448,0.329,0.235,0.239,0.135
BNB-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T17:29:09.859032Z,0.651,0.52,0.412,0.063,0.094,0.536,0.504,0.529,0.164,0.023
BNB-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:59:49.956718Z,0.629,0.565,0.647,0.111,0.075,0.503,0.428,0.529,0.195,0.089
BNB-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:37:18.557273Z,0.629,0.522,0.353,0.091,0.151,0.524,0.397,0.471,0.203,0.064
BNB-USD-predict-kknnLDC-ensamble.csv,2020-11-05T13:23:09.470663Z,0.644,0.558,0.529,0.101,0.108,0.53,0.5,0.647,0.173,0.133
BNB-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:32:39.295183Z,0.618,0.553,0.412,0.082,0.122,0.47,0.406,0.529,0.187,0.116
BNB-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T16:34:06.878837Z,0.689,0.572,0.471,0.145,0.089,0.617,0.536,0.588,0.132,0.073
BNB-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:15:34.359193Z,0.607,0.491,0.588,0.152,0.094,0.513,0.436,0.588,0.18,0.161
BNB-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:47:38.026393Z,0.672,0.507,0.471,0.111,0.032,0.634,0.64,0.706,0.142,0.082
BNB-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:38:35.108488Z,0.618,0.477,0.412,0.141,0.107,0.547,0.505,0.529,0.199,0.046
BNB-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:32:24.724516Z,0.613,0.545,0.588,0.132,0.068,0.542,0.644,0.588,0.175,0.049
BNB-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T12:09:32.553785Z,0.683,0.608,0.706,0.108,0.113,0.612,0.519,0.471,0.151,0.162
BNB-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:57:18.245269Z,0.678,0.611,0.588,0.117,0.023,0.486,0.268,0.118,0.215,0.138
BNB-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:14:46.132572Z,0.651,0.597,0.647,0.124,0.084,0.622,0.525,0.529,0.15,0.09
BNB-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:59:18.817681Z,0.634,0.622,0.588,0.145,0.048,0.585,0.629,0.706,0.103,0.067
BNB-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T08:08:10.616447Z,0.684,0.592,0.529,0.115,0.069,0.611,0.597,0.647,0.124,0.114
BNB-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T10:14:32.925370Z,0.623,0.598,0.647,0.107,0.058,0.573,0.426,0.294,0.173,0.117
BNB-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T11:02:21.287648Z,0.678,0.551,0.471,0.116,0.103,0.551,0.487,0.706,0.156,0.191
BNB-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T12:37:27.556845Z,0.64,0.51,0.353,0.118,0.147,0.589,0.478,0.353,0.141,0.13
BNB-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:17:08.697889Z,0.591,0.485,0.471,0.212,0.015,0.585,0.561,0.471,0.192,0.087
BNB-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:53:05.532396Z,0.64,0.533,0.647,0.141,0.1,0.568,0.538,0.765,0.18,0.217
BNB-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:39:02.330365Z,0.629,0.575,0.706,0.093,0.127,0.524,0.548,0.471,0.216,0.23
BNB-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:58:29.579441Z,0.564,0.55,0.471,0.131,0.07,0.525,0.553,0.706,0.204,0.144
BNB-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:40:22.163130Z,0.587,0.523,0.353,0.162,0.158,0.525,0.48,0.588,0.172,0.097
BNB-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:18:59.852182Z,0.603,0.587,0.647,0.183,0.052,0.574,0.52,0.412,0.2,0.094
BNB-USD-predict-kknnLDJK-ensamble.csv,2020-11-10T08:08:24.339046Z,0.645,0.536,0.588,0.074,0.073,0.607,0.607,0.706,0.153,0.086
BNB-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:36:37.420189Z,0.635,0.59,0.588,0.173,0.043,0.498,0.539,0.471,0.149,0.093
BNB-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:21:39.398111Z,0.667,0.605,0.471,0.085,0.12,0.596,0.503,0.588,0.05,0.129
BNB-USD-predict-kknnLDM-ensamble.csv,2020-11-08T18:06:57.203063Z,0.689,0.488,0.529,0.082,0.106,0.658,0.499,0.529,0.199,0.185
BNB-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:13:29.548050Z,0.619,0.562,0.471,0.144,0.083,0.536,0.426,0.353,0.192,0.183
BNB-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:36:05.606047Z,0.689,0.59,0.588,0.116,0.043,0.563,0.491,0.588,0.143,0.085
BNB-USD-predict-kknnLDP-ensamble.csv,2020-11-10T14:20:58.137900Z,0.716,0.676,0.647,0.09,0.112,0.678,0.476,0.412,0.153,0.061
BNB-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:14:17.242697Z,0.613,0.473,0.471,0.183,0.041,0.476,0.424,0.353,0.264,0.074
BNB-USD-predict-kknnLDQA-ensamble.csv,2020-11-11T12:23:21.288266Z,0.618,0.55,0.765,0.242,0.191,0.515,0.609,0.647,0.22,0.034
BNB-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:38:27.614254Z,0.684,0.483,0.235,0.104,0.223,0.601,0.526,0.588,0.089,0.18
BNB-USD-predict-xgblinearLN-ensamble.csv,2020-11-03T15:38:51.608603Z,0.699,0.531,0.412,0.068,0.104,0.496,0.367,0.412,0.233,0.041
BTC-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T11:52:57.858845Z,0.737,0.443,0.412,0.164,0.028,0.589,0.478,0.353,0.13,0.109
BTC-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:13:04.066239Z,0.677,0.598,0.647,0.131,0.043,0.627,0.616,0.471,0.137,0.126
BTC-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T21:17:43.182707Z,0.617,0.469,0.588,0.167,0.104,0.59,0.532,0.412,0.114,0.128
BTC-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T22:07:31.445192Z,0.72,0.426,0.588,0.201,0.151,0.562,0.414,0.647,0.171,0.263
BTC-USD-predict-ensamble-gakknn-MAD.csv,2020-11-15T09:49:16.989751Z,0.626,0.555,0.647,0.094,0.084,0.626,0.568,0.588,0.042,0.045
BTC-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T12:09:24.334089Z,0.609,0.548,0.688,0.134,0.15,0.866,0.752,1,0.167,0.227
BTC-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T13:18:08.743950Z,0.704,0.443,0.471,0.145,0.14,0.59,0.351,0.294,0.111,0.193
BTC-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T14:16:49.265703Z,0.464,0.5,0.714,0.201,0.258,0.429,0.524,0.857,0.458,0.406
BTC-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T15:20:13.130541Z,0.65,0.502,0.588,0.157,0.075,0.644,0.49,0.647,0.13,0.147
BTC-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:49:46.253670Z,0.673,0.533,0.647,0.16,0.102,0.556,0.502,0.588,0.193,0.079
BTC-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:21:20.963753Z,0.638,0.453,0.412,0.163,0.144,0.568,0.616,0.471,0.172,0.127
BTC-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T20:04:16.096393Z,0.649,0.416,0.529,0.223,0.115,0.556,0.422,0.706,0.13,0.261
BTC-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T21:10:55.513422Z,0.645,0.473,0.529,0.104,0.102,0.552,0.649,0.824,0.275,0.283
BTC-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T22:32:03.458878Z,0.727,0.488,0.412,0.089,0.126,0.479,0.33,0.235,0.212,0.082
BTC-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T09:16:52.088989Z,0.684,0.495,0.529,0.159,0.126,0.535,0.398,0.471,0.138,0.122
BTC-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T11:34:14.089250Z,0.727,0.579,0.588,0.108,0.011,0.523,0.438,0.529,0.151,0.121
BTC-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:38:10.917135Z,0.71,0.557,0.588,0.124,0.028,0.617,0.57,0.529,0.083,0.036
BTC-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T14:11:45.786889Z,0.612,0.579,0.588,0.121,0.011,0.596,0.669,0.765,0.089,0.147
BTC-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:55:35.224622Z,0.776,0.565,0.412,0.039,0.182,0.541,0.49,0.353,0.13,0.14
BTC-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:46:44.833357Z,0.672,0.478,0.647,0.18,0.149,0.6,0.596,0.706,0.08,0.098
BTC-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:38:03.031051Z,0.491,0.454,0.25,0.294,0.208,0.167,0,0,0.408,0
BTC-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:54:25.622080Z,0.715,0.572,0.765,0.142,0.176,0.589,0.608,0.706,0.167,0.137
BTC-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T20:07:19.334291Z,0.702,0.603,0.625,0.077,0.078,0.733,0.753,0.812,0.15,0.055
BTC-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T21:57:50.239433Z,0.69,0.52,0.545,0.071,0.096,0.676,0.401,0.364,0.111,0.249
BTC-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T08:06:35.783164Z,0.672,0.411,0.412,0.156,0.089,0.622,0.464,0.471,0.157,0.106
BTC-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T09:17:27.628860Z,0.765,0.422,0.412,0.165,0.073,0.606,0.379,0.118,0.131,0.258
BTC-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T12:12:39.481944Z,0.645,0.431,0.294,0.123,0.123,0.589,0.322,0,0.103,0.28
BTC-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T13:14:11.131860Z,0.665,0.593,0.625,0.141,0.031,0.649,0.562,0.688,0.219,0.108
BTC-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T14:15:41.289800Z,0.703,0.611,0.588,0.137,0.059,0.651,0.605,0.647,0.061,0.061
BTC-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T15:26:35.218395Z,0.694,0.393,0.294,0.153,0.089,0.525,0.45,0.235,0.088,0.187
BTC-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T16:21:12.932292Z,0.615,0.503,0.636,0.176,0.119,0.559,0.557,0.909,0.212,0.317
BTC-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T17:14:41.826364Z,0.683,0.504,0.529,0.155,0.033,0.59,0.437,0.353,0.143,0.202
BTC-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T18:22:56.002913Z,0.549,0.546,0.75,0.276,0.246,0.513,0.605,0.5,0.185,0.144
BTC-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T19:24:46.826798Z,0.705,0.49,0.353,0.114,0.126,0.612,0.415,0.294,0.091,0.105
BTC-USD-predict-ensamble.csv,2020-11-03T17:01:24.656539Z,0.519,0.554,0.647,0.086,0.081,0.523,0.523,0.588,0.104,0.136
BTC-USD-predict-glmLDAA-ensamble.csv,2020-10-30T08:21:10.091726Z,0.613,0.62,0.647,0.116,0.035,0.594,0.502,0.588,0.176,0.079
BTC-USD-predict-glmLDB-ensamble.csv,2020-10-29T14:55:58.573915Z,0.651,0.479,0.353,0.071,0.124,0.589,0.404,0.294,0.144,0.096
BTC-USD-predict-glmLDC-ensamble.csv,2020-10-29T16:17:45.880915Z,0.679,0.468,0.353,0.146,0.124,0.618,0.502,0.294,0.121,0.18
BTC-USD-predict-glmLDD-ensamble.csv,2020-11-03T16:51:47.341213Z,0.673,0.52,0.412,0.12,0.111,0.633,0.511,0.353,0.13,0.139
BTC-USD-predict-glmLDG-ensamble.csv,2020-11-04T09:26:57.394643Z,0.646,0.606,0.471,0.126,0.15,0.562,0.604,0.765,0.22,0.166
BTC-USD-predict-kknnLDAB-ensamble.csv,2020-11-03T15:38:51.608766Z,0.75,0.501,0.353,0.173,0.141,0.558,0.444,0.412,0.135,0.049
BTC-USD-predict-kknnLDAC-ensamble.csv,2020-11-01T10:43:59.719563Z,0.618,0.589,0.588,0.147,0.023,0.568,0.615,0.765,0.159,0.136
BTC-USD-predict-kknnLDAD-ensamble.csv,2020-11-01T12:19:18.202745Z,0.585,0.558,0.529,0.15,0.108,0.59,0.572,0.471,0.113,0.091
BTC-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:10:11.609417Z,0.624,0.582,0.471,0.122,0.12,0.639,0.619,0.412,0.177,0.211
BTC-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T14:17:33.861834Z,0.738,0.703,0.765,0.069,0.06,0.688,0.641,0.941,0.144,0.266
BTC-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T17:29:09.856427Z,0.733,0.579,0.588,0.106,0.027,0.595,0.588,0.647,0.143,0.066
BTC-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:59:49.954008Z,0.565,0.542,0.412,0.182,0.113,0.568,0.511,0.353,0.106,0.137
BTC-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:37:18.549465Z,0.635,0.615,0.471,0.121,0.152,0.618,0.664,0.647,0.107,0.015
BTC-USD-predict-kknnLDC-ensamble.csv,2020-11-04T17:22:26.536303Z,0.667,0.653,0.647,0.087,0.044,0.617,0.536,0.588,0.089,0.073
BTC-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:32:39.291659Z,0.641,0.613,0.529,0.122,0.076,0.589,0.457,0.353,0.082,0.107
BTC-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T16:34:06.876223Z,0.64,0.537,0.529,0.13,0.026,0.6,0.506,0.471,0.111,0.039
BTC-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:15:34.361845Z,0.603,0.585,0.706,0.206,0.112,0.53,0.597,0.647,0.106,0.084
BTC-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:47:38.023748Z,0.618,0.499,0.412,0.125,0.118,0.644,0.629,0.706,0.084,0.079
BTC-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:38:35.105731Z,0.607,0.499,0.647,0.209,0.158,0.567,0.634,0.824,0.16,0.215
BTC-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:32:24.728673Z,0.634,0.545,0.588,0.135,0.068,0.64,0.678,0.882,0.076,0.236
BTC-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T12:09:32.556602Z,0.673,0.528,0.471,0.16,0.055,0.645,0.604,0.529,0.15,0.171
BTC-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:57:18.247990Z,0.636,0.581,0.529,0.188,0.074,0.564,0.725,0.471,0.17,0.226
BTC-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:14:46.136334Z,0.641,0.685,0.706,0.19,0.127,0.612,0.652,0.647,0.145,0.12
BTC-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:59:18.821083Z,0.629,0.588,0.647,0.117,0.066,0.526,0.64,0.706,0.131,0.058
BTC-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T08:08:10.620078Z,0.646,0.664,0.647,0.147,0.015,0.552,0.545,0.588,0.205,0.068
BTC-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T10:14:32.930567Z,0.673,0.662,0.706,0.105,0.071,0.547,0.593,0.529,0.143,0.093
BTC-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T11:02:21.291190Z,0.655,0.529,0.706,0.172,0.187,0.541,0.505,0.529,0.141,0.046
BTC-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T12:37:27.560167Z,0.679,0.651,0.706,0.133,0.049,0.563,0.56,0.529,0.122,0.127
BTC-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:17:08.703106Z,0.635,0.59,0.588,0.17,0.01,0.574,0.664,0.647,0.125,0.062
BTC-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:53:05.535143Z,0.64,0.578,0.588,0.175,0.041,0.545,0.585,0.647,0.194,0.227
BTC-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:39:02.340060Z,0.657,0.603,0.529,0.124,0.064,0.584,0.593,0.471,0.124,0.138
BTC-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:58:29.576251Z,0.596,0.595,0.706,0.106,0.121,0.58,0.697,0.647,0.205,0.045
BTC-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:40:22.165718Z,0.634,0.561,0.765,0.155,0.179,0.651,0.706,0.706,0.103,0.061
BTC-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:18:59.854535Z,0.58,0.473,0.471,0.151,0.074,0.564,0.633,0.647,0.196,0.175
BTC-USD-predict-kknnLDJK-ensamble.csv,2020-11-10T08:08:24.342310Z,0.612,0.519,0.412,0.134,0.14,0.53,0.612,0.588,0.17,0.048
BTC-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:36:37.423226Z,0.635,0.54,0.471,0.156,0.065,0.53,0.482,0.529,0.097,0.071
BTC-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:21:39.401449Z,0.573,0.604,0.706,0.147,0.268,0.568,0.62,0.647,0.061,0.035
BTC-USD-predict-kknnLDM-ensamble.csv,2020-11-08T18:06:57.190379Z,0.708,0.596,0.588,0.072,0.007,0.605,0.649,0.647,0.126,0.05
BTC-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:13:29.551830Z,0.657,0.64,0.706,0.147,0.058,0.573,0.443,0.412,0.11,0.028
BTC-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:36:05.609416Z,0.739,0.566,0.353,0.162,0.194,0.536,0.514,0.294,0.156,0.195
BTC-USD-predict-kknnLDP-ensamble.csv,2020-11-10T14:20:58.135159Z,0.623,0.533,0.647,0.133,0.102,0.629,0.568,0.588,0.086,0.02
BTC-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:14:17.246423Z,0.69,0.66,0.765,0.172,0.095,0.508,0.694,0.706,0.234,0.055
BTC-USD-predict-kknnLDQA-ensamble.csv,2020-11-11T12:23:21.291442Z,0.646,0.504,0.529,0.239,0.023,0.584,0.613,0.824,0.168,0.182
BTC-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:38:27.617589Z,0.618,0.474,0.471,0.161,0.009,0.524,0.487,0.412,0.108,0.066
BTC-USD-predict-xgblinearLJ-ensamble.csv,2020-11-03T15:38:51.608777Z,0.593,0.575,0.647,0.106,0.123,0.62,0.644,0.824,0.21,0.244
DASH-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T11:52:57.861464Z,0.726,0.493,0.529,0.147,0.052,0.518,0.251,0.059,0.126,0.25
DASH-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:13:04.069069Z,0.596,0.493,0.412,0.13,0.078,0.508,0.426,0.412,0.226,0.101
DASH-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T21:17:43.185171Z,0.693,0.524,0.588,0.133,0.061,0.465,0.511,0.353,0.138,0.139
