PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,PVal6m,PVal3m,PVal2m,PVal1m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
AAPL-predict-ensamble-gakknn-NAABCAABC.csv,AAPL,2021-07-07T16:29:55.015775Z,55,0.565,0.536,0.486,0.4,0.086,0.122,0.121,0.616,0.611,0.785,0.979,0.504,0.458,0.414,0.4,0.096,0.077,0.02,0.203136
AAPL-predict-ensamble-gakknn-VDIBCB.csv,AAPL,2021-07-06T18:29:00.269718Z,56,0.612,0.53,0.476,0.429,0.209,0.104,0.067,0.628,0.942,0.972,1,0.654,0.719,0.714,0.762,0.104,0.048,0.067,0.200632
AAPL-predict-ensamble-gakknn-MIGA.csv,AAPL,2021-08-31T10:31:24.647226Z,0,0.576,0.501,0.524,0.524,0.13,0.04,0,0.625,0.864,0.808,0.747,0.554,0.53,0.476,0.571,0.1,0.133,0.135,0.200125
AAPL-predict-ensamble-gakknn-MHB.csv,AAPL,2021-08-31T10:31:24.557467Z,0,0.549,0.625,0.619,0.619,0.096,0.01,0,0.669,0.636,0.822,0.884,0.568,0.499,0.476,0.286,0.098,0.195,0.269,0.197827666666667
AAPL-predict-ensamble-gakknn-MIHC.csv,AAPL,2021-08-31T10:31:24.658094Z,0,0.572,0.624,0.595,0.667,0.095,0.087,0.101,0.671,0.423,0.6,0.257,0.595,0.532,0.548,0.429,0.107,0.122,0.168,0.196413
AAPL-predict-ensamble-gakknn-PA.csv,AAPL,2021-08-31T10:31:24.729039Z,0,0.513,0.562,0.548,0.476,0.121,0.076,0.101,0.64,0.574,0.73,0.865,0.528,0.437,0.405,0.429,0.104,0.06,0.034,0.19476
AAPL-predict-ensamble-gakknn-NAABCAAC.csv,AAPL,2021-08-31T09:35:08.000156Z,0,0.615,0.579,0.619,0.571,0.113,0.084,0.067,0.679,0.59,0.593,0.415,0.547,0.579,0.619,0.524,0.171,0.117,0.135,0.193991
AAPL-predict-ensamble-gakknn-NEC.csv,AAPL,2021-08-31T10:31:24.721380Z,0,0.508,0.613,0.61,0.619,0.18,0.011,0.013,0.664,0.479,0.59,0.417,0.495,0.566,0.611,0.571,0.102,0.087,0.056,0.193872
AAPL-predict-ensamble-gakknn-MEA.csv,AAPL,2021-08-31T09:35:07.806779Z,0,0.616,0.579,0.5,0.381,0.171,0.181,0.168,0.658,0.804,0.999,1,0.659,0.752,0.786,0.714,0.152,0.092,0.101,0.19323
AAPL-predict-ensamble-gakknn-NAABC.csv,AAPL,2021-08-31T09:35:07.910501Z,0,0.522,0.559,0.633,0.6,0.116,0.134,0.047,0.663,0.609,0.426,0.596,0.499,0.479,0.514,0.6,0.079,0.105,0.121,0.192539333333333
AAPL-predict-ensamble-gakknn-UADCC.csv,AAPL,2021-07-06T18:29:00.000083Z,56,0.525,0.468,0.452,0.429,0.067,0.036,0.034,0.602,0.73,0.803,0.863,0.501,0.5,0.5,0.476,0.045,0.024,0.034,0.191703333333333
AAPL-predict-ensamble-gakknn-VDIDB.csv,AAPL,2021-07-06T18:29:00.331001Z,56,0.564,0.606,0.5,0.524,0.164,0.185,0.034,0.657,0.528,0.764,0.587,0.61,0.577,0.548,0.476,0.044,0.088,0.101,0.190936666666667
AAPL-predict-ensamble-gakknn-VDIBCFD.csv,AAPL,2021-07-06T18:29:00.304771Z,56,0.609,0.656,0.643,0.476,0.133,0.168,0.236,0.7,0.574,0.561,1,0.696,0.719,0.738,0.81,0.069,0.078,0.101,0.1908
AAPL-predict-ensamble-gakknn-MEL.csv,AAPL,2021-08-31T09:35:07.851083Z,0,0.587,0.499,0.476,0.429,0.119,0.062,0.067,0.636,0.85,0.843,0.938,0.517,0.593,0.571,0.571,0.142,0.037,0,0.189522666666667
AAPL-predict-ensamble-gakknn-UAC.csv,AAPL,2021-07-06T18:28:59.935576Z,56,0.547,0.65,0.631,0.762,0.122,0.135,0.185,0.693,0.293,0.387,0.023,0.522,0.491,0.487,0.524,0.135,0.038,0.052,0.187065333333333
AAPL-predict-ensamble-gakknn-MFD.csv,AAPL,2021-08-31T09:35:07.886024Z,0,0.543,0.579,0.619,0.524,0.108,0.117,0.135,0.681,0.714,0.583,0.747,0.529,0.64,0.619,0.571,0.125,0.06,0.067,0.185126333333333
AAPL-predict-ensamble-gakknn-MIHDB.csv,AAPL,2021-08-31T10:31:24.667651Z,0,0.605,0.576,0.524,0.381,0.135,0.17,0.202,0.678,0.771,0.709,1,0.649,0.543,0.429,0.238,0.137,0.275,0.269,0.183003333333333
AAPL-predict-ensamble-gakknn-VFG.csv,AAPL,2021-07-06T18:29:00.428636Z,56,0.6,0.623,0.571,0.571,0.183,0.09,0,0.694,0.658,0.683,0.95,0.727,0.655,0.619,0.714,0.138,0.114,0.135,0.182988
AAPL-predict-ensamble-gakknn-MIFCC.csv,AAPL,2021-08-31T10:31:24.638847Z,0,0.606,0.595,0.619,0.476,0.102,0.149,0.202,0.702,0.759,0.706,0.994,0.658,0.688,0.714,0.714,0.113,0.045,0,0.180786666666667
AAPL-predict-ensamble-gakknn-VACB.csv,AAPL,2021-07-06T18:29:00.029944Z,56,0.531,0.624,0.595,0.524,0.161,0.087,0.101,0.691,0.654,0.681,0.944,0.653,0.656,0.643,0.667,0.124,0.033,0.034,0.18025
AAPL-predict-ensamble-gakknn-NAA.csv,AAPL,2021-08-31T09:35:07.897053Z,0,0.503,0.531,0.524,0.476,0.123,0.049,0.067,0.657,0.66,0.697,0.979,0.46,0.437,0.429,0.333,0.036,0.096,0.135,0.178131333333333
AAPL-predict-ensamble-gakknn-MICD.csv,AAPL,2021-08-31T10:31:24.592204Z,0,0.53,0.422,0.429,0.238,0.118,0.191,0.269,0.62,0.872,0.88,1,0.542,0.579,0.619,0.571,0.087,0.084,0.067,0.174926666666667
AAPL-predict-ensamble-gakknn-MFE.csv,AAPL,2021-08-31T10:31:24.408212Z,0,0.567,0.579,0.595,0.476,0.12,0.122,0.168,0.699,0.921,0.892,0.999,0.578,0.576,0.5,0.238,0.145,0.293,0.37,0.174680333333333
AAPL-predict-ensamble-gakknn-NAABCAAB.csv,AAPL,2021-08-31T09:35:07.972487Z,0,0.503,0.558,0.528,0.579,0.128,0.074,0.073,0.671,0.701,0.755,0.765,0.512,0.591,0.578,0.632,0.071,0.059,0.076,0.174260333333333
AAPL-predict-ensamble-gakknn-NAABCA.csv,AAPL,2021-08-31T09:35:07.916630Z,0,0.522,0.582,0.61,0.619,0.096,0.049,0.013,0.695,0.477,0.336,0.257,0.468,0.449,0.463,0.476,0.136,0.028,0.019,0.174256666666667
AAPL-predict-ensamble-gakknn-ME.csv,AAPL,2021-08-31T09:35:07.802899Z,0,0.537,0.595,0.619,0.762,0.084,0.149,0.202,0.704,0.741,0.679,0.418,0.516,0.566,0.667,0.714,0.102,0.181,0.067,0.172765333333333
AAPL-predict-ensamble-gakknn-VDIBCE.csv,AAPL,2021-07-06T18:29:00.284925Z,56,0.61,0.639,0.595,0.571,0.134,0.08,0.034,0.719,0.773,0.855,0.95,0.693,0.703,0.69,0.714,0.139,0.032,0.034,0.172721333333333
AAPL-predict-ensamble-gakknn-VDIBCC.csv,AAPL,2021-07-06T18:29:00.274268Z,56,0.557,0.577,0.548,0.619,0.174,0.088,0.101,0.694,0.849,0.976,0.958,0.641,0.704,0.738,0.762,0.094,0.063,0.034,0.171564
AAPL-predict-ensamble-gakknn-UADBA.csv,AAPL,2021-07-06T18:28:59.964332Z,56,0.526,0.548,0.571,0.476,0.097,0.104,0.135,0.693,0.622,0.641,0.865,0.567,0.516,0.524,0.429,0.105,0.096,0.135,0.168338333333333
AAPL-predict-ensamble-gakknn-NAABCAABB.csv,AAPL,2021-07-07T16:29:55.003996Z,55,0.551,0.449,0.333,0.238,0.131,0.223,0.135,0.622,0.687,0.997,1,0.523,0.516,0.524,0.381,0.108,0.144,0.202,0.167958
AAPL-predict-ensamble-kknn-MAABBAABCACCCLIU.csv,AAPL,2021-08-31T09:35:08.547982Z,0,0.543,0.531,0.524,0.524,0.122,0.012,0,0.687,0.817,0.932,0.996,0.624,0.563,0.571,0.762,0.206,0.191,0.269,0.166724666666667
AAPL-predict-ensamble-gakknn-PBA.csv,AAPL,2021-08-31T10:31:24.774889Z,0,0.55,0.499,0.476,0.429,0.106,0.062,0.067,0.674,0.717,0.782,0.977,0.575,0.468,0.429,0.381,0.123,0.083,0.067,0.165716666666667
AAPL-predict-ensamble-gakknn-MBC.csv,AAPL,2021-08-31T09:35:07.693593Z,0,0.548,0.561,0.524,0.381,0.102,0.157,0.202,0.696,0.748,0.627,0.998,0.572,0.527,0.381,0.333,0.164,0.257,0.067,0.165477333333333
AAPL-predict-ensamble-kknn-MAABBAABCACCCF.csv,AAPL,2021-07-07T16:29:55.111924Z,55,0.497,0.5,0.5,0.667,0.138,0.167,0.236,0.67,0.777,0.873,0.77,0.558,0.563,0.595,0.714,0.1,0.131,0.168,0.16467
AAPL-predict-ensamble-gakknn-NDB.csv,AAPL,2021-08-31T09:35:08.360686Z,0,0.549,0.546,0.524,0.524,0.068,0.039,0,0.695,0.735,0.808,0.869,0.472,0.454,0.476,0.381,0.157,0.103,0.135,0.164598333333333
AAPL-predict-ensamble-gakknn-UADAB.csv,AAPL,2021-07-06T18:28:59.948697Z,56,0.549,0.61,0.619,0.619,0.079,0.016,0,0.723,0.569,0.417,0.417,0.552,0.608,0.571,0.571,0.129,0.064,0,0.164168666666667
AAPL-predict-ensamble-gakknn-MIHA.csv,AAPL,2021-08-31T10:31:24.650717Z,0,0.55,0.484,0.476,0.667,0.177,0.191,0.269,0.674,0.803,0.705,0.418,0.6,0.639,0.571,0.619,0.123,0.126,0.067,0.164086666666667
AAPL-predict-ensamble-gakknn-MFA.csv,AAPL,2021-08-31T09:35:07.867890Z,0,0.548,0.435,0.486,0.4,0.111,0.123,0.121,0.665,0.981,0.975,1,0.574,0.631,0.732,0.75,0.095,0.176,0.025,0.164038333333333
AAPL-predict-ensamble-gakknn-MFR.csv,AAPL,2021-08-31T10:31:24.483609Z,0,0.509,0.499,0.452,0.429,0.086,0.083,0.034,0.664,0.648,0.841,0.938,0.472,0.532,0.548,0.571,0.108,0.036,0.034,0.16352
AAPL-predict-ensamble-gakknn-NAABCAA.csv,AAPL,2021-08-31T09:35:07.934876Z,0,0.55,0.586,0.561,0.571,0.053,0.045,0.015,0.713,0.743,0.673,0.591,0.542,0.585,0.514,0.429,0.123,0.15,0.121,0.162346333333333
AAPL-predict-ensamble-gakknn-MAH.csv,AAPL,2021-08-31T09:35:07.682077Z,0,0.509,0.418,0.528,0.579,0.186,0.196,0.073,0.666,0.943,0.915,0.889,0.479,0.479,0.652,0.684,0.18,0.301,0.046,0.16199
AAPL-predict-ensamble-gakknn-MFF.csv,AAPL,2021-08-31T10:31:24.412706Z,0,0.547,0.499,0.452,0.333,0.081,0.143,0.168,0.678,0.753,0.999,1,0.584,0.5,0.5,0.19,0.138,0.31,0.438,0.160785333333333
AAPL-predict-ensamble-gakknn-VFD.csv,AAPL,2021-07-06T18:29:00.414631Z,56,0.526,0.563,0.595,0.619,0.12,0.06,0.034,0.715,0.679,0.588,0.76,0.655,0.594,0.595,0.667,0.113,0.071,0.101,0.15998
AAPL-predict-ensamble-gakknn-MFW.csv,AAPL,2021-08-31T10:31:24.525079Z,0,0.581,0.654,0.595,0.714,0.141,0.157,0.168,0.738,0.442,0.537,0.134,0.659,0.624,0.595,0.571,0.146,0.055,0.034,0.15982
AAPL-predict-ensamble-gakknn-MCA.csv,AAPL,2021-08-31T09:35:07.709162Z,0,0.562,0.607,0.524,0.571,0.109,0.151,0.067,0.717,0.614,0.795,0.591,0.643,0.64,0.619,0.429,0.163,0.194,0.269,0.159706333333333
AAPL-predict-ensamble-gakknn-SAGA.csv,AAPL,2021-07-06T18:28:59.896916Z,56,0.565,0.468,0.452,0.381,0.052,0.077,0.101,0.681,0.848,0.842,0.937,0.527,0.501,0.548,0.524,0.11,0.083,0.034,0.157905
AAPL-predict-ensamble-kknn-MAABBAABCACCCLIY.csv,AAPL,2021-08-31T09:35:08.602076Z,0,0.513,0.486,0.524,0.476,0.099,0.082,0.067,0.692,0.755,0.705,0.994,0.573,0.579,0.619,0.714,0.064,0.117,0.135,0.156361333333333
AAPL-predict-ensamble-gakknn-UADC.csv,AAPL,2021-07-06T18:28:59.984596Z,56,0.526,0.593,0.571,0.619,0.128,0.061,0.067,0.723,0.586,0.582,0.417,0.464,0.593,0.571,0.571,0.132,0.037,0,0.156043333333333
AAPL-predict-ensamble-gakknn-VGJ.csv,AAPL,2021-07-06T18:29:00.492472Z,56,0.483,0.624,0.595,0.667,0.107,0.087,0.101,0.725,0.317,0.442,0.137,0.523,0.532,0.548,0.524,0.035,0.036,0.034,0.156016666666667
AAPL-predict-ensamble-gakknn-VACGBFA.csv,AAPL,2021-07-06T18:29:00.062500Z,56,0.544,0.688,0.714,0.81,0.08,0.105,0.135,0.765,0.348,0.39,0.02,0.663,0.564,0.619,0.571,0.178,0.106,0.067,0.152436666666667
AAPL-predict-ensamble-kknn-MAABBAABCACCCLKA.csv,AAPL,2021-08-31T09:35:08.645177Z,0,0.564,0.547,0.548,0.476,0.065,0.071,0.101,0.726,0.615,0.629,1,0.55,0.61,0.643,0.81,0.193,0.176,0.236,0.151522
AAPL-predict-ensamble-gakknn-MICE.csv,AAPL,2021-08-31T10:31:24.596280Z,0,0.544,0.498,0.429,0.524,0.123,0.153,0.135,0.692,0.94,0.968,0.944,0.622,0.655,0.619,0.667,0.097,0.079,0.067,0.151022666666667
AAPL-predict-ensamble-gakknn-SAE.csv,AAPL,2021-07-06T18:28:59.884655Z,56,0.549,0.532,0.548,0.571,0.102,0.036,0.034,0.722,0.695,0.75,0.753,0.423,0.563,0.595,0.619,0.134,0.06,0.034,0.150954
AAPL-predict-ensamble-gakknn-NE.csv,AAPL,2021-08-31T10:31:24.699784Z,0,0.509,0.609,0.595,0.571,0.107,0.034,0.034,0.736,0.534,0.504,0.591,0.527,0.545,0.5,0.429,0.112,0.106,0.101,0.150744
AAPL-predict-ensamble-gakknn-UADCB.csv,AAPL,2021-07-06T18:28:59.994368Z,56,0.523,0.58,0.643,0.714,0.145,0.13,0.101,0.742,0.783,0.688,0.784,0.448,0.518,0.595,0.762,0.108,0.214,0.236,0.150156
AAPL-predict-ensamble-gakknn-SAF.csv,AAPL,2021-07-06T18:28:59.888922Z,56,0.536,0.466,0.381,0.381,0.146,0.147,0,0.677,0.744,0.984,0.976,0.518,0.501,0.524,0.429,0.13,0.103,0.135,0.148903
AAPL-predict-ensamble-gakknn-MFY.csv,AAPL,2021-08-31T10:31:24.533408Z,0,0.572,0.592,0.548,0.476,0.142,0.105,0.101,0.742,0.804,0.708,1,0.734,0.748,0.69,0.81,0.141,0.155,0.168,0.147232
AAPL-predict-ensamble-gakknn-MIFC.csv,AAPL,2021-08-31T10:31:24.625369Z,0,0.515,0.531,0.524,0.667,0.121,0.143,0.202,0.723,0.765,0.854,0.77,0.567,0.564,0.619,0.714,0.121,0.135,0.135,0.144963333333333
AAPL-predict-ensamble-gakknn-NAH.csv,AAPL,2021-08-31T09:35:08.251045Z,0,0.468,0.468,0.452,0.333,0.133,0.122,0.168,0.688,0.666,0.708,1,0.492,0.437,0.405,0.286,0.103,0.131,0.168,0.144352
AAPL-predict-ensamble-gakknn-MED.csv,AAPL,2021-08-31T09:35:07.816894Z,0,0.551,0.587,0.586,0.571,0.091,0.015,0.02,0.749,0.68,0.583,0.753,0.669,0.617,0.585,0.619,0.1,0.066,0.049,0.144241333333333
AAPL-predict-ensamble-gakknn-SAD.csv,AAPL,2021-07-06T18:28:59.880728Z,56,0.548,0.517,0.571,0.571,0.074,0.094,0,0.738,0.787,0.753,0.753,0.526,0.579,0.619,0.619,0.115,0.069,0,0.142877333333333
AAPL-predict-ensamble-gakknn-MIG.csv,AAPL,2021-08-31T10:31:24.642823Z,0,0.474,0.534,0.619,0.524,0.16,0.176,0.135,0.738,0.618,0.441,0.747,0.566,0.563,0.571,0.571,0.085,0.015,0,0.142091333333333
AAPL-predict-ensamble-kknn-MAABBAABCACCG.csv,AAPL,2021-08-31T09:35:08.783283Z,0,0.492,0.497,0.405,0.524,0.159,0.199,0.168,0.698,0.604,0.873,0.747,0.516,0.5,0.5,0.571,0.103,0.071,0.101,0.140329333333333
AAPL-predict-ensamble-gakknn-NB.csv,AAPL,2021-08-31T09:35:08.287480Z,0,0.542,0.547,0.548,0.381,0.126,0.167,0.236,0.743,0.659,0.555,0.976,0.528,0.455,0.5,0.429,0.155,0.106,0.101,0.140236333333333
AAPL-predict-ensamble-gakknn-VGI.csv,AAPL,2021-07-06T18:29:00.488060Z,56,0.513,0.579,0.619,0.524,0.192,0.117,0.135,0.755,0.758,0.707,0.996,0.733,0.673,0.714,0.762,0.107,0.086,0.067,0.139731666666667
AAPL-predict-ensamble-gakknn-VFB.csv,AAPL,2021-07-06T18:29:00.406413Z,56,0.549,0.671,0.643,0.619,0.16,0.054,0.034,0.775,0.675,0.708,0.999,0.676,0.734,0.738,0.857,0.05,0.119,0.168,0.139725
AAPL-predict-ensamble-gakknn-VACGF.csv,AAPL,2021-07-06T18:29:00.146073Z,56,0.58,0.578,0.571,0.429,0.101,0.143,0.202,0.758,0.67,0.709,1,0.696,0.673,0.714,0.762,0.123,0.086,0.067,0.139472666666667
AAPL-predict-ensamble-gakknn-NAABCC.csv,AAPL,2021-08-31T09:35:08.140722Z,0,0.497,0.536,0.463,0.45,0.107,0.127,0.019,0.721,0.625,0.807,0.869,0.525,0.522,0.487,0.45,0.07,0.07,0.052,0.139128
AAPL-predict-ensamble-gakknn-MICA.csv,AAPL,2021-08-31T10:31:24.578129Z,0,0.51,0.47,0.524,0.619,0.119,0.133,0.135,0.725,0.776,0.677,0.417,0.594,0.563,0.571,0.571,0.095,0.015,0,0.137866666666667
AAPL-predict-ensamble-gakknn-MIDC.csv,AAPL,2021-08-31T10:31:24.608630Z,0,0.556,0.579,0.595,0.619,0.099,0.037,0.034,0.763,0.766,0.855,0.958,0.643,0.612,0.69,0.762,0.181,0.154,0.101,0.13667
AAPL-predict-ensamble-gakknn-NEB.csv,AAPL,2021-08-31T10:31:24.708890Z,0,0.544,0.547,0.548,0.571,0.079,0.024,0.034,0.751,0.681,0.589,0.591,0.551,0.514,0.452,0.429,0.118,0.109,0.034,0.136037
AAPL-predict-ensamble-gakknn-MCC.csv,AAPL,2021-08-31T09:35:07.716404Z,0,0.555,0.622,0.524,0.619,0.144,0.195,0.135,0.762,0.479,0.598,0.257,0.559,0.592,0.524,0.476,0.159,0.127,0.067,0.134946
AAPL-predict-ensamble-gakknn-MEO.csv,AAPL,2021-08-31T09:35:07.861328Z,0,0.53,0.517,0.571,0.619,0.142,0.105,0.067,0.75,0.976,0.977,0.958,0.591,0.705,0.762,0.762,0.142,0.099,0,0.134833333333333
AAPL-predict-ensamble-gakknn-MEC.csv,AAPL,2021-08-31T09:35:07.813428Z,0,0.498,0.505,0.494,0.368,0.135,0.127,0.177,0.734,0.652,0.682,0.947,0.531,0.541,0.549,0.526,0.087,0.026,0.032,0.132734
AAPL-predict-ensamble-gakknn-NAABB.csv,AAPL,2021-07-07T16:29:54.965240Z,55,0.508,0.498,0.429,0.333,0.098,0.153,0.135,0.723,0.74,0.979,0.976,0.406,0.405,0.381,0.476,0.073,0.104,0.135,0.132498333333333
AAPL-predict-ensamble-gakknn-MIHE.csv,AAPL,2021-08-31T10:31:24.676241Z,0,0.498,0.438,0.452,0.429,0.1,0.035,0.034,0.716,0.893,0.841,0.938,0.624,0.592,0.548,0.571,0.133,0.081,0.034,0.131397333333333
AAPL-predict-ensamble-gakknn-NDA.csv,AAPL,2021-08-31T09:35:08.354879Z,0,0.499,0.592,0.524,0.476,0.141,0.127,0.067,0.756,0.625,0.809,0.865,0.488,0.561,0.524,0.429,0.133,0.115,0.135,0.131353333333333
AAPL-predict-ensamble-gakknn-MICC.csv,AAPL,2021-08-31T10:31:24.587695Z,0,0.538,0.468,0.429,0.429,0.104,0.067,0,0.73,0.814,0.928,0.863,0.594,0.563,0.571,0.476,0.122,0.096,0.135,0.12915
AAPL-predict-ensamble-gakknn-MIBA.csv,AAPL,2021-08-31T10:31:24.570320Z,0,0.534,0.53,0.476,0.476,0.127,0.092,0,0.749,0.874,0.869,0.994,0.602,0.655,0.619,0.714,0.081,0.114,0.135,0.128846666666667
AAPL-predict-ensamble-gakknn-MF.csv,AAPL,2021-08-31T10:31:24.402850Z,0,0.491,0.532,0.548,0.524,0.067,0.036,0.034,0.756,0.799,0.768,0.944,0.487,0.501,0.548,0.667,0.066,0.143,0.168,0.127774666666667
AAPL-predict-ensamble-gakknn-MIDD.csv,AAPL,2021-08-31T10:31:24.611877Z,0,0.538,0.575,0.476,0.476,0.127,0.171,0,0.759,0.702,0.744,0.744,0.607,0.607,0.524,0.524,0.096,0.144,0,0.127649666666667
AAPL-predict-ensamble-gakknn-NAABCAABF.csv,AAPL,2021-07-07T16:29:55.059261Z,55,0.533,0.444,0.405,0.429,0.105,0.073,0.034,0.723,0.89,0.9,0.863,0.562,0.54,0.5,0.476,0.088,0.073,0.034,0.127604666666667
AAPL-predict-ensamble-gakknn-VACGG.csv,AAPL,2021-07-06T18:29:00.152189Z,56,0.559,0.69,0.762,0.762,0.129,0.125,0,0.81,0.474,0.418,0.418,0.694,0.658,0.714,0.714,0.133,0.097,0,0.127363333333333
AAPL-predict-ensamble-gakknn-MBE.csv,AAPL,2021-08-31T09:35:07.702492Z,0,0.537,0.565,0.643,0.714,0.118,0.153,0.101,0.785,0.623,0.506,0.061,0.645,0.563,0.595,0.476,0.104,0.131,0.168,0.125058333333333
AAPL-predict-ensamble-gakknn-VACGBFCL.csv,AAPL,2021-07-06T18:29:00.122034Z,56,0.525,0.641,0.643,0.619,0.149,0.024,0.034,0.793,0.743,0.983,0.999,0.687,0.707,0.833,0.857,0.149,0.22,0.034,0.124821
AAPL-predict-ensamble-kknn-MAABBAABCACCCLIL.csv,AAPL,2021-08-31T09:35:08.427823Z,0,0.485,0.468,0.452,0.476,0.07,0.036,0.034,0.734,0.814,0.928,0.994,0.524,0.563,0.595,0.714,0.094,0.131,0.168,0.124576666666667
AAPL-predict-ensamble-gakknn-VEE.csv,AAPL,2021-07-06T18:29:00.394055Z,56,0.5,0.561,0.524,0.571,0.083,0.081,0.067,0.766,0.734,0.97,1,0.51,0.659,0.762,0.905,0.135,0.228,0.202,0.12363
AAPL-predict-ensamble-gakknn-NBA.csv,AAPL,2021-08-31T09:35:08.293440Z,0,0.499,0.484,0.476,0.381,0.11,0.096,0.135,0.747,0.759,0.708,1,0.558,0.451,0.381,0.238,0.068,0.187,0.202,0.123042333333333
AAPL-predict-ensamble-gakknn-MFO.csv,AAPL,2021-08-31T10:31:24.460282Z,0,0.54,0.53,0.5,0.429,0.071,0.089,0.101,0.767,0.818,0.727,0.863,0.532,0.589,0.452,0.476,0.199,0.239,0.034,0.121936666666667
AAPL-predict-ensamble-kknn-MAABBAABCACCCO.csv,AAPL,2021-08-31T09:35:08.769297Z,0,0.545,0.547,0.548,0.524,0.082,0.024,0.034,0.777,0.761,0.848,0.944,0.655,0.61,0.643,0.667,0.084,0.061,0.034,0.121906666666667
AAPL-predict-ensamble-gakknn-SAC.csv,AAPL,2021-07-06T18:28:59.875737Z,56,0.499,0.483,0.452,0.429,0.115,0.059,0.034,0.746,0.902,0.921,0.863,0.501,0.482,0.405,0.476,0.113,0.152,0.101,0.121412
AAPL-predict-ensamble-gakknn-MFB.csv,AAPL,2021-08-31T09:35:07.874266Z,0,0.511,0.623,0.548,0.476,0.172,0.148,0.101,0.787,0.539,0.501,0.744,0.681,0.591,0.5,0.524,0.132,0.159,0.034,0.119422
AAPL-predict-ensamble-gakknn-MEG.csv,AAPL,2021-08-31T09:35:07.833360Z,0,0.483,0.484,0.476,0.381,0.1,0.096,0.135,0.753,0.771,0.864,0.976,0.59,0.516,0.524,0.429,0.073,0.096,0.135,0.118807
AAPL-predict-ensamble-gakknn-UAA.csv,AAPL,2021-07-06T18:28:59.927222Z,56,0.509,0.5,0.5,0.429,0.05,0.071,0.101,0.765,0.756,0.704,0.993,0.584,0.594,0.595,0.667,0.096,0.071,0.101,0.118205
AAPL-predict-ensamble-gakknn-VGF.csv,AAPL,2021-07-06T18:29:00.471127Z,56,0.585,0.64,0.619,0.571,0.105,0.06,0.067,0.809,0.656,0.684,0.95,0.705,0.672,0.667,0.714,0.099,0.048,0.067,0.117401333333333
AAPL-predict-ensamble-gakknn-NDC.csv,AAPL,2021-08-31T10:31:24.696061Z,0,0.502,0.498,0.486,0.571,0.135,0.088,0.121,0.765,0.78,0.679,0.415,0.491,0.42,0.487,0.524,0.123,0.122,0.052,0.116403333333333
