PredictFile,Created,Acc6m,Acc3m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev1m,PrevSD6m,PrevSD3m
ADA-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T13:21:09.715326Z,0.645,0.434,0.417,0.102,0.028,0.492,0.46,0.333,0.087,0.142
ADA-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T14:22:02.652353Z,0.658,0.498,0.375,0.16,0.11,0.488,0.386,0.375,0.175,0.092
ADA-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T15:32:06.050570Z,0.727,0.536,0.458,0.107,0.072,0.628,0.539,0.375,0.15,0.187
ADA-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T16:26:36.594770Z,0.727,0.579,0.458,0.177,0.108,0.563,0.331,0.208,0.21,0.14
ADA-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T17:21:51.527104Z,0.699,0.482,0.231,0.131,0.242,0.634,0.47,0.385,0.203,0.214
ADA-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T18:16:06.664527Z,0.786,0.579,0.458,0.108,0.105,0.58,0.496,0.375,0.179,0.137
ADA-USD-predict-ensamble-gakknn-MEF.csv,2020-11-18T20:00:02.079842Z,0.727,0.582,0.458,0.053,0.121,0.65,0.45,0.292,0.21,0.239
ADA-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T08:34:34.439214Z,0.727,0.549,0.5,0.162,0.058,0.595,0.452,0.5,0.105,0.144
ADA-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T10:05:10.854988Z,0.743,0.603,0.5,0.099,0.105,0.58,0.498,0.417,0.175,0.127
ADA-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T13:14:35.052495Z,0.727,0.494,0.333,0.118,0.141,0.507,0.399,0.417,0.182,0.224
ADA-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T15:10:43.476234Z,0.699,0.576,0.417,0.114,0.139,0.544,0.296,0.333,0.205,0.055
ADA-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T17:38:14.553210Z,0.591,0.464,0.542,0.156,0.089,0.607,0.47,0.458,0.135,0.013
ADA-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T19:39:59.027525Z,0.742,0.56,0.5,0.144,0.057,0.547,0.454,0.417,0.155,0.144
ADA-USD-predict-ensamble-gakknn-MEM.csv,2020-11-19T20:38:43.370792Z,0.743,0.568,0.458,0.088,0.097,0.557,0.44,0.375,0.203,0.182
ADA-USD-predict-ensamble-gakknn-MEN.csv,2020-11-20T08:13:33.791979Z,0.688,0.559,0.5,0.148,0.076,0.591,0.448,0.333,0.173,0.171
ADA-USD-predict-ensamble-gakknn-MEO.csv,2020-11-20T09:30:49.250229Z,0.689,0.494,0.333,0.117,0.139,0.535,0.35,0.333,0.206,0.159
ADA-USD-predict-ensamble-gakknn-MEP.csv,2020-11-20T12:36:58.418006Z,0.71,0.524,0.458,0.111,0.058,0.502,0.368,0.292,0.17,0.217
ADA-USD-predict-ensamble-gakknn-MF.csv,2020-11-20T15:31:19.516094Z,0.716,0.502,0.292,0.149,0.192,0.62,0.39,0.125,0.191,0.277
ADA-USD-predict-ensamble-gakknn-MFA.csv,2020-11-20T17:01:15.060378Z,0.726,0.411,0.25,0.142,0.14,0.562,0.392,0.167,0.2,0.26
ADA-USD-predict-ensamble-gakknn-MFB.csv,2020-11-20T18:41:57.057527Z,0.782,0.52,0.375,0.069,0.189,0.64,0.511,0.125,0.101,0.341
ADA-USD-predict-ensamble-gakknn-MFC.csv,2020-11-20T21:23:36.665845Z,0.776,0.584,0.375,0.103,0.187,0.579,0.455,0.292,0.19,0.276
ADA-USD-predict-ensamble-gakknn-MFD.csv,2020-11-21T09:33:16.987359Z,0.765,0.545,0.417,0.102,0.167,0.623,0.475,0.25,0.145,0.249
ADA-USD-predict-ensamble-gakknn-MFE.csv,2020-11-21T18:16:41.876712Z,0.755,0.505,0.333,0.161,0.155,0.635,0.499,0.417,0.137,0.072
ADA-USD-predict-ensamble-gakknn-MFF.csv,2020-11-22T09:05:03.266088Z,0.754,0.477,0.25,0.157,0.197,0.633,0.378,0.25,0.197,0.133
ADA-USD-predict-ensamble-gakknn-MFG.csv,2020-11-22T11:38:31.382022Z,0.682,0.381,0.458,0.22,0.101,0.694,0.497,0.375,0.09,0.106
ADA-USD-predict-ensamble-gakknn-MFH.csv,2020-11-22T14:31:30.018745Z,0.764,0.467,0.417,0.143,0.044,0.667,0.521,0.417,0.121,0.099
ADA-USD-predict-ensamble-gakknn-MFI.csv,2020-11-22T17:11:15.189977Z,0.764,0.583,0.667,0.143,0.077,0.613,0.446,0.417,0.155,0.141
ADA-USD-predict-ensamble-gakknn-MFJ.csv,2020-11-22T18:53:09.120372Z,0.754,0.573,0.542,0.185,0.093,0.611,0.261,0.292,0.189,0.033
ADA-USD-predict-ensamble-gakknn-MFK.csv,2020-11-22T20:43:57.450737Z,0.803,0.484,0.333,0.103,0.15,0.617,0.394,0.167,0.139,0.201
ADA-USD-predict-ensamble-gakknn-MFL.csv,2020-11-23T08:29:51.855838Z,0.803,0.443,0.375,0.13,0.107,0.606,0.367,0.125,0.194,0.305
ADA-USD-predict-ensamble-gakknn-MFM.csv,2020-11-23T09:54:21.468703Z,0.77,0.457,0.417,0.103,0.128,0.672,0.476,0.25,0.125,0.215
ADA-USD-predict-ensamble-gakknn-MFN.csv,2020-11-23T11:33:46.335459Z,0.754,0.448,0.458,0.158,0.057,0.602,0.326,0.125,0.177,0.179
ADA-USD-predict-ensamble-gakknn-MFO.csv,2020-11-23T13:25:57.167819Z,0.798,0.501,0.417,0.113,0.116,0.667,0.548,0.333,0.128,0.194
ADA-USD-predict-ensamble-gakknn-MFP.csv,2020-11-23T15:16:56.161232Z,0.775,0.389,0.375,0.142,0.138,0.611,0.347,0.292,0.221,0.149
ADA-USD-predict-ensamble-gakknn-MFQ.csv,2020-11-23T15:53:58.493334Z,0.797,0.524,0.292,0.092,0.21,0.601,0.374,0.208,0.196,0.189
ADA-USD-predict-ensamble-gakknn-MFR.csv,2020-11-23T17:39:38.208436Z,0.808,0.538,0.5,0.144,0.041,0.502,0.296,0.333,0.192,0.115
ADA-USD-predict-ensamble-gakknn-MFS.csv,2020-11-23T19:40:22.075838Z,0.814,0.525,0.292,0.104,0.257,0.617,0.39,0.125,0.151,0.247
ADA-USD-predict-ensamble-gakknn-MFT.csv,2020-11-24T10:48:13.159006Z,0.77,0.436,0.292,0.142,0.125,0.572,0.316,0.042,0.233,0.399
ADA-USD-predict-ensamble-gakknn-MFU.csv,2020-11-24T13:31:34.169812Z,0.749,0.579,0.292,0.087,0.272,0.661,0.401,0.125,0.151,0.276
ADA-USD-predict-ensamble-gakknn-MFV.csv,2020-11-24T15:14:02.040637Z,0.798,0.613,0.458,0.026,0.173,0.59,0.408,0.208,0.102,0.173
ADA-USD-predict-ensamble-gakknn-MFW.csv,2020-11-24T17:04:10.407847Z,0.737,0.604,0.667,0.132,0.091,0.65,0.488,0.417,0.116,0.084
ADA-USD-predict-ensamble.csv,2020-11-03T16:16:41.526855Z,0.607,0.529,0.375,0.082,0.151,0.497,0.451,0.375,0.159,0.2
ADA-USD-predict-glmLDC-ensamble.csv,2020-10-29T15:26:36.144748Z,0.64,0.51,0.417,0.136,0.098,0.541,0.399,0.25,0.167,0.149
ADA-USD-predict-glmLDD-ensamble.csv,2020-11-03T16:19:44.073279Z,0.597,0.499,0.417,0.164,0.082,0.519,0.41,0.25,0.168,0.166
ADA-USD-predict-glmLDF-ensamble.csv,2020-10-30T18:45:10.299369Z,0.591,0.537,0.333,0.143,0.19,0.502,0.294,0.167,0.224,0.249
ADA-USD-predict-glmLDG-ensamble.csv,2020-11-04T08:21:26.391272Z,0.591,0.531,0.417,0.133,0.133,0.524,0.427,0.333,0.158,0.161
ADA-USD-predict-kknnLDA-ensamble.csv,2020-10-31T10:56:26.514571Z,0.663,0.554,0.542,0.128,0.173,0.541,0.525,0.625,0.13,0.096
ADA-USD-predict-kknnLDAA-ensamble.csv,2020-10-31T11:04:03.724938Z,0.668,0.564,0.542,0.116,0.126,0.524,0.491,0.625,0.14,0.147
ADA-USD-predict-kknnLDAB-ensamble.csv,2020-10-31T18:26:17.047512Z,0.651,0.526,0.333,0.109,0.169,0.475,0.459,0.5,0.216,0.209
ADA-USD-predict-kknnLDAC-ensamble.csv,2020-10-31T08:03:45.211416Z,0.64,0.557,0.458,0.099,0.086,0.486,0.407,0.375,0.196,0.192
ADA-USD-predict-kknnLDAD-ensamble.csv,2020-11-01T11:35:01.112295Z,0.619,0.562,0.375,0.118,0.171,0.453,0.368,0.292,0.216,0.248
ADA-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:16:45.017218Z,0.668,0.573,0.375,0.135,0.175,0.491,0.419,0.542,0.193,0.19
ADA-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T12:48:37.182381Z,0.651,0.633,0.458,0.142,0.161,0.475,0.53,0.708,0.148,0.209
ADA-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T14:56:16.898897Z,0.69,0.552,0.375,0.111,0.155,0.557,0.5,0.458,0.202,0.224
ADA-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T19:02:37.921138Z,0.608,0.568,0.458,0.172,0.097,0.421,0.423,0.458,0.215,0.241
ADA-USD-predict-kknnLDB-ensamble.csv,2020-11-04T12:58:11.405023Z,0.613,0.545,0.292,0.174,0.23,0.459,0.243,0.208,0.233,0.162
ADA-USD-predict-kknnLDC-ensamble.csv,2020-11-04T15:20:25.015610Z,0.635,0.592,0.5,0.083,0.089,0.491,0.278,0.25,0.236,0.193
ADA-USD-predict-kknnLDD-ensamble.csv,2020-11-04T18:07:44.010034Z,0.64,0.59,0.458,0.087,0.115,0.531,0.292,0.125,0.177,0.163
ADA-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T14:40:50.237531Z,0.597,0.584,0.542,0.167,0.081,0.573,0.415,0.458,0.123,0.046
ADA-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T16:51:17.747192Z,0.614,0.654,0.75,0.207,0.083,0.492,0.407,0.5,0.193,0.081
ADA-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T17:26:23.636115Z,0.646,0.574,0.542,0.144,0.051,0.6,0.525,0.625,0.109,0.087
ADA-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:05:15.259564Z,0.652,0.59,0.625,0.163,0.05,0.465,0.414,0.458,0.195,0.1
ADA-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T20:59:00.374506Z,0.635,0.557,0.458,0.137,0.094,0.437,0.371,0.458,0.137,0.097
ADA-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T11:47:16.524201Z,0.623,0.549,0.667,0.132,0.117,0.58,0.522,0.417,0.089,0.095
ADA-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:20:39.581822Z,0.608,0.502,0.292,0.131,0.182,0.475,0.281,0.125,0.237,0.184
ADA-USD-predict-kknnLDF-ensamble.csv,2020-11-07T19:58:19.805192Z,0.603,0.609,0.583,0.181,0.06,0.437,0.225,0.25,0.249,0.025
ADA-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:38:54.436057Z,0.646,0.589,0.458,0.134,0.126,0.57,0.487,0.375,0.158,0.133
ADA-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T07:48:28.525980Z,0.668,0.654,0.583,0.125,0.075,0.426,0.432,0.417,0.17,0.141
ADA-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T08:50:15.018706Z,0.619,0.604,0.5,0.15,0.091,0.519,0.47,0.333,0.141,0.208
ADA-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T10:42:57.174431Z,0.705,0.571,0.5,0.071,0.062,0.584,0.461,0.333,0.108,0.113
ADA-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T11:15:35.316367Z,0.624,0.544,0.417,0.153,0.113,0.48,0.438,0.333,0.152,0.128
ADA-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T12:53:00.822425Z,0.613,0.552,0.542,0.132,0.013,0.524,0.398,0.375,0.136,0.022
ADA-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:30:19.398252Z,0.679,0.597,0.542,0.162,0.09,0.459,0.36,0.458,0.174,0.096
ADA-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:21:02.733850Z,0.652,0.66,0.667,0.139,0.077,0.476,0.433,0.417,0.168,0.076
ADA-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T17:50:22.475365Z,0.585,0.573,0.542,0.144,0.093,0.465,0.427,0.458,0.157,0.062
ADA-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:15:37.374975Z,0.548,0.505,0.5,0.176,0.009,0.46,0.389,0.25,0.198,0.121
ADA-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T19:56:22.040624Z,0.592,0.57,0.5,0.167,0.094,0.525,0.461,0.333,0.202,0.118
ADA-USD-predict-kknnLDJK-ensamble.csv,2020-11-09T20:32:34.892436Z,0.585,0.463,0.375,0.12,0.131,0.542,0.492,0.292,0.123,0.204
ADA-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:20:21.344508Z,0.657,0.551,0.5,0.151,0.132,0.514,0.459,0.333,0.149,0.217
ADA-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:06:13.929700Z,0.59,0.613,0.625,0.103,0.013,0.48,0.509,0.542,0.226,0.03
ADA-USD-predict-kknnLDM-ensamble.csv,2020-11-08T17:47:42.872396Z,0.615,0.519,0.292,0.176,0.208,0.468,0.281,0.042,0.157,0.246
ADA-USD-predict-kknnLDN-ensamble.csv,2020-11-09T09:56:52.933142Z,0.646,0.58,0.458,0.156,0.121,0.525,0.424,0.292,0.119,0.146
ADA-USD-predict-kknnLDO-ensamble.csv,2020-11-09T12:29:26.984530Z,0.635,0.495,0.208,0.134,0.251,0.404,0.335,0.292,0.258,0.259
ADA-USD-predict-kknnLDP-ensamble.csv,2020-11-10T11:41:25.030422Z,0.734,0.659,0.5,0.126,0.14,0.591,0.383,0.167,0.15,0.189
ADA-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T16:41:23.150721Z,0.728,0.533,0.417,0.165,0.109,0.509,0.319,0.333,0.245,0.025
ADA-USD-predict-kknnLDQA-ensamble.csv,2020-11-10T18:37:59.950003Z,0.744,0.569,0.458,0.111,0.105,0.515,0.434,0.292,0.256,0.186
ADA-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:09:49.858550Z,0.673,0.414,0.292,0.154,0.109,0.596,0.481,0.458,0.085,0.045
ADA-USD-predict-xgblinearLN-ensamble.csv,2020-10-25T20:58:03.842234Z,0.689,0.595,0.565,0.135,0.225,0.601,0.472,0.304,0.086,0.17
BAT-USD-predict-ensamble-gakknn-MA.csv,2020-11-13T20:52:32.173395Z,0.766,0.614,0.625,0.075,0.158,0.48,0.48,0.625,0.129,0.189
BAT-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T19:44:08.694232Z,0.716,0.622,0.583,0.036,0.098,0.541,0.501,0.75,0.136,0.216
BAT-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T20:24:09.873917Z,0.711,0.613,0.458,0.149,0.154,0.493,0.466,0.542,0.096,0.124
BAT-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T21:31:32.680534Z,0.753,0.453,0.375,0.11,0.079,0.557,0.459,0.458,0.159,0.025
BAT-USD-predict-ensamble-gakknn-MAD.csv,2020-11-14T22:15:36.788419Z,0.776,0.597,0.542,0.069,0.149,0.579,0.464,0.542,0.119,0.072
BAT-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T09:57:00.517447Z,0.527,0.403,0.375,0.13,0.041,0.491,0.485,0.312,0.2,0.192
BAT-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T12:20:37.813950Z,0.557,0.53,0.542,0.061,0.043,0.687,0.554,0.542,0.152,0.028
BAT-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T13:43:50.044474Z,0.652,0.782,0.429,0.295,0.309,0.113,0.048,0.143,0.183,0.082
BAT-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T14:29:17.633017Z,0.677,0.435,0.417,0.123,0.059,0.514,0.352,0.5,0.19,0.15
BAT-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:07:11.628466Z,0.623,0.529,0.667,0.123,0.159,0.643,0.378,0.417,0.225,0.098
BAT-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T18:45:33.031715Z,0.597,0.443,0.375,0.09,0.136,0.618,0.721,0.625,0.217,0.158
BAT-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T19:29:52.250656Z,0.546,0.518,0.708,0.124,0.17,0.448,0.671,0.792,0.168,0.113
BAT-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T20:19:25.968452Z,0.743,0.634,0.75,0.052,0.136,0.459,0.342,0.667,0.193,0.292
BAT-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T21:27:38.714409Z,0.694,0.491,0.458,0.134,0.05,0.651,0.351,0.292,0.119,0.257
BAT-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T08:18:50.578993Z,0.651,0.484,0.5,0.11,0.028,0.629,0.676,0.75,0.142,0.075
BAT-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T09:32:08.325302Z,0.742,0.559,0.5,0.132,0.102,0.579,0.444,0.417,0.133,0.126
BAT-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T11:46:13.677638Z,0.753,0.467,0.417,0.153,0.044,0.59,0.423,0.417,0.125,0.026
BAT-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T13:12:50.012908Z,0.68,0.739,0.8,0.219,0.215,0.622,0.778,1,0.324,0.385
BAT-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T14:30:40.778077Z,0.743,0.488,0.417,0.169,0.109,0.568,0.396,0.333,0.1,0.119
BAT-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:04:59.952596Z,0.739,0.559,0.625,0.132,0.071,0.543,0.349,0.458,0.15,0.099
BAT-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:01:57.089413Z,0.596,0.445,0.526,0.115,0.07,0.824,0.727,0.632,0.229,0.24
BAT-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:11:42.520020Z,0.72,0.486,0.542,0.168,0.076,0.58,0.345,0.375,0.125,0.171
BAT-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T19:02:33.731905Z,0.57,0.437,0.476,0.15,0.038,0.621,0.547,0.571,0.329,0.335
BAT-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T20:22:12.743599Z,0.638,0.557,0.5,0.088,0.115,0.519,0.591,0.6,0.169,0.104
BAT-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T07:06:22.880970Z,0.612,0.477,0.583,0.131,0.095,0.428,0.546,0.583,0.189,0.099
BAT-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T08:21:45.493977Z,0.726,0.518,0.667,0.156,0.131,0.587,0.608,0.667,0.179,0.26
BAT-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T09:37:49.023951Z,0.689,0.553,0.708,0.126,0.135,0.494,0.467,0.708,0.173,0.259
BAT-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T12:28:28.654765Z,0.676,0.617,0.25,0.201,0.375,0.178,0,0,0.2,0
BAT-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T13:26:31.250062Z,0.656,0.521,0.375,0.132,0.179,0.535,0.457,0.458,0.062,0.023
BAT-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T14:27:45.524023Z,0.655,0.496,0.375,0.098,0.108,0.544,0.339,0.292,0.108,0.143
BAT-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T15:36:43.454512Z,0.78,0.589,0.625,0.078,0.123,0.511,0.469,0.375,0.106,0.088
BAT-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T16:31:35.154636Z,0.679,0.54,0.583,0.165,0.064,0.533,0.472,0.417,0.084,0.048
BAT-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T17:26:30.515548Z,0.617,0.527,0.533,0.144,0.063,0.454,0.541,0.467,0.126,0.101
BAT-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T18:22:51.878417Z,0.693,0.452,0.5,0.09,0.113,0.573,0.494,0.5,0.104,0.058
BAT-USD-predict-ensamble-gakknn-MEF.csv,2020-11-18T20:06:45.841715Z,0.661,0.518,0.5,0.138,0.095,0.508,0.457,0.583,0.181,0.222
BAT-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T08:43:16.113203Z,0.694,0.528,0.667,0.159,0.123,0.597,0.648,0.5,0.114,0.128
BAT-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T10:12:22.611355Z,0.644,0.452,0.5,0.085,0.084,0.546,0.471,0.5,0.149,0.126
BAT-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T13:18:51.478755Z,0.656,0.522,0.417,0.088,0.129,0.492,0.344,0.083,0.087,0.23
BAT-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T15:15:12.962101Z,0.655,0.543,0.583,0.136,0.128,0.535,0.49,0.75,0.147,0.233
BAT-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T17:41:51.948267Z,0.65,0.527,0.5,0.081,0.025,0.498,0.369,0.417,0.113,0.047
BAT-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T19:44:25.259454Z,0.689,0.502,0.458,0.123,0.045,0.514,0.465,0.542,0.105,0.077
BAT-USD-predict-ensamble-gakknn-MEM.csv,2020-11-19T20:42:21.045852Z,0.627,0.472,0.5,0.108,0.035,0.519,0.466,0.417,0.048,0.05
BAT-USD-predict-ensamble-gakknn-MEN.csv,2020-11-20T08:18:43.133003Z,0.704,0.48,0.458,0.122,0.031,0.585,0.481,0.458,0.075,0.076
BAT-USD-predict-ensamble-gakknn-MEO.csv,2020-11-20T09:45:54.173283Z,0.687,0.491,0.458,0.149,0.03,0.504,0.432,0.542,0.138,0.097
BAT-USD-predict-ensamble-gakknn-MEP.csv,2020-11-20T12:52:10.065150Z,0.677,0.492,0.458,0.129,0.065,0.548,0.448,0.458,0.132,0.025
BAT-USD-predict-ensamble-gakknn-MF.csv,2020-11-20T15:38:12.752445Z,0.739,0.577,0.417,0.083,0.145,0.661,0.609,0.583,0.128,0.091
BAT-USD-predict-ensamble-gakknn-MFA.csv,2020-11-20T17:07:56.479717Z,0.641,0.464,0.636,0.191,0.156,0.521,0.636,0.773,0.144,0.233
BAT-USD-predict-ensamble-gakknn-MFB.csv,2020-11-20T18:49:29.744323Z,0.72,0.701,0.714,0.222,0.195,0.513,0.667,1,0.458,0.577
