PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-VACGB.csv,ADA-USD,2020-12-22T15:29:35Z,0,0.625,0.602,0.613,0.655,0.104,0.046,0.059,0.486,0.543,0.493,0.414,0.088,0.118,0.111,0.560433483807822
ADA-USD-predict-ensamble-gakknn-VACGBFCG.csv,ADA-USD,2020-12-23T20:18:57Z,0,0.524,0.558,0.595,0.655,0.085,0.088,0.084,0.531,0.477,0.474,0.483,0.062,0.011,0.013,0.543236443484017
ADA-USD-predict-ensamble-gakknn-VACGBFCL.csv,ADA-USD,2020-12-23T21:52:58Z,0,0.657,0.571,0.614,0.621,0.122,0.075,0.01,0.454,0.465,0.456,0.448,0.066,0.018,0.011,0.540517403356754
ADA-USD-predict-ensamble-gakknn-MEF.csv,ADA-USD,2020-11-18T20:00:02Z,0,0.557,0.464,0.558,0.655,0.171,0.19,0.137,0.495,0.513,0.511,0.483,0.163,0.028,0.039,0.539443887284023
ADA-USD-predict-ensamble-gakknn-VACA.csv,ADA-USD,2020-12-21T13:32:55Z,0,0.596,0.615,0.632,0.586,0.091,0.055,0.065,0.449,0.51,0.475,0.414,0.113,0.086,0.086,0.53867118390664
ADA-USD-predict-kknnLDDBC-ensamble.csv,ADA-USD,"",0,0.629,0.592,0.613,0.655,0.098,0.056,0.059,0.435,0.558,0.563,0.483,0.091,0.08,0.113,0.538409128044456
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLIJ.csv,ADA-USD,"",0,0.487,0.538,0.613,0.655,0.069,0.137,0.059,0.457,0.478,0.491,0.483,0.058,0.025,0.012,0.538164232816797
ADA-USD-predict-ensamble-gakknn-UADAC.csv,ADA-USD,2020-12-27T09:34:55Z,0,0.59,0.592,0.613,0.655,0.096,0.056,0.059,0.509,0.557,0.562,0.552,0.093,0.012,0.014,0.537507082973106
ADA-USD-predict-ensamble-gakknn-MIFCA.csv,ADA-USD,2020-12-24T11:55:07Z,0,0.561,0.524,0.56,0.621,0.119,0.087,0.085,0.538,0.511,0.509,0.517,0.12,0.01,0.012,0.536055272300063
ADA-USD-predict-ensamble-gakknn-VDD.csv,ADA-USD,2020-12-07T12:24:01Z,0,0.586,0.579,0.579,0.586,0.129,0.007,0.01,0.492,0.454,0.456,0.483,0.108,0.027,0.038,0.536004288276869
ADA-USD-predict-ensamble-gakknn-UADAA.csv,ADA-USD,2020-12-26T23:09:08Z,0,0.526,0.607,0.668,0.586,0.065,0.134,0.116,0.532,0.524,0.544,0.552,0.08,0.035,0.011,0.533565282547899
ADA-USD-predict-ensamble-gakknn-UAA.csv,ADA-USD,2020-12-05T20:45:13Z,0,0.523,0.592,0.597,0.552,0.151,0.047,0.064,0.509,0.512,0.51,0.448,0.063,0.062,0.087,0.533471271223124
ADA-USD-predict-ensamble-gakknn-VACGA.csv,ADA-USD,2020-12-22T14:22:35Z,0,0.553,0.57,0.613,0.655,0.121,0.086,0.059,0.492,0.58,0.563,0.483,0.083,0.085,0.113,0.531365645570578
ADA-USD-predict-ensamble-gakknn-MIGA.csv,ADA-USD,2020-11-28T11:39:23Z,0,0.553,0.604,0.616,0.517,0.071,0.101,0.139,0.514,0.48,0.526,0.552,0.081,0.084,0.037,0.528495041153367
ADA-USD-predict-ensamble-gakknn-VDIDB.csv,ADA-USD,2020-12-26T08:54:44Z,0,0.537,0.615,0.648,0.69,0.063,0.071,0.058,0.531,0.58,0.563,0.448,0.087,0.119,0.163,0.527586010190464
ADA-USD-predict-kknnLDDBA-ensamble.csv,ADA-USD,"",0,0.586,0.511,0.524,0.655,0.117,0.133,0.185,0.489,0.475,0.438,0.483,0.105,0.078,0.064,0.525443245822503
ADA-USD-predict-ensamble-gakknn-UBD.csv,ADA-USD,2020-12-06T11:36:35Z,0,0.45,0.579,0.542,0.655,0.106,0.13,0.16,0.518,0.518,0.527,0.483,0.051,0.047,0.063,0.524610381403924
ADA-USD-predict-ensamble-gakknn-SA.csv,ADA-USD,2020-12-04T20:33:22Z,0,0.491,0.629,0.702,0.69,0.053,0.127,0.017,0.574,0.59,0.546,0.448,0.054,0.124,0.138,0.522024139068545
ADA-USD-predict-ensamble-gakknn-VDIDA.csv,ADA-USD,2020-12-26T08:54:09Z,0,0.552,0.6,0.593,0.793,0.075,0.2,0.283,0.539,0.457,0.476,0.345,0.181,0.135,0.185,0.521973753865811
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLKF.csv,ADA-USD,"",0,0.449,0.501,0.541,0.69,0.081,0.164,0.21,0.495,0.512,0.526,0.517,0.114,0.026,0.013,0.520649586318324
ADA-USD-predict-ensamble-gakknn-NAH.csv,ADA-USD,2020-11-30T21:23:17Z,0,0.538,0.579,0.578,0.621,0.126,0.043,0.06,0.427,0.479,0.492,0.448,0.099,0.05,0.062,0.519308604435949
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLIU.csv,ADA-USD,"",0,0.438,0.536,0.578,0.655,0.059,0.106,0.11,0.517,0.523,0.527,0.483,0.095,0.045,0.063,0.51833874315691
ADA-USD-predict-ensamble-gakknn-VDIBCF.csv,ADA-USD,2020-12-25T15:33:44Z,0,0.586,0.577,0.558,0.724,0.071,0.169,0.234,0.446,0.475,0.439,0.414,0.135,0.068,0.036,0.517178607572917
ADA-USD-predict-ensamble-gakknn-NE.csv,ADA-USD,2020-12-02T11:33:34Z,0,0.452,0.548,0.612,0.724,0.079,0.158,0.158,0.402,0.531,0.49,0.552,0.124,0.094,0.087,0.514338127696227
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41Z,0,0.598,0.634,0.612,0.724,0.127,0.118,0.158,0.428,0.646,0.599,0.483,0.182,0.142,0.164,0.514005594014157
ADA-USD-predict-ensamble-gakknn-MIDC.csv,ADA-USD,2020-11-27T12:17:34Z,0,0.541,0.535,0.56,0.621,0.161,0.075,0.085,0.523,0.544,0.51,0.448,0.182,0.086,0.087,0.513102886854089
ADA-USD-predict-ensamble-gakknn-UAC.csv,ADA-USD,2020-12-06T09:41:48Z,0,0.524,0.572,0.57,0.64,0.069,0.07,0.099,0.504,0.508,0.55,0.6,0.066,0.089,0.071,0.512369907123782
ADA-USD-predict-ensamble-gakknn-VBA.csv,ADA-USD,2020-12-06T17:50:18Z,0,0.575,0.556,0.544,0.517,0.115,0.034,0.038,0.512,0.504,0.563,0.483,0.106,0.129,0.113,0.512142355084858
ADA-USD-predict-ensamble-gakknn-TBA.csv,ADA-USD,2020-12-05T16:32:35Z,0,0.526,0.536,0.578,0.621,0.125,0.085,0.06,0.475,0.501,0.525,0.586,0.069,0.074,0.086,0.511103267673859
ADA-USD-predict-ensamble-gakknn-SAA.csv,ADA-USD,2020-12-04T20:35:32Z,0,0.613,0.567,0.544,0.552,0.063,0.041,0.011,0.517,0.558,0.562,0.517,0.108,0.046,0.064,0.510123889463499
ADA-USD-predict-ensamble-kknn-MAABBAABCACCCLK.csv,ADA-USD,"",0,0.441,0.523,0.542,0.655,0.113,0.118,0.16,0.478,0.513,0.527,0.483,0.121,0.051,0.063,0.509829210441204
ADA-USD-predict-ensamble-gakknn-VACGBD.csv,ADA-USD,2020-12-23T12:24:27Z,0,0.524,0.513,0.543,0.586,0.083,0.068,0.061,0.464,0.478,0.491,0.483,0.036,0.025,0.012,0.509382658276791
ADA-USD-predict-ensamble-gakknn-VFA.csv,ADA-USD,2020-12-08T08:13:30Z,0,0.464,0.652,0.703,0.621,0.045,0.122,0.117,0.47,0.547,0.579,0.586,0.068,0.055,0.01,0.509291102386913
ADA-USD-predict-ensamble-gakknn-MBC.csv,ADA-USD,2020-11-15T20:14:08Z,0,0.557,0.592,0.597,0.552,0.055,0.047,0.064,0.465,0.426,0.51,0.448,0.165,0.158,0.087,0.50845433034164
ADA-USD-predict-ensamble-gakknn-VGC.csv,ADA-USD,2020-12-08T16:02:58Z,0,0.556,0.51,0.491,0.517,0.118,0.043,0.037,0.499,0.501,0.509,0.483,0.121,0.03,0.037,0.508072797527002
