PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41Z,87,0.609,0.694,0.702,0.727,0.137,0.029,0.035,0.434,0.587,0.735,0.727,0.193,0.257,0.01,0.679252713815589
ADA-USD-predict-ensamble-gakknn-VDIA.csv,ADA-USD,2020-12-24T21:05:29Z,49,0.599,0.662,0.702,0.727,0.14,0.075,0.035,0.503,0.511,0.573,0.727,0.135,0.188,0.218,0.651724900316241
ADA-USD-predict-ensamble-gakknn-QBB.csv,ADA-USD,2020-12-04T08:16:36Z,69,0.598,0.651,0.703,0.727,0.115,0.092,0.034,0.636,0.714,0.667,0.727,0.092,0.1,0.085,0.643485474862572
ADA-USD-predict-ensamble-gakknn-MIHDB.csv,ADA-USD,2020-11-29T12:56:40Z,74,0.64,0.651,0.686,0.727,0.115,0.073,0.058,0.53,0.608,0.622,0.727,0.173,0.108,0.149,0.635093840724788
ADA-USD-predict-ensamble-gakknn-SAA.csv,ADA-USD,2020-12-04T20:35:32Z,69,0.64,0.673,0.67,0.727,0.091,0.057,0.081,0.517,0.608,0.638,0.727,0.108,0.103,0.126,0.634242394807439
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50Z,89,0.611,0.669,0.713,0.818,0.135,0.13,0.149,0.534,0.683,0.766,0.818,0.14,0.153,0.073,0.62733146950227
ADA-USD-predict-ensamble-gakknn-PABB.csv,ADA-USD,2020-12-03T13:52:23Z,70,0.632,0.639,0.652,0.636,0.137,0.027,0.021,0.52,0.494,0.466,0.636,0.083,0.177,0.24,0.622432629866212
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41Z,88,0.543,0.64,0.67,0.727,0.096,0.077,0.081,0.525,0.49,0.541,0.727,0.167,0.206,0.263,0.617370886435896
ADA-USD-predict-ensamble-gakknn-MFM.csv,ADA-USD,2020-11-23T09:54:21Z,80,0.553,0.638,0.716,0.818,0.219,0.169,0.145,0.612,0.767,0.716,0.818,0.186,0.136,0.145,0.610334309691981
ADA-USD-predict-ensamble-gakknn-MEK.csv,ADA-USD,2020-11-19T17:38:14Z,84,0.492,0.606,0.748,0.818,0.153,0.255,0.1,0.577,0.628,0.651,0.818,0.141,0.172,0.236,0.60697920523628
ADA-USD-predict-ensamble-gakknn-SAC.csv,ADA-USD,2020-12-05T09:13:36Z,68,0.606,0.671,0.683,0.818,0.089,0.137,0.191,0.475,0.563,0.554,0.818,0.102,0.264,0.373,0.6061806324406
ADA-USD-predict-ensamble-gakknn-MEJ.csv,ADA-USD,2020-11-19T15:10:43Z,84,0.608,0.658,0.729,0.909,0.142,0.218,0.255,0.394,0.572,0.696,0.909,0.206,0.303,0.301,0.605129429838008
ADA-USD-predict-ensamble-gakknn-RBD.csv,ADA-USD,2020-12-24T08:42:05Z,49,0.55,0.619,0.67,0.727,0.096,0.106,0.081,0.497,0.554,0.606,0.727,0.053,0.151,0.172,0.602129854188824
ADA-USD-predict-ensamble-gakknn-MBC.csv,ADA-USD,2020-11-15T20:14:08Z,88,0.584,0.638,0.699,0.818,0.094,0.159,0.168,0.562,0.595,0.538,0.818,0.188,0.297,0.396,0.601778555750466
ADA-USD-predict-ensamble-gakknn-MAABDAC.csv,ADA-USD,2020-12-29T09:52:52Z,44,0.61,0.669,0.713,0.909,0.118,0.211,0.278,0.443,0.841,0.938,0.909,0.212,0.172,0.041,0.600575156139961
ADA-USD-predict-ensamble-gakknn-PABE.csv,ADA-USD,2020-12-03T16:52:07Z,70,0.585,0.603,0.646,0.636,0.139,0.075,0.013,0.563,0.555,0.542,0.636,0.102,0.097,0.133,0.595773833652256
ADA-USD-predict-ensamble-gakknn-VDIDF.csv,ADA-USD,2020-12-26T17:35:20Z,47,0.551,0.631,0.673,0.636,0.111,0.081,0.052,0.533,0.588,0.609,0.636,0.142,0.045,0.039,0.594697461505412
ADA-USD-predict-ensamble-gakknn-VDD.csv,ADA-USD,2020-12-07T12:24:01Z,66,0.618,0.621,0.609,0.636,0.15,0.035,0.039,0.53,0.535,0.544,0.636,0.129,0.094,0.131,0.59328307998403
ADA-USD-predict-ensamble-gakknn-VDIDB.csv,ADA-USD,2020-12-26T08:54:44Z,47,0.569,0.638,0.683,0.818,0.105,0.156,0.191,0.504,0.638,0.716,0.818,0.081,0.169,0.145,0.592308608391929
ADA-USD-predict-ensamble-gakknn-UADA.csv,ADA-USD,2020-12-26T21:39:09Z,47,0.578,0.59,0.635,0.636,0.127,0.078,0.002,0.478,0.568,0.552,0.636,0.07,0.089,0.12,0.592058721562706
ADA-USD-predict-ensamble-gakknn-PAB.csv,ADA-USD,2020-12-03T07:56:35Z,70,0.556,0.591,0.629,0.636,0.11,0.065,0.011,0.533,0.499,0.491,0.636,0.124,0.147,0.206,0.590815886589005
ADA-USD-predict-ensamble-gakknn-MIDA.csv,ADA-USD,2020-11-27T09:38:05Z,76,0.554,0.617,0.699,0.818,0.21,0.186,0.168,0.514,0.552,0.635,0.818,0.142,0.233,0.259,0.589675609155799
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2020-11-16T08:12:32Z,87,0.577,0.599,0.609,0.636,0.145,0.032,0.039,0.468,0.47,0.512,0.636,0.158,0.144,0.176,0.587522578376772
ADA-USD-predict-ensamble-gakknn-MAABDAD.csv,ADA-USD,2020-12-29T12:58:50Z,44,0.63,0.628,0.683,0.818,0.111,0.166,0.191,0.484,0.499,0.49,0.818,0.151,0.329,0.464,0.587138831207892
ADA-USD-predict-ensamble-gakknn-VDIDA.csv,ADA-USD,2020-12-26T08:54:09Z,47,0.584,0.588,0.625,0.636,0.129,0.064,0.017,0.566,0.567,0.528,0.636,0.171,0.128,0.153,0.5865568099999
ADA-USD-predict-ensamble-gakknn-PCA.csv,ADA-USD,2020-12-03T11:59:16Z,70,0.545,0.63,0.638,0.727,0.078,0.091,0.126,0.414,0.565,0.606,0.727,0.1,0.141,0.172,0.586496855065344
ADA-USD-predict-ensamble-gakknn-VACGB.csv,ADA-USD,2020-12-22T15:29:35Z,51,0.646,0.608,0.654,0.727,0.106,0.108,0.104,0.459,0.608,0.686,0.727,0.043,0.142,0.058,0.586278613642388
