PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-PABB.csv,ADA-USD,2020-12-03T13:52:23Z,58,0.632,0.676,0.653,0.692,0.137,0.057,0.056,0.52,0.445,0.409,0.269,0.083,0.153,0.197,0.627545466887281
ADA-USD-predict-ensamble-gakknn-MIHA.csv,ADA-USD,2020-11-28T20:13:54Z,63,0.562,0.627,0.673,0.733,0.153,0.101,0.085,0.494,0.515,0.59,0.567,0.12,0.131,0.033,0.607308120209635
ADA-USD-predict-ensamble-gakknn-VDIA.csv,ADA-USD,2020-12-24T21:05:29Z,37,0.599,0.649,0.64,0.7,0.14,0.062,0.084,0.503,0.385,0.394,0.4,0.135,0.017,0.009,0.606696361432265
ADA-USD-predict-ensamble-gakknn-MC.csv,ADA-USD,2020-11-16T09:26:41Z,75,0.609,0.626,0.655,0.633,0.137,0.056,0.031,0.434,0.519,0.512,0.733,0.193,0.222,0.313,0.603523244832463
ADA-USD-predict-kknnLDDD-ensamble.csv,ADA-USD,2020-11-06T20:05:15Z,85,0.548,0.593,0.639,0.633,0.064,0.081,0.008,0.425,0.593,0.656,0.667,0.174,0.11,0.015,0.589786377898996
ADA-USD-predict-ensamble-gakknn-TAB.csv,ADA-USD,2020-12-05T12:33:36Z,56,0.621,0.592,0.648,0.64,0.148,0.096,0.011,0.481,0.451,0.418,0.56,0.141,0.153,0.201,0.588936583050871
ADA-USD-predict-ensamble-gakknn-VBA.csv,ADA-USD,2020-12-06T17:50:18Z,55,0.591,0.594,0.607,0.633,0.123,0.035,0.037,0.545,0.505,0.458,0.4,0.088,0.1,0.082,0.583987588506933
ADA-USD-predict-ensamble-gakknn-MIHDB.csv,ADA-USD,2020-11-29T12:56:40Z,62,0.64,0.605,0.59,0.6,0.115,0.027,0.014,0.53,0.56,0.54,0.5,0.173,0.053,0.057,0.582475871622664
ADA-USD-predict-ensamble-gakknn-QBB.csv,ADA-USD,2020-12-04T08:16:36Z,57,0.598,0.616,0.608,0.667,0.115,0.061,0.084,0.636,0.679,0.718,0.63,0.092,0.112,0.125,0.577209002144439
ADA-USD-predict-ensamble-gakknn-VDN.csv,ADA-USD,2020-12-07T19:07:26Z,54,0.568,0.581,0.688,0.667,0.173,0.187,0.03,0.447,0.384,0.376,0.3,0.074,0.077,0.107,0.575954747256431
ADA-USD-predict-ensamble-gakknn-MBE.csv,ADA-USD,2020-11-16T08:12:32Z,75,0.577,0.582,0.607,0.633,0.145,0.05,0.037,0.468,0.429,0.394,0.4,0.158,0.062,0.009,0.575116188655247
ADA-USD-predict-ensamble-gakknn-VDD.csv,ADA-USD,2020-12-07T12:24:01Z,54,0.618,0.571,0.639,0.633,0.15,0.119,0.008,0.53,0.439,0.491,0.467,0.129,0.095,0.035,0.572636346451601
ADA-USD-predict-ensamble-gakknn-PCB.csv,ADA-USD,2020-12-03T11:57:43Z,58,0.607,0.608,0.596,0.643,0.096,0.052,0.067,0.484,0.562,0.642,0.607,0.133,0.144,0.05,0.571959980971759
ADA-USD-predict-ensamble-gakknn-UAB.csv,ADA-USD,2020-12-05T20:44:41Z,56,0.618,0.588,0.588,0.625,0.091,0.037,0.052,0.514,0.53,0.467,0.417,0.087,0.12,0.071,0.567698811082042
ADA-USD-predict-ensamble-gakknn-PABE.csv,ADA-USD,2020-12-03T16:52:07Z,58,0.585,0.599,0.615,0.714,0.139,0.103,0.14,0.563,0.548,0.522,0.464,0.102,0.073,0.082,0.559858211091102
ADA-USD-predict-ensamble-gakknn-MAABBAABAB.csv,ADA-USD,2020-12-30T11:59:31Z,31,0.539,0.56,0.59,0.6,0.111,0.053,0.014,0.554,0.451,0.344,0.3,0.095,0.192,0.062,0.559622320420591
ADA-USD-predict-ensamble-gakknn-MAABC.csv,ADA-USD,2020-12-28T20:33:19Z,33,0.551,0.56,0.59,0.6,0.112,0.053,0.014,0.609,0.56,0.54,0.5,0.062,0.053,0.057,0.559622320420591
ADA-USD-predict-ensamble-gakknn-VDB.csv,ADA-USD,2020-12-07T10:17:56Z,54,0.562,0.56,0.59,0.6,0.074,0.053,0.014,0.532,0.539,0.575,0.633,0.067,0.086,0.083,0.559622320420591
ADA-USD-predict-ensamble-gakknn-VDIDB.csv,ADA-USD,2020-12-26T08:54:44Z,35,0.569,0.572,0.574,0.6,0.105,0.026,0.036,0.504,0.528,0.559,0.633,0.081,0.092,0.106,0.559392759988185
ADA-USD-predict-ensamble-gakknn-MAABA.csv,ADA-USD,2020-12-28T14:09:20Z,33,0.601,0.594,0.608,0.7,0.125,0.095,0.13,0.532,0.571,0.623,0.6,0.141,0.093,0.032,0.557185232678111
ADA-USD-predict-ensamble-gakknn-VDIDF.csv,ADA-USD,2020-12-26T17:35:20Z,35,0.551,0.572,0.608,0.667,0.111,0.086,0.084,0.533,0.527,0.558,0.567,0.142,0.053,0.013,0.5564720540921
ADA-USD-predict-ensamble-gakknn-PABF.csv,ADA-USD,2020-12-03T16:50:04Z,58,0.535,0.588,0.615,0.714,0.092,0.11,0.14,0.497,0.467,0.483,0.321,0.177,0.164,0.229,0.554818840252246
ADA-USD-predict-ensamble-gakknn-QBC.csv,ADA-USD,2020-12-04T10:21:28Z,57,0.603,0.594,0.591,0.667,0.085,0.075,0.106,0.478,0.551,0.509,0.567,0.134,0.092,0.081,0.554717426543891
ADA-USD-predict-ensamble-gakknn-RBC.csv,ADA-USD,2020-12-04T18:22:36Z,57,0.549,0.626,0.622,0.567,0.14,0.056,0.078,0.521,0.386,0.346,0.467,0.16,0.139,0.17,0.554537268884241
ADA-USD-predict-ensamble-gakknn-MBA.csv,ADA-USD,2020-11-15T18:41:43Z,76,0.574,0.561,0.558,0.567,0.125,0.011,0.013,0.461,0.449,0.508,0.467,0.148,0.109,0.058,0.553209592508486
ADA-USD-predict-ensamble-gakknn-PAB.csv,ADA-USD,2020-12-03T07:56:35Z,58,0.556,0.576,0.597,0.679,0.11,0.089,0.115,0.533,0.458,0.437,0.357,0.124,0.088,0.112,0.54830038525835
ADA-USD-predict-ensamble-gakknn-VDIDCA.csv,ADA-USD,2020-12-26T14:04:32Z,35,0.614,0.549,0.558,0.567,0.074,0.017,0.013,0.502,0.527,0.573,0.533,0.105,0.09,0.056,0.547189833162602
ADA-USD-predict-ensamble-gakknn-VCA.csv,ADA-USD,2020-12-06T20:43:46Z,55,0.54,0.572,0.625,0.733,0.071,0.142,0.154,0.506,0.505,0.475,0.433,0.135,0.067,0.059,0.54697147676703
