PredictFile,Symbol,Created,ProdDays,Acc6m,Acc3m,Acc2m,Acc1m,AccSD6m,AccSD3m,AccSD2m,Prev6m,Prev3m,Prev2m,Prev1m,PrevSD6m,PrevSD3m,PrevSD2m,Rank
ADA-USD-predict-ensamble-gakknn-MA.csv,ADA-USD,2020-11-13T20:06:20.481356Z,39,0.642,0.496,0.55,0.5,0.194,0.107,0.071,0.609,0.491,0.479,0.591,0.085,0.114,0.159,0.477289811042475
ADA-USD-predict-ensamble-gakknn-MAA.csv,ADA-USD,2020-11-14T19:40:50.693138Z,38,0.619,0.566,0.623,0.545,0.143,0.125,0.109,0.544,0.52,0.618,0.636,0.166,0.172,0.026,0.515886003764164
ADA-USD-predict-ensamble-gakknn-MAB.csv,ADA-USD,2020-11-14T20:21:09.534548Z,38,0.657,0.508,0.488,0.409,0.095,0.086,0.111,0.57,0.481,0.383,0.5,0.207,0.206,0.165,0.408074514185733
ADA-USD-predict-ensamble-gakknn-MAC.csv,ADA-USD,2020-11-14T21:27:52.634252Z,38,0.69,0.582,0.583,0.5,0.093,0.083,0.118,0.559,0.441,0.339,0.045,0.109,0.343,0.416,0.488177892757807
ADA-USD-predict-ensamble-gakknn-MAD.csv,ADA-USD,2020-11-14T22:11:56.076128Z,38,0.62,0.558,0.595,0.591,0.101,0.065,0.006,0.587,0.495,0.533,0.5,0.145,0.074,0.047,0.57346889654697
ADA-USD-predict-ensamble-gakknn-MAE.csv,ADA-USD,2020-11-15T09:52:57.160963Z,37,0.454,0.491,0.437,0.4,0.118,0.101,0.052,0.063,0,0,0,0.081,0,0,0.399130122043832
ADA-USD-predict-ensamble-gakknn-MAF.csv,ADA-USD,2020-11-15T12:16:45.435861Z,37,0.592,0.421,0.421,0.409,0.138,0.012,0.017,0.492,0.416,0.35,0.5,0.18,0.189,0.212,0.40869346944721
ADA-USD-predict-ensamble-gakknn-MAG.csv,ADA-USD,2020-11-15T13:40:41.759985Z,37,0.597,0.514,0.513,0.545,0.131,0.033,0.046,0.586,0.462,0.467,0.455,0.145,0.016,0.018,0.509071271711612
ADA-USD-predict-ensamble-gakknn-MAH.csv,ADA-USD,2020-11-15T14:24:00.100484Z,37,0.657,0.499,0.506,0.545,0.161,0.041,0.056,0.517,0.418,0.514,0.727,0.215,0.271,0.302,0.500496706032635
ADA-USD-predict-ensamble-gakknn-MB.csv,ADA-USD,2020-11-15T17:02:49.432655Z,37,0.673,0.421,0.438,0.409,0.202,0.041,0.041,0.596,0.608,0.558,0.682,0.133,0.152,0.176,0.403974445585617
