PredictFile,Created,ProdDays,Acc6m,Acc3m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev1m,PrevSD6m,PrevSD3m
DASH-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:03:24.018270Z,19,0.479,0.485,0.536,0.124,0.06,0.353,0.404,0.357,0.094,0.057
DASH-USD-predict-kknnLDJK-ensamble.csv,2020-11-09T20:40:27.779548Z,19,0.631,0.501,0.321,0.074,0.161,0.407,0.425,0.357,0.09,0.059
DASH-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:27:53.583096Z,20,0.566,0.583,0.5,0.148,0.13,0.418,0.462,0.536,0.081,0.087
DASH-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:13:55.784077Z,20,0.566,0.48,0.357,0.134,0.106,0.44,0.519,0.536,0.207,0.189
DASH-USD-predict-kknnLDM-ensamble.csv,2020-11-08T17:56:59.787182Z,20,0.532,0.525,0.607,0.168,0.11,0.487,0.406,0.286,0.085,0.145
DASH-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:05:07.007611Z,19,0.598,0.523,0.357,0.072,0.144,0.439,0.493,0.464,0.129,0.027
DASH-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:21:41.704099Z,19,0.604,0.615,0.536,0.161,0.073,0.402,0.424,0.357,0.118,0.136
DASH-USD-predict-kknnLDP-ensamble.csv,2020-11-10T12:12:27.179455Z,18,0.604,0.559,0.429,0.14,0.136,0.457,0.279,0.179,0.116,0.112
DASH-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:02:30.472069Z,18,0.604,0.523,0.393,0.156,0.144,0.391,0.29,0.214,0.085,0.066
DASH-USD-predict-kknnLDQA-ensamble.csv,2020-11-10T19:04:52.892591Z,18,0.566,0.551,0.536,0.059,0.044,0.396,0.376,0.214,0.138,0.21
DASH-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:26:45.916867Z,17,0.593,0.514,0.393,0.116,0.12,0.38,0.461,0.5,0.079,0.054
EOS-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T07:50:26.838106Z,14,0.723,0.572,0.536,0.118,0.053,0.516,0.392,0.321,0.177,0.122
EOS-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T19:57:37.385455Z,14,0.657,0.561,0.571,0.113,0.057,0.428,0.295,0.357,0.192,0.088
EOS-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T20:39:14.905903Z,14,0.685,0.558,0.393,0.074,0.155,0.432,0.339,0.464,0.258,0.18
EOS-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T21:47:21.639820Z,14,0.688,0.57,0.464,0.085,0.094,0.534,0.53,0.607,0.158,0.088
EOS-USD-predict-ensamble-gakknn-MAD.csv,2020-11-14T22:31:28.743529Z,14,0.628,0.536,0.429,0.058,0.094,0.432,0.405,0.357,0.262,0.144
EOS-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T10:11:01.366552Z,13,0.529,0.403,0.357,0.131,0.114,0.605,0.466,0.286,0.223,0.359
EOS-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T12:36:43.362082Z,13,0.63,0.541,0.571,0.099,0.049,0.477,0.378,0.286,0.207,0.176
EOS-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T13:58:16.765478Z,13,0.519,0.485,0.519,0.176,0.102,0.452,0.472,0.407,0.226,0.243
EOS-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T14:48:21.014426Z,13,0.69,0.525,0.429,0.112,0.084,0.45,0.328,0.357,0.218,0.155
EOS-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:28:18.720993Z,13,0.695,0.527,0.5,0.132,0.025,0.52,0.53,0.643,0.168,0.145
EOS-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:02:15.554349Z,13,0.668,0.493,0.464,0.141,0.048,0.429,0.474,0.536,0.086,0.078
EOS-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T19:47:04.297283Z,13,0.661,0.553,0.593,0.131,0.048,0.432,0.305,0.259,0.12,0.04
EOS-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T20:43:16.949161Z,13,0.663,0.596,0.643,0.12,0.083,0.423,0.394,0.429,0.111,0.037
EOS-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T21:54:25.551630Z,13,0.657,0.493,0.464,0.163,0.048,0.482,0.433,0.607,0.249,0.175
EOS-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T08:47:06.182544Z,12,0.662,0.495,0.536,0.158,0.036,0.433,0.359,0.393,0.2,0.177
EOS-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T09:55:46.693500Z,12,0.641,0.507,0.571,0.151,0.056,0.477,0.392,0.286,0.23,0.209
EOS-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:08:47.243838Z,12,0.673,0.472,0.5,0.172,0.035,0.554,0.516,0.429,0.155,0.131
EOS-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T13:31:18.886522Z,12,0.625,0.492,0.429,0.115,0.06,0.494,0.419,0.143,0.116,0.24
EOS-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:12:29.004879Z,12,0.625,0.437,0.393,0.143,0.039,0.569,0.577,0.75,0.145,0.16
EOS-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:24:47.132653Z,12,0.652,0.428,0.464,0.217,0.053,0.499,0.476,0.607,0.115,0.126
EOS-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:18:18.618500Z,12,0.521,0.494,0.562,0.108,0.104,0.4,0.409,0.5,0.401,0.372
EOS-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:29:43.743231Z,12,0.603,0.464,0.607,0.179,0.126,0.515,0.485,0.464,0.233,0.173
EOS-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T19:34:05.563969Z,12,0.63,0.462,0.538,0.179,0.07,0.482,0.597,0.846,0.168,0.235
EOS-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T20:50:52.469523Z,12,0.723,0.556,0.321,0.092,0.212,0.482,0.316,0.321,0.297,0.12
EOS-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T07:33:37.059148Z,11,0.586,0.467,0.296,0.076,0.148,0.362,0.342,0.481,0.22,0.241
EOS-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T08:51:33.275910Z,11,0.754,0.525,0.464,0.179,0.104,0.484,0.326,0.25,0.19,0.213
EOS-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T10:22:47.685555Z,11,0.63,0.461,0.5,0.169,0.054,0.488,0.397,0.5,0.153,0.125
EOS-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T12:50:58.397050Z,11,0.651,0.643,0.75,0.076,0.108,0.435,0.482,0.464,0.068,0.06
EOS-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T13:48:13.754519Z,11,0.659,0.52,0.5,0.148,0.138,0.511,0.467,0.571,0.135,0.102
EOS-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T14:49:14.549054Z,11,0.627,0.509,0.5,0.096,0.053,0.46,0.46,0.5,0.132,0.1
EOS-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T15:57:06.947921Z,11,0.666,0.456,0.393,0.164,0.056,0.484,0.499,0.536,0.154,0.061
EOS-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T16:52:12.544876Z,11,0.701,0.56,0.5,0.129,0.053,0.548,0.542,0.643,0.101,0.105
EOS-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T17:45:52.097235Z,11,0.433,0.325,0.667,0.276,0.334,0.674,0.786,0.667,0.174,0.185
EOS-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T18:50:44.354368Z,11,0.63,0.495,0.5,0.113,0.009,0.478,0.52,0.643,0.077,0.121
EOS-USD-predict-ensamble-gakknn-MEF.csv,2020-11-18T20:56:24.465725Z,10,0.607,0.439,0.536,0.204,0.124,0.542,0.461,0.464,0.136,0.059
EOS-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T09:16:44.191498Z,9,0.641,0.455,0.607,0.224,0.179,0.575,0.699,0.821,0.155,0.149
EOS-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T10:41:36.326500Z,9,0.635,0.493,0.464,0.108,0.027,0.451,0.452,0.536,0.098,0.073
EOS-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T13:39:30.120706Z,9,0.559,0.563,0.607,0.131,0.039,0.494,0.359,0.321,0.143,0.064
EOS-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T15:34:21.296218Z,9,0.63,0.46,0.464,0.147,0.058,0.456,0.436,0.321,0.224,0.123
EOS-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T17:58:12.941109Z,9,0.668,0.583,0.571,0.095,0.057,0.417,0.295,0.357,0.229,0.116
EOS-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T20:02:00.570456Z,9,0.608,0.483,0.5,0.112,0.044,0.423,0.464,0.571,0.082,0.094
EOS-USD-predict-ensamble-gakknn-MEM.csv,2020-11-19T20:57:35.835133Z,9,0.652,0.558,0.429,0.094,0.114,0.477,0.404,0.429,0.112,0.094
EOS-USD-predict-ensamble-gakknn-MEN.csv,2020-11-20T08:40:21.639497Z,8,0.62,0.564,0.607,0.117,0.069,0.499,0.517,0.536,0.106,0.075
EOS-USD-predict-ensamble-gakknn-MEO.csv,2020-11-20T10:51:00.110999Z,8,0.652,0.549,0.5,0.091,0.058,0.379,0.351,0.429,0.183,0.086
EOS-USD-predict-ensamble-gakknn-MEP.csv,2020-11-20T14:00:50.135590Z,8,0.69,0.595,0.571,0.077,0.033,0.319,0.246,0.571,0.243,0.287
EOS-USD-predict-ensamble-gakknn-MF.csv,2020-11-20T16:11:30.620496Z,8,0.673,0.44,0.464,0.213,0.107,0.522,0.411,0.25,0.067,0.14
EOS-USD-predict-ensamble-gakknn-MFA.csv,2020-11-20T17:39:43.429761Z,8,0.756,0.582,0.464,0.123,0.138,0.514,0.309,0.179,0.183,0.181
EOS-USD-predict-ensamble-gakknn-MFB.csv,2020-11-20T19:24:26.381751Z,8,0.62,0.574,0.607,0.101,0.051,0.532,0.475,0.25,0.2,0.249
EOS-USD-predict-ensamble-gakknn-MFC.csv,2020-11-20T22:05:02.843177Z,8,0.673,0.459,0.393,0.154,0.071,0.489,0.433,0.25,0.113,0.16
EOS-USD-predict-ensamble-gakknn-MFD.csv,2020-11-21T14:16:39.343118Z,7,0.706,0.49,0.357,0.142,0.145,0.522,0.379,0.214,0.116,0.177
EOS-USD-predict-ensamble-gakknn-MFE.csv,2020-11-21T19:56:17.440009Z,7,0.667,0.46,0.429,0.187,0.028,0.536,0.386,0.143,0.188,0.223
EOS-USD-predict-ensamble-gakknn-MFF.csv,2020-11-22T09:51:29.441007Z,6,0.645,0.46,0.429,0.185,0.063,0.505,0.528,0.571,0.108,0.144
EOS-USD-predict-ensamble-gakknn-MFG.csv,2020-11-22T12:28:35.512194Z,6,0.613,0.348,0.321,0.212,0.023,0.571,0.526,0.393,0.111,0.182
EOS-USD-predict-ensamble-gakknn-MFH.csv,2020-11-22T15:40:31.366194Z,6,0.613,0.484,0.536,0.199,0.073,0.602,0.662,0.679,0.14,0.154
EOS-USD-predict-ensamble-gakknn-MFI.csv,2020-11-22T18:01:19.355438Z,6,0.69,0.505,0.464,0.144,0.036,0.438,0.279,0.25,0.209,0.129
EOS-USD-predict-ensamble-gakknn-MFJ.csv,2020-11-22T19:45:18.049990Z,6,0.689,0.528,0.536,0.134,0.025,0.483,0.485,0.536,0.115,0.085
EOS-USD-predict-ensamble-gakknn-MFK.csv,2020-11-22T21:26:44.292938Z,6,0.711,0.492,0.429,0.16,0.06,0.494,0.357,0.286,0.101,0.085
EOS-USD-predict-ensamble-gakknn-MFL.csv,2020-11-23T09:12:33.584759Z,5,0.706,0.538,0.464,0.138,0.069,0.532,0.49,0.321,0.144,0.146
EOS-USD-predict-ensamble-gakknn-MFM.csv,2020-11-23T10:42:03.697897Z,5,0.733,0.541,0.571,0.178,0.079,0.526,0.423,0.286,0.128,0.119
EOS-USD-predict-ensamble-gakknn-MFN.csv,2020-11-23T12:21:48.153724Z,5,0.711,0.55,0.536,0.134,0.016,0.494,0.364,0.107,0.114,0.226
EOS-USD-predict-ensamble-gakknn-MFO.csv,2020-11-23T14:23:28.353152Z,5,0.739,0.594,0.5,0.124,0.101,0.465,0.324,0.286,0.174,0.083
EOS-USD-predict-ensamble-gakknn-MFP.csv,2020-11-23T15:30:46.576719Z,5,0.663,0.463,0.5,0.2,0.126,0.521,0.62,0.714,0.08,0.091
EOS-USD-predict-ensamble-gakknn-MFQ.csv,2020-11-23T16:38:49.399033Z,5,0.674,0.495,0.5,0.16,0.074,0.532,0.394,0,0.193,0.341
EOS-USD-predict-ensamble-gakknn-MFR.csv,2020-11-23T18:28:08.535176Z,5,0.755,0.627,0.571,0.134,0.1,0.527,0.493,0.429,0.095,0.056
EOS-USD-predict-ensamble-gakknn-MFS.csv,2020-11-23T20:28:47.367186Z,5,0.679,0.495,0.5,0.17,0.009,0.439,0.353,0.143,0.148,0.191
EOS-USD-predict-ensamble-gakknn-MFT.csv,2020-11-24T11:27:39.781281Z,4,0.722,0.571,0.5,0.114,0.062,0.46,0.163,0,0.237,0.161
EOS-USD-predict-ensamble-gakknn-MFU.csv,2020-11-24T14:14:16.393821Z,4,0.667,0.447,0.357,0.158,0.081,0.537,0.423,0.286,0.138,0.119
EOS-USD-predict-ensamble-gakknn-MFV.csv,2020-11-24T16:05:15.520069Z,4,0.646,0.52,0.643,0.167,0.121,0.592,0.558,0.429,0.109,0.125
EOS-USD-predict-ensamble-gakknn-MFW.csv,2020-11-24T18:00:20.092672Z,4,0.651,0.449,0.429,0.174,0.031,0.565,0.529,0.143,0.144,0.334
EOS-USD-predict-ensamble-gakknn-MFX.csv,2020-11-24T19:45:46.771400Z,4,0.673,0.45,0.464,0.191,0.016,0.554,0.4,0.179,0.141,0.247
EOS-USD-predict-ensamble-gakknn-MFY.csv,2020-11-24T21:49:19.435523Z,4,0.689,0.539,0.571,0.151,0.094,0.525,0.45,0.5,0.199,0.101
EOS-USD-predict-ensamble-gakknn-MFZ.csv,2020-11-25T09:09:41.342890Z,3,0.662,0.461,0.5,0.19,0.054,0.564,0.522,0.357,0.158,0.177
EOS-USD-predict-ensamble-gakknn-MG.csv,2020-11-25T11:36:49.111833Z,3,0.63,0.484,0.5,0.121,0.017,0.532,0.506,0.5,0.126,0.058
EOS-USD-predict-ensamble-gakknn-MGA.csv,2020-11-25T13:26:14.688166Z,3,0.668,0.574,0.607,0.099,0.03,0.493,0.485,0.607,0.137,0.189
EOS-USD-predict-ensamble-gakknn-MH.csv,2020-11-25T15:29:29.112512Z,3,0.647,0.483,0.464,0.136,0.018,0.506,0.457,0.321,0.124,0.118
EOS-USD-predict-ensamble-gakknn-MHA.csv,2020-11-25T17:16:39.809742Z,3,0.696,0.552,0.571,0.152,0.125,0.51,0.437,0.429,0.134,0.075
EOS-USD-predict-ensamble-gakknn-MHB.csv,2020-11-25T19:12:39.023544Z,3,0.614,0.441,0.5,0.178,0.076,0.526,0.482,0.429,0.178,0.074
EOS-USD-predict-ensamble-gakknn-MI.csv,2020-11-25T21:29:05.109320Z,3,0.635,0.56,0.536,0.102,0.076,0.495,0.451,0.464,0.092,0.09
EOS-USD-predict-ensamble-gakknn-MIA.csv,2020-11-26T08:36:58.669940Z,2,0.646,0.538,0.5,0.087,0.034,0.505,0.559,0.5,0.13,0.076
EOS-USD-predict-ensamble-gakknn-MIB.csv,2020-11-26T10:10:18.702504Z,2,0.559,0.416,0.464,0.151,0.072,0.494,0.484,0.536,0.095,0.101
EOS-USD-predict-ensamble-gakknn-MIBA.csv,2020-11-26T21:47:51.013225Z,2,0.651,0.534,0.357,0.124,0.154,0.521,0.496,0.571,0.105,0.087
EOS-USD-predict-ensamble-gakknn-MIC.csv,2020-11-26T12:25:42.588532Z,2,0.608,0.63,0.679,0.08,0.057,0.467,0.472,0.464,0.06,0.057
EOS-USD-predict-ensamble-gakknn-MICA.csv,2020-11-26T14:09:46.563608Z,2,0.548,0.427,0.429,0.128,0.026,0.505,0.606,0.571,0.131,0.032
EOS-USD-predict-ensamble-gakknn-MICB.csv,2020-11-26T15:28:22.262384Z,2,0.701,0.414,0.286,0.207,0.191,0.494,0.442,0.571,0.137,0.114
EOS-USD-predict-ensamble-gakknn-MICC.csv,2020-11-26T17:12:30.234807Z,2,0.69,0.583,0.5,0.1,0.13,0.538,0.562,0.571,0.052,0.012
EOS-USD-predict-ensamble-gakknn-MICD.csv,2020-11-26T18:50:32.085832Z,2,0.63,0.542,0.643,0.134,0.105,0.532,0.538,0.5,0.062,0.041
EOS-USD-predict-ensamble-gakknn-MICE.csv,2020-11-26T20:14:20.932204Z,2,0.667,0.494,0.536,0.182,0.113,0.505,0.494,0.464,0.125,0.036
EOS-USD-predict-ensamble-gakknn-MID.csv,2020-11-27T08:43:11.057984Z,1,0.69,0.583,0.536,0.113,0.041,0.506,0.473,0.464,0.084,0.09
EOS-USD-predict-ensamble-gakknn-MIDA.csv,2020-11-27T10:20:16.206880Z,1,0.7,0.618,0.643,0.124,0.107,0.483,0.462,0.5,0.096,0.041
EOS-USD-predict-ensamble-gakknn-MIDB.csv,2020-11-27T11:40:47.749022Z,1,0.683,0.517,0.536,0.158,0.075,0.488,0.498,0.607,0.181,0.13
EOS-USD-predict-ensamble-gakknn-MIDC.csv,2020-11-27T12:59:32.992507Z,1,0.657,0.515,0.464,0.127,0.045,0.429,0.415,0.75,0.186,0.313
EOS-USD-predict-ensamble-gakknn-MIDD.csv,2020-11-27T14:22:30.575603Z,1,0.68,0.559,0.464,0.092,0.086,0.537,0.567,0.75,0.084,0.159
EOS-USD-predict-ensamble-gakknn-MIF.csv,2020-11-27T16:58:07.820311Z,1,0.685,0.572,0.536,0.082,0.033,0.488,0.442,0.607,0.137,0.155
EOS-USD-predict-ensamble-gakknn-MIFA.csv,2020-11-27T20:02:58.542327Z,1,0.651,0.386,0.179,0.142,0.201,0.543,0.507,0.536,0.065,0.027
EOS-USD-predict-ensamble-gakknn-MIFB.csv,2020-11-27T22:52:54.178296Z,1,0.641,0.485,0.5,0.161,0.123,0.511,0.461,0.5,0.126,0.082
EOS-USD-predict-ensamble-gakknn-MIG.csv,2020-11-28T09:59:42.970381Z,0,0.575,0.497,0.643,0.158,0.156,0.51,0.52,0.643,0.092,0.109
EOS-USD-predict-ensamble-gakknn-MIGA.csv,2020-11-28T12:59:57.285726Z,0,0.656,0.529,0.571,0.153,0.055,0.494,0.436,0.357,0.063,0.08
EOS-USD-predict-ensamble.csv,2020-11-03T17:05:11.891124Z,25,0.528,0.477,0.286,0.147,0.171,0.308,0.278,0.214,0.131,0.153
EOS-USD-predict-glmLDA-ensamble.csv,2020-10-29T09:27:02.056566Z,30,0.484,0.434,0.321,0.101,0.113,0.395,0.413,0.321,0.18,0.098
EOS-USD-predict-glmLDAA-ensamble.csv,2020-10-30T08:06:55.221156Z,29,0.523,0.47,0.393,0.093,0.071,0.444,0.445,0.321,0.177,0.13
EOS-USD-predict-glmLDAB-ensamble.csv,2020-10-30T09:11:48.630918Z,29,0.522,0.468,0.321,0.072,0.127,0.422,0.424,0.321,0.169,0.098
EOS-USD-predict-glmLDB-ensamble.csv,2020-10-29T14:31:04.738392Z,30,0.49,0.482,0.429,0.099,0.047,0.488,0.497,0.214,0.192,0.248
EOS-USD-predict-glmLDC-ensamble.csv,2020-10-29T15:41:09.855418Z,30,0.555,0.524,0.393,0.126,0.116,0.347,0.347,0.321,0.132,0.035
EOS-USD-predict-glmLDD-ensamble.csv,2020-11-03T17:06:40.080751Z,25,0.561,0.49,0.357,0.194,0.145,0.429,0.425,0.357,0.103,0.064
EOS-USD-predict-glmLDG-ensamble.csv,2020-11-04T08:58:16.128532Z,24,0.571,0.479,0.321,0.033,0.137,0.482,0.475,0.25,0.224,0.27
EOS-USD-predict-kknnLDAC-ensamble.csv,2020-11-01T08:04:34.643782Z,27,0.593,0.511,0.286,0.076,0.195,0.462,0.492,0.429,0.11,0.079
EOS-USD-predict-kknnLDAD-ensamble.csv,2020-11-01T12:02:04.449896Z,27,0.582,0.48,0.357,0.137,0.121,0.525,0.476,0.357,0.232,0.32
EOS-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T13:26:22.766768Z,25,0.565,0.469,0.393,0.1,0.078,0.487,0.49,0.393,0.202,0.191
EOS-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T13:17:07.621687Z,27,0.565,0.492,0.393,0.138,0.086,0.434,0.446,0.393,0.134,0.179
EOS-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T15:15:24.445435Z,25,0.587,0.56,0.5,0.089,0.057,0.456,0.537,0.5,0.108,0.095
EOS-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:39:09.095269Z,25,0.538,0.516,0.536,0.142,0.108,0.428,0.469,0.393,0.102,0.099
EOS-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:15:39.529724Z,24,0.603,0.606,0.571,0.048,0.032,0.45,0.444,0.286,0.099,0.184
EOS-USD-predict-kknnLDC-ensamble.csv,2020-11-04T16:58:40.785533Z,24,0.653,0.567,0.357,0.057,0.184,0.423,0.413,0.357,0.106,0.118
EOS-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:18:36.556625Z,23,0.565,0.516,0.5,0.085,0.028,0.304,0.362,0.429,0.1,0.091
EOS-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T15:08:45.245619Z,22,0.636,0.642,0.714,0.046,0.063,0.45,0.463,0.571,0.069,0.103
EOS-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:04:48.518225Z,22,0.609,0.574,0.607,0.123,0.051,0.477,0.373,0.464,0.147,0.084
EOS-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:34:29.813884Z,22,0.539,0.495,0.536,0.16,0.054,0.494,0.455,0.607,0.162,0.159
EOS-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:36:12.667198Z,22,0.549,0.495,0.5,0.146,0.009,0.43,0.471,0.5,0.151,0.126
EOS-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:19:20.332801Z,22,0.581,0.548,0.5,0.098,0.084,0.463,0.529,0.5,0.112,0.126
EOS-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T11:58:43.931196Z,21,0.57,0.554,0.714,0.135,0.175,0.56,0.55,0.5,0.091,0.101
EOS-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:46:07.155810Z,22,0.55,0.529,0.536,0.155,0.042,0.44,0.435,0.321,0.058,0.101
EOS-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:06:13.312649Z,21,0.62,0.583,0.536,0.103,0.049,0.445,0.404,0.393,0.147,0.014
EOS-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:51:07.167413Z,21,0.565,0.501,0.357,0.121,0.131,0.445,0.392,0.357,0.07,0.052
EOS-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T07:57:48.960252Z,20,0.615,0.592,0.464,0.133,0.111,0.473,0.417,0.464,0.148,0.056
EOS-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T09:46:25.642648Z,20,0.587,0.502,0.393,0.109,0.098,0.467,0.46,0.393,0.107,0.094
EOS-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T10:53:27.230425Z,20,0.543,0.54,0.607,0.135,0.094,0.434,0.361,0.393,0.107,0.061
EOS-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T11:26:53.858787Z,20,0.608,0.572,0.536,0.102,0.039,0.478,0.46,0.393,0.092,0.121
EOS-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:10:26.634042Z,20,0.527,0.483,0.5,0.189,0.076,0.429,0.394,0.429,0.101,0.032
EOS-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:39:54.964566Z,20,0.588,0.538,0.5,0.171,0.034,0.477,0.517,0.571,0.141,0.163
EOS-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:31:20.292223Z,19,0.603,0.583,0.536,0.054,0.041,0.408,0.586,0.679,0.121,0.089
EOS-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:49:39.362114Z,19,0.571,0.569,0.464,0.136,0.127,0.418,0.437,0.393,0.09,0.056
EOS-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:27:04.609015Z,19,0.604,0.66,0.536,0.157,0.108,0.342,0.369,0.321,0.085,0.049
EOS-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:04:39.964009Z,19,0.582,0.592,0.5,0.123,0.089,0.386,0.438,0.429,0.068,0.012
EOS-USD-predict-kknnLDJK-ensamble.csv,2020-11-10T07:57:57.872539Z,18,0.609,0.593,0.5,0.062,0.081,0.445,0.388,0.214,0.092,0.151
EOS-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:29:29.221828Z,20,0.592,0.47,0.429,0.132,0.044,0.482,0.585,0.643,0.126,0.132
EOS-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:15:36.636472Z,20,0.592,0.517,0.5,0.103,0.044,0.505,0.43,0.5,0.188,0.15
EOS-USD-predict-kknnLDM-ensamble.csv,2020-11-08T17:58:35.938297Z,20,0.62,0.487,0.429,0.141,0.071,0.437,0.294,0.214,0.109,0.069
EOS-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:06:53.729810Z,19,0.581,0.512,0.393,0.127,0.148,0.494,0.423,0.25,0.14,0.194
EOS-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:27:28.508978Z,19,0.581,0.516,0.5,0.13,0.059,0.45,0.4,0.286,0.131,0.185
EOS-USD-predict-kknnLDP-ensamble.csv,2020-11-10T12:15:13.869803Z,18,0.588,0.525,0.393,0.162,0.137,0.425,0.281,0.25,0.139,0.075
EOS-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:00:14.695418Z,18,0.723,0.613,0.429,0.116,0.162,0.386,0.393,0.357,0.113,0.038
EOS-USD-predict-kknnLDQA-ensamble.csv,2020-11-10T19:07:06.955472Z,18,0.527,0.466,0.643,0.161,0.155,0.366,0.526,0.357,0.243,0.267
EOS-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:23:28.585076Z,17,0.594,0.632,0.679,0.165,0.101,0.484,0.426,0.393,0.059,0.037
EOS-USD-predict-xgblinearLN-ensamble.csv,2020-10-26T13:30:49.549341Z,33,0.658,0.615,0.5,0.051,0.099,0.276,0.076,0,0.18,0.068
LINK-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T08:37:55.996884Z,14,0.636,0.555,0.679,0.138,0.151,0.565,0.557,0.75,0.176,0.183
LINK-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:00:36.740305Z,14,0.586,0.553,0.643,0.102,0.098,0.567,0.485,0.714,0.205,0.237
LINK-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T20:43:13.561530Z,14,0.663,0.584,0.667,0.11,0.093,0.527,0.47,0.519,0.146,0.161
LINK-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T21:51:19.552623Z,14,0.678,0.555,0.714,0.18,0.144,0.608,0.578,0.786,0.147,0.21
LINK-USD-predict-ensamble-gakknn-MAD.csv,2020-11-14T22:35:17.660219Z,14,0.583,0.451,0.536,0.202,0.105,0.557,0.357,0.25,0.146,0.108
LINK-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T10:14:39.457597Z,13,0.503,0.472,0.565,0.105,0.122,0.543,0.5,0.391,0.222,0.118
