PredictFile,Created,ProdDays,Acc6m,Acc3m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev1m,PrevSD6m,PrevSD3m
BNB-USD-predict-ensamble-gakknn-MFO.csv,2020-11-23T13:47:03.809720Z,5,0.717,0.447,0.357,0.186,0.078,0.65,0.548,0.5,0.2,0.144
BNB-USD-predict-ensamble-gakknn-MFP.csv,2020-11-23T15:22:37.352840Z,5,0.679,0.45,0.464,0.195,0.058,0.591,0.483,0.464,0.159,0.018
BNB-USD-predict-ensamble-gakknn-MFQ.csv,2020-11-23T16:10:51.123609Z,5,0.673,0.53,0.607,0.149,0.067,0.509,0.312,0.25,0.198,0.069
BNB-USD-predict-ensamble-gakknn-MFR.csv,2020-11-23T17:57:55.351347Z,5,0.7,0.518,0.571,0.175,0.074,0.559,0.457,0.357,0.142,0.114
BNB-USD-predict-ensamble-gakknn-MFS.csv,2020-11-23T19:58:22.120956Z,5,0.662,0.497,0.607,0.179,0.104,0.587,0.527,0.464,0.088,0.068
BNB-USD-predict-ensamble-gakknn-MFT.csv,2020-11-24T11:02:35.825220Z,4,0.667,0.403,0.357,0.206,0.071,0.524,0.318,0.143,0.274,0.34
BNB-USD-predict-ensamble-gakknn-MFU.csv,2020-11-24T13:48:16.991598Z,4,0.668,0.538,0.464,0.106,0.087,0.524,0.526,0.536,0.234,0.221
BNB-USD-predict-ensamble-gakknn-MFV.csv,2020-11-24T15:34:13.525156Z,4,0.685,0.598,0.679,0.129,0.074,0.52,0.519,0.607,0.149,0.077
BNB-USD-predict-ensamble-gakknn-MFW.csv,2020-11-24T17:25:51.898678Z,4,0.733,0.571,0.5,0.118,0.062,0.569,0.421,0.214,0.16,0.179
BNB-USD-predict-ensamble-gakknn-MFX.csv,2020-11-24T19:18:34.327256Z,4,0.654,0.456,0.5,0.186,0.107,0.551,0.498,0.429,0.102,0.06
BNB-USD-predict-ensamble-gakknn-MFY.csv,2020-11-24T21:07:20.085336Z,4,0.701,0.575,0.607,0.132,0.08,0.678,0.603,0.464,0.181,0.123
BNB-USD-predict-ensamble-gakknn-MFZ.csv,2020-11-25T08:34:00.961469Z,3,0.739,0.549,0.464,0.131,0.105,0.575,0.493,0.464,0.109,0.048
BNB-USD-predict-ensamble-gakknn-MG.csv,2020-11-25T11:09:16.243982Z,3,0.615,0.45,0.429,0.144,0.108,0.57,0.504,0.429,0.108,0.07
BNB-USD-predict-ensamble-gakknn-MGA.csv,2020-11-25T12:58:04.955086Z,3,0.608,0.464,0.571,0.163,0.096,0.565,0.469,0.357,0.064,0.099
BNB-USD-predict-ensamble-gakknn-MH.csv,2020-11-25T15:00:26.590506Z,3,0.62,0.538,0.464,0.068,0.087,0.511,0.549,0.464,0.161,0.131
BNB-USD-predict-ensamble-gakknn-MHA.csv,2020-11-25T16:49:02.632632Z,3,0.619,0.349,0.357,0.225,0.055,0.586,0.631,0.714,0.071,0.091
BNB-USD-predict-ensamble-gakknn-MHB.csv,2020-11-25T18:43:17.307651Z,3,0.608,0.395,0.393,0.213,0.138,0.542,0.652,0.679,0.212,0.045
BNB-USD-predict-ensamble-gakknn-MI.csv,2020-11-25T21:01:54.119378Z,3,0.609,0.573,0.536,0.057,0.082,0.51,0.479,0.75,0.153,0.235
BNB-USD-predict-ensamble-gakknn-MIA.csv,2020-11-26T08:12:17.849735Z,2,0.603,0.517,0.5,0.105,0.044,0.558,0.528,0.571,0.137,0.144
BNB-USD-predict-ensamble-gakknn-MIB.csv,2020-11-26T09:41:07.287930Z,2,0.631,0.483,0.464,0.137,0.044,0.63,0.624,0.464,0.081,0.144
BNB-USD-predict-ensamble-gakknn-MIBA.csv,2020-11-26T21:19:13.223891Z,2,0.631,0.507,0.536,0.136,0.078,0.543,0.585,0.607,0.108,0.021
BNB-USD-predict-ensamble-gakknn-MIC.csv,2020-11-26T11:58:00.748063Z,2,0.642,0.597,0.643,0.1,0.071,0.554,0.562,0.571,0.042,0.012
BNB-USD-predict-ensamble-gakknn-MICA.csv,2020-11-26T13:44:54.977172Z,2,0.635,0.505,0.5,0.146,0.041,0.527,0.541,0.571,0.087,0.079
BNB-USD-predict-ensamble-gakknn-MICB.csv,2020-11-26T15:06:18.134520Z,2,0.674,0.596,0.607,0.075,0.044,0.542,0.427,0.393,0.203,0.126
BNB-USD-predict-ensamble-gakknn-MICC.csv,2020-11-26T16:47:27.809916Z,2,0.656,0.516,0.5,0.161,0.028,0.625,0.597,0.643,0.079,0.071
BNB-USD-predict-ensamble-gakknn-MICD.csv,2020-11-26T18:24:34.729539Z,2,0.667,0.53,0.607,0.181,0.088,0.57,0.586,0.679,0.087,0.089
BNB-USD-predict-ensamble-gakknn-MICE.csv,2020-11-26T19:49:40.957669Z,2,0.673,0.514,0.429,0.112,0.078,0.586,0.504,0.429,0.134,0.087
BNB-USD-predict-ensamble-gakknn-MID.csv,2020-11-27T08:17:31.425501Z,1,0.656,0.507,0.571,0.162,0.056,0.539,0.491,0.357,0.042,0.123
BNB-USD-predict-ensamble-gakknn-MIDA.csv,2020-11-27T09:54:08.893373Z,1,0.651,0.438,0.429,0.194,0.025,0.663,0.558,0.429,0.125,0.114
BNB-USD-predict-ensamble-gakknn-MIDB.csv,2020-11-27T11:22:23.465843Z,1,0.624,0.474,0.5,0.163,0.108,0.536,0.643,0.714,0.233,0.067
BNB-USD-predict-ensamble-gakknn-MIDC.csv,2020-11-27T12:33:56.326160Z,1,0.711,0.528,0.5,0.145,0.063,0.527,0.431,0.571,0.156,0.127
BNB-USD-predict-ensamble-gakknn-MIDD.csv,2020-11-27T13:57:29.306978Z,1,0.674,0.514,0.357,0.109,0.173,0.554,0.507,0.5,0.198,0.123
BNB-USD-predict-ensamble-gakknn-MIF.csv,2020-11-27T16:08:30.747092Z,1,0.598,0.461,0.464,0.112,0.04,0.62,0.629,0.607,0.087,0.063
BNB-USD-predict-ensamble-gakknn-MIFA.csv,2020-11-27T19:09:38.274784Z,1,0.657,0.515,0.429,0.089,0.075,0.626,0.64,0.571,0.076,0.11
BNB-USD-predict-ensamble-gakknn-MIFB.csv,2020-11-27T22:03:12.366311Z,1,0.749,0.553,0.607,0.193,0.117,0.565,0.52,0.607,0.102,0.117
BNB-USD-predict-ensamble-gakknn-MIG.csv,2020-11-28T09:04:32.414607Z,0,0.625,0.544,0.75,0.174,0.193,0.516,0.572,0.536,0.089,0.039
BNB-USD-predict-ensamble-gakknn-MIGA.csv,2020-11-28T12:10:43.659328Z,0,0.582,0.519,0.571,0.112,0.061,0.462,0.484,0.5,0.065,0.059
BNB-USD-predict-glmLDAB-ensamble.csv,2020-10-30T09:05:44.702002Z,29,0.533,0.483,0.429,0.095,0.102,0.455,0.448,0.429,0.135,0.061
BNB-USD-predict-glmLDF-ensamble.csv,2020-10-30T19:10:14.927863Z,29,0.49,0.495,0.464,0.11,0.094,0.443,0.441,0.607,0.207,0.214
BNB-USD-predict-glmLDG-ensamble.csv,2020-11-04T08:37:34.513117Z,24,0.555,0.468,0.321,0.028,0.129,0.575,0.477,0.321,0.129,0.182
BNB-USD-predict-kknnLDAA-ensamble.csv,2020-10-31T11:10:29.866060Z,28,0.588,0.553,0.607,0.129,0.088,0.434,0.473,0.536,0.154,0.068
BNB-USD-predict-kknnLDAB-ensamble.csv,2020-10-31T15:48:47.727261Z,28,0.646,0.487,0.643,0.232,0.141,0.506,0.425,0.357,0.06,0.072
BNB-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T13:12:25.032581Z,25,0.549,0.529,0.571,0.09,0.055,0.515,0.542,0.643,0.136,0.091
BNB-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T13:01:23.826307Z,27,0.554,0.54,0.571,0.106,0.063,0.39,0.369,0.357,0.154,0.109
BNB-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T15:02:09.823284Z,25,0.625,0.561,0.536,0.053,0.023,0.483,0.554,0.679,0.1,0.108
BNB-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:25:36.502835Z,25,0.593,0.564,0.643,0.091,0.073,0.428,0.418,0.5,0.111,0.072
BNB-USD-predict-kknnLDB-ensamble.csv,2020-11-04T13:36:23.826480Z,24,0.615,0.535,0.393,0.076,0.129,0.439,0.371,0.393,0.122,0.019
BNB-USD-predict-kknnLDC-ensamble.csv,2020-11-04T15:33:26.101354Z,24,0.63,0.548,0.5,0.085,0.113,0.456,0.475,0.571,0.095,0.092
BNB-USD-predict-kknnLDD-ensamble.csv,2020-11-05T13:43:18.490520Z,23,0.598,0.558,0.429,0.06,0.113,0.412,0.348,0.357,0.136,0.044
BNB-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T14:54:42.859979Z,22,0.641,0.606,0.571,0.102,0.032,0.564,0.53,0.571,0.123,0.068
BNB-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T16:57:43.250551Z,22,0.554,0.485,0.571,0.123,0.086,0.466,0.43,0.571,0.144,0.154
BNB-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T17:31:05.397269Z,22,0.619,0.54,0.571,0.093,0.028,0.586,0.643,0.714,0.104,0.085
BNB-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:09:37.726282Z,22,0.555,0.495,0.464,0.128,0.094,0.477,0.531,0.607,0.124,0.078
BNB-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:04:48.126969Z,22,0.576,0.504,0.464,0.095,0.067,0.522,0.603,0.464,0.143,0.12
BNB-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T11:52:23.108660Z,21,0.625,0.575,0.607,0.105,0.08,0.549,0.517,0.464,0.153,0.163
BNB-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:32:01.031691Z,22,0.642,0.594,0.536,0.09,0.051,0.412,0.265,0.107,0.132,0.143
BNB-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:02:31.805092Z,21,0.619,0.608,0.679,0.086,0.095,0.586,0.527,0.536,0.109,0.09
BNB-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:42:42.184546Z,21,0.619,0.616,0.571,0.132,0.055,0.554,0.608,0.643,0.053,0.032
BNB-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T07:52:19.406445Z,20,0.642,0.606,0.571,0.094,0.053,0.596,0.619,0.714,0.106,0.134
BNB-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T08:58:42.310179Z,20,0.592,0.608,0.679,0.064,0.073,0.526,0.435,0.321,0.133,0.101
BNB-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T10:47:29.368726Z,20,0.626,0.561,0.5,0.103,0.092,0.483,0.466,0.643,0.131,0.155
BNB-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T11:20:17.590281Z,20,0.608,0.524,0.393,0.073,0.126,0.564,0.491,0.393,0.114,0.112
BNB-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T12:58:51.272841Z,20,0.533,0.495,0.5,0.178,0.009,0.542,0.594,0.571,0.125,0.044
BNB-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:35:47.269615Z,20,0.576,0.507,0.571,0.097,0.056,0.521,0.545,0.786,0.139,0.228
BNB-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:27:20.691884Z,19,0.571,0.566,0.679,0.072,0.113,0.514,0.57,0.536,0.197,0.222
BNB-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:44:05.972765Z,19,0.55,0.584,0.571,0.122,0.015,0.45,0.532,0.643,0.117,0.112
BNB-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:20:46.694713Z,19,0.55,0.572,0.5,0.136,0.086,0.461,0.451,0.5,0.082,0.05
BNB-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T19:59:51.543059Z,19,0.555,0.562,0.571,0.144,0.012,0.521,0.573,0.571,0.124,0.007
BNB-USD-predict-kknnLDJK-ensamble.csv,2020-11-09T20:36:49.064997Z,19,0.598,0.494,0.464,0.094,0.063,0.554,0.574,0.607,0.085,0.03
BNB-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:23:46.133777Z,20,0.593,0.596,0.607,0.154,0.044,0.483,0.584,0.607,0.123,0.075
BNB-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:10:00.132605Z,20,0.641,0.627,0.536,0.055,0.084,0.544,0.51,0.607,0.099,0.136
BNB-USD-predict-kknnLDM-ensamble.csv,2020-11-08T17:52:56.479539Z,20,0.616,0.442,0.393,0.137,0.109,0.647,0.477,0.464,0.196,0.184
BNB-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:00:47.318504Z,19,0.582,0.559,0.464,0.114,0.086,0.462,0.463,0.464,0.186,0.172
BNB-USD-predict-kknnLDO-ensamble.csv,2020-11-09T12:38:05.870085Z,19,0.647,0.537,0.429,0.113,0.103,0.504,0.438,0.429,0.087,0.012
BNB-USD-predict-kknnLDP-ensamble.csv,2020-11-10T11:49:58.860981Z,18,0.674,0.651,0.571,0.083,0.129,0.62,0.482,0.429,0.148,0.052
BNB-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T16:53:12.078020Z,18,0.554,0.495,0.536,0.136,0.054,0.402,0.461,0.464,0.182,0.04
BNB-USD-predict-kknnLDQA-ensamble.csv,2020-11-10T18:55:34.365164Z,18,0.555,0.557,0.786,0.212,0.203,0.478,0.632,0.714,0.177,0.072
BNB-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:15:38.532408Z,17,0.653,0.548,0.429,0.113,0.119,0.544,0.52,0.571,0.136,0.178
BNB-USD-predict-xgblinearLN-ensamble.csv,2020-10-26T12:15:28.504822Z,33,0.668,0.525,0.393,0.073,0.114,0.428,0.313,0.25,0.195,0.055
BTC-USD-predict-ensamble-gakknn-MA.csv,2020-11-13T22:08:42.198219Z,15,0.657,0.473,0.5,0.167,0.025,0.559,0.515,0.464,0.109,0.045
BTC-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T19:50:35.401506Z,14,0.641,0.609,0.679,0.12,0.061,0.64,0.626,0.5,0.138,0.11
BTC-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T20:31:26.214486Z,14,0.565,0.44,0.5,0.173,0.053,0.565,0.573,0.536,0.11,0.082
BTC-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T21:39:21.429075Z,14,0.613,0.432,0.607,0.233,0.161,0.461,0.413,0.643,0.22,0.261
BTC-USD-predict-ensamble-gakknn-MAD.csv,2020-11-14T22:23:03.904274Z,14,0.595,0.541,0.607,0.107,0.062,0.612,0.515,0.429,0.062,0.086
BTC-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T10:03:49.668119Z,13,0.552,0.541,0.667,0.144,0.141,0.792,0.752,1,0.193,0.227
BTC-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T12:28:44.044569Z,13,0.603,0.429,0.429,0.188,0.138,0.495,0.361,0.321,0.163,0.19
BTC-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T13:51:05.974572Z,13,0.519,0.51,0.6,0.181,0.262,0.595,0.833,1,0.453,0.18
BTC-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T14:38:55.750625Z,13,0.581,0.508,0.607,0.132,0.086,0.57,0.488,0.643,0.149,0.145
BTC-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:17:42.838054Z,13,0.598,0.531,0.643,0.136,0.099,0.509,0.508,0.607,0.164,0.089
BTC-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T18:53:43.018566Z,13,0.607,0.518,0.607,0.142,0.16,0.575,0.649,0.571,0.178,0.071
BTC-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T19:37:59.387934Z,13,0.58,0.43,0.571,0.218,0.136,0.483,0.437,0.75,0.188,0.285
BTC-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T20:31:22.063586Z,13,0.571,0.475,0.536,0.128,0.104,0.484,0.66,0.857,0.272,0.294
BTC-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T21:41:54.574921Z,13,0.652,0.506,0.464,0.127,0.113,0.433,0.346,0.286,0.192,0.054
BTC-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T08:33:37.583787Z,12,0.599,0.509,0.571,0.177,0.134,0.456,0.396,0.464,0.138,0.12
BTC-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T09:43:16.079461Z,12,0.685,0.537,0.464,0.107,0.064,0.509,0.404,0.429,0.15,0.094
BTC-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T11:57:17.641834Z,12,0.668,0.551,0.571,0.13,0.019,0.603,0.572,0.536,0.08,0.033
BTC-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T13:22:07.018712Z,12,0.598,0.573,0.571,0.118,0.007,0.619,0.688,0.821,0.107,0.167
BTC-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T14:50:26.889671Z,12,0.74,0.547,0.357,0.114,0.206,0.511,0.48,0.321,0.116,0.156
BTC-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:13:48.735760Z,12,0.603,0.452,0.571,0.185,0.106,0.581,0.611,0.75,0.085,0.123
BTC-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:09:34.424520Z,12,0.389,0.454,0.25,0.175,0.208,0,0,0,0,0
BTC-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:20:06.009935Z,12,0.652,0.568,0.75,0.177,0.168,0.553,0.611,0.714,0.17,0.14
BTC-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T19:17:08.531018Z,12,0.656,0.629,0.704,0.093,0.099,0.748,0.753,0.815,0.145,0.056
BTC-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T20:35:42.609577Z,12,0.625,0.565,0.682,0.114,0.137,0.583,0.416,0.409,0.228,0.247
BTC-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T07:19:56.699467Z,11,0.575,0.465,0.571,0.165,0.128,0.553,0.486,0.536,0.171,0.114
BTC-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T08:36:16.066565Z,11,0.668,0.404,0.357,0.209,0.083,0.549,0.423,0.25,0.14,0.194
BTC-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T09:59:00.600460Z,11,0.606,0.44,0.321,0.113,0.108,0.567,0.346,0.071,0.106,0.238
BTC-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T12:39:35.608016Z,11,0.603,0.558,0.522,0.054,0.035,0.565,0.493,0.478,0.139,0.013
BTC-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T13:37:10.441794Z,11,0.666,0.629,0.643,0.097,0.057,0.624,0.616,0.679,0.071,0.073
BTC-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T14:38:30.665388Z,11,0.619,0.414,0.357,0.161,0.055,0.522,0.502,0.393,0.085,0.098
BTC-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T15:46:36.530768Z,11,0.548,0.457,0.5,0.131,0.047,0.527,0.466,0.636,0.21,0.17
BTC-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T16:42:05.791386Z,11,0.63,0.518,0.571,0.147,0.052,0.533,0.426,0.321,0.184,0.209
BTC-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T17:36:02.528479Z,11,0.472,0.546,0.75,0.25,0.246,0.516,0.605,0.5,0.213,0.144
BTC-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T18:37:03.415600Z,11,0.647,0.551,0.536,0.104,0.044,0.57,0.46,0.429,0.081,0.028
BTC-USD-predict-ensamble-gakknn-MEF.csv,2020-11-18T20:41:42.696176Z,10,0.669,0.606,0.607,0.146,0.039,0.516,0.519,0.643,0.084,0.14
BTC-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T08:59:36.068256Z,9,0.658,0.48,0.393,0.174,0.095,0.548,0.485,0.571,0.118,0.086
BTC-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T10:27:14.900879Z,9,0.614,0.57,0.464,0.103,0.092,0.537,0.433,0.286,0.084,0.147
BTC-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T13:28:54.054659Z,9,0.571,0.54,0.571,0.092,0.028,0.493,0.429,0.536,0.161,0.102
BTC-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T15:24:43.099259Z,9,0.581,0.461,0.5,0.146,0.054,0.495,0.399,0.536,0.16,0.181
BTC-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T17:50:14.479429Z,9,0.625,0.464,0.571,0.181,0.096,0.462,0.351,0.393,0.144,0.11
BTC-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T19:53:14.411483Z,9,0.641,0.536,0.429,0.083,0.096,0.564,0.469,0.393,0.096,0.099
BTC-USD-predict-ensamble-gakknn-MEM.csv,2020-11-19T20:49:47.604536Z,9,0.625,0.494,0.536,0.161,0.113,0.591,0.515,0.5,0.125,0.091
BTC-USD-predict-ensamble-gakknn-MEN.csv,2020-11-20T08:29:08.597321Z,8,0.608,0.46,0.429,0.122,0.036,0.555,0.483,0.464,0.14,0.075
BTC-USD-predict-ensamble-gakknn-MEO.csv,2020-11-20T10:16:50.897726Z,8,0.538,0.394,0.429,0.156,0.037,0.429,0.313,0.607,0.231,0.304
BTC-USD-predict-ensamble-gakknn-MEP.csv,2020-11-20T13:22:47.735556Z,8,0.576,0.452,0.536,0.185,0.076,0.501,0.448,0.357,0.123,0.108
BTC-USD-predict-ensamble-gakknn-MF.csv,2020-11-20T15:55:28.772283Z,8,0.705,0.537,0.5,0.173,0.126,0.663,0.558,0.393,0.078,0.155
BTC-USD-predict-ensamble-gakknn-MFA.csv,2020-11-20T17:23:34.864584Z,8,0.661,0.495,0.5,0.165,0.041,0.593,0.389,0.346,0.2,0.067
BTC-USD-predict-ensamble-gakknn-MFB.csv,2020-11-20T19:06:35.145546Z,8,0.668,0.53,0.542,0.147,0.026,0.637,0.699,0.75,0.075,0.103
BTC-USD-predict-ensamble-gakknn-MFC.csv,2020-11-20T21:48:30.774765Z,8,0.701,0.516,0.464,0.125,0.051,0.591,0.508,0.214,0.125,0.269
BTC-USD-predict-ensamble-gakknn-MFD.csv,2020-11-21T12:17:40.731937Z,7,0.75,0.549,0.464,0.142,0.131,0.564,0.521,0.286,0.134,0.216
BTC-USD-predict-ensamble-gakknn-MFE.csv,2020-11-21T19:17:21.347868Z,7,0.744,0.534,0.393,0.148,0.161,0.635,0.552,0.214,0.124,0.293
BTC-USD-predict-ensamble-gakknn-MFF.csv,2020-11-22T09:32:12.948924Z,6,0.706,0.65,0.607,0.103,0.053,0.585,0.6,0.429,0.162,0.237
BTC-USD-predict-ensamble-gakknn-MFG.csv,2020-11-22T12:07:57.438137Z,6,0.679,0.515,0.464,0.113,0.045,0.634,0.572,0.143,0.208,0.375
BTC-USD-predict-ensamble-gakknn-MFH.csv,2020-11-22T15:13:49.406314Z,6,0.695,0.513,0.393,0.128,0.111,0.596,0.559,0.5,0.117,0.132
BTC-USD-predict-ensamble-gakknn-MFI.csv,2020-11-22T17:40:31.276725Z,6,0.679,0.507,0.536,0.149,0.027,0.558,0.573,0.571,0.14,0.007
BTC-USD-predict-ensamble-gakknn-MFJ.csv,2020-11-22T19:23:44.792248Z,6,0.755,0.528,0.5,0.189,0.063,0.537,0.324,0.25,0.143,0.075
BTC-USD-predict-ensamble-gakknn-MFK.csv,2020-11-22T21:09:15.500627Z,6,0.734,0.433,0.214,0.169,0.21,0.624,0.475,0.179,0.101,0.257
BTC-USD-predict-ensamble-gakknn-MFL.csv,2020-11-23T08:54:04.493298Z,5,0.69,0.506,0.5,0.176,0.025,0.593,0.435,0.25,0.159,0.261
BTC-USD-predict-ensamble-gakknn-MFM.csv,2020-11-23T10:22:55.414119Z,5,0.766,0.558,0.429,0.133,0.113,0.602,0.558,0.393,0.169,0.155
BTC-USD-predict-ensamble-gakknn-MFN.csv,2020-11-23T12:02:53.908856Z,5,0.755,0.569,0.429,0.092,0.125,0.647,0.571,0.464,0.112,0.143
BTC-USD-predict-ensamble-gakknn-MFO.csv,2020-11-23T13:59:11.323829Z,5,0.761,0.515,0.429,0.164,0.075,0.607,0.506,0.179,0.137,0.302
BTC-USD-predict-ensamble-gakknn-MFP.csv,2020-11-23T15:25:26.054780Z,5,0.761,0.524,0.357,0.131,0.156,0.618,0.547,0.464,0.105,0.141
BTC-USD-predict-ensamble-gakknn-MFQ.csv,2020-11-23T16:19:32.186951Z,5,0.733,0.468,0.321,0.172,0.127,0.538,0.468,0.286,0.113,0.191
BTC-USD-predict-ensamble-gakknn-MFR.csv,2020-11-23T18:08:22.169696Z,5,0.696,0.481,0.393,0.158,0.077,0.532,0.394,0.429,0.139,0.037
BTC-USD-predict-ensamble-gakknn-MFS.csv,2020-11-23T20:08:15.861798Z,5,0.75,0.538,0.464,0.149,0.087,0.554,0.539,0.5,0.132,0.082
BTC-USD-predict-ensamble-gakknn-MFT.csv,2020-11-24T11:11:55.750572Z,4,0.683,0.573,0.607,0.145,0.126,0.643,0.685,0.643,0.107,0.071
BTC-USD-predict-ensamble-gakknn-MFU.csv,2020-11-24T13:57:20.403500Z,4,0.679,0.547,0.393,0.099,0.154,0.624,0.661,0.571,0.135,0.099
BTC-USD-predict-ensamble-gakknn-MFV.csv,2020-11-24T15:44:35.948489Z,4,0.712,0.518,0.571,0.225,0.052,0.603,0.58,0.393,0.11,0.173
BTC-USD-predict-ensamble-gakknn-MFW.csv,2020-11-24T17:37:53.749484Z,4,0.755,0.525,0.429,0.151,0.092,0.592,0.521,0.25,0.125,0.247
BTC-USD-predict-ensamble-gakknn-MFX.csv,2020-11-24T19:27:51.953104Z,4,0.701,0.436,0.357,0.196,0.073,0.516,0.461,0.393,0.172,0.213
BTC-USD-predict-ensamble-gakknn-MFY.csv,2020-11-24T21:22:39.748344Z,4,0.738,0.525,0.464,0.173,0.133,0.565,0.455,0.214,0.091,0.216
BTC-USD-predict-ensamble-gakknn-MFZ.csv,2020-11-25T08:46:16.529617Z,3,0.712,0.493,0.429,0.16,0.056,0.579,0.538,0.536,0.201,0.073
BTC-USD-predict-ensamble-gakknn-MG.csv,2020-11-25T11:18:10.718693Z,3,0.685,0.571,0.536,0.14,0.064,0.609,0.505,0.429,0.117,0.14
BTC-USD-predict-ensamble-gakknn-MGA.csv,2020-11-25T13:07:17.092936Z,3,0.641,0.495,0.536,0.129,0.036,0.663,0.65,0.571,0.077,0.081
BTC-USD-predict-ensamble-gakknn-MH.csv,2020-11-25T15:10:52.141608Z,3,0.739,0.56,0.5,0.143,0.057,0.587,0.651,0.607,0.103,0.101
BTC-USD-predict-ensamble-gakknn-MHA.csv,2020-11-25T16:58:48.822913Z,3,0.641,0.504,0.464,0.164,0.096,0.598,0.636,0.5,0.132,0.137
BTC-USD-predict-ensamble-gakknn-MHB.csv,2020-11-25T18:52:46.378471Z,3,0.625,0.473,0.536,0.171,0.092,0.571,0.583,0.5,0.097,0.104
BTC-USD-predict-ensamble-gakknn-MI.csv,2020-11-25T21:11:03.354039Z,3,0.69,0.537,0.464,0.123,0.064,0.516,0.585,0.571,0.114,0.109
BTC-USD-predict-ensamble-gakknn-MIA.csv,2020-11-26T08:20:41.462369Z,2,0.635,0.439,0.464,0.168,0.034,0.538,0.525,0.429,0.066,0.092
BTC-USD-predict-ensamble-gakknn-MIB.csv,2020-11-26T09:51:40.345833Z,2,0.657,0.515,0.464,0.14,0.085,0.657,0.671,0.571,0.085,0.087
BTC-USD-predict-ensamble-gakknn-MIBA.csv,2020-11-26T21:29:15.165626Z,2,0.696,0.515,0.464,0.143,0.06,0.608,0.584,0.571,0.101,0.025
