PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PA_a103,1,12,0.019,0.108,0.008,0.01,0.069,-0.16,0.285,0.445,0.821,0.779,0.031
CH_UR_a30,1,1365,0.004,0.056,0.001,0.002,0.043,-0.255,0.367,0.622,0.662,4.794,0.002
JN_JU_a72,1,71,0.006,0.075,0.003,0.007,0.062,-0.168,0.169,0.337,-0.115,-0.088,0.009
JN_PA_a103,1,76,0.003,0.044,-0.002,0.001,0.036,-0.128,0.11,0.238,0.313,0.65,0.005
JN_PL_a0,1,18,-0.025,0.049,-0.023,-0.022,0.037,-0.13,0.045,0.175,-0.5,-0.595,0.012
JU_PL_a72,1,66,0.003,0.032,0.009,0.003,0.036,-0.079,0.081,0.159,-0.152,-0.187,0.004
JU_SN_a103,1,20,-0.013,0.038,-0.012,-0.014,0.051,-0.08,0.055,0.135,0.085,-1.12,0.009
MA_CE_a60,1,44,-0.007,0.034,-0.01,-0.008,0.039,-0.08,0.068,0.149,0.067,-0.472,0.005
MA_NE_a150,1,26,-0.008,0.031,-0.016,-0.01,0.039,-0.059,0.054,0.113,0.288,-1.058,0.006
MA_SA_a72,1,42,0.008,0.053,0,0.004,0.042,-0.095,0.143,0.238,0.643,0.25,0.008
ME_SN_a72,1,54,-0.005,0.033,-0.005,-0.007,0.028,-0.063,0.129,0.192,1.158,3.58,0.004
ME_UR_a135,1,46,-0.015,0.044,-0.008,-0.009,0.035,-0.194,0.046,0.24,-1.792,4.366,0.007
MO_VE_a60,1,134,0.006,0.054,0.002,0.003,0.042,-0.16,0.367,0.527,2.093,13.636,0.005
NN_CH_a144,1,53,0.028,0.087,0.015,0.022,0.06,-0.122,0.367,0.489,1.151,2.676,0.012
NN_SN_a180,1,1901,0.003,0.052,0.001,0.002,0.04,-0.255,0.367,0.622,0.614,5.252,0.001
PA_CH_a36,1,51,-0.003,0.07,0,-0.005,0.058,-0.16,0.285,0.445,1.04,4.012,0.01
PA_PL_a103,1,82,-0.002,0.077,-0.001,-0.005,0.069,-0.194,0.331,0.524,0.799,3.087,0.009
PA_SN_a72,1,41,-0.005,0.071,-0.013,-0.006,0.063,-0.192,0.183,0.375,0.126,0.459,0.011
SA_CH_a90,1,63,0.001,0.054,-0.004,-0.004,0.059,-0.085,0.146,0.231,0.738,0.287,0.007
SA_PH_a0,1,48,0.024,0.089,0.008,0.018,0.056,-0.122,0.367,0.489,1.268,2.943,0.013
SA_UR_a120,1,95,0.006,0.05,0,0.002,0.049,-0.085,0.153,0.238,0.776,0.781,0.005
SN_CH_a36,1,53,0.028,0.087,0.015,0.022,0.06,-0.122,0.367,0.489,1.151,2.676,0.012
SU_MA_a36,1,53,0.005,0.052,0.003,0.004,0.052,-0.128,0.152,0.28,0.185,0.268,0.007
SU_NN_a90,1,44,0.011,0.044,0.007,0.008,0.034,-0.058,0.129,0.187,0.483,-0.259,0.007
SU_PH_a36,1,49,-0.001,0.038,0,-0.002,0.048,-0.091,0.081,0.172,0.114,-0.713,0.005
SU_SA_a36,1,49,-0.008,0.046,0,-0.005,0.041,-0.121,0.08,0.201,-0.567,-0.338,0.007
SU_SN_a90,1,44,0.011,0.044,0.007,0.008,0.034,-0.058,0.129,0.187,0.483,-0.259,0.007
UR_NE_a45,1,586,0.006,0.056,0.003,0.005,0.042,-0.255,0.331,0.586,0.342,3.73,0.002
UR_PH_a120,1,362,0.003,0.052,0.003,0.003,0.042,-0.255,0.152,0.407,-0.618,3.245,0.003
VE_JN_a72,1,40,0.008,0.056,0.004,0.003,0.058,-0.079,0.162,0.242,0.706,0.446,0.009
VE_JU_a0,1,21,-0.001,0.045,0,-0.003,0.044,-0.076,0.102,0.178,0.335,-0.615,0.01
VE_PL_a72,1,56,0.003,0.058,-0.001,0.003,0.059,-0.146,0.153,0.298,0.082,0.123,0.008
VE_SN_a103,1,43,0.002,0.038,0.006,0.002,0.046,-0.083,0.074,0.157,-0.067,-0.817,0.006
VS_CE_a72,1,2,-0.002,0.066,-0.002,-0.002,0.069,-0.048,0.045,0.093,0,-2.75,0.046
VS_NE_a135,1,18,0.001,0.038,0.001,0.003,0.026,-0.088,0.07,0.158,-0.304,0.087,0.009
VS_PH_a60,1,94,0.001,0.039,0.001,0.001,0.035,-0.119,0.099,0.218,-0.133,0.647,0.004
MO_JU_a60,1,141,0.003,0.055,0.003,0.004,0.044,-0.255,0.176,0.431,-0.781,3.917,0.005
MO_MA_a36,1,137,0.001,0.045,0,-0.001,0.037,-0.168,0.14,0.307,0.122,1.874,0.004
MO_SU_a72,1,136,0.001,0.042,-0.001,0,0.041,-0.098,0.16,0.258,0.431,0.773,0.004
MO_ME_a90,1,134,0.002,0.038,-0.002,0,0.036,-0.079,0.127,0.206,0.648,0.56,0.003
MO_UR_a135,1,139,-0.004,0.048,-0.002,-0.002,0.046,-0.158,0.152,0.31,-0.283,1.029,0.004
ME_PL_a36,1,68,-0.001,0.082,0.001,0.003,0.044,-0.255,0.367,0.622,0.335,6.601,0.01
MO_NE_a180,1,71,-0.01,0.046,-0.008,-0.007,0.043,-0.158,0.077,0.236,-0.67,0.807,0.006
ME_JN_a36,1,55,-0.02,0.058,-0.014,-0.017,0.05,-0.192,0.092,0.284,-0.572,0.277,0.008
ME_NE_a90,1,71,-0.002,0.079,-0.004,-0.005,0.051,-0.194,0.367,0.561,1.214,5.605,0.009
ME_CH_a103,1,42,0.011,0.067,0.003,0.004,0.03,-0.095,0.367,0.462,3.385,16.138,0.01
MO_MA_a30,1,138,0.006,0.049,0.005,0.006,0.043,-0.159,0.146,0.305,-0.027,0.89,0.004
MO_SA_a103,1,140,0.003,0.053,0,0.004,0.039,-0.194,0.129,0.323,-0.341,1.615,0.004
MO_VS_a45,1,139,0.006,0.054,0.003,0.006,0.038,-0.195,0.184,0.379,-0.217,3.12,0.005
JN_NN_a150,1,39,-0.004,0.044,0,-0.003,0.041,-0.117,0.092,0.209,-0.263,-0.208,0.007
JN_SN_a30,1,39,-0.004,0.044,0,-0.003,0.041,-0.117,0.092,0.209,-0.263,-0.208,0.007
MO_PH_a103,1,140,-0.008,0.051,-0.01,-0.009,0.046,-0.13,0.167,0.298,0.451,0.953,0.004
MO_CE_a30,1,143,0.005,0.059,-0.001,0.001,0.044,-0.158,0.331,0.489,1.424,6.429,0.005
MO_PA_a135,1,139,0.007,0.053,0.002,0.004,0.04,-0.123,0.358,0.481,2.151,12.859,0.004
MA_PH_a72,1,38,-0.023,0.047,-0.01,-0.02,0.037,-0.146,0.054,0.2,-0.755,-0.183,0.008
MO_JN_a120,1,140,0.008,0.05,0.003,0.007,0.042,-0.195,0.146,0.341,-0.308,2.262,0.004
MO_PL_a120,1,142,0.002,0.059,0,-0.001,0.038,-0.159,0.358,0.518,1.549,8.862,0.005
MO_NN_a30,1,142,-0.002,0.048,-0.003,-0.002,0.044,-0.158,0.136,0.295,-0.041,0.559,0.004
MO_SN_a150,1,142,-0.002,0.048,-0.003,-0.002,0.044,-0.158,0.136,0.295,-0.041,0.559,0.004
MO_UR_a144,1,140,-0.002,0.045,-0.001,0,0.038,-0.146,0.152,0.298,-0.332,1.605,0.004
MO_CE_a36,1,143,0.007,0.06,-0.001,0.002,0.046,-0.117,0.331,0.448,1.593,5.769,0.005
MO_SU_a60,1,137,0.009,0.054,0.006,0.006,0.039,-0.16,0.367,0.527,1.987,12.796,0.005
MO_JU_a45,1,140,0.003,0.048,0.003,0.001,0.04,-0.11,0.331,0.44,2.193,13.786,0.004
MO_VE_a45,1,130,0.001,0.048,0.003,0,0.042,-0.156,0.154,0.31,0.107,1.289,0.004
MO_VS_a36,1,139,0.009,0.048,0.004,0.007,0.037,-0.151,0.183,0.333,0.572,2.386,0.004
VS_CH_a144,1,25,0.008,0.038,0.012,0.008,0.033,-0.08,0.1,0.181,-0.065,0.091,0.008
MO_CH_a180,1,69,0.002,0.045,-0.001,0.001,0.037,-0.117,0.127,0.244,0.128,0.83,0.005
MO_PA_a144,1,139,0.007,0.055,0.002,0.004,0.041,-0.146,0.358,0.504,1.886,10.98,0.005
MO_NN_a36,1,143,0,0.046,0,0,0.049,-0.123,0.169,0.292,0.235,0.422,0.004
MO_SN_a144,1,143,0,0.046,0,0,0.049,-0.123,0.169,0.292,0.235,0.422,0.004
MO_UR_a150,1,141,0.003,0.044,0.002,0.003,0.036,-0.139,0.163,0.303,0.089,1.662,0.004
MO_SA_a90,1,142,0,0.053,0.001,0,0.04,-0.252,0.142,0.393,-0.592,3.411,0.004
VE_CH_a135,1,39,0.023,0.06,0.021,0.018,0.047,-0.063,0.177,0.241,0.915,0.252,0.01
MO_PH_a90,1,139,0,0.051,0,0.001,0.039,-0.16,0.152,0.312,-0.098,1.358,0.004
MO_VS_a30,1,140,0.01,0.047,0.004,0.008,0.041,-0.117,0.183,0.299,0.622,1.348,0.004
MO_ME_a72,1,133,0.006,0.064,-0.001,0.001,0.038,-0.16,0.367,0.527,2.358,12.369,0.006
MO_CE_a45,1,141,0.006,0.053,0.006,0.004,0.046,-0.122,0.169,0.291,0.467,0.76,0.004
ME_JU_a36,1,59,-0.009,0.078,-0.009,-0.011,0.04,-0.255,0.254,0.509,0.125,4.034,0.01
MO_JU_a36,1,138,-0.002,0.049,-0.001,-0.002,0.04,-0.195,0.183,0.377,0.013,2.441,0.004
MO_PA_a150,1,138,0.006,0.05,0.003,0.004,0.035,-0.168,0.16,0.328,0.202,2.46,0.004
MO_VE_a36,1,135,0.011,0.066,0.007,0.007,0.039,-0.156,0.358,0.515,1.588,6.935,0.006
VS_PA_a180,1,48,-0.001,0.033,0.002,-0.001,0.035,-0.08,0.061,0.141,-0.122,-0.67,0.005
JU_CH_a135,1,71,-0.006,0.042,-0.001,-0.003,0.045,-0.122,0.081,0.202,-0.524,-0.232,0.005
MO_NN_a45,1,140,-0.002,0.047,-0.006,-0.005,0.043,-0.114,0.169,0.284,0.69,1.425,0.004
MO_PL_a103,1,141,0.004,0.048,0.002,0.003,0.041,-0.151,0.14,0.29,0.17,0.956,0.004
MO_SN_a135,1,140,-0.002,0.047,-0.006,-0.005,0.043,-0.114,0.169,0.284,0.69,1.425,0.004
MO_JN_a103,1,141,0.003,0.048,-0.001,0.002,0.034,-0.159,0.331,0.49,1.918,13.953,0.004
ME_VS_a45,1,40,-0.017,0.052,-0.012,-0.016,0.051,-0.13,0.105,0.236,-0.04,-0.221,0.008
MO_JU_a30,1,141,0.003,0.049,0.003,0.003,0.043,-0.195,0.183,0.377,-0.141,2.548,0.004
MO_SU_a45,1,135,0.009,0.055,0.006,0.006,0.038,-0.1,0.358,0.459,2.131,11.341,0.005
MO_VE_a30,1,136,0.015,0.064,0.007,0.008,0.04,-0.109,0.358,0.468,1.99,7.321,0.005
MO_NE_a150,1,140,0.001,0.05,0.002,0,0.033,-0.168,0.254,0.422,0.58,4.978,0.004
MO_ME_a60,1,138,-0.001,0.048,-0.003,-0.001,0.04,-0.168,0.285,0.453,1.213,8.871,0.004
ME_CE_a120,1,112,0.013,0.057,0.007,0.009,0.04,-0.109,0.358,0.468,2.121,10.671,0.005
ME_MA_a60,1,48,-0.004,0.063,0,-0.002,0.041,-0.195,0.169,0.364,-0.318,1.685,0.009
MO_CE_a60,1,139,0.004,0.042,0.001,0.004,0.037,-0.114,0.125,0.239,0.062,0.327,0.004
MO_MA_a0,1,70,0.002,0.052,-0.002,-0.001,0.035,-0.117,0.177,0.294,0.829,2.207,0.006
MO_SA_a72,1,141,-0.005,0.061,-0.003,-0.006,0.037,-0.255,0.331,0.586,0.767,8.029,0.005
NN_PL_a150,1,116,0.015,0.068,0.003,0.008,0.05,-0.122,0.367,0.489,1.586,5.516,0.006
SN_PL_a30,1,116,0.015,0.068,0.003,0.008,0.05,-0.122,0.367,0.489,1.586,5.516,0.006
SU_CH_a120,1,45,-0.009,0.057,-0.004,-0.008,0.039,-0.194,0.146,0.34,-0.228,2.218,0.008
VE_SA_a45,1,45,-0.009,0.063,-0.007,-0.009,0.056,-0.158,0.184,0.343,0.239,1.048,0.009
VS_NN_a72,1,78,0.009,0.056,0.002,0.003,0.032,-0.08,0.358,0.439,3.29,17.157,0.006
MO_PH_a72,1,139,0.002,0.05,0,0,0.032,-0.195,0.285,0.479,0.901,8.053,0.004
VE_NE_a120,1,40,0.005,0.06,0.007,0.007,0.047,-0.159,0.143,0.302,-0.341,0.557,0.009
MO_SU_a36,1,134,0.009,0.049,0.003,0.006,0.041,-0.088,0.285,0.373,1.707,6.901,0.004
MO_NE_a144,1,139,-0.001,0.051,0,0.001,0.038,-0.252,0.116,0.368,-1.05,4.465,0.004
MO_PL_a90,1,142,-0.005,0.057,-0.001,-0.003,0.038,-0.252,0.142,0.393,-0.808,3.189,0.005
ME_PA_a135,1,20,0.013,0.043,0.018,0.016,0.028,-0.08,0.078,0.158,-0.654,-0.199,0.01
MO_JN_a90,1,139,0.007,0.04,0.002,0.006,0.037,-0.099,0.177,0.277,0.658,1.734,0.003
MO_NN_a60,1,141,0.001,0.058,-0.008,-0.003,0.034,-0.195,0.358,0.553,1.702,10.104,0.005
MO_SN_a120,1,142,0.001,0.058,-0.008,-0.003,0.033,-0.195,0.358,0.553,1.712,10.199,0.005
MO_SU_a30,1,135,0.007,0.046,0.003,0.005,0.042,-0.156,0.176,0.333,0.467,1.942,0.004
MO_CH_a150,1,137,-0.005,0.059,-0.002,-0.005,0.038,-0.252,0.331,0.582,0.508,8.537,0.005
MO_UR_a180,1,70,-0.002,0.07,0,-0.001,0.037,-0.252,0.331,0.582,0.595,7.673,0.008
MO_CE_a72,1,138,0.002,0.054,0.001,0.001,0.051,-0.195,0.165,0.36,0.031,1.265,0.005
MO_NE_a135,1,139,0.005,0.058,0.004,0.004,0.045,-0.252,0.331,0.582,0.671,8.384,0.005
MO_PH_a60,1,140,0.008,0.065,0.004,0.005,0.039,-0.252,0.367,0.619,1.548,11.164,0.005
MO_SA_a60,1,141,0,0.058,-0.004,-0.003,0.04,-0.139,0.367,0.506,2.456,13.737,0.005
SU_UR_a150,1,46,-0.018,0.042,-0.009,-0.013,0.03,-0.194,0.05,0.243,-1.942,5.418,0.006
VE_PH_a45,1,47,-0.007,0.043,0,-0.003,0.036,-0.159,0.068,0.227,-1.274,2.206,0.006
MO_ME_a45,1,135,0.001,0.047,0.004,0,0.043,-0.156,0.183,0.34,0.176,1.454,0.004
