PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_JU_a0,Ceres,Jupiter,Conjunction,6,3,9,0.67,0.33
CE_JU_a103,Ceres,Jupiter,BiSeptile,3,7,10,0.3,0.7
CE_JU_a120,Ceres,Jupiter,Trine,9,3,12,0.75,0.25
CE_JU_a135,Ceres,Jupiter,SesquiSquare,76,55,131,0.58,0.42
CE_JU_a144,Ceres,Jupiter,BiQuintile,15,11,26,0.58,0.42
CE_JU_a150,Ceres,Jupiter,Quincunx,14,11,25,0.56,0.44
CE_JU_a180,Ceres,Jupiter,Opposition,5,5,10,0.5,0.5
CE_JU_a30,Ceres,Jupiter,SemiSextile,11,9,20,0.55,0.45
CE_JU_a36,Ceres,Jupiter,SemiQuintile,35,45,80,0.44,0.56
CE_JU_a45,Ceres,Jupiter,SemiSquare,36,30,66,0.55,0.45
CE_JU_a60,Ceres,Jupiter,Sextile,8,14,22,0.36,0.64
CE_JU_a72,Ceres,Jupiter,Quintile,28,34,62,0.45,0.55
CE_JU_a90,Ceres,Jupiter,Square,5,5,10,0.5,0.5
CE_MA_a0,Ceres,Mars,Conjunction,4,6,10,0.4,0.6
CE_MA_a103,Ceres,Mars,BiSeptile,10,15,25,0.4,0.6
CE_MA_a120,Ceres,Mars,Trine,9,12,21,0.43,0.57
CE_MA_a135,Ceres,Mars,SesquiSquare,12,8,20,0.6,0.4
CE_MA_a144,Ceres,Mars,BiQuintile,13,8,21,0.62,0.38
CE_MA_a150,Ceres,Mars,Quincunx,9,11,20,0.45,0.55
CE_MA_a180,Ceres,Mars,Opposition,30,23,53,0.57,0.43
CE_MA_a30,Ceres,Mars,SemiSextile,40,32,72,0.56,0.44
CE_MA_a36,Ceres,Mars,SemiQuintile,13,7,20,0.65,0.35
CE_MA_a45,Ceres,Mars,SemiSquare,6,3,9,0.67,0.33
CE_MA_a60,Ceres,Mars,Sextile,3,7,10,0.3,0.7
CE_MA_a72,Ceres,Mars,Quintile,5,5,10,0.5,0.5
CE_MA_a90,Ceres,Mars,Square,36,51,87,0.41,0.59
CE_ME_a0,Ceres,Mercury,Conjunction,4,5,9,0.44,0.56
CE_ME_a103,Ceres,Mercury,BiSeptile,10,14,24,0.42,0.58
CE_ME_a120,Ceres,Mercury,Trine,10,12,22,0.45,0.55
CE_ME_a135,Ceres,Mercury,SesquiSquare,12,8,20,0.6,0.4
CE_ME_a144,Ceres,Mercury,BiQuintile,13,8,21,0.62,0.38
CE_ME_a150,Ceres,Mercury,Quincunx,10,12,22,0.45,0.55
CE_ME_a180,Ceres,Mercury,Opposition,30,23,53,0.57,0.43
CE_ME_a30,Ceres,Mercury,SemiSextile,40,30,70,0.57,0.43
CE_ME_a36,Ceres,Mercury,SemiQuintile,13,7,20,0.65,0.35
CE_ME_a45,Ceres,Mercury,SemiSquare,6,3,9,0.67,0.33
CE_ME_a60,Ceres,Mercury,Sextile,3,7,10,0.3,0.7
CE_ME_a72,Ceres,Mercury,Quintile,5,5,10,0.5,0.5
CE_ME_a90,Ceres,Mercury,Square,37,54,91,0.41,0.59
CE_MO_a0,Ceres,Moon,Conjunction,22,27,49,0.45,0.55
CE_MO_a103,Ceres,Moon,BiSeptile,17,5,22,0.77,0.23
CE_MO_a120,Ceres,Moon,Trine,43,37,80,0.54,0.46
CE_MO_a135,Ceres,Moon,SesquiSquare,11,11,22,0.5,0.5
CE_MO_a144,Ceres,Moon,BiQuintile,12,11,23,0.52,0.48
CE_MO_a150,Ceres,Moon,Quincunx,54,34,88,0.61,0.39
CE_MO_a180,Ceres,Moon,Opposition,7,3,10,0.7,0.3
CE_MO_a30,Ceres,Moon,SemiSextile,6,4,10,0.6,0.4
CE_MO_a36,Ceres,Moon,SemiQuintile,3,7,10,0.3,0.7
CE_MO_a45,Ceres,Moon,SemiSquare,4,5,9,0.44,0.56
CE_MO_a60,Ceres,Moon,Sextile,32,32,64,0.5,0.5
CE_MO_a72,Ceres,Moon,Quintile,18,6,24,0.75,0.25
CE_MO_a90,Ceres,Moon,Square,6,15,21,0.29,0.71
CE_NE_a0,Ceres,Neptune,Conjunction,45,25,70,0.64,0.36
CE_NE_a103,Ceres,Neptune,BiSeptile,22,28,50,0.44,0.56
CE_NE_a120,Ceres,Neptune,Trine,3,7,10,0.3,0.7
CE_NE_a135,Ceres,Neptune,SesquiSquare,4,5,9,0.44,0.56
CE_NE_a144,Ceres,Neptune,BiQuintile,47,43,90,0.52,0.48
CE_NE_a150,Ceres,Neptune,Quincunx,30,30,60,0.5,0.5
