PlanetsAspect,buy,sell,daysN,BuyDays%,SellDays%
JUNE_a103,8,10,18,0.44,0.56
JUNE_a120,40,46,86,0.47,0.53
JUNE_a135,10,3,13,0.77,0.23
JUNE_a45,12,7,19,0.63,0.37
JUNE_a60,63,49,112,0.56,0.44
JUNE_a72,10,9,19,0.53,0.47
JUNE_a90,49,38,87,0.56,0.44
JUPL_a0,76,43,119,0.64,0.36
JUPL_a30,73,57,130,0.56,0.44
JUPL_a36,51,67,118,0.43,0.57
JUPL_a45,6,15,21,0.29,0.71
JUPL_a60,63,44,107,0.59,0.41
JUPL_a72,9,12,21,0.43,0.57
JUSA_a0,19,18,37,0.51,0.49
JUSA_a30,80,80,160,0.5,0.5
JUSA_a36,17,14,31,0.55,0.45
JUSA_a45,79,77,156,0.51,0.49
JUUR_a103,48,39,87,0.55,0.45
JUUR_a120,9,7,16,0.56,0.44
JUUR_a135,37,28,65,0.57,0.43
JUUR_a144,12,19,31,0.39,0.61
JUUR_a150,9,7,16,0.56,0.44
JUUR_a180,10,3,13,0.77,0.23
JUUR_a90,8,3,11,0.73,0.27
MAJU_a0,8,7,15,0.53,0.47
MAJU_a103,11,5,16,0.69,0.31
MAJU_a120,3,12,15,0.2,0.8
MAJU_a135,6,6,12,0.5,0.5
MAJU_a144,7,5,12,0.58,0.42
MAJU_a150,5,7,12,0.42,0.58
MAJU_a180,5,1,6,0.83,0.17
MAJU_a30,9,24,33,0.27,0.73
MAJU_a36,16,16,32,0.5,0.5
MAJU_a45,15,11,26,0.58,0.42
MAJU_a60,14,8,22,0.64,0.36
MAJU_a72,37,32,69,0.54,0.46
MAJU_a90,20,20,40,0.5,0.5
MANE_a0,4,10,14,0.29,0.71
MANE_a103,16,5,21,0.76,0.24
MANE_a120,10,11,21,0.48,0.52
MANE_a135,7,13,20,0.35,0.65
MANE_a144,8,12,20,0.4,0.6
MANE_a150,9,9,18,0.5,0.5
MANE_a180,5,6,11,0.45,0.55
MANE_a30,36,27,63,0.57,0.43
MANE_a36,40,51,91,0.44,0.56
MANE_a45,45,38,83,0.54,0.46
MANE_a60,13,9,22,0.59,0.41
MANE_a72,11,10,21,0.52,0.48
MANE_a90,15,6,21,0.71,0.29
MAPL_a0,9,6,15,0.6,0.4
MAPL_a103,5,16,21,0.24,0.76
MAPL_a120,12,8,20,0.6,0.4
MAPL_a135,2,12,14,0.14,0.86
MAPL_a144,5,8,13,0.38,0.62
MAPL_a150,10,4,14,0.71,0.29
MAPL_a180,3,3,6,0.5,0.5
MAPL_a30,15,12,27,0.56,0.44
