PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",124,110,234,0.53,0.47
CE_a0_0,Ceres,Conjunction,0,545,500,1045,0.52,0.48
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",198,190,388,0.51,0.49
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",66,46,112,0.59,0.41
CE_a103_0,Ceres,BiSeptile,0,405,374,779,0.52,0.48
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",167,175,342,0.49,0.51
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",47,44,91,0.52,0.48
CE_a120_0,Ceres,Trine,0,455,391,846,0.54,0.46
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",195,152,347,0.56,0.44
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",29,67,96,0.3,0.7
CE_a135_0,Ceres,SesquiSquare,0,445,391,836,0.53,0.47
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",160,167,327,0.49,0.51
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",84,45,129,0.65,0.35
CE_a144_0,Ceres,BiQuintile,0,425,398,823,0.52,0.48
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",209,183,392,0.53,0.47
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",31,26,57,0.54,0.46
CE_a150_0,Ceres,Quincunx,0,429,401,830,0.52,0.48
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",129,98,227,0.57,0.43
CE_a180_0,Ceres,Opposition,0,540,512,1052,0.51,0.49
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",216,197,413,0.52,0.48
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",74,55,129,0.57,0.43
CE_a30_0,Ceres,SemiSextile,0,379,358,737,0.51,0.49
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",207,174,381,0.54,0.46
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",125,112,237,0.53,0.47
CE_a36_0,Ceres,SemiQuintile,0,337,324,661,0.51,0.49
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",241,186,427,0.56,0.44
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",95,100,195,0.49,0.51
CE_a45_0,Ceres,SemiSquare,0,333,324,657,0.51,0.49
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",221,169,390,0.57,0.43
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",31,30,61,0.51,0.49
