PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",150,112,262,0.57,0.43
"CE_(3,4]",Ceres,"(3,4]",145,132,277,0.52,0.48
"CE_(4,8]",Ceres,"(4,8]",138,119,257,0.54,0.46
"CE_[0,2]",Ceres,"[0,2]",264,228,492,0.54,0.46
"CH_(1,2]",Chiron,"(1,2]",272,275,547,0.5,0.5
"CH_(2,3]",Chiron,"(2,3]",130,92,222,0.59,0.41
CH_1,Chiron,1,268,204,472,0.57,0.43
"CH_[0,1)",Chiron,"[0,1)",27,20,47,0.57,0.43
"JN_(2,3]",Juno,"(2,3]",159,136,295,0.54,0.46
"JN_(3,4]",Juno,"(3,4]",106,93,199,0.53,0.47
"JN_(4,9]",Juno,"(4,9]",111,102,213,0.52,0.48
"JN_[0,2]",Juno,"[0,2]",321,260,581,0.55,0.45
"JU_(1,2]",Jupiter,"(1,2]",190,159,349,0.54,0.46
"JU_(2,3]",Jupiter,"(2,3]",120,106,226,0.53,0.47
"JU_(3,7]",Jupiter,"(3,7]",125,112,237,0.53,0.47
"JU_[0,1]",Jupiter,"[0,1]",262,214,476,0.55,0.45
"MA_(2,3]",Mars,"(2,3]",168,118,286,0.59,0.41
"MA_(3,5]",Mars,"(3,5]",248,230,478,0.52,0.48
"MA_(5,11]",Mars,"(5,11]",100,102,202,0.5,0.5
"MA_[0,2]",Mars,"[0,2]",181,141,322,0.56,0.44
"ME_(3,4]",Mercury,"(3,4]",150,117,267,0.56,0.44
"ME_(4,6]",Mercury,"(4,6]",219,185,404,0.54,0.46
"ME_(6,13]",Mercury,"(6,13]",87,61,148,0.59,0.41
"ME_[0,3]",Mercury,"[0,3]",241,228,469,0.51,0.49
"MO_(13,15]",Moon,"(13,15]",219,172,391,0.56,0.44
"MO_(15,17]",Moon,"(15,17]",167,149,316,0.53,0.47
"MO_(17,27]",Moon,"(17,27]",101,105,206,0.49,0.51
"MO_[5,13]",Moon,"[5,13]",210,165,375,0.56,0.44
NE_0,Neptune,0,697,591,1288,0.54,0.46
"NN_(2,3]",NNode,"(2,3]",191,135,326,0.59,0.41
"NN_(3,6]",NNode,"(3,6]",211,198,409,0.52,0.48
NN_2,NNode,2,195,188,383,0.51,0.49
"NN_[1,2)",NNode,"[1,2)",100,70,170,0.59,0.41
"PA_(1,2]",Pallas,"(1,2]",152,129,281,0.54,0.46
"PA_(2,3]",Pallas,"(2,3]",196,152,348,0.56,0.44
"PA_(3,8]",Pallas,"(3,8]",132,109,241,0.55,0.45
"PA_[0,1]",Pallas,"[0,1]",217,201,418,0.52,0.48
"PH_(0,1]",Pholus,"(0,1]",202,130,332,0.61,0.39
PH_0,Pholus,0,495,461,956,0.52,0.48
"SA_(1,2]",Saturn,"(1,2]",180,129,309,0.58,0.42
"SA_(2,4]",Saturn,"(2,4]",74,62,136,0.54,0.46
SA_1,Saturn,1,132,123,255,0.52,0.48
"SA_[0,1)",Saturn,"[0,1)",311,277,588,0.53,0.47
"SN_(2,5]",SNode,"(2,5]",240,202,442,0.54,0.46
SN_2,SNode,2,168,146,314,0.54,0.46
"SN_[0,1]",SNode,"[0,1]",289,243,532,0.54,0.46
"SU_(3,4]",Sun,"(3,4]",162,114,276,0.59,0.41
"SU_(4,5]",Sun,"(4,5]",109,102,211,0.52,0.48
"SU_(5,11]",Sun,"(5,11]",139,122,261,0.53,0.47
"SU_[0,3]",Sun,"[0,3]",287,253,540,0.53,0.47
"UR_(1,3]",Uranus,"(1,3]",307,280,587,0.52,0.48
UR_0,Uranus,0,176,158,334,0.53,0.47
UR_1,Uranus,1,214,153,367,0.58,0.42
"VE_(3,4]",Venus,"(3,4]",129,126,255,0.51,0.49
"VE_(4,6]",Venus,"(4,6]",258,165,423,0.61,0.39
"VE_(6,12]",Venus,"(6,12]",91,83,174,0.52,0.48
"VE_[0,3]",Venus,"[0,3]",219,217,436,0.5,0.5
"VS_(2,3]",Vesta,"(2,3]",164,114,278,0.59,0.41
"VS_(3,4]",Vesta,"(3,4]",125,125,250,0.5,0.5
"VS_(4,10]",Vesta,"(4,10]",205,149,354,0.58,0.42
"VS_[0,2]",Vesta,"[0,2]",203,203,406,0.5,0.5
