PlanetElement,Planet,Element,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AIR,Ceres,Air,132,116,248,0.53,0.47
CE_EAR,Ceres,Earth,106,124,230,0.46,0.54
CE_FIR,Ceres,Fire,351,297,648,0.54,0.46
CE_WAT,Ceres,Water,236,159,395,0.6,0.4
CH_FIR,Chiron,Fire,599,512,1111,0.54,0.46
CH_WAT,Chiron,Water,226,184,410,0.55,0.45
JN_AIR,Juno,Air,282,200,482,0.59,0.41
JN_EAR,Juno,Earth,205,210,415,0.49,0.51
JN_FIR,Juno,Fire,223,189,412,0.54,0.46
JN_WAT,Juno,Water,115,97,212,0.54,0.46
JU_AIR,Jupiter,Air,173,110,283,0.61,0.39
JU_EAR,Jupiter,Earth,222,157,379,0.59,0.41
JU_FIR,Jupiter,Fire,196,193,389,0.5,0.5
JU_WAT,Jupiter,Water,234,236,470,0.5,0.5
MA_AIR,Mars,Air,212,190,402,0.53,0.47
MA_EAR,Mars,Earth,200,175,375,0.53,0.47
MA_FIR,Mars,Fire,268,195,463,0.58,0.42
MA_WAT,Mars,Water,145,136,281,0.52,0.48
ME_AIR,Mercury,Air,193,170,363,0.53,0.47
ME_EAR,Mercury,Earth,149,108,257,0.58,0.42
ME_FIR,Mercury,Fire,221,206,427,0.52,0.48
ME_WAT,Mercury,Water,262,212,474,0.55,0.45
MO_AIR,Moon,Air,214,167,381,0.56,0.44
MO_EAR,Moon,Earth,198,184,382,0.52,0.48
MO_FIR,Moon,Fire,199,179,378,0.53,0.47
MO_WAT,Moon,Water,214,166,380,0.56,0.44
NE_WAT,Neptune,Water,825,696,1521,0.54,0.46
NN_AIR,NNode,Air,275,204,479,0.57,0.43
NN_FIR,NNode,Fire,243,233,476,0.51,0.49
NN_WAT,NNode,Water,307,259,566,0.54,0.46
PA_AIR,Pallas,Air,267,202,469,0.57,0.43
PA_EAR,Pallas,Earth,289,241,530,0.55,0.45
PA_FIR,Pallas,Fire,103,88,191,0.54,0.46
PA_WAT,Pallas,Water,166,165,331,0.5,0.5
PH_EAR,Pholus,Earth,612,468,1080,0.57,0.43
PH_FIR,Pholus,Fire,213,228,441,0.48,0.52
PL_EAR,Pluto,Earth,825,696,1521,0.54,0.46
SA_AIR,Saturn,Air,227,159,386,0.59,0.41
SA_EAR,Saturn,Earth,515,474,989,0.52,0.48
SA_FIR,Saturn,Fire,83,63,146,0.57,0.43
SN_AIR,SNode,Air,243,233,476,0.51,0.49
SN_EAR,SNode,Earth,307,259,566,0.54,0.46
SN_FIR,SNode,Fire,275,204,479,0.57,0.43
SU_AIR,Sun,Air,205,163,368,0.56,0.44
SU_EAR,Sun,Earth,214,183,397,0.54,0.46
SU_FIR,Sun,Fire,236,154,390,0.61,0.39
SU_WAT,Sun,Water,170,196,366,0.46,0.54
UR_EAR,Uranus,Earth,597,512,1109,0.54,0.46
UR_FIR,Uranus,Fire,228,184,412,0.55,0.45
VE_AIR,Venus,Air,236,225,461,0.51,0.49
VE_EAR,Venus,Earth,186,140,326,0.57,0.43
VE_FIR,Venus,Fire,175,151,326,0.54,0.46
VE_WAT,Venus,Water,228,180,408,0.56,0.44
VS_AIR,Vesta,Air,151,106,257,0.59,0.41
VS_EAR,Vesta,Earth,395,360,755,0.52,0.48
VS_FIR,Vesta,Fire,151,159,310,0.49,0.51
VS_WAT,Vesta,Water,128,71,199,0.64,0.36
