PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PA_a60,1,53,0.034,0.078,0.004,0.018,0.044,-0.043,0.322,0.365,2.087,4.156,0.011
CH_PH_a90,1,531,0.009,0.073,0.002,0.004,0.032,-0.307,0.69,0.996,2.95,23.867,0.003
CH_PL_a72,1,600,0.008,0.065,0.002,0.003,0.028,-0.307,0.69,0.996,3.642,34.128,0.003
CH_UR_a30,1,1110,0.008,0.064,0.003,0.004,0.032,-0.307,0.69,0.996,2.928,25.079,0.002
JU_PH_a72,1,2,0.003,0.005,0.003,0.003,0.005,0,0.007,0.007,0,-2.75,0.003
JU_PL_a90,1,20,0.146,0.196,0.079,0.108,0.117,-0.034,0.69,0.723,1.438,1.211,0.044
MA_JN_a150,1,33,0.036,0.077,0.01,0.02,0.021,-0.043,0.294,0.337,2.267,4.754,0.013
MA_JU_a72,1,72,0.003,0.029,0.002,0.002,0.02,-0.066,0.115,0.181,0.584,2.013,0.003
MA_SA_a135,1,18,-0.004,0.017,-0.001,-0.005,0.013,-0.034,0.026,0.06,-0.167,-1.02,0.004
MA_VS_a30,1,44,0.006,0.036,0.001,0.003,0.024,-0.076,0.149,0.225,1.453,4.533,0.005
ME_JU_a45,1,63,0,0.041,-0.002,-0.002,0.024,-0.083,0.15,0.234,0.779,2.099,0.005
ME_PL_a135,1,25,0.003,0.045,0.004,0.006,0.035,-0.092,0.072,0.164,-0.482,-0.399,0.009
MO_JN_a90,1,95,0.012,0.051,0.005,0.007,0.03,-0.083,0.223,0.306,1.517,4.276,0.005
MO_MA_a60,1,92,0.003,0.076,0.001,0.003,0.032,-0.259,0.523,0.782,2.579,23.666,0.008
MO_PL_a103,1,97,0.007,0.082,0.001,0.002,0.029,-0.181,0.69,0.87,5.841,48.033,0.008
MO_SU_a60,1,92,0.009,0.056,0.004,0.006,0.03,-0.118,0.344,0.462,2.138,12.258,0.006
MO_VS_a30,1,96,0.005,0.041,0,0,0.028,-0.063,0.25,0.312,2.578,12.026,0.004
NN_PH_a120,1,15,0.092,0.121,0.036,0.084,0.075,-0.034,0.322,0.356,0.671,-1.233,0.031
NN_PL_a144,1,128,0.031,0.123,0.009,0.017,0.055,-0.307,0.69,0.996,1.981,8.257,0.011
NN_SN_a180,1,1291,0.007,0.061,0.002,0.004,0.031,-0.307,0.69,0.996,2.986,27.213,0.002
PA_SA_a135,1,29,-0.005,0.05,-0.004,-0.007,0.048,-0.123,0.134,0.258,0.473,0.896,0.009
PA_SN_a72,1,44,0.02,0.121,0.008,0.009,0.056,-0.237,0.523,0.76,1.77,5.874,0.018
SN_PH_a60,1,15,0.092,0.121,0.036,0.084,0.075,-0.034,0.322,0.356,0.671,-1.233,0.031
SN_PL_a36,1,128,0.031,0.123,0.009,0.017,0.055,-0.307,0.69,0.996,1.981,8.257,0.011
SU_JN_a150,1,18,-0.011,0.038,0,-0.009,0.011,-0.104,0.04,0.143,-1.252,0.744,0.009
SU_JU_a72,1,32,0.003,0.037,0,0.003,0.027,-0.106,0.069,0.174,-0.396,0.664,0.006
SU_MA_a0,1,19,-0.011,0.025,-0.011,-0.009,0.024,-0.081,0.031,0.112,-0.788,0.864,0.006
SU_SA_a135,1,30,-0.009,0.03,-0.008,-0.007,0.014,-0.086,0.052,0.138,-0.522,0.688,0.005
SU_VS_a30,1,42,0.001,0.039,0.005,0.002,0.032,-0.086,0.087,0.173,-0.309,-0.233,0.006
UR_NE_a45,1,692,0.009,0.067,0.003,0.006,0.033,-0.307,0.69,0.996,2.874,26.178,0.003
UR_PH_a120,1,421,0.005,0.06,0.003,0.004,0.035,-0.307,0.294,0.6,0.041,6.838,0.003
VE_NE_a103,1,30,0.011,0.036,0.006,0.009,0.022,-0.065,0.115,0.18,0.622,1.03,0.007
VE_NN_a60,1,24,-0.002,0.041,0.005,0.002,0.033,-0.104,0.055,0.159,-1.012,0.369,0.008
VE_PH_a180,1,15,0.008,0.037,0.002,0.004,0.009,-0.042,0.115,0.157,1.408,1.924,0.01
VE_SN_a120,1,24,-0.002,0.041,0.005,0.002,0.033,-0.104,0.055,0.159,-1.012,0.369,0.008
VS_JN_a120,1,30,-0.017,0.041,-0.009,-0.015,0.026,-0.156,0.076,0.231,-0.902,2.91,0.007
MO_CE_a90,1,95,0.002,0.057,0.001,0,0.028,-0.259,0.24,0.499,-0.216,7.324,0.006
MO_ME_a36,1,88,-0.003,0.042,-0.005,-0.005,0.029,-0.083,0.149,0.232,0.895,2.016,0.004
MO_PA_a150,1,95,0.008,0.043,0.004,0.004,0.028,-0.073,0.24,0.313,2.007,8.143,0.004
MO_VE_a103,1,88,0.009,0.053,-0.001,0.002,0.034,-0.092,0.223,0.314,1.602,3.63,0.006
MO_NN_a45,1,96,0,0.053,-0.003,-0.004,0.033,-0.17,0.31,0.48,2.135,11.907,0.005
MO_SA_a72,1,97,-0.001,0.063,0.001,-0.002,0.035,-0.259,0.27,0.53,0.352,8.219,0.006
MO_SN_a135,1,96,0,0.053,-0.003,-0.004,0.033,-0.17,0.31,0.48,2.135,11.907,0.005
MO_VS_a36,1,95,0.004,0.039,-0.001,0.001,0.031,-0.055,0.25,0.305,2.858,14.931,0.004
SU_CE_a30,1,36,-0.007,0.034,-0.002,-0.005,0.026,-0.123,0.06,0.183,-1.045,2.267,0.006
MO_NE_a150,1,94,0.004,0.042,0.003,0.005,0.026,-0.133,0.149,0.282,-0.086,1.745,0.004
VE_CH_a90,1,30,-0.001,0.04,0.008,0.004,0.025,-0.125,0.058,0.183,-1.276,1.553,0.007
VE_UR_a60,1,27,0.008,0.054,0.005,0.008,0.023,-0.173,0.128,0.301,-0.657,3.432,0.01
MO_PH_a72,1,95,0.006,0.052,0.005,0.008,0.023,-0.197,0.27,0.468,0.248,9.174,0.005
MO_JU_a0,1,51,0.013,0.058,0.001,0.004,0.032,-0.095,0.294,0.388,2.401,8.702,0.008
ME_JN_a120,1,24,-0.013,0.058,0.004,-0.008,0.029,-0.17,0.072,0.242,-0.998,0.436,0.012
ME_VS_a0,1,44,0.062,0.153,0.005,0.03,0.038,-0.089,0.69,0.778,2.54,6.553,0.023
MO_MA_a72,1,92,0.004,0.059,0.001,0.003,0.028,-0.21,0.346,0.556,1.433,12.962,0.006
MO_ME_a45,1,90,-0.004,0.04,0.001,-0.004,0.036,-0.123,0.133,0.257,-0.091,1.443,0.004
MO_PL_a90,1,98,-0.003,0.05,0.002,0,0.026,-0.21,0.197,0.407,-0.687,6.339,0.005
MO_SU_a72,1,92,-0.001,0.041,-0.001,0,0.029,-0.17,0.12,0.29,-0.465,2.944,0.004
SU_NE_a144,1,36,-0.001,0.022,0.003,-0.001,0.017,-0.051,0.044,0.096,-0.207,-0.299,0.004
MO_NE_a144,1,95,0,0.048,0.001,0.002,0.026,-0.21,0.149,0.359,-1.114,5.486,0.005
MO_VS_a45,1,94,-0.006,0.05,-0.002,-0.001,0.029,-0.237,0.134,0.371,-1.49,5.559,0.005
MO_CE_a103,1,96,0.004,0.055,0,0,0.028,-0.21,0.223,0.432,0.76,4.84,0.006
MO_SA_a60,1,97,0.007,0.065,0.004,0.004,0.04,-0.307,0.322,0.629,0.589,10.393,0.007
MO_JN_a72,1,97,0.013,0.053,0.004,0.007,0.029,-0.089,0.258,0.347,2.181,7.478,0.005
MO_NN_a60,1,95,-0.002,0.055,0.004,-0.001,0.027,-0.173,0.344,0.517,1.923,15.166,0.006
MO_SN_a120,1,96,-0.002,0.055,0.004,-0.001,0.027,-0.173,0.344,0.517,1.94,15.304,0.006
MA_NE_a144,1,27,0.004,0.025,0.002,0.003,0.031,-0.034,0.063,0.097,0.32,-0.8,0.005
SU_PA_a90,1,33,-0.002,0.048,0.002,0,0.028,-0.166,0.094,0.26,-1.078,2.869,0.008
MO_PH_a60,1,95,0.009,0.064,0.006,0.007,0.028,-0.307,0.322,0.629,0.169,12.565,0.007
MO_VE_a120,1,91,0.012,0.078,0.004,0.005,0.032,-0.173,0.523,0.696,3.573,20.303,0.008
MO_CH_a150,1,93,-0.004,0.047,-0.001,-0.002,0.027,-0.21,0.117,0.327,-1.033,4.664,0.005
MO_UR_a180,1,49,-0.007,0.049,-0.003,-0.002,0.03,-0.21,0.113,0.323,-1.919,6.682,0.007
MO_NE_a135,1,95,-0.004,0.042,0,-0.001,0.026,-0.21,0.113,0.323,-1.266,6.266,0.004
CE_SN_a135,1,17,0.008,0.062,-0.001,0.007,0.048,-0.123,0.149,0.272,0.24,0.105,0.015
MA_CE_a30,1,37,0.06,0.179,0.012,0.039,0.048,-0.259,0.69,0.949,1.663,3.559,0.029
ME_MA_a30,1,31,0.032,0.081,-0.001,0.014,0.028,-0.034,0.322,0.356,2.287,4.8,0.015
VE_MA_a36,1,28,0.018,0.047,0.002,0.015,0.037,-0.052,0.149,0.201,0.793,0.074,0.009
CE_NN_a45,1,17,0.008,0.062,-0.001,0.007,0.048,-0.123,0.149,0.272,0.24,0.105,0.015
MO_CH_a144,1,93,0,0.048,0.006,0.002,0.031,-0.259,0.117,0.376,-1.504,7.674,0.005
MO_ME_a60,1,93,0.005,0.055,0.002,0.003,0.027,-0.17,0.31,0.48,1.494,9.589,0.006
MO_JN_a60,1,96,0.006,0.061,-0.002,0,0.03,-0.197,0.359,0.556,2.735,14.968,0.006
MO_PL_a72,1,96,0.001,0.067,-0.002,-0.003,0.034,-0.259,0.359,0.618,1.638,10.822,0.007
MO_VS_a60,1,95,0.003,0.055,0.002,0.001,0.027,-0.166,0.31,0.476,1.486,9.481,0.006
MO_MA_a90,1,94,0.01,0.069,0.003,0.005,0.023,-0.153,0.565,0.718,5.315,41.395,0.007
MO_SA_a45,1,95,0.008,0.051,0.001,0.007,0.033,-0.234,0.133,0.367,-0.725,4.327,0.005
MO_NN_a72,1,93,0.002,0.039,0.005,0.005,0.024,-0.173,0.086,0.259,-1.309,3.945,0.004
MO_SU_a90,1,92,0.009,0.062,0,0.002,0.027,-0.133,0.359,0.492,2.808,12.771,0.006
MO_CE_a120,1,98,0.011,0.059,0.001,0.003,0.029,-0.099,0.27,0.369,2.288,6.906,0.006
MO_PA_a180,1,47,0.007,0.037,0.01,0.009,0.039,-0.092,0.093,0.184,-0.32,0.158,0.005
MO_PH_a45,1,99,0.008,0.06,0.009,0.01,0.044,-0.259,0.145,0.405,-1.251,5.092,0.006
CE_UR_a72,1,52,0.025,0.065,0.009,0.013,0.031,-0.048,0.322,0.37,2.89,9.597,0.009
MO_CH_a135,1,94,0.002,0.057,0.002,0.001,0.044,-0.259,0.149,0.409,-0.55,3.656,0.006
MO_NE_a120,1,95,0.007,0.063,0.006,0.006,0.042,-0.259,0.31,0.569,0.314,7.663,0.006
MO_SN_a103,1,95,0.002,0.039,0.001,0.003,0.035,-0.104,0.087,0.191,-0.249,0.323,0.004
MO_VE_a135,1,93,0.01,0.062,0,0.002,0.026,-0.104,0.346,0.45,3.32,14.525,0.006
MO_SA_a36,1,97,0.006,0.045,0.001,0.003,0.038,-0.095,0.24,0.334,1.489,6.572,0.005
MO_JU_a30,1,95,0.003,0.047,0.004,0.004,0.026,-0.173,0.25,0.423,0.618,8.216,0.005
MO_ME_a72,1,89,0.004,0.06,-0.002,-0.001,0.034,-0.133,0.344,0.477,2.219,10.979,0.006
MO_PL_a60,1,96,0.014,0.061,0.004,0.007,0.04,-0.092,0.258,0.35,1.777,4.445,0.006
MO_VS_a72,1,97,0.014,0.075,0.002,0.006,0.027,-0.123,0.523,0.646,4.038,23.685,0.008
MA_PA_a90,1,32,0.027,0.081,0.004,0.009,0.034,-0.059,0.322,0.381,2.385,5.39,0.014
MO_JN_a45,1,94,0.004,0.077,0.001,-0.002,0.038,-0.307,0.322,0.629,1.123,7.221,0.008
MO_MA_a103,1,92,0.014,0.086,-0.001,0.004,0.025,-0.125,0.69,0.815,5.522,39.269,0.009
MO_PH_a36,1,98,0.011,0.064,0.005,0.006,0.037,-0.234,0.294,0.527,0.805,6.023,0.006
MO_SA_a30,1,96,0.007,0.048,0.003,0.004,0.034,-0.166,0.188,0.355,0.601,3.727,0.005
MO_SU_a103,1,90,0.014,0.068,0.004,0.006,0.027,-0.076,0.565,0.641,6.04,45.169,0.007
MO_JU_a36,1,93,0,0.048,-0.002,0.001,0.032,-0.173,0.25,0.423,0.705,8.057,0.005
MO_CE_a135,1,97,0.007,0.064,0.003,0.005,0.033,-0.197,0.359,0.556,2.443,14.26,0.006
MO_NN_a90,1,96,0.006,0.052,0.002,0.004,0.036,-0.156,0.24,0.395,0.802,4.051,0.005
MO_SN_a90,1,96,0.006,0.052,0.002,0.004,0.036,-0.156,0.24,0.395,0.802,4.051,0.005
MO_VE_a144,1,89,0.009,0.035,0.006,0.009,0.03,-0.102,0.113,0.215,0.015,1.025,0.004
SU_JN_a144,1,21,0.012,0.03,0.008,0.01,0.03,-0.034,0.089,0.123,0.699,-0.038,0.007
MO_PH_a30,1,100,0.009,0.057,0.002,0.003,0.027,-0.166,0.294,0.46,1.878,8.157,0.006
MO_CH_a120,1,95,0.002,0.048,0,-0.001,0.03,-0.118,0.24,0.357,1.332,6.129,0.005
MO_JN_a36,1,95,0.002,0.059,0.001,0.001,0.035,-0.234,0.288,0.522,0.486,7.121,0.006
MO_UR_a150,1,97,0.004,0.05,0.001,0.001,0.033,-0.123,0.24,0.363,1.202,4.606,0.005
VS_SA_a103,1,17,0.043,0.086,0.028,0.03,0.058,-0.041,0.322,0.363,1.963,3.785,0.021
MO_NE_a103,1,95,0.01,0.061,0,0.002,0.028,-0.095,0.344,0.439,2.557,9.805,0.006
MO_VE_a150,1,91,0.014,0.034,0.009,0.013,0.026,-0.102,0.113,0.215,0.02,1.509,0.004
MO_JU_a45,1,96,0.005,0.036,0.002,0.005,0.034,-0.123,0.092,0.215,-0.098,0.9,0.004
MO_PL_a45,1,98,0.015,0.061,0.004,0.009,0.035,-0.197,0.27,0.468,1.218,5.162,0.006
MO_CE_a144,1,98,0.006,0.046,0.005,0.005,0.027,-0.197,0.234,0.431,0.525,8.287,0.005
SU_UR_a103,1,35,0.009,0.036,0.009,0.007,0.028,-0.064,0.149,0.213,1.306,4.578,0.006
MO_JN_a30,1,96,-0.001,0.062,0.001,0.001,0.027,-0.259,0.288,0.547,-0.249,8.104,0.006
MO_UR_a144,1,96,0.009,0.069,-0.001,0.001,0.027,-0.095,0.523,0.618,4.487,29.714,0.007
ME_SA_a103,1,31,0.029,0.08,0,0.017,0.059,-0.068,0.31,0.377,1.492,2.527,0.014
MO_ME_a90,1,90,0.008,0.043,0.002,0.003,0.038,-0.095,0.145,0.24,0.954,1.116,0.005
MO_VS_a90,1,94,0.002,0.062,-0.001,0,0.043,-0.156,0.346,0.502,2.166,11.083,0.006
