PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(3,8]",Ceres,"(3,8]",177,144,321,0.55,0.45
CE_3,Ceres,3,215,190,405,0.53,0.47
"CE_[0,2]",Ceres,"[0,2]",332,278,610,0.54,0.46
"CH_(3,4]",Chiron,"(3,4]",175,144,319,0.55,0.45
"CH_(4,5]",Chiron,"(4,5]",153,118,271,0.56,0.44
"CH_(5,11]",Chiron,"(5,11]",172,138,310,0.55,0.45
"CH_[0,3]",Chiron,"[0,3]",224,212,436,0.51,0.49
"JN_(1,2]",Juno,"(1,2]",245,189,434,0.56,0.44
"JN_(2,3]",Juno,"(2,3]",187,173,360,0.52,0.48
"JN_(3,7]",Juno,"(3,7]",129,94,223,0.58,0.42
"JN_[0,1]",Juno,"[0,1]",163,156,319,0.51,0.49
"JU_(2,3]",Jupiter,"(2,3]",206,182,388,0.53,0.47
"JU_(3,4]",Jupiter,"(3,4]",159,131,290,0.55,0.45
"JU_(4,8]",Jupiter,"(4,8]",89,78,167,0.53,0.47
"JU_[0,2]",Jupiter,"[0,2]",270,221,491,0.55,0.45
"MA_(2,5]",Mars,"(2,5]",160,111,271,0.59,0.41
MA_2,Mars,2,239,235,474,0.5,0.5
"MA_[0,1]",Mars,"[0,1]",325,266,591,0.55,0.45
"ME_(1,3]",Mercury,"(1,3]",83,73,156,0.53,0.47
ME_0,Mercury,0,198,170,368,0.54,0.46
ME_1,Mercury,1,443,369,812,0.55,0.45
"NE_(4,5]",Neptune,"(4,5]",136,108,244,0.56,0.44
"NE_(5,6]",Neptune,"(5,6]",111,94,205,0.54,0.46
"NE_(6,13]",Neptune,"(6,13]",198,148,346,0.57,0.43
"NE_[0,4]",Neptune,"[0,4]",279,262,541,0.52,0.48
"NN_(2,3]",NNode,"(2,3]",220,165,385,0.57,0.43
"NN_(3,4]",NNode,"(3,4]",166,128,294,0.56,0.44
"NN_(4,9]",NNode,"(4,9]",138,153,291,0.47,0.53
"NN_[0,2]",NNode,"[0,2]",200,166,366,0.55,0.45
"PA_(2,3]",Pallas,"(2,3]",213,177,390,0.55,0.45
"PA_(3,4]",Pallas,"(3,4]",158,140,298,0.53,0.47
"PA_(4,8]",Pallas,"(4,8]",99,79,178,0.56,0.44
"PA_[0,2]",Pallas,"[0,2]",254,216,470,0.54,0.46
"PH_(3,5]",Pholus,"(3,5]",281,221,502,0.56,0.44
"PH_(5,6]",Pholus,"(5,6]",90,111,201,0.45,0.55
"PH_(6,13]",Pholus,"(6,13]",136,95,231,0.59,0.41
"PH_[0,3]",Pholus,"[0,3]",217,185,402,0.54,0.46
"PL_(4,5]",Pluto,"(4,5]",138,134,272,0.51,0.49
"PL_(5,6]",Pluto,"(5,6]",122,91,213,0.57,0.43
"PL_(6,14]",Pluto,"(6,14]",131,97,228,0.57,0.43
"PL_[0,4]",Pluto,"[0,4]",333,290,623,0.53,0.47
"SA_(3,4]",Saturn,"(3,4]",137,128,265,0.52,0.48
"SA_(4,5]",Saturn,"(4,5]",154,116,270,0.57,0.43
"SA_(5,11]",Saturn,"(5,11]",181,194,375,0.48,0.52
"SA_[0,3]",Saturn,"[0,3]",252,174,426,0.59,0.41
"SN_(3,4]",SNode,"(3,4]",189,186,375,0.5,0.5
"SN_(4,5]",SNode,"(4,5]",155,129,284,0.55,0.45
"SN_(5,10]",SNode,"(5,10]",153,141,294,0.52,0.48
"SN_[1,3]",SNode,"[1,3]",227,156,383,0.59,0.41
"SU_(1,2]",Sun,"(1,2]",253,178,431,0.59,0.41
"SU_(2,4]",Sun,"(2,4]",43,43,86,0.5,0.5
SU_1,Sun,1,325,283,608,0.53,0.47
"SU_[0,1)",Sun,"[0,1)",103,108,211,0.49,0.51
"UR_(3,5]",Uranus,"(3,5]",297,263,560,0.53,0.47
"UR_(5,6]",Uranus,"(5,6]",136,106,242,0.56,0.44
"UR_(6,13]",Uranus,"(6,13]",162,115,277,0.58,0.42
"UR_[0,3]",Uranus,"[0,3]",129,128,257,0.5,0.5
"VE_(1,2]",Venus,"(1,2]",170,158,328,0.52,0.48
"VE_(2,3]",Venus,"(2,3]",28,20,48,0.58,0.42
VE_1,Venus,1,368,310,678,0.54,0.46
"VE_[0,1)",Venus,"[0,1)",158,124,282,0.56,0.44
"VS_(1,2]",Vesta,"(1,2]",256,234,490,0.52,0.48
"VS_(2,3]",Vesta,"(2,3]",155,141,296,0.52,0.48
"VS_(3,6]",Vesta,"(3,6]",63,52,115,0.55,0.45
"VS_[0,1]",Vesta,"[0,1]",250,185,435,0.57,0.43
