PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
JUPL_a90,1,20,0.146,0.196,0.079,0.108,0.117,-0.034,0.69,0.723,1.438,1.211,0.044
MAJU_a72,1,72,0.003,0.029,0.002,0.002,0.02,-0.066,0.115,0.181,0.584,2.013,0.003
MASA_a135,1,18,-0.004,0.017,-0.001,-0.005,0.013,-0.034,0.026,0.06,-0.167,-1.02,0.004
MEJU_a45,1,63,0,0.041,-0.002,-0.002,0.024,-0.083,0.15,0.234,0.779,2.099,0.005
MEPL_a135,1,25,0.003,0.045,0.004,0.006,0.035,-0.092,0.072,0.164,-0.482,-0.399,0.009
MOMA_a60,1,91,0.003,0.077,0.001,0.003,0.033,-0.259,0.523,0.782,2.561,23.367,0.008
MOPL_a103,1,95,0.007,0.082,0.001,0.002,0.029,-0.181,0.69,0.87,5.862,47.926,0.008
MOSU_a60,1,93,0.01,0.056,0.004,0.007,0.03,-0.118,0.344,0.462,2.089,12.067,0.006
SUJU_a72,1,32,0.003,0.037,0,0.003,0.027,-0.106,0.069,0.174,-0.396,0.664,0.006
SUMA_a0,1,19,-0.011,0.025,-0.011,-0.009,0.024,-0.081,0.031,0.112,-0.788,0.864,0.006
SUSA_a135,1,30,-0.009,0.03,-0.008,-0.007,0.014,-0.086,0.052,0.138,-0.522,0.688,0.005
URNE_a45,1,693,0.009,0.067,0.003,0.006,0.033,-0.307,0.69,0.996,2.879,26.275,0.003
VENE_a103,1,30,0.011,0.036,0.006,0.009,0.022,-0.065,0.115,0.18,0.622,1.03,0.007
MOME_a36,1,87,-0.004,0.041,-0.006,-0.006,0.029,-0.083,0.149,0.232,0.947,2.455,0.004
MOVE_a103,1,87,0.009,0.053,-0.001,0.002,0.033,-0.092,0.223,0.314,1.634,3.809,0.006
MOSA_a72,1,96,-0.003,0.061,0,-0.002,0.035,-0.259,0.27,0.53,0.314,9.18,0.006
MONE_a150,1,93,0.003,0.042,0.003,0.004,0.026,-0.133,0.149,0.282,-0.086,1.816,0.004
VEUR_a60,1,27,0.008,0.054,0.005,0.008,0.023,-0.173,0.128,0.301,-0.657,3.432,0.01
MOJU_a0,1,49,0.007,0.043,0.001,0.003,0.032,-0.095,0.133,0.228,0.939,1.49,0.006
MOMA_a72,1,93,0.004,0.059,0.001,0.003,0.029,-0.21,0.346,0.556,1.403,12.617,0.006
MOME_a45,1,90,-0.005,0.04,0.001,-0.004,0.036,-0.123,0.133,0.257,-0.101,1.495,0.004
MOPL_a90,1,96,-0.002,0.05,0.002,0.001,0.026,-0.21,0.197,0.407,-0.706,6.335,0.005
MOSU_a72,1,91,-0.002,0.039,-0.002,-0.001,0.029,-0.17,0.091,0.261,-0.765,3.091,0.004
SUNE_a144,1,36,-0.001,0.022,0.003,-0.001,0.017,-0.051,0.044,0.096,-0.207,-0.299,0.004
MONE_a144,1,93,0,0.048,0.001,0.002,0.025,-0.21,0.149,0.359,-1.089,5.329,0.005
MOSA_a60,1,96,0.006,0.065,0.004,0.003,0.039,-0.307,0.322,0.629,0.613,11.074,0.007
MANE_a144,1,27,0.004,0.025,0.002,0.003,0.031,-0.034,0.063,0.097,0.32,-0.8,0.005
MOVE_a120,1,89,0.012,0.078,0.004,0.005,0.031,-0.173,0.523,0.696,3.592,20.289,0.008
MOUR_a180,1,48,-0.008,0.049,-0.003,-0.003,0.028,-0.21,0.113,0.323,-1.957,6.86,0.007
MONE_a135,1,93,-0.004,0.042,-0.002,-0.001,0.026,-0.21,0.113,0.323,-1.237,6.074,0.004
