YearMonth,buy,sell,Action,ActionID
2010-01,113,85,buy,1
2010-02,69,104,sell,0
2010-03,72,118,sell,0
2010-04,106,90,buy,1
2010-05,85,111,sell,0
2010-06,89,99,sell,0
2010-07,86,107,sell,0
2010-08,114,85,buy,1
2010-09,81,108,sell,0
2010-10,91,105,sell,0
2010-11,106,83,buy,1
2010-12,81,112,sell,0
2011-01,106,87,buy,1
2011-02,66,117,sell,0
2011-03,68,118,sell,0
2011-04,78,114,sell,0
2011-05,109,86,buy,1
2011-06,105,92,buy,1
2011-07,99,90,buy,1
2011-08,85,107,sell,0
2011-09,123,71,buy,1
2011-10,91,106,sell,0
2011-11,97,90,buy,1
2011-12,83,117,sell,0
2012-01,92,101,sell,0
2012-02,76,107,sell,0
2012-03,100,96,buy,1
2012-04,87,100,sell,0
2012-05,112,86,buy,1
2012-06,92,97,sell,0
2012-07,85,112,sell,0
2012-08,63,129,sell,0
2012-09,83,104,sell,0
2012-10,101,99,buy,1
2012-11,95,94,buy,1
2012-12,96,102,sell,0
2013-01,112,88,buy,1
2013-02,118,56,buy,1
2013-03,80,109,sell,0
2013-04,92,101,sell,0
2013-05,101,94,buy,1
2013-06,99,92,buy,1
2013-07,92,100,sell,0
2013-08,118,79,buy,1
2013-09,66,123,sell,0
2013-10,93,100,sell,0
2013-11,117,76,buy,1
2013-12,108,85,buy,1
2014-01,122,75,buy,1
2014-02,90,90,buy,1
2014-03,72,121,sell,0
2014-04,76,108,sell,0
2014-05,89,115,sell,0
2014-06,58,131,sell,0
2014-07,101,97,buy,1
2014-08,92,96,sell,0
2014-09,102,94,buy,1
2014-10,102,92,buy,1
2014-11,91,96,sell,0
2014-12,103,96,buy,1
2015-01,118,75,buy,1
2015-02,101,75,buy,1
2015-03,105,97,buy,1
2015-04,71,113,sell,0
2015-05,112,81,buy,1
2015-06,113,82,buy,1
2015-07,105,91,buy,1
2015-08,105,92,buy,1
2015-09,89,92,sell,0
2015-10,87,116,sell,0
2015-11,100,88,buy,1
2015-12,92,101,sell,0
2016-01,92,106,sell,0
2016-02,99,81,buy,1
2016-03,93,101,sell,0
2016-04,98,97,buy,1
2016-05,100,92,buy,1
2016-06,86,101,sell,0
2016-07,100,102,sell,0
2016-08,79,118,sell,0
2016-09,109,80,buy,1
2016-10,90,98,sell,0
2016-11,88,107,sell,0
2016-12,88,106,sell,0
2017-01,73,120,sell,0
2017-02,94,87,buy,1
2017-03,109,83,buy,1
2017-04,106,82,buy,1
2017-05,89,112,sell,0
2017-06,67,119,sell,0
2017-07,74,120,sell,0
2017-08,92,109,sell,0
2017-09,83,107,sell,0
2017-10,125,72,buy,1
2017-11,89,93,sell,0
2017-12,89,111,sell,0
2018-01,99,94,buy,1
2018-02,110,66,buy,1
2018-03,107,92,buy,1
2018-04,90,97,sell,0
2018-05,114,80,buy,1
2018-06,119,74,buy,1
2018-07,74,119,sell,0
2018-08,94,100,sell,0
2018-09,87,107,sell,0
2018-10,90,107,sell,0
2018-11,101,89,buy,1
2018-12,102,87,buy,1
2019-01,75,125,sell,0
2019-02,86,90,sell,0
2019-03,112,82,buy,1
2019-04,117,75,buy,1
2019-05,105,90,buy,1
2019-06,68,121,sell,0
2019-07,105,95,buy,1
2019-08,116,77,buy,1
2019-09,92,96,sell,0
2019-10,86,112,sell,0
2019-11,95,97,sell,0
2019-12,92,104,sell,0
2020-01,105,84,buy,1
2020-02,97,92,buy,1
2020-03,100,95,buy,1
2020-04,96,91,buy,1
2020-05,84,112,sell,0
2020-06,88,103,sell,0
2020-07,106,88,buy,1
2020-08,99,101,sell,0
2020-09,101,86,buy,1
2020-10,107,86,buy,1
2020-11,92,98,sell,0
2020-12,100,101,sell,0
2021-01,96,99,sell,0
2021-02,76,95,sell,0
2021-03,88,115,sell,0
2021-04,88,100,sell,0
2021-05,110,84,buy,1
2021-06,95,91,buy,1
2021-07,114,86,buy,1
2021-08,110,84,buy,1
2021-09,102,89,buy,1
2021-10,89,107,sell,0
2021-11,92,96,sell,0
2021-12,87,106,sell,0
2022-01,93,109,sell,0
2022-02,74,95,sell,0
2022-03,103,93,buy,1
2022-04,80,110,sell,0
2022-05,104,99,buy,1
2022-06,99,87,buy,1
2022-07,90,102,sell,0
2022-08,107,94,buy,1
2022-09,102,87,buy,1
2022-10,96,96,buy,1
2022-11,108,86,buy,1
2022-12,91,103,sell,0
