YearWeek,buy,sell,Action,ActionID
2010-01,23,26,sell,0
2010-02,31,18,buy,1
2010-03,9,40,sell,0
2010-04,14,35,sell,0
2010-05,28,21,buy,1
2010-06,42,7,buy,1
2010-07,36,13,buy,1
2010-08,29,20,buy,1
2010-09,42,7,buy,1
2010-10,36,13,buy,1
2010-11,36,13,buy,1
2010-12,33,16,buy,1
2010-13,36,13,buy,1
2010-14,33,16,buy,1
2010-15,27,22,buy,1
2010-16,23,26,sell,0
2010-17,12,37,sell,0
2010-18,15,34,sell,0
2010-19,33,16,buy,1
2010-20,29,20,buy,1
2010-21,36,13,buy,1
2010-22,18,31,sell,0
2010-23,31,18,buy,1
2010-24,35,14,buy,1
2010-25,17,32,sell,0
2010-26,35,14,buy,1
2010-27,40,9,buy,1
2010-28,31,18,buy,1
2010-29,25,24,buy,1
2010-30,30,19,buy,1
2010-31,15,34,sell,0
2010-32,21,28,sell,0
2010-33,16,33,sell,0
2010-34,26,23,buy,1
2010-35,32,17,buy,1
2010-36,20,29,sell,0
2010-37,35,14,buy,1
2010-38,29,20,buy,1
2010-39,33,16,buy,1
2010-40,23,26,sell,0
2010-41,21,28,sell,0
2010-42,33,16,buy,1
2010-43,25,24,buy,1
2010-44,38,11,buy,1
2010-45,19,30,sell,0
2010-46,22,27,sell,0
2010-47,21,28,sell,0
2010-48,36,13,buy,1
2010-49,42,7,buy,1
2010-50,37,12,buy,1
2010-51,38,11,buy,1
2010-52,15,20,sell,0
2010-53,13,8,buy,1
2011-01,37,12,buy,1
2011-02,24,25,sell,0
2011-03,23,26,sell,0
2011-04,28,21,buy,1
2011-05,39,10,buy,1
2011-06,36,13,buy,1
2011-07,30,19,buy,1
2011-08,16,33,sell,0
2011-09,24,25,sell,0
2011-10,17,32,sell,0
2011-11,25,24,buy,1
2011-12,35,14,buy,1
2011-13,40,9,buy,1
2011-14,33,16,buy,1
2011-15,28,21,buy,1
2011-16,28,21,buy,1
2011-17,32,17,buy,1
2011-18,28,21,buy,1
2011-19,23,26,sell,0
2011-20,31,18,buy,1
2011-21,26,23,buy,1
2011-22,17,32,sell,0
2011-23,25,24,buy,1
2011-24,26,23,buy,1
2011-25,29,20,buy,1
2011-26,44,5,buy,1
2011-27,31,18,buy,1
2011-28,20,29,sell,0
2011-29,39,10,buy,1
2011-30,13,36,sell,0
2011-31,15,34,sell,0
2011-32,30,19,buy,1
2011-33,18,31,sell,0
2011-34,30,19,buy,1
2011-35,33,16,buy,1
2011-36,33,16,buy,1
2011-37,33,16,buy,1
2011-38,28,21,buy,1
2011-39,14,35,sell,0
2011-40,29,20,buy,1
2011-41,36,13,buy,1
2011-42,34,15,buy,1
2011-43,35,14,buy,1
2011-44,23,26,sell,0
2011-45,32,17,buy,1
2011-46,11,38,sell,0
2011-47,30,19,buy,1
2011-48,35,14,buy,1
2011-49,21,28,sell,0
2011-50,32,17,buy,1
2011-51,39,10,buy,1
2011-52,32,24,buy,1
2012-01,27,29,sell,0
2012-02,21,28,sell,0
2012-03,26,23,buy,1
2012-04,30,19,buy,1
2012-05,37,12,buy,1
2012-06,37,12,buy,1
2012-07,33,16,buy,1
2012-08,35,14,buy,1
2012-09,27,22,buy,1
2012-10,29,20,buy,1
2012-11,28,21,buy,1
2012-12,20,29,sell,0
2012-13,35,14,buy,1
2012-14,17,32,sell,0
2012-15,27,22,buy,1
2012-16,38,11,buy,1
2012-17,21,28,sell,0
2012-18,25,24,buy,1
2012-19,9,40,sell,0
2012-20,10,39,sell,0
2012-21,26,23,buy,1
2012-22,23,26,sell,0
2012-23,28,21,buy,1
2012-24,32,17,buy,1
2012-25,32,17,buy,1
2012-26,37,12,buy,1
2012-27,31,18,buy,1
2012-28,27,22,buy,1
2012-29,24,25,sell,0
2012-30,29,20,buy,1
2012-31,34,15,buy,1
2012-32,25,24,buy,1
2012-33,31,18,buy,1
2012-34,24,25,sell,0
2012-35,24,25,sell,0
2012-36,30,19,buy,1
2012-37,31,18,buy,1
2012-38,24,25,sell,0
2012-39,30,19,buy,1
2012-40,31,18,buy,1
2012-41,23,26,sell,0
2012-42,37,12,buy,1
2012-43,24,25,sell,0
2012-44,25,24,buy,1
2012-45,15,34,sell,0
2012-46,16,33,sell,0
2012-47,33,16,buy,1
2012-48,31,18,buy,1
2012-49,36,13,buy,1
2012-50,34,15,buy,1
2012-51,26,23,buy,1
2012-52,32,24,buy,1
2013-01,34,22,buy,1
2013-02,27,22,buy,1
2013-03,26,23,buy,1
2013-04,35,14,buy,1
2013-05,29,20,buy,1
2013-06,26,23,buy,1
2013-07,40,9,buy,1
2013-08,33,16,buy,1
2013-09,27,22,buy,1
2013-10,34,15,buy,1
2013-11,30,19,buy,1
2013-12,23,26,sell,0
2013-13,35,14,buy,1
2013-14,14,35,sell,0
2013-15,32,17,buy,1
2013-16,24,25,sell,0
2013-17,41,8,buy,1
2013-18,36,13,buy,1
2013-19,34,15,buy,1
2013-20,38,11,buy,1
2013-21,31,18,buy,1
2013-22,26,23,buy,1
2013-23,23,26,sell,0
2013-24,19,30,sell,0
2013-25,37,12,buy,1
2013-26,32,17,buy,1
2013-27,26,23,buy,1
2013-28,32,17,buy,1
2013-29,37,12,buy,1
2013-30,32,17,buy,1
2013-31,35,14,buy,1
2013-32,28,21,buy,1
2013-33,20,29,sell,0
2013-34,28,21,buy,1
2013-35,23,26,sell,0
2013-36,28,21,buy,1
2013-37,25,24,buy,1
2013-38,33,16,buy,1
2013-39,18,31,sell,0
2013-40,25,24,buy,1
2013-41,25,24,buy,1
2013-42,27,22,buy,1
2013-43,40,9,buy,1
2013-44,35,14,buy,1
2013-45,23,26,sell,0
2013-46,33,16,buy,1
2013-47,27,22,buy,1
2013-48,34,15,buy,1
2013-49,17,32,sell,0
2013-50,30,19,buy,1
2013-51,40,9,buy,1
2013-52,32,17,buy,1
2014-01,28,28,buy,1
2014-02,33,16,buy,1
2014-03,30,19,buy,1
2014-04,25,24,buy,1
2014-05,11,38,sell,0
2014-06,38,11,buy,1
2014-07,28,21,buy,1
2014-08,34,15,buy,1
2014-09,8,41,sell,0
2014-10,22,27,sell,0
2014-11,21,28,sell,0
2014-12,36,13,buy,1
2014-13,32,17,buy,1
2014-14,37,12,buy,1
2014-15,22,27,sell,0
2014-16,30,19,buy,1
2014-17,27,22,buy,1
2014-18,37,12,buy,1
2014-19,27,22,buy,1
2014-20,29,20,buy,1
2014-21,30,19,buy,1
2014-22,30,19,buy,1
2014-23,33,16,buy,1
2014-24,28,21,buy,1
2014-25,34,15,buy,1
2014-26,24,25,sell,0
2014-27,38,11,buy,1
2014-28,16,33,sell,0
2014-29,28,21,buy,1
2014-30,27,22,buy,1
2014-31,17,32,sell,0
2014-32,25,24,buy,1
2014-33,35,14,buy,1
2014-34,27,22,buy,1
2014-35,22,27,sell,0
2014-36,27,22,buy,1
2014-37,16,33,sell,0
2014-38,32,17,buy,1
2014-39,16,33,sell,0
2014-40,18,31,sell,0
2014-41,26,23,buy,1
2014-42,28,21,buy,1
2014-43,17,32,sell,0
2014-44,37,12,buy,1
2014-45,33,16,buy,1
2014-46,28,21,buy,1
2014-47,27,22,buy,1
2014-48,30,19,buy,1
2014-49,32,17,buy,1
2014-50,15,34,sell,0
2014-51,34,15,buy,1
2014-52,30,19,buy,1
2015-01,10,18,sell,0
2015-02,26,23,buy,1
2015-03,19,30,sell,0
2015-04,37,12,buy,1
2015-05,22,27,sell,0
2015-06,27,22,buy,1
2015-07,28,21,buy,1
2015-08,32,17,buy,1
2015-09,23,26,sell,0
2015-10,34,15,buy,1
2015-11,26,23,buy,1
2015-12,35,14,buy,1
2015-13,19,30,sell,0
2015-14,27,22,buy,1
2015-15,43,6,buy,1
2015-16,27,22,buy,1
2015-17,30,19,buy,1
2015-18,18,31,sell,0
2015-19,31,18,buy,1
2015-20,31,18,buy,1
2015-21,27,22,buy,1
2015-22,16,33,sell,0
2015-23,20,29,sell,0
2015-24,25,24,buy,1
2015-25,19,30,sell,0
2015-26,25,24,buy,1
2015-27,19,30,sell,0
2015-28,28,21,buy,1
2015-29,27,22,buy,1
2015-30,20,29,sell,0
2015-31,39,10,buy,1
2015-32,26,23,buy,1
2015-33,19,30,sell,0
2015-34,9,40,sell,0
2015-35,30,19,buy,1
2015-36,33,16,buy,1
2015-37,33,16,buy,1
2015-38,26,23,buy,1
2015-39,31,18,buy,1
2015-40,31,18,buy,1
2015-41,42,7,buy,1
2015-42,24,25,sell,0
2015-43,34,15,buy,1
2015-44,20,29,sell,0
2015-45,20,29,sell,0
2015-46,15,34,sell,0
2015-47,42,7,buy,1
2015-48,27,22,buy,1
2015-49,27,22,buy,1
2015-50,26,23,buy,1
2015-51,35,14,buy,1
2015-52,33,16,buy,1
2015-53,12,16,sell,0
2016-01,24,25,sell,0
2016-02,26,23,buy,1
2016-03,43,6,buy,1
2016-04,24,25,sell,0
2016-05,11,38,sell,0
2016-06,21,28,sell,0
2016-07,36,13,buy,1
2016-08,34,15,buy,1
2016-09,25,24,buy,1
2016-10,24,25,sell,0
2016-11,31,18,buy,1
2016-12,18,31,sell,0
2016-13,28,21,buy,1
2016-14,39,10,buy,1
2016-15,26,23,buy,1
2016-16,17,32,sell,0
2016-17,24,25,sell,0
2016-18,26,23,buy,1
2016-19,27,22,buy,1
2016-20,27,22,buy,1
2016-21,33,16,buy,1
2016-22,30,19,buy,1
2016-23,26,23,buy,1
2016-24,28,21,buy,1
2016-25,34,15,buy,1
2016-26,25,24,buy,1
2016-27,21,28,sell,0
2016-28,36,13,buy,1
2016-29,21,28,sell,0
2016-30,26,23,buy,1
2016-31,33,16,buy,1
2016-32,20,29,sell,0
2016-33,25,24,buy,1
2016-34,24,25,sell,0
2016-35,17,32,sell,0
2016-36,22,27,sell,0
2016-37,22,27,sell,0
2016-38,37,12,buy,1
2016-39,22,27,sell,0
2016-40,40,9,buy,1
2016-41,24,25,sell,0
2016-42,38,11,buy,1
2016-43,30,19,buy,1
2016-44,14,35,sell,0
2016-45,29,20,buy,1
2016-46,29,20,buy,1
2016-47,34,15,buy,1
2016-48,18,31,sell,0
2016-49,34,15,buy,1
2016-50,35,14,buy,1
2016-51,31,18,buy,1
2016-52,24,18,buy,1
2016-53,12,9,buy,1
2017-01,35,14,buy,1
2017-02,28,21,buy,1
2017-03,25,24,buy,1
2017-04,39,10,buy,1
2017-05,39,10,buy,1
2017-06,40,9,buy,1
2017-07,34,15,buy,1
2017-08,22,27,sell,0
2017-09,34,15,buy,1
2017-10,27,22,buy,1
2017-11,30,19,buy,1
2017-12,20,29,sell,0
2017-13,24,25,sell,0
2017-14,30,19,buy,1
2017-15,29,20,buy,1
2017-16,22,27,sell,0
2017-17,29,20,buy,1
2017-18,33,16,buy,1
2017-19,41,8,buy,1
2017-20,30,19,buy,1
2017-21,37,12,buy,1
2017-22,35,14,buy,1
2017-23,24,25,sell,0
2017-24,27,22,buy,1
2017-25,24,25,sell,0
2017-26,29,20,buy,1
2017-27,32,17,buy,1
2017-28,27,22,buy,1
2017-29,31,18,buy,1
2017-30,26,23,buy,1
2017-31,42,7,buy,1
2017-32,25,24,buy,1
2017-33,28,21,buy,1
2017-34,33,16,buy,1
2017-35,31,18,buy,1
2017-36,22,27,sell,0
2017-37,19,30,sell,0
2017-38,37,12,buy,1
2017-39,32,17,buy,1
2017-40,36,13,buy,1
2017-41,25,24,buy,1
2017-42,38,11,buy,1
2017-43,29,20,buy,1
2017-44,32,17,buy,1
2017-45,17,32,sell,0
2017-46,25,24,buy,1
2017-47,26,23,buy,1
2017-48,30,19,buy,1
2017-49,36,13,buy,1
2017-50,31,18,buy,1
2017-51,38,11,buy,1
2017-52,35,21,buy,1
2018-01,38,18,buy,1
2018-02,30,19,buy,1
2018-03,23,26,sell,0
2018-04,29,20,buy,1
2018-05,11,38,sell,0
2018-06,25,24,buy,1
2018-07,40,9,buy,1
2018-08,22,27,sell,0
2018-09,25,24,buy,1
2018-10,40,9,buy,1
2018-11,30,19,buy,1
2018-12,13,36,sell,0
2018-13,26,23,buy,1
2018-14,25,24,buy,1
2018-15,32,17,buy,1
2018-16,31,18,buy,1
2018-17,36,13,buy,1
2018-18,34,15,buy,1
2018-19,37,12,buy,1
2018-20,33,16,buy,1
2018-21,32,17,buy,1
2018-22,27,22,buy,1
2018-23,30,19,buy,1
2018-24,23,26,sell,0
2018-25,24,25,sell,0
2018-26,24,25,sell,0
2018-27,30,19,buy,1
2018-28,36,13,buy,1
2018-29,27,22,buy,1
2018-30,29,20,buy,1
2018-31,27,22,buy,1
2018-32,34,15,buy,1
2018-33,13,36,sell,0
2018-34,33,16,buy,1
2018-35,18,31,sell,0
2018-36,21,28,sell,0
2018-37,36,13,buy,1
2018-38,37,12,buy,1
2018-39,26,23,buy,1
2018-40,17,32,sell,0
2018-41,17,32,sell,0
2018-42,33,16,buy,1
2018-43,18,31,sell,0
2018-44,36,13,buy,1
2018-45,31,18,buy,1
2018-46,22,27,sell,0
2018-47,24,25,sell,0
2018-48,35,14,buy,1
2018-49,24,25,sell,0
2018-50,27,22,buy,1
2018-51,18,31,sell,0
2018-52,30,19,buy,1
2019-01,27,29,sell,0
2019-02,36,13,buy,1
2019-03,24,25,sell,0
2019-04,28,21,buy,1
2019-05,41,8,buy,1
2019-06,29,20,buy,1
2019-07,39,10,buy,1
2019-08,24,25,sell,0
2019-09,26,23,buy,1
2019-10,33,16,buy,1
2019-11,36,13,buy,1
2019-12,26,23,buy,1
2019-13,35,14,buy,1
2019-14,38,11,buy,1
2019-15,23,26,sell,0
2019-16,24,25,sell,0
2019-17,22,27,sell,0
2019-18,22,27,sell,0
2019-19,22,27,sell,0
2019-20,31,18,buy,1
2019-21,31,18,buy,1
2019-22,20,29,sell,0
2019-23,34,15,buy,1
2019-24,32,17,buy,1
2019-25,36,13,buy,1
2019-26,33,16,buy,1
2019-27,38,11,buy,1
2019-28,28,21,buy,1
2019-29,37,12,buy,1
2019-30,28,21,buy,1
2019-31,16,33,sell,0
2019-32,26,23,buy,1
2019-33,24,25,sell,0
2019-34,25,24,buy,1
2019-35,34,15,buy,1
2019-36,22,27,sell,0
2019-37,22,27,sell,0
2019-38,33,16,buy,1
2019-39,24,25,sell,0
2019-40,19,30,sell,0
2019-41,34,15,buy,1
2019-42,27,22,buy,1
2019-43,36,13,buy,1
2019-44,26,23,buy,1
2019-45,31,18,buy,1
2019-46,18,31,sell,0
2019-47,33,16,buy,1
2019-48,29,20,buy,1
2019-49,23,26,sell,0
2019-50,35,14,buy,1
2019-51,39,10,buy,1
2019-52,31,18,buy,1
2020-01,18,17,buy,1
2020-02,35,14,buy,1
2020-03,35,14,buy,1
2020-04,14,35,sell,0
2020-05,21,28,sell,0
2020-06,39,10,buy,1
2020-07,24,20,buy,1
2020-08,32,17,buy,1
2020-09,19,30,sell,0
2020-10,31,18,buy,1
2020-11,34,15,buy,1
2020-12,28,21,buy,1
2020-13,27,22,buy,1
2020-14,35,14,buy,1
2020-15,36,13,buy,1
2020-16,24,25,sell,0
2020-17,24,25,sell,0
2020-18,29,20,buy,1
2020-19,38,11,buy,1
2020-20,31,18,buy,1
2020-21,19,30,sell,0
2020-22,37,12,buy,1
2020-23,35,14,buy,1
2020-24,23,26,sell,0
2020-25,25,24,buy,1
2020-26,29,20,buy,1
2020-27,24,25,sell,0
2020-28,25,24,buy,1
2020-29,29,20,buy,1
2020-30,19,30,sell,0
2020-31,24,25,sell,0
2020-32,20,29,sell,0
2020-33,34,15,buy,1
2020-34,21,28,sell,0
2020-35,35,14,buy,1
2020-36,27,22,buy,1
2020-37,34,15,buy,1
2020-38,25,24,buy,1
2020-39,28,21,buy,1
2020-40,29,20,buy,1
2020-41,24,25,sell,0
2020-42,28,21,buy,1
2020-43,31,18,buy,1
2020-44,33,16,buy,1
2020-45,23,26,sell,0
2020-46,29,20,buy,1
2020-47,33,16,buy,1
2020-48,32,17,buy,1
2020-49,22,27,sell,0
2020-50,32,17,buy,1
2020-51,27,22,buy,1
2020-52,24,25,sell,0
2020-53,14,14,buy,1
2021-01,33,16,buy,1
2021-02,26,23,buy,1
2021-03,28,21,buy,1
2021-04,29,20,buy,1
2021-05,29,20,buy,1
2021-06,22,27,sell,0
2021-07,19,30,sell,0
2021-08,18,31,sell,0
2021-09,23,26,sell,0
2021-10,28,21,buy,1
2021-11,32,17,buy,1
2021-12,34,15,buy,1
2021-13,23,26,sell,0
2021-14,31,18,buy,1
2021-15,29,20,buy,1
2021-16,32,17,buy,1
2021-17,25,24,buy,1
2021-18,24,25,sell,0
2021-19,24,25,sell,0
2021-20,34,15,buy,1
2021-21,28,21,buy,1
2021-22,27,22,buy,1
2021-23,25,24,buy,1
2021-24,28,21,buy,1
2021-25,30,19,buy,1
2021-26,28,21,buy,1
2021-27,33,16,buy,1
2021-28,29,20,buy,1
2021-29,30,19,buy,1
2021-30,29,20,buy,1
2021-31,28,21,buy,1
2021-32,29,20,buy,1
2021-33,31,18,buy,1
2021-34,23,26,sell,0
2021-35,26,23,buy,1
2021-36,22,27,sell,0
2021-37,25,24,buy,1
2021-38,26,23,buy,1
2021-39,30,19,buy,1
2021-40,30,19,buy,1
2021-41,37,12,buy,1
2021-42,21,28,sell,0
2021-43,25,24,buy,1
2021-44,33,16,buy,1
2021-45,24,25,sell,0
2021-46,32,17,buy,1
2021-47,36,13,buy,1
2021-48,30,19,buy,1
2021-49,31,18,buy,1
2021-50,25,24,buy,1
2021-51,23,26,sell,0
2021-52,16,19,sell,0
2021-53,15,6,buy,1
