YearMonth,buy,sell,Action,ActionID
2010-01,109,77,buy,1
2010-02,79,87,sell,0
2010-03,116,69,buy,1
2010-04,126,53,buy,1
2010-05,69,117,sell,0
2010-06,73,107,sell,0
2010-07,98,88,buy,1
2010-08,72,114,sell,0
2010-09,93,87,buy,1
2010-10,102,84,buy,1
2010-11,110,70,buy,1
2010-12,101,85,buy,1
2011-01,100,86,buy,1
2011-02,111,57,buy,1
2011-03,106,80,buy,1
2011-04,108,71,buy,1
2011-05,107,79,buy,1
2011-06,95,85,buy,1
2011-07,92,94,sell,0
2011-08,70,116,sell,0
2011-09,77,99,sell,0
2011-10,103,83,buy,1
2011-11,68,112,sell,0
2011-12,92,94,sell,0
2012-01,136,50,buy,1
2012-02,100,74,buy,1
2012-03,114,72,buy,1
2012-04,109,71,buy,1
2012-05,83,103,sell,0
2012-06,83,97,sell,0
2012-07,121,64,buy,1
2012-08,100,86,buy,1
2012-09,98,79,buy,1
2012-10,82,104,sell,0
2012-11,111,68,buy,1
2012-12,129,57,buy,1
2013-01,107,79,buy,1
2013-02,95,73,buy,1
2013-03,120,65,buy,1
2013-04,115,65,buy,1
2013-05,148,36,buy,1
2013-06,103,77,buy,1
2013-07,101,85,buy,1
2013-08,117,69,buy,1
2013-09,113,66,buy,1
2013-10,114,72,buy,1
2013-11,98,82,buy,1
2013-12,125,57,buy,1
2014-01,83,103,sell,0
2014-02,107,58,buy,1
2014-03,88,98,sell,0
2014-04,89,91,sell,0
2014-05,126,60,buy,1
2014-06,90,90,buy,1
2014-07,71,115,sell,0
2014-08,102,84,buy,1
2014-09,86,94,sell,0
2014-10,106,80,buy,1
2014-11,105,75,buy,1
2014-12,107,77,buy,1
2015-01,67,119,sell,0
2015-02,105,63,buy,1
2015-03,107,77,buy,1
2015-04,118,62,buy,1
2015-05,102,84,buy,1
2015-06,102,78,buy,1
2015-07,77,109,sell,0
2015-08,93,92,buy,1
2015-09,95,85,buy,1
2015-10,87,99,sell,0
2015-11,92,88,buy,1
2015-12,93,93,buy,1
2016-01,99,85,buy,1
2016-02,93,81,buy,1
2016-03,91,95,sell,0
2016-04,104,76,buy,1
2016-05,110,76,buy,1
2016-06,96,84,buy,1
2016-07,116,67,buy,1
2016-08,93,93,buy,1
2016-09,107,73,buy,1
2016-10,86,100,sell,0
2016-11,92,87,buy,1
2016-12,95,91,buy,1
2017-01,114,72,buy,1
2017-02,118,50,buy,1
2017-03,110,73,buy,1
2017-04,56,124,sell,0
2017-05,101,85,buy,1
2017-06,140,40,buy,1
2017-07,116,70,buy,1
2017-08,99,87,buy,1
2017-09,90,90,buy,1
2017-10,124,62,buy,1
2017-11,80,99,sell,0
2017-12,78,108,sell,0
2018-01,89,97,sell,0
2018-02,111,57,buy,1
2018-03,76,110,sell,0
2018-04,86,94,sell,0
2018-05,103,83,buy,1
2018-06,92,87,buy,1
2018-07,118,68,buy,1
2018-08,138,48,buy,1
2018-09,106,74,buy,1
2018-10,76,110,sell,0
2018-11,118,62,buy,1
2018-12,64,122,sell,0
2019-01,130,56,buy,1
2019-02,121,47,buy,1
2019-03,84,102,sell,0
2019-04,95,85,buy,1
2019-05,116,70,buy,1
2019-06,115,65,buy,1
2019-07,88,97,sell,0
2019-08,84,102,sell,0
2019-09,77,103,sell,0
2019-10,114,72,buy,1
2019-11,110,70,buy,1
2019-12,95,90,buy,1
2020-01,101,85,buy,1
2020-02,73,100,sell,0
2020-03,101,85,buy,1
2020-04,93,87,buy,1
2020-05,92,94,sell,0
2020-06,88,91,sell,0
2020-07,105,81,buy,1
2020-08,132,54,buy,1
2020-09,97,83,buy,1
2020-10,113,73,buy,1
2020-11,95,85,buy,1
2020-12,106,80,buy,1
2021-01,83,103,sell,0
2021-02,95,73,buy,1
2021-03,98,88,buy,1
2021-04,85,95,sell,0
2021-05,93,93,buy,1
2021-06,102,77,buy,1
2021-07,105,81,buy,1
2021-08,95,91,buy,1
2021-09,100,79,buy,1
2021-10,103,83,buy,1
2021-11,106,74,buy,1
2021-12,119,67,buy,1
2022-01,102,84,buy,1
2022-02,98,70,buy,1
2022-03,112,74,buy,1
2022-04,107,73,buy,1
2022-05,101,85,buy,1
2022-06,91,89,buy,1
2022-07,88,97,sell,0
2022-08,104,82,buy,1
2022-09,110,70,buy,1
2022-10,105,81,buy,1
2022-11,86,94,sell,0
2022-12,124,62,buy,1
