YearMonth,buy,sell,Action,ActionID
2010-01,97,120,sell,0
2010-02,122,74,buy,1
2010-03,137,80,buy,1
2010-04,105,105,buy,1
2010-05,91,126,sell,0
2010-06,109,100,buy,1
2010-07,152,65,buy,1
2010-08,131,86,buy,1
2010-09,143,67,buy,1
2010-10,149,68,buy,1
2010-11,142,68,buy,1
2010-12,125,92,buy,1
2011-01,116,101,buy,1
2011-02,111,85,buy,1
2011-03,156,61,buy,1
2011-04,138,72,buy,1
2011-05,114,103,buy,1
2011-06,127,83,buy,1
2011-07,114,103,buy,1
2011-08,119,98,buy,1
2011-09,114,96,buy,1
2011-10,127,90,buy,1
2011-11,103,107,sell,0
2011-12,135,82,buy,1
2012-01,101,116,sell,0
2012-02,136,67,buy,1
2012-03,160,57,buy,1
2012-04,129,81,buy,1
2012-05,113,104,buy,1
2012-06,127,83,buy,1
2012-07,119,98,buy,1
2012-08,81,136,sell,0
2012-09,117,93,buy,1
2012-10,105,112,sell,0
2012-11,128,82,buy,1
2012-12,105,112,sell,0
2013-01,126,91,buy,1
2013-02,126,70,buy,1
2013-03,178,39,buy,1
2013-04,119,91,buy,1
2013-05,115,102,buy,1
2013-06,122,88,buy,1
2013-07,143,74,buy,1
2013-08,83,134,sell,0
2013-09,127,83,buy,1
2013-10,133,84,buy,1
2013-11,136,74,buy,1
2013-12,150,67,buy,1
2014-01,83,134,sell,0
2014-02,114,82,buy,1
2014-03,142,75,buy,1
2014-04,140,70,buy,1
2014-05,136,81,buy,1
2014-06,145,65,buy,1
2014-07,115,102,buy,1
2014-08,146,71,buy,1
2014-09,149,61,buy,1
2014-10,148,69,buy,1
2014-11,152,58,buy,1
2014-12,107,110,sell,0
2015-01,115,102,buy,1
2015-02,99,97,buy,1
2015-03,118,99,buy,1
2015-04,113,97,buy,1
2015-05,140,77,buy,1
2015-06,101,109,sell,0
2015-07,142,75,buy,1
2015-08,126,91,buy,1
2015-09,136,74,buy,1
2015-10,134,83,buy,1
2015-11,120,90,buy,1
2015-12,111,106,buy,1
2016-01,136,81,buy,1
2016-02,118,85,buy,1
2016-03,170,47,buy,1
2016-04,129,81,buy,1
2016-05,122,95,buy,1
2016-06,110,100,buy,1
2016-07,131,86,buy,1
2016-08,101,116,sell,0
2016-09,113,97,buy,1
2016-10,111,106,buy,1
2016-11,113,97,buy,1
2016-12,129,88,buy,1
2017-01,119,98,buy,1
2017-02,123,73,buy,1
2017-03,149,68,buy,1
2017-04,128,82,buy,1
2017-05,166,51,buy,1
2017-06,120,90,buy,1
2017-07,126,91,buy,1
2017-08,129,88,buy,1
2017-09,134,76,buy,1
2017-10,139,78,buy,1
2017-11,107,103,buy,1
2017-12,131,86,buy,1
2018-01,147,70,buy,1
2018-02,101,95,buy,1
2018-03,120,97,buy,1
2018-04,127,83,buy,1
2018-05,119,98,buy,1
2018-06,142,68,buy,1
2018-07,142,75,buy,1
2018-08,99,118,sell,0
2018-09,140,70,buy,1
2018-10,136,81,buy,1
2018-11,143,67,buy,1
2018-12,95,122,sell,0
2019-01,122,95,buy,1
2019-02,122,74,buy,1
2019-03,152,65,buy,1
2019-04,148,62,buy,1
2019-05,124,93,buy,1
2019-06,131,79,buy,1
2019-07,126,91,buy,1
2019-08,130,87,buy,1
2019-09,110,100,buy,1
2019-10,108,109,sell,0
2019-11,123,87,buy,1
2019-12,136,81,buy,1
2020-01,136,81,buy,1
2020-02,125,78,buy,1
2020-03,135,82,buy,1
2020-04,114,96,buy,1
2020-05,102,115,sell,0
2020-06,94,115,sell,0
2020-07,128,89,buy,1
2020-08,129,88,buy,1
2020-09,109,101,buy,1
2020-10,116,101,buy,1
2020-11,107,103,buy,1
2020-12,122,95,buy,1
2021-01,127,90,buy,1
2021-02,113,83,buy,1
2021-03,133,84,buy,1
2021-04,122,88,buy,1
2021-05,120,97,buy,1
2021-06,102,108,sell,0
2021-07,137,80,buy,1
2021-08,129,88,buy,1
2021-09,113,97,buy,1
2021-10,138,79,buy,1
2021-11,122,88,buy,1
2021-12,131,86,buy,1
2022-01,128,89,buy,1
2022-02,116,80,buy,1
2022-03,146,71,buy,1
2022-04,150,60,buy,1
2022-05,127,90,buy,1
2022-06,118,92,buy,1
2022-07,130,87,buy,1
2022-08,122,95,buy,1
2022-09,125,85,buy,1
2022-10,135,82,buy,1
2022-11,140,70,buy,1
2022-12,137,80,buy,1
