YearMonth,buy,sell,Action,ActionID
2010-01,147,39,buy,1
2010-02,114,54,buy,1
2010-03,82,104,sell,0
2010-04,88,92,sell,0
2010-05,106,80,buy,1
2010-06,99,81,buy,1
2010-07,113,73,buy,1
2010-08,121,65,buy,1
2010-09,102,78,buy,1
2010-10,131,55,buy,1
2010-11,93,87,buy,1
2010-12,95,91,buy,1
2011-01,91,95,sell,0
2011-02,81,87,sell,0
2011-03,100,86,buy,1
2011-04,75,105,sell,0
2011-05,122,64,buy,1
2011-06,103,77,buy,1
2011-07,96,90,buy,1
2011-08,115,71,buy,1
2011-09,85,95,sell,0
2011-10,99,87,buy,1
2011-11,68,112,sell,0
2011-12,99,87,buy,1
2012-01,74,112,sell,0
2012-02,94,80,buy,1
2012-03,123,63,buy,1
2012-04,95,85,buy,1
2012-05,95,91,buy,1
2012-06,86,94,sell,0
2012-07,118,68,buy,1
2012-08,123,63,buy,1
2012-09,99,81,buy,1
2012-10,104,82,buy,1
2012-11,69,111,sell,0
2012-12,85,101,sell,0
2013-01,84,102,sell,0
2013-02,80,88,sell,0
2013-03,61,124,sell,0
2013-04,120,60,buy,1
2013-05,99,87,buy,1
2013-06,81,99,sell,0
2013-07,103,83,buy,1
2013-08,114,72,buy,1
2013-09,84,96,sell,0
2013-10,120,66,buy,1
2013-11,104,76,buy,1
2013-12,95,88,buy,1
2014-01,85,101,sell,0
2014-02,90,75,buy,1
2014-03,105,81,buy,1
2014-04,100,80,buy,1
2014-05,92,94,sell,0
2014-06,101,79,buy,1
2014-07,93,93,buy,1
2014-08,97,89,buy,1
2014-09,95,85,buy,1
2014-10,97,89,buy,1
2014-11,94,86,buy,1
2014-12,107,79,buy,1
2015-01,123,63,buy,1
2015-02,94,74,buy,1
2015-03,119,67,buy,1
2015-04,113,67,buy,1
2015-05,75,111,sell,0
2015-06,130,50,buy,1
2015-07,68,118,sell,0
2015-08,75,111,sell,0
2015-09,65,115,sell,0
2015-10,88,98,sell,0
2015-11,101,79,buy,1
2015-12,88,98,sell,0
2016-01,132,52,buy,1
2016-02,117,57,buy,1
2016-03,82,104,sell,0
2016-04,87,93,sell,0
2016-05,100,86,buy,1
2016-06,100,80,buy,1
2016-07,93,93,buy,1
2016-08,124,62,buy,1
2016-09,85,95,sell,0
2016-10,71,115,sell,0
2016-11,80,99,sell,0
2016-12,101,85,buy,1
2017-01,103,83,buy,1
2017-02,94,74,buy,1
2017-03,120,63,buy,1
2017-04,96,84,buy,1
2017-05,107,79,buy,1
2017-06,92,88,buy,1
2017-07,86,100,sell,0
2017-08,125,61,buy,1
2017-09,62,118,sell,0
2017-10,102,84,buy,1
2017-11,134,46,buy,1
2017-12,121,65,buy,1
2018-01,124,62,buy,1
2018-02,86,82,buy,1
2018-03,48,138,sell,0
2018-04,128,52,buy,1
2018-05,74,112,sell,0
2018-06,81,98,sell,0
2018-07,117,69,buy,1
2018-08,78,108,sell,0
2018-09,76,104,sell,0
2018-10,109,77,buy,1
2018-11,57,123,sell,0
2018-12,99,87,buy,1
2019-01,90,96,sell,0
2019-02,106,62,buy,1
2019-03,121,65,buy,1
2019-04,94,86,buy,1
2019-05,121,65,buy,1
2019-06,101,79,buy,1
2019-07,85,101,sell,0
2019-08,83,103,sell,0
2019-09,101,79,buy,1
2019-10,87,99,sell,0
2019-11,78,102,sell,0
2019-12,73,113,sell,0
2020-01,114,72,buy,1
2020-02,95,78,buy,1
2020-03,101,85,buy,1
2020-04,143,37,buy,1
2020-05,119,67,buy,1
2020-06,93,87,buy,1
2020-07,106,80,buy,1
2020-08,116,70,buy,1
2020-09,97,83,buy,1
2020-10,88,98,sell,0
2020-11,108,72,buy,1
2020-12,78,108,sell,0
2021-01,122,64,buy,1
2021-02,80,88,sell,0
2021-03,107,79,buy,1
2021-04,88,92,sell,0
2021-05,97,89,buy,1
2021-06,113,67,buy,1
2021-07,93,93,buy,1
2021-08,109,77,buy,1
2021-09,100,79,buy,1
2021-10,116,70,buy,1
2021-11,98,82,buy,1
2021-12,112,74,buy,1
2022-01,113,73,buy,1
2022-02,52,116,sell,0
2022-03,122,64,buy,1
2022-04,125,55,buy,1
2022-05,126,60,buy,1
2022-06,86,94,sell,0
2022-07,99,87,buy,1
2022-08,106,80,buy,1
2022-09,62,118,sell,0
2022-10,119,67,buy,1
2022-11,66,114,sell,0
2022-12,86,100,sell,0
