YearMonth,buy,sell,Action,ActionID
2010-01,114,103,buy,1
2010-02,123,73,buy,1
2010-03,160,57,buy,1
2010-04,130,80,buy,1
2010-05,89,128,sell,0
2010-06,112,98,buy,1
2010-07,123,94,buy,1
2010-08,84,133,sell,0
2010-09,148,62,buy,1
2010-10,124,93,buy,1
2010-11,89,121,sell,0
2010-12,146,71,buy,1
2011-01,138,79,buy,1
2011-02,133,63,buy,1
2011-03,132,85,buy,1
2011-04,132,78,buy,1
2011-05,112,105,buy,1
2011-06,117,93,buy,1
2011-07,107,110,sell,0
2011-08,114,103,buy,1
2011-09,106,104,buy,1
2011-10,134,83,buy,1
2011-11,112,98,buy,1
2011-12,147,70,buy,1
2012-01,133,84,buy,1
2012-02,127,76,buy,1
2012-03,125,92,buy,1
2012-04,113,97,buy,1
2012-05,69,148,sell,0
2012-06,120,90,buy,1
2012-07,119,98,buy,1
2012-08,121,96,buy,1
2012-09,124,86,buy,1
2012-10,116,101,buy,1
2012-11,124,86,buy,1
2012-12,124,93,buy,1
2013-01,152,65,buy,1
2013-02,120,76,buy,1
2013-03,127,90,buy,1
2013-04,117,93,buy,1
2013-05,143,74,buy,1
2013-06,117,93,buy,1
2013-07,144,73,buy,1
2013-08,101,116,sell,0
2013-09,128,82,buy,1
2013-10,130,87,buy,1
2013-11,164,46,buy,1
2013-12,124,93,buy,1
2014-01,77,140,sell,0
2014-02,148,48,buy,1
2014-03,123,94,buy,1
2014-04,110,100,buy,1
2014-05,133,84,buy,1
2014-06,115,95,buy,1
2014-07,122,95,buy,1
2014-08,119,98,buy,1
2014-09,130,80,buy,1
2014-10,124,93,buy,1
2014-11,155,55,buy,1
2014-12,125,92,buy,1
2015-01,98,119,sell,0
2015-02,114,82,buy,1
2015-03,121,96,buy,1
2015-04,123,87,buy,1
2015-05,121,96,buy,1
2015-06,99,111,sell,0
2015-07,113,104,buy,1
2015-08,95,122,sell,0
2015-09,123,87,buy,1
2015-10,153,64,buy,1
2015-11,113,97,buy,1
2015-12,101,116,sell,0
2016-01,89,128,sell,0
2016-02,126,77,buy,1
2016-03,152,65,buy,1
2016-04,106,104,buy,1
2016-05,121,96,buy,1
2016-06,113,97,buy,1
2016-07,142,75,buy,1
2016-08,103,114,sell,0
2016-09,101,109,sell,0
2016-10,116,101,buy,1
2016-11,154,56,buy,1
2016-12,137,80,buy,1
2017-01,109,108,buy,1
2017-02,134,62,buy,1
2017-03,117,100,buy,1
2017-04,126,84,buy,1
2017-05,122,95,buy,1
2017-06,135,75,buy,1
2017-07,139,78,buy,1
2017-08,120,97,buy,1
2017-09,124,86,buy,1
2017-10,153,64,buy,1
2017-11,128,82,buy,1
2017-12,134,83,buy,1
2018-01,154,63,buy,1
2018-02,110,86,buy,1
2018-03,116,101,buy,1
2018-04,113,97,buy,1
2018-05,117,100,buy,1
2018-06,108,102,buy,1
2018-07,150,67,buy,1
2018-08,133,84,buy,1
2018-09,127,83,buy,1
2018-10,101,116,sell,0
2018-11,125,85,buy,1
2018-12,97,120,sell,0
2019-01,147,70,buy,1
2019-02,140,56,buy,1
2019-03,113,104,buy,1
2019-04,135,75,buy,1
2019-05,92,125,sell,0
2019-06,137,73,buy,1
2019-07,119,98,buy,1
2019-08,99,118,sell,0
2019-09,114,96,buy,1
2019-10,136,81,buy,1
2019-11,144,66,buy,1
2019-12,136,81,buy,1
2020-01,145,72,buy,1
2020-02,107,96,buy,1
2020-03,126,91,buy,1
2020-04,119,91,buy,1
2020-05,112,105,buy,1
2020-06,93,117,sell,0
2020-07,119,98,buy,1
2020-08,153,64,buy,1
2020-09,119,91,buy,1
2020-10,109,108,buy,1
2020-11,128,82,buy,1
2020-12,133,84,buy,1
2021-01,126,91,buy,1
2021-02,117,79,buy,1
2021-03,114,103,buy,1
2021-04,117,93,buy,1
2021-05,125,92,buy,1
2021-06,112,98,buy,1
2021-07,118,99,buy,1
2021-08,123,94,buy,1
2021-09,102,108,sell,0
2021-10,114,103,buy,1
2021-11,123,87,buy,1
2021-12,130,87,buy,1
2022-01,129,88,buy,1
2022-02,127,69,buy,1
2022-03,138,79,buy,1
2022-04,133,77,buy,1
2022-05,139,78,buy,1
2022-06,128,82,buy,1
2022-07,122,95,buy,1
2022-08,119,98,buy,1
2022-09,110,100,buy,1
2022-10,125,92,buy,1
2022-11,140,70,buy,1
2022-12,135,82,buy,1
