YearMonth,buy,sell,Action,ActionID
2010-01,95,122,sell,0
2010-02,75,121,sell,0
2010-03,114,102,buy,1
2010-04,83,127,sell,0
2010-05,88,125,sell,0
2010-06,146,64,buy,1
2010-07,129,87,buy,1
2010-08,114,100,buy,1
2010-09,113,97,buy,1
2010-10,141,76,buy,1
2010-11,83,127,sell,0
2010-12,104,111,sell,0
2011-01,141,75,buy,1
2011-02,117,79,buy,1
2011-03,108,108,buy,1
2011-04,131,79,buy,1
2011-05,98,119,sell,0
2011-06,72,138,sell,0
2011-07,107,110,sell,0
2011-08,119,98,buy,1
2011-09,97,113,sell,0
2011-10,108,109,sell,0
2011-11,99,111,sell,0
2011-12,119,96,buy,1
2012-01,102,114,sell,0
2012-02,95,108,sell,0
2012-03,105,112,sell,0
2012-04,121,89,buy,1
2012-05,57,160,sell,0
2012-06,117,93,buy,1
2012-07,104,111,sell,0
2012-08,128,89,buy,1
2012-09,130,80,buy,1
2012-10,113,104,buy,1
2012-11,109,101,buy,1
2012-12,146,71,buy,1
2013-01,90,126,sell,0
2013-02,106,90,buy,1
2013-03,114,102,buy,1
2013-04,121,87,buy,1
2013-05,93,124,sell,0
2013-06,91,119,sell,0
2013-07,98,117,sell,0
2013-08,128,89,buy,1
2013-09,108,101,buy,1
2013-10,95,122,sell,0
2013-11,117,93,buy,1
2013-12,130,84,buy,1
2014-01,91,126,sell,0
2014-02,108,88,buy,1
2014-03,105,111,sell,0
2014-04,118,90,buy,1
2014-05,111,106,buy,1
2014-06,113,97,buy,1
2014-07,88,129,sell,0
2014-08,89,128,sell,0
2014-09,92,117,sell,0
2014-10,97,119,sell,0
2014-11,81,129,sell,0
2014-12,111,106,buy,1
2015-01,95,122,sell,0
2015-02,131,65,buy,1
2015-03,79,138,sell,0
2015-04,117,93,buy,1
2015-05,95,122,sell,0
2015-06,124,86,buy,1
2015-07,103,114,sell,0
2015-08,99,118,sell,0
2015-09,102,108,sell,0
2015-10,99,118,sell,0
2015-11,82,128,sell,0
2015-12,93,124,sell,0
2016-01,88,129,sell,0
2016-02,89,114,sell,0
2016-03,117,99,buy,1
2016-04,111,97,buy,1
2016-05,113,103,buy,1
2016-06,95,115,sell,0
2016-07,95,122,sell,0
2016-08,101,115,sell,0
2016-09,90,118,sell,0
2016-10,77,140,sell,0
2016-11,116,94,buy,1
2016-12,115,101,buy,1
2017-01,109,108,buy,1
2017-02,88,107,sell,0
2017-03,126,91,buy,1
2017-04,113,97,buy,1
2017-05,101,116,sell,0
2017-06,101,109,sell,0
2017-07,117,100,buy,1
2017-08,102,115,sell,0
2017-09,128,82,buy,1
2017-10,94,122,sell,0
2017-11,129,81,buy,1
2017-12,107,110,sell,0
2018-01,116,101,buy,1
2018-02,78,118,sell,0
2018-03,109,108,buy,1
2018-04,93,117,sell,0
2018-05,83,134,sell,0
2018-06,101,109,sell,0
2018-07,120,97,buy,1
2018-08,99,118,sell,0
2018-09,121,87,buy,1
2018-10,85,132,sell,0
2018-11,102,106,sell,0
2018-12,118,99,buy,1
2019-01,133,84,buy,1
2019-02,112,84,buy,1
2019-03,90,127,sell,0
2019-04,108,101,buy,1
2019-05,83,134,sell,0
2019-06,110,100,buy,1
2019-07,65,152,sell,0
2019-08,97,120,sell,0
2019-09,106,104,buy,1
2019-10,135,80,buy,1
2019-11,124,86,buy,1
2019-12,133,84,buy,1
2020-01,96,120,sell,0
2020-02,98,105,sell,0
2020-03,87,130,sell,0
2020-04,123,87,buy,1
2020-05,118,99,buy,1
2020-06,99,108,sell,0
2020-07,143,73,buy,1
2020-08,113,104,buy,1
2020-09,111,99,buy,1
2020-10,114,102,buy,1
2020-11,104,105,sell,0
2020-12,111,105,buy,1
2021-01,105,109,sell,0
2021-02,92,102,sell,0
2021-03,123,94,buy,1
2021-04,120,90,buy,1
2021-05,102,115,sell,0
2021-06,93,115,sell,0
2021-07,101,116,sell,0
2021-08,113,104,buy,1
2021-09,99,111,sell,0
2021-10,103,114,sell,0
2021-11,113,97,buy,1
2021-12,114,103,buy,1
2022-01,102,115,sell,0
2022-02,103,93,buy,1
2022-03,115,102,buy,1
2022-04,106,104,buy,1
2022-05,119,98,buy,1
2022-06,94,116,sell,0
2022-07,102,115,sell,0
2022-08,91,126,sell,0
2022-09,108,102,buy,1
2022-10,103,114,sell,0
2022-11,122,88,buy,1
2022-12,108,109,sell,0
