Date,buy,sell,Action,ActionID
2018-03-09,0,5,sell,0
2018-03-10,3,2,buy,1
2018-03-11,3,2,buy,1
2018-03-12,5,0,buy,1
2018-03-13,4,1,buy,1
2018-03-14,2,3,sell,0
2018-03-15,1,4,sell,0
2018-03-16,4,1,buy,1
2018-03-17,0,5,sell,0
2018-03-18,1,4,sell,0
2018-03-19,1,4,sell,0
2018-03-20,3,2,buy,1
2018-03-21,5,0,buy,1
2018-03-22,1,4,sell,0
2018-03-23,0,5,sell,0
2018-03-24,2,3,sell,0
2018-03-25,3,2,buy,1
2018-03-26,0,5,sell,0
2018-03-27,0,5,sell,0
2018-03-28,1,4,sell,0
2018-03-29,0,5,sell,0
2018-03-30,2,3,sell,0
2018-03-31,2,3,sell,0
2018-04-01,1,4,sell,0
2018-04-02,4,1,buy,1
2018-04-03,3,2,buy,1
2018-04-04,4,1,buy,1
2018-04-05,5,0,buy,1
2018-04-06,1,4,sell,0
2018-04-07,4,1,buy,1
2018-04-08,5,0,buy,1
2018-04-09,4,1,buy,1
2018-04-10,5,0,buy,1
2018-04-11,5,0,buy,1
2018-04-12,5,0,buy,1
2018-04-13,5,0,buy,1
2018-04-14,4,1,buy,1
2018-04-15,4,1,buy,1
2018-04-16,3,2,buy,1
2018-04-17,3,2,buy,1
2018-04-18,4,1,buy,1
2018-04-19,4,1,buy,1
2018-04-20,3,2,buy,1
2018-04-21,2,3,sell,0
2018-04-22,4,1,buy,1
2018-04-23,3,2,buy,1
2018-04-24,5,0,buy,1
2018-04-25,2,3,sell,0
2018-04-26,4,1,buy,1
2018-04-27,4,1,buy,1
2018-04-28,3,2,buy,1
2018-04-29,4,1,buy,1
2018-04-30,5,0,buy,1
2018-05-01,2,3,sell,0
2018-05-02,4,1,buy,1
2018-05-03,4,1,buy,1
2018-05-04,3,2,buy,1
2018-05-05,4,1,buy,1
2018-05-06,0,5,sell,0
2018-05-07,4,1,buy,1
2018-05-08,4,1,buy,1
2018-05-09,0,5,sell,0
2018-05-10,3,2,buy,1
2018-05-11,0,5,sell,0
2018-05-12,1,4,sell,0
2018-05-13,3,2,buy,1
2018-05-14,4,1,buy,1
2018-05-15,4,1,buy,1
2018-05-16,0,5,sell,0
2018-05-17,0,5,sell,0
2018-05-18,2,3,sell,0
2018-05-19,1,4,sell,0
2018-05-20,4,1,buy,1
2018-05-21,0,5,sell,0
2018-05-22,1,4,sell,0
2018-05-23,0,5,sell,0
2018-05-24,0,5,sell,0
2018-05-25,3,2,buy,1
2018-05-26,3,2,buy,1
2018-05-27,3,2,buy,1
2018-05-28,2,3,sell,0
2018-05-29,4,1,buy,1
2018-05-30,1,4,sell,0
2018-05-31,3,2,buy,1
2018-06-01,4,1,buy,1
2018-06-02,5,0,buy,1
2018-06-03,4,1,buy,1
2018-06-04,1,4,sell,0
2018-06-05,1,4,sell,0
2018-06-06,2,3,sell,0
2018-06-07,0,5,sell,0
2018-06-08,0,5,sell,0
2018-06-09,2,3,sell,0
2018-06-10,0,5,sell,0
2018-06-11,2,3,sell,0
2018-06-12,2,3,sell,0
2018-06-13,2,3,sell,0
2018-06-14,4,1,buy,1
2018-06-15,3,2,buy,1
2018-06-16,0,5,sell,0
2018-06-17,0,5,sell,0
2018-06-18,0,5,sell,0
2018-06-19,3,2,buy,1
2018-06-20,4,1,buy,1
2018-06-21,3,2,buy,1
2018-06-22,0,5,sell,0
2018-06-23,1,4,sell,0
2018-06-24,0,5,sell,0
2018-06-25,2,3,sell,0
2018-06-26,2,3,sell,0
2018-06-27,1,4,sell,0
2018-06-28,1,4,sell,0
2018-06-29,3,2,buy,1
2018-06-30,5,0,buy,1
2018-07-01,3,2,buy,1
2018-07-02,4,1,buy,1
2018-07-03,3,2,buy,1
2018-07-04,2,3,sell,0
2018-07-05,0,5,sell,0
2018-07-06,1,4,sell,0
2018-07-07,4,1,buy,1
2018-07-08,3,2,buy,1
2018-07-09,0,5,sell,0
2018-07-10,0,5,sell,0
2018-07-11,1,4,sell,0
2018-07-12,1,4,sell,0
2018-07-13,4,1,buy,1
2018-07-14,1,4,sell,0
2018-07-15,1,4,sell,0
2018-07-16,4,1,buy,1
2018-07-17,2,3,sell,0
2018-07-18,3,2,buy,1
2018-07-19,0,5,sell,0
2018-07-20,0,5,sell,0
2018-07-21,1,4,sell,0
2018-07-22,0,5,sell,0
2018-07-23,2,3,sell,0
2018-07-24,2,3,sell,0
2018-07-25,2,3,sell,0
2018-07-26,4,1,buy,1
2018-07-27,4,1,buy,1
2018-07-28,5,0,buy,1
2018-07-29,5,0,buy,1
2018-07-30,3,2,buy,1
2018-07-31,0,5,sell,0
2018-08-01,1,4,sell,0
2018-08-02,4,1,buy,1
2018-08-03,1,4,sell,0
2018-08-04,0,5,sell,0
2018-08-05,0,5,sell,0
2018-08-06,1,4,sell,0
2018-08-07,1,4,sell,0
2018-08-08,1,4,sell,0
2018-08-09,3,2,buy,1
2018-08-10,4,1,buy,1
2018-08-11,0,5,sell,0
2018-08-12,2,3,sell,0
2018-08-13,1,4,sell,0
2018-08-14,0,5,sell,0
2018-08-15,3,2,buy,1
2018-08-16,3,2,buy,1
2018-08-17,5,0,buy,1
2018-08-18,2,3,sell,0
2018-08-19,5,0,buy,1
2018-08-20,2,3,sell,0
2018-08-21,5,0,buy,1
2018-08-22,5,0,buy,1
2018-08-23,4,1,buy,1
2018-08-24,4,1,buy,1
2018-08-25,4,1,buy,1
2018-08-26,4,1,buy,1
2018-08-27,2,3,sell,0
2018-08-28,2,3,sell,0
2018-08-29,0,5,sell,0
2018-08-30,2,3,sell,0
2018-08-31,5,0,buy,1
2018-09-01,2,3,sell,0
2018-09-02,3,2,buy,1
2018-09-03,0,5,sell,0
2018-09-04,1,4,sell,0
2018-09-05,0,5,sell,0
2018-09-06,1,4,sell,0
2018-09-07,4,1,buy,1
2018-09-08,0,5,sell,0
2018-09-09,2,3,sell,0
2018-09-10,4,1,buy,1
2018-09-11,3,2,buy,1
2018-09-12,3,2,buy,1
2018-09-13,4,1,buy,1
2018-09-14,1,4,sell,0
2018-09-15,3,2,buy,1
2018-09-16,4,1,buy,1
2018-09-17,2,3,sell,0
2018-09-18,5,0,buy,1
2018-09-19,5,0,buy,1
2018-09-20,4,1,buy,1
2018-09-21,5,0,buy,1
2018-09-22,0,5,sell,0
2018-09-23,3,2,buy,1
2018-09-24,1,4,sell,0
2018-09-25,1,4,sell,0
2018-09-26,3,2,buy,1
2018-09-27,2,3,sell,0
2018-09-28,2,3,sell,0
2018-09-29,3,2,buy,1
2018-09-30,2,3,sell,0
2018-10-01,2,3,sell,0
2018-10-02,1,4,sell,0
2018-10-03,1,4,sell,0
2018-10-04,4,1,buy,1
2018-10-05,5,0,buy,1
2018-10-06,3,2,buy,1
2018-10-07,3,2,buy,1
2018-10-08,4,1,buy,1
2018-10-09,3,2,buy,1
2018-10-10,3,2,buy,1
2018-10-11,1,4,sell,0
2018-10-12,2,3,sell,0
2018-10-13,5,0,buy,1
2018-10-14,4,1,buy,1
2018-10-15,4,1,buy,1
2018-10-16,5,0,buy,1
2018-10-17,5,0,buy,1
2018-10-18,4,1,buy,1
2018-10-19,2,3,sell,0
2018-10-20,3,2,buy,1
2018-10-21,3,2,buy,1
2018-10-22,4,1,buy,1
2018-10-23,2,3,sell,0
2018-10-24,3,2,buy,1
2018-10-25,2,3,sell,0
2018-10-26,4,1,buy,1
2018-10-27,3,2,buy,1
2018-10-28,4,1,buy,1
2018-10-29,2,3,sell,0
2018-10-30,4,1,buy,1
2018-10-31,5,0,buy,1
2018-11-01,5,0,buy,1
2018-11-02,2,3,sell,0
2018-11-03,2,3,sell,0
2018-11-04,2,3,sell,0
2018-11-05,0,5,sell,0
2018-11-06,2,3,sell,0
2018-11-07,2,3,sell,0
2018-11-08,4,1,buy,1
2018-11-09,2,3,sell,0
2018-11-10,3,2,buy,1
2018-11-11,4,1,buy,1
2018-11-12,4,1,buy,1
2018-11-13,4,1,buy,1
2018-11-14,1,4,sell,0
2018-11-15,0,5,sell,0
2018-11-16,0,5,sell,0
2018-11-17,1,4,sell,0
2018-11-18,4,1,buy,1
2018-11-19,0,5,sell,0
2018-11-20,1,4,sell,0
2018-11-21,1,4,sell,0
2018-11-22,3,2,buy,1
2018-11-23,0,5,sell,0
2018-11-24,0,5,sell,0
2018-11-25,2,3,sell,0
2018-11-26,4,1,buy,1
2018-11-27,5,0,buy,1
2018-11-28,5,0,buy,1
2018-11-29,5,0,buy,1
2018-11-30,4,1,buy,1
2018-12-01,2,3,sell,0
2018-12-02,1,4,sell,0
2018-12-03,0,5,sell,0
2018-12-04,2,3,sell,0
2018-12-05,0,5,sell,0
2018-12-06,0,5,sell,0
2018-12-07,2,3,sell,0
2018-12-08,5,0,buy,1
2018-12-09,5,0,buy,1
2018-12-10,0,5,sell,0
2018-12-11,1,4,sell,0
2018-12-12,5,0,buy,1
2018-12-13,1,4,sell,0
2018-12-14,1,4,sell,0
2018-12-15,2,3,sell,0
2018-12-16,4,1,buy,1
2018-12-17,4,1,buy,1
2018-12-18,4,1,buy,1
2018-12-19,3,2,buy,1
2018-12-20,5,0,buy,1
2018-12-21,1,4,sell,0
2018-12-22,2,3,sell,0
2018-12-23,4,1,buy,1
2018-12-24,3,2,buy,1
2018-12-25,1,4,sell,0
2018-12-26,2,3,sell,0
2018-12-27,1,4,sell,0
2018-12-28,1,4,sell,0
2018-12-29,5,0,buy,1
2018-12-30,2,3,sell,0
2018-12-31,3,2,buy,1
2019-01-01,2,3,sell,0
2019-01-02,4,1,buy,1
2019-01-03,5,0,buy,1
2019-01-04,4,1,buy,1
2019-01-05,3,2,buy,1
2019-01-06,0,5,sell,0
2019-01-07,1,4,sell,0
2019-01-08,5,0,buy,1
2019-01-09,5,0,buy,1
2019-01-10,0,5,sell,0
2019-01-11,4,1,buy,1
2019-01-12,4,1,buy,1
2019-01-13,4,1,buy,1
2019-01-14,5,0,buy,1
2019-01-15,5,0,buy,1
2019-01-16,3,2,buy,1
2019-01-17,1,4,sell,0
2019-01-18,5,0,buy,1
2019-01-19,5,0,buy,1
2019-01-20,2,3,sell,0
2019-01-21,5,0,buy,1
2019-01-22,5,0,buy,1
2019-01-23,2,3,sell,0
2019-01-24,0,5,sell,0
2019-01-25,2,3,sell,0
2019-01-26,0,5,sell,0
2019-01-27,1,4,sell,0
2019-01-28,2,3,sell,0
2019-01-29,5,0,buy,1
2019-01-30,2,3,sell,0
2019-01-31,1,4,sell,0
2019-02-01,1,4,sell,0
2019-02-02,3,2,buy,1
2019-02-03,1,4,sell,0
2019-02-04,2,3,sell,0
2019-02-05,5,0,buy,1
2019-02-06,3,2,buy,1
2019-02-07,4,1,buy,1
2019-02-08,5,0,buy,1
2019-02-09,5,0,buy,1
2019-02-10,1,4,sell,0
2019-02-11,2,3,sell,0
2019-02-12,0,5,sell,0
2019-02-13,4,1,buy,1
2019-02-14,4,1,buy,1
2019-02-15,4,1,buy,1
2019-02-16,4,1,buy,1
2019-02-17,1,4,sell,0
2019-02-18,4,1,buy,1
2019-02-19,3,2,buy,1
2019-02-20,2,3,sell,0
2019-02-21,1,4,sell,0
2019-02-22,2,3,sell,0
2019-02-23,4,1,buy,1
2019-02-24,0,5,sell,0
2019-02-25,4,1,buy,1
2019-02-26,2,3,sell,0
2019-02-27,0,5,sell,0
2019-02-28,4,1,buy,1
2019-03-01,3,2,buy,1
2019-03-02,0,5,sell,0
2019-03-03,2,3,sell,0
2019-03-04,1,4,sell,0
2019-03-05,4,1,buy,1
2019-03-06,4,1,buy,1
2019-03-07,5,0,buy,1
2019-03-08,4,1,buy,1
2019-03-09,5,0,buy,1
2019-03-10,5,0,buy,1
2019-03-11,1,4,sell,0
2019-03-12,1,4,sell,0
2019-03-13,2,3,sell,0
2019-03-14,4,1,buy,1
2019-03-15,3,2,buy,1
2019-03-16,3,2,buy,1
2019-03-17,1,4,sell,0
2019-03-18,3,2,buy,1
2019-03-19,2,3,sell,0
2019-03-20,2,3,sell,0
2019-03-21,0,5,sell,0
2019-03-22,2,3,sell,0
2019-03-23,2,3,sell,0
2019-03-24,2,3,sell,0
2019-03-25,5,0,buy,1
2019-03-26,2,3,sell,0
2019-03-27,4,1,buy,1
2019-03-28,5,0,buy,1
2019-03-29,4,1,buy,1
2019-03-30,4,1,buy,1
2019-03-31,5,0,buy,1
2019-04-01,4,1,buy,1
2019-04-02,5,0,buy,1
2019-04-03,2,3,sell,0
2019-04-04,1,4,sell,0
2019-04-05,5,0,buy,1
2019-04-06,3,2,buy,1
2019-04-07,4,1,buy,1
2019-04-08,1,4,sell,0
2019-04-09,0,5,sell,0
2019-04-10,0,5,sell,0
2019-04-11,0,5,sell,0
2019-04-12,3,2,buy,1
2019-04-13,5,0,buy,1
2019-04-14,3,2,buy,1
2019-04-15,0,5,sell,0
2019-04-16,2,3,sell,0
2019-04-17,3,2,buy,1
2019-04-18,5,0,buy,1
2019-04-19,4,1,buy,1
2019-04-20,1,4,sell,0
2019-04-21,0,5,sell,0
2019-04-22,2,3,sell,0
2019-04-23,2,3,sell,0
2019-04-24,1,4,sell,0
2019-04-25,1,4,sell,0
2019-04-26,1,4,sell,0
2019-04-27,4,1,buy,1
2019-04-28,4,1,buy,1
2019-04-29,2,3,sell,0
2019-04-30,5,0,buy,1
2019-05-01,5,0,buy,1
2019-05-02,5,0,buy,1
2019-05-03,5,0,buy,1
2019-05-04,4,1,buy,1
2019-05-05,4,1,buy,1
2019-05-06,5,0,buy,1
2019-05-07,4,1,buy,1
2019-05-08,4,1,buy,1
2019-05-09,5,0,buy,1
2019-05-10,4,1,buy,1
2019-05-11,4,1,buy,1
2019-05-12,2,3,sell,0
2019-05-13,1,4,sell,0
2019-05-14,4,1,buy,1
2019-05-15,5,0,buy,1
2019-05-16,5,0,buy,1
2019-05-17,4,1,buy,1
2019-05-18,4,1,buy,1
2019-05-19,5,0,buy,1
2019-05-20,4,1,buy,1
2019-05-21,5,0,buy,1
2019-05-22,5,0,buy,1
