YearMonth,buy,sell,Action,ActionID
2010-01,141,76,buy,1
2010-02,126,70,buy,1
2010-03,149,68,buy,1
2010-04,164,46,buy,1
2010-05,130,87,buy,1
2010-06,117,93,buy,1
2010-07,128,89,buy,1
2010-08,120,97,buy,1
2010-09,132,78,buy,1
2010-10,117,100,buy,1
2010-11,120,90,buy,1
2010-12,123,94,buy,1
2011-01,113,104,buy,1
2011-02,120,76,buy,1
2011-03,141,76,buy,1
2011-04,92,118,sell,0
2011-05,97,120,sell,0
2011-06,129,81,buy,1
2011-07,131,86,buy,1
2011-08,113,104,buy,1
2011-09,115,95,buy,1
2011-10,133,84,buy,1
2011-11,106,104,buy,1
2011-12,89,128,sell,0
2012-01,159,58,buy,1
2012-02,135,68,buy,1
2012-03,114,103,buy,1
2012-04,123,87,buy,1
2012-05,102,115,sell,0
2012-06,101,109,sell,0
2012-07,95,122,sell,0
2012-08,118,99,buy,1
2012-09,116,94,buy,1
2012-10,118,99,buy,1
2012-11,125,85,buy,1
2012-12,151,66,buy,1
2013-01,135,82,buy,1
2013-02,101,95,buy,1
2013-03,119,98,buy,1
2013-04,118,92,buy,1
2013-05,146,71,buy,1
2013-06,117,93,buy,1
2013-07,138,79,buy,1
2013-08,139,78,buy,1
2013-09,141,69,buy,1
2013-10,123,94,buy,1
2013-11,127,83,buy,1
2013-12,143,74,buy,1
2014-01,140,77,buy,1
2014-02,135,61,buy,1
2014-03,118,99,buy,1
2014-04,140,70,buy,1
2014-05,128,89,buy,1
2014-06,137,73,buy,1
2014-07,111,106,buy,1
2014-08,135,82,buy,1
2014-09,117,93,buy,1
2014-10,120,97,buy,1
2014-11,122,88,buy,1
2014-12,109,108,buy,1
2015-01,105,112,sell,0
2015-02,126,70,buy,1
2015-03,121,96,buy,1
2015-04,126,84,buy,1
2015-05,118,99,buy,1
2015-06,125,85,buy,1
2015-07,108,109,sell,0
2015-08,113,104,buy,1
2015-09,124,86,buy,1
2015-10,140,77,buy,1
2015-11,118,92,buy,1
2015-12,125,92,buy,1
2016-01,104,113,sell,0
2016-02,116,87,buy,1
2016-03,149,68,buy,1
2016-04,128,82,buy,1
2016-05,122,95,buy,1
2016-06,121,89,buy,1
2016-07,118,99,buy,1
2016-08,136,81,buy,1
2016-09,129,81,buy,1
2016-10,123,94,buy,1
2016-11,120,90,buy,1
2016-12,130,87,buy,1
2017-01,126,91,buy,1
2017-02,95,101,sell,0
2017-03,150,67,buy,1
2017-04,137,73,buy,1
2017-05,144,73,buy,1
2017-06,136,74,buy,1
2017-07,128,89,buy,1
2017-08,143,74,buy,1
2017-09,137,73,buy,1
2017-10,122,95,buy,1
2017-11,129,81,buy,1
2017-12,122,95,buy,1
2018-01,120,97,buy,1
2018-02,124,72,buy,1
2018-03,111,106,buy,1
2018-04,123,87,buy,1
2018-05,143,74,buy,1
2018-06,113,97,buy,1
2018-07,129,88,buy,1
2018-08,125,92,buy,1
2018-09,138,72,buy,1
2018-10,108,109,sell,0
2018-11,119,91,buy,1
2018-12,120,97,buy,1
2019-01,129,88,buy,1
2019-02,137,59,buy,1
2019-03,104,113,sell,0
2019-04,124,86,buy,1
2019-05,132,85,buy,1
2019-06,137,73,buy,1
2019-07,122,95,buy,1
2019-08,101,116,sell,0
2019-09,120,90,buy,1
2019-10,150,67,buy,1
2019-11,133,77,buy,1
2019-12,111,106,buy,1
2020-01,93,124,sell,0
2020-02,98,105,sell,0
2020-03,108,109,sell,0
2020-04,91,119,sell,0
2020-05,102,115,sell,0
2020-06,101,109,sell,0
2020-07,142,75,buy,1
2020-08,136,81,buy,1
2020-09,127,83,buy,1
2020-10,126,91,buy,1
2020-11,120,90,buy,1
2020-12,121,96,buy,1
2021-01,110,107,buy,1
2021-02,118,78,buy,1
2021-03,112,105,buy,1
2021-04,123,87,buy,1
2021-05,117,100,buy,1
2021-06,101,109,sell,0
2021-07,130,87,buy,1
2021-08,120,97,buy,1
2021-09,126,84,buy,1
2021-10,133,84,buy,1
2021-11,129,81,buy,1
2021-12,122,95,buy,1
2022-01,114,103,buy,1
2022-02,97,99,sell,0
2022-03,109,108,buy,1
2022-04,112,98,buy,1
2022-05,119,98,buy,1
2022-06,100,110,sell,0
2022-07,125,92,buy,1
2022-08,121,96,buy,1
2022-09,134,76,buy,1
2022-10,123,94,buy,1
2022-11,116,94,buy,1
2022-12,136,81,buy,1
