YearMonth,buy,sell,Action,ActionID
2010-01,112,105,buy,1
2010-02,128,68,buy,1
2010-03,144,73,buy,1
2010-04,128,82,buy,1
2010-05,107,110,sell,0
2010-06,106,104,buy,1
2010-07,154,63,buy,1
2010-08,138,79,buy,1
2010-09,142,68,buy,1
2010-10,115,102,buy,1
2010-11,96,114,sell,0
2010-12,118,99,buy,1
2011-01,104,113,sell,0
2011-02,92,104,sell,0
2011-03,139,78,buy,1
2011-04,121,89,buy,1
2011-05,95,122,sell,0
2011-06,138,72,buy,1
2011-07,96,121,sell,0
2011-08,77,140,sell,0
2011-09,97,113,sell,0
2011-10,105,112,sell,0
2011-11,79,131,sell,0
2011-12,109,108,buy,1
2012-01,154,63,buy,1
2012-02,116,87,buy,1
2012-03,105,112,sell,0
2012-04,105,105,buy,1
2012-05,114,103,buy,1
2012-06,119,91,buy,1
2012-07,100,117,sell,0
2012-08,118,99,buy,1
2012-09,149,61,buy,1
2012-10,124,93,buy,1
2012-11,130,80,buy,1
2012-12,123,94,buy,1
2013-01,129,88,buy,1
2013-02,77,119,sell,0
2013-03,114,103,buy,1
2013-04,130,80,buy,1
2013-05,123,94,buy,1
2013-06,77,133,sell,0
2013-07,91,126,sell,0
2013-08,108,109,sell,0
2013-09,102,108,sell,0
2013-10,146,71,buy,1
2013-11,115,95,buy,1
2013-12,115,102,buy,1
2014-01,107,110,sell,0
2014-02,102,94,buy,1
2014-03,162,55,buy,1
2014-04,111,99,buy,1
2014-05,131,86,buy,1
2014-06,108,102,buy,1
2014-07,109,108,buy,1
2014-08,141,76,buy,1
2014-09,130,80,buy,1
2014-10,145,72,buy,1
2014-11,150,60,buy,1
2014-12,122,95,buy,1
2015-01,129,88,buy,1
2015-02,84,112,sell,0
2015-03,88,129,sell,0
2015-04,115,95,buy,1
2015-05,119,98,buy,1
2015-06,127,83,buy,1
2015-07,128,89,buy,1
2015-08,103,114,sell,0
2015-09,107,103,buy,1
2015-10,126,90,buy,1
2015-11,96,114,sell,0
2015-12,124,93,buy,1
2016-01,114,103,buy,1
2016-02,107,96,buy,1
2016-03,122,95,buy,1
2016-04,107,103,buy,1
2016-05,124,93,buy,1
2016-06,130,78,buy,1
2016-07,133,84,buy,1
2016-08,116,101,buy,1
2016-09,126,84,buy,1
2016-10,130,87,buy,1
2016-11,111,99,buy,1
2016-12,113,104,buy,1
2017-01,148,69,buy,1
2017-02,109,86,buy,1
2017-03,118,99,buy,1
2017-04,105,105,buy,1
2017-05,131,86,buy,1
2017-06,120,90,buy,1
2017-07,143,74,buy,1
2017-08,111,106,buy,1
2017-09,132,78,buy,1
2017-10,124,93,buy,1
2017-11,131,79,buy,1
2017-12,126,91,buy,1
2018-01,165,52,buy,1
2018-02,115,81,buy,1
2018-03,98,119,sell,0
2018-04,124,86,buy,1
2018-05,143,74,buy,1
2018-06,117,93,buy,1
2018-07,140,77,buy,1
2018-08,134,83,buy,1
2018-09,81,129,sell,0
2018-10,114,103,buy,1
2018-11,146,64,buy,1
2018-12,148,66,buy,1
2019-01,91,126,sell,0
2019-02,111,85,buy,1
2019-03,149,68,buy,1
2019-04,115,95,buy,1
2019-05,132,85,buy,1
2019-06,116,91,buy,1
2019-07,108,109,sell,0
2019-08,101,116,sell,0
2019-09,112,98,buy,1
2019-10,103,114,sell,0
2019-11,140,70,buy,1
2019-12,129,88,buy,1
2020-01,101,116,sell,0
2020-02,110,93,buy,1
2020-03,109,108,buy,1
2020-04,148,62,buy,1
2020-05,91,126,sell,0
2020-06,118,92,buy,1
2020-07,110,107,buy,1
2020-08,129,87,buy,1
2020-09,124,86,buy,1
2020-10,116,101,buy,1
2020-11,117,93,buy,1
2020-12,143,74,buy,1
2021-01,95,122,sell,0
2021-02,89,107,sell,0
2021-03,134,83,buy,1
2021-04,111,99,buy,1
2021-05,120,97,buy,1
2021-06,103,107,sell,0
2021-07,117,100,buy,1
2021-08,108,109,sell,0
2021-09,131,79,buy,1
2021-10,110,107,buy,1
2021-11,115,95,buy,1
2021-12,107,110,sell,0
2022-01,104,113,sell,0
2022-02,81,115,sell,0
2022-03,110,107,buy,1
2022-04,129,81,buy,1
2022-05,123,94,buy,1
2022-06,121,89,buy,1
2022-07,135,82,buy,1
2022-08,115,102,buy,1
2022-09,121,89,buy,1
2022-10,116,101,buy,1
2022-11,115,95,buy,1
2022-12,119,98,buy,1
