YearMonth,buy,sell,Action,ActionID
2010-01,115,102,buy,1
2010-02,96,100,sell,0
2010-03,105,112,sell,0
2010-04,105,105,buy,1
2010-05,109,108,buy,1
2010-06,82,127,sell,0
2010-07,115,102,buy,1
2010-08,119,98,buy,1
2010-09,113,97,buy,1
2010-10,115,102,buy,1
2010-11,99,111,sell,0
2010-12,108,109,sell,0
2011-01,100,117,sell,0
2011-02,76,120,sell,0
2011-03,137,80,buy,1
2011-04,106,104,buy,1
2011-05,119,98,buy,1
2011-06,109,101,buy,1
2011-07,110,107,buy,1
2011-08,106,111,sell,0
2011-09,92,118,sell,0
2011-10,104,113,sell,0
2011-11,115,95,buy,1
2011-12,111,106,buy,1
2012-01,107,110,sell,0
2012-02,112,91,buy,1
2012-03,129,88,buy,1
2012-04,92,118,sell,0
2012-05,96,121,sell,0
2012-06,94,116,sell,0
2012-07,131,86,buy,1
2012-08,116,101,buy,1
2012-09,100,110,sell,0
2012-10,103,114,sell,0
2012-11,108,102,buy,1
2012-12,110,107,buy,1
2013-01,120,97,buy,1
2013-02,107,89,buy,1
2013-03,110,107,buy,1
2013-04,112,98,buy,1
2013-05,107,110,sell,0
2013-06,100,110,sell,0
2013-07,107,110,sell,0
2013-08,110,107,buy,1
2013-09,84,126,sell,0
2013-10,115,102,buy,1
2013-11,118,92,buy,1
2013-12,106,111,sell,0
2014-01,107,110,sell,0
2014-02,83,113,sell,0
2014-03,99,118,sell,0
2014-04,96,114,sell,0
2014-05,124,93,buy,1
2014-06,106,104,buy,1
2014-07,107,110,sell,0
2014-08,90,127,sell,0
2014-09,100,110,sell,0
2014-10,70,147,sell,0
2014-11,103,107,sell,0
2014-12,111,106,buy,1
2015-01,108,109,sell,0
2015-02,105,91,buy,1
2015-03,123,94,buy,1
2015-04,62,148,sell,0
2015-05,110,107,buy,1
2015-06,124,86,buy,1
2015-07,106,111,sell,0
2015-08,106,111,sell,0
2015-09,86,124,sell,0
2015-10,109,108,buy,1
2015-11,88,122,sell,0
2015-12,120,97,buy,1
2016-01,121,96,buy,1
2016-02,125,78,buy,1
2016-03,115,102,buy,1
2016-04,83,127,sell,0
2016-05,114,103,buy,1
2016-06,137,73,buy,1
2016-07,122,95,buy,1
2016-08,141,76,buy,1
2016-09,84,126,sell,0
2016-10,92,125,sell,0
2016-11,140,70,buy,1
2016-12,134,83,buy,1
2017-01,105,112,sell,0
2017-02,74,122,sell,0
2017-03,133,84,buy,1
2017-04,125,85,buy,1
2017-05,131,86,buy,1
2017-06,118,92,buy,1
2017-07,99,118,sell,0
2017-08,107,110,sell,0
2017-09,84,126,sell,0
2017-10,97,120,sell,0
2017-11,144,66,buy,1
2017-12,141,76,buy,1
2018-01,111,106,buy,1
2018-02,99,97,buy,1
2018-03,82,135,sell,0
2018-04,121,89,buy,1
2018-05,83,134,sell,0
2018-06,102,108,sell,0
2018-07,115,102,buy,1
2018-08,109,108,buy,1
2018-09,98,112,sell,0
2018-10,109,108,buy,1
2018-11,70,140,sell,0
2018-12,100,117,sell,0
2019-01,107,110,sell,0
2019-02,104,92,buy,1
2019-03,108,109,sell,0
2019-04,107,103,buy,1
2019-05,121,96,buy,1
2019-06,121,89,buy,1
2019-07,108,109,sell,0
2019-08,82,135,sell,0
2019-09,79,131,sell,0
2019-10,118,99,buy,1
2019-11,117,93,buy,1
2019-12,101,116,sell,0
2020-01,128,89,buy,1
2020-02,97,106,sell,0
2020-03,128,89,buy,1
2020-04,142,68,buy,1
2020-05,114,103,buy,1
2020-06,94,116,sell,0
2020-07,129,88,buy,1
2020-08,93,124,sell,0
2020-09,97,113,sell,0
2020-10,109,108,buy,1
2020-11,101,109,sell,0
2020-12,111,106,buy,1
2021-01,99,118,sell,0
2021-02,95,101,sell,0
2021-03,114,103,buy,1
2021-04,109,101,buy,1
2021-05,100,117,sell,0
2021-06,114,96,buy,1
2021-07,93,124,sell,0
2021-08,99,118,sell,0
2021-09,118,92,buy,1
2021-10,107,110,sell,0
2021-11,94,116,sell,0
2021-12,110,107,buy,1
2022-01,116,101,buy,1
2022-02,78,118,sell,0
2022-03,119,98,buy,1
2022-04,110,100,buy,1
2022-05,107,110,sell,0
2022-06,106,104,buy,1
2022-07,122,95,buy,1
2022-08,117,100,buy,1
2022-09,79,131,sell,0
2022-10,84,133,sell,0
2022-11,103,107,sell,0
2022-12,121,96,buy,1
