YearMonth,buy,sell,Action,ActionID
2010-01,91,99,sell,0
2010-02,84,92,sell,0
2010-03,71,123,sell,0
2010-04,86,106,sell,0
2010-05,82,109,sell,0
2010-06,77,108,sell,0
2010-07,95,101,sell,0
2010-08,91,100,sell,0
2010-09,63,124,sell,0
2010-10,66,123,sell,0
2010-11,88,97,sell,0
2010-12,85,113,sell,0
2011-01,75,116,sell,0
2011-02,100,72,buy,1
2011-03,87,108,sell,0
2011-04,88,99,sell,0
2011-05,75,119,sell,0
2011-06,98,90,buy,1
2011-07,84,107,sell,0
2011-08,104,93,buy,1
2011-09,88,100,sell,0
2011-10,77,118,sell,0
2011-11,71,115,sell,0
2011-12,93,101,sell,0
2012-01,88,105,sell,0
2012-02,58,125,sell,0
2012-03,82,113,sell,0
2012-04,66,120,sell,0
2012-05,93,90,buy,1
2012-06,97,100,sell,0
2012-07,86,109,sell,0
2012-08,82,109,sell,0
2012-09,77,112,sell,0
2012-10,84,111,sell,0
2012-11,89,99,sell,0
2012-12,98,97,buy,1
2013-01,94,96,sell,0
2013-02,69,107,sell,0
2013-03,97,94,buy,1
2013-04,100,90,buy,1
2013-05,80,114,sell,0
2013-06,76,108,sell,0
2013-07,76,122,sell,0
2013-08,76,121,sell,0
2013-09,73,112,sell,0
2013-10,78,115,sell,0
2013-11,93,93,buy,1
2013-12,78,103,sell,0
2014-01,89,103,sell,0
2014-02,68,106,sell,0
2014-03,93,97,sell,0
2014-04,72,116,sell,0
2014-05,73,121,sell,0
2014-06,84,101,sell,0
2014-07,90,104,sell,0
2014-08,75,117,sell,0
2014-09,87,101,sell,0
2014-10,91,100,sell,0
2014-11,80,110,sell,0
2014-12,101,89,buy,1
2015-01,106,87,buy,1
2015-02,70,102,sell,0
2015-03,106,92,buy,1
2015-04,102,87,buy,1
2015-05,81,109,sell,0
2015-06,98,88,buy,1
2015-07,76,132,sell,0
2015-08,85,111,sell,0
2015-09,78,114,sell,0
2015-10,94,103,sell,0
2015-11,89,99,sell,0
2015-12,78,117,sell,0
2016-01,80,110,sell,0
2016-02,85,92,sell,0
2016-03,91,107,sell,0
2016-04,80,107,sell,0
2016-05,81,115,sell,0
2016-06,86,100,sell,0
2016-07,75,117,sell,0
2016-08,110,86,buy,1
2016-09,63,122,sell,0
2016-10,93,105,sell,0
2016-11,73,113,sell,0
2016-12,70,120,sell,0
2017-01,91,105,sell,0
2017-02,73,95,sell,0
2017-03,100,86,buy,1
2017-04,99,81,buy,1
2017-05,117,74,buy,1
2017-06,95,95,buy,1
2017-07,55,139,sell,0
2017-08,112,79,buy,1
2017-09,70,118,sell,0
2017-10,102,96,buy,1
2017-11,108,77,buy,1
2017-12,123,71,buy,1
2018-01,71,120,sell,0
2018-02,86,94,sell,0
2018-03,57,134,sell,0
2018-04,103,89,buy,1
2018-05,73,118,sell,0
2018-06,65,121,sell,0
2018-07,93,105,sell,0
2018-08,75,122,sell,0
2018-09,78,100,sell,0
2018-10,73,112,sell,0
2018-11,69,111,sell,0
2018-12,85,107,sell,0
2019-01,78,118,sell,0
2019-02,96,76,buy,1
2019-03,102,88,buy,1
2019-04,91,97,sell,0
2019-05,96,98,sell,0
2019-06,97,94,buy,1
2019-07,42,148,sell,0
2019-08,70,124,sell,0
2019-09,92,98,sell,0
2019-10,102,91,buy,1
2019-11,77,111,sell,0
2019-12,88,102,sell,0
2020-01,126,70,buy,1
2020-02,73,108,sell,0
2020-03,81,116,sell,0
2020-04,104,82,buy,1
2020-05,104,82,buy,1
2020-06,72,109,sell,0
2020-07,113,87,buy,1
2020-08,95,97,sell,0
2020-09,62,124,sell,0
2020-10,82,112,sell,0
2020-11,70,118,sell,0
2020-12,91,104,sell,0
2021-01,77,117,sell,0
2021-02,68,104,sell,0
2021-03,109,86,buy,1
2021-04,94,94,buy,1
2021-05,95,103,sell,0
2021-06,78,107,sell,0
2021-07,88,106,sell,0
2021-08,107,88,buy,1
2021-09,81,104,sell,0
2021-10,112,86,buy,1
2021-11,68,113,sell,0
2021-12,105,106,sell,0
2022-01,71,115,sell,0
2022-02,69,99,sell,0
2022-03,96,96,buy,1
2022-04,77,114,sell,0
2022-05,81,112,sell,0
2022-06,104,85,buy,1
2022-07,92,102,sell,0
2022-08,72,119,sell,0
2022-09,95,96,sell,0
2022-10,81,113,sell,0
2022-11,79,111,sell,0
2022-12,85,107,sell,0
