YearWeek,buy,sell,Action,ActionID
2017-01,25,17,buy,1
2017-02,14,28,sell,0
2017-03,27,14,buy,1
2017-04,22,20,buy,1
2017-05,30,12,buy,1
2017-06,18,24,sell,0
2017-07,23,19,buy,1
2017-08,27,15,buy,1
2017-09,30,12,buy,1
2017-10,16,26,sell,0
2017-11,22,20,buy,1
2017-12,17,25,sell,0
2017-13,34,7,buy,1
2017-14,27,15,buy,1
2017-15,23,19,buy,1
2017-16,29,13,buy,1
2017-17,30,11,buy,1
2017-18,38,4,buy,1
2017-19,31,11,buy,1
2017-20,33,9,buy,1
2017-21,32,10,buy,1
2017-22,35,7,buy,1
2017-23,32,10,buy,1
2017-24,21,21,buy,1
2017-25,26,16,buy,1
2017-26,15,27,sell,0
2017-27,29,13,buy,1
2017-28,10,32,sell,0
2017-29,26,16,buy,1
2017-30,16,26,sell,0
2017-31,24,18,buy,1
2017-32,39,3,buy,1
2017-33,15,27,sell,0
2017-34,28,13,buy,1
2017-35,23,19,buy,1
2017-36,8,34,sell,0
2017-37,23,19,buy,1
2017-38,26,16,buy,1
2017-39,26,16,buy,1
2017-40,24,18,buy,1
2017-41,35,7,buy,1
2017-42,22,20,buy,1
2017-43,22,20,buy,1
2017-44,37,5,buy,1
2017-45,19,23,sell,0
2017-46,31,11,buy,1
2017-47,29,13,buy,1
2017-48,37,5,buy,1
2017-49,29,13,buy,1
2017-50,33,9,buy,1
2017-51,15,27,sell,0
2017-52,27,21,buy,1
2018-01,27,21,buy,1
2018-02,11,31,sell,0
2018-03,28,14,buy,1
2018-04,16,26,sell,0
2018-05,11,31,sell,0
2018-06,25,17,buy,1
2018-07,34,8,buy,1
2018-08,13,29,sell,0
2018-09,35,7,buy,1
2018-10,10,30,sell,0
2018-11,11,31,sell,0
2018-12,20,22,sell,0
2018-13,12,30,sell,0
2018-14,23,19,buy,1
2018-15,31,11,buy,1
2018-16,32,10,buy,1
2018-17,28,14,buy,1
2018-18,25,17,buy,1
2018-19,9,33,sell,0
2018-20,17,25,sell,0
2018-21,9,33,sell,0
2018-22,30,12,buy,1
2018-23,19,23,sell,0
2018-24,18,24,sell,0
2018-25,18,24,sell,0
2018-26,23,19,buy,1
2018-27,33,9,buy,1
2018-28,19,23,sell,0
2018-29,29,13,buy,1
2018-30,28,14,buy,1
2018-31,4,38,sell,0
2018-32,13,29,sell,0
2018-33,28,14,buy,1
2018-34,30,12,buy,1
2018-35,28,14,buy,1
2018-36,15,27,sell,0
2018-37,26,16,buy,1
2018-38,21,21,buy,1
2018-39,25,17,buy,1
2018-40,20,22,sell,0
2018-41,20,22,sell,0
2018-42,24,17,buy,1
2018-43,27,15,buy,1
2018-44,20,22,sell,0
2018-45,23,19,buy,1
2018-46,8,34,sell,0
2018-47,16,25,sell,0
2018-48,20,22,sell,0
2018-49,14,28,sell,0
2018-50,16,26,sell,0
2018-51,35,7,buy,1
2018-52,24,18,buy,1
2019-01,26,22,buy,1
2019-02,17,25,sell,0
2019-03,21,21,buy,1
2019-04,19,23,sell,0
2019-05,17,25,sell,0
2019-06,26,16,buy,1
2019-07,27,15,buy,1
2019-08,27,15,buy,1
2019-09,18,24,sell,0
2019-10,27,14,buy,1
2019-11,26,16,buy,1
2019-12,29,13,buy,1
2019-13,25,17,buy,1
2019-14,35,7,buy,1
2019-15,23,19,buy,1
2019-16,25,17,buy,1
2019-17,18,24,sell,0
2019-18,22,20,buy,1
2019-19,31,11,buy,1
2019-20,26,16,buy,1
2019-21,29,13,buy,1
2019-22,25,17,buy,1
2019-23,16,26,sell,0
2019-24,33,9,buy,1
2019-25,32,10,buy,1
2019-26,23,19,buy,1
2019-27,17,25,sell,0
2019-28,17,25,sell,0
2019-29,21,21,buy,1
2019-30,5,37,sell,0
2019-31,28,10,buy,1
2019-32,22,20,buy,1
2019-33,15,27,sell,0
2019-34,16,26,sell,0
2019-35,19,23,sell,0
2019-36,27,15,buy,1
2019-37,20,22,sell,0
2019-38,12,25,sell,0
2019-39,8,34,sell,0
2019-40,16,26,sell,0
2019-41,27,15,buy,1
2019-42,26,16,buy,1
2019-43,24,18,buy,1
2019-44,20,22,sell,0
2019-45,21,21,buy,1
2019-46,22,20,buy,1
2019-47,6,36,sell,0
2019-48,26,16,buy,1
2019-49,22,20,buy,1
2019-50,16,26,sell,0
2019-51,18,24,sell,0
2019-52,29,13,buy,1
2020-01,19,11,buy,1
2020-02,35,7,buy,1
2020-03,27,15,buy,1
2020-04,15,27,sell,0
2020-05,29,13,buy,1
2020-06,30,12,buy,1
2020-07,16,26,sell,0
2020-08,20,22,sell,0
2020-09,11,31,sell,0
2020-10,24,18,buy,1
2020-11,12,30,sell,0
2020-12,19,23,sell,0
2020-13,17,25,sell,0
2020-14,35,7,buy,1
2020-15,29,13,buy,1
2020-16,28,14,buy,1
2020-17,26,16,buy,1
2020-18,34,8,buy,1
2020-19,28,14,buy,1
2020-20,27,15,buy,1
2020-21,17,25,sell,0
2020-22,31,11,buy,1
2020-23,25,17,buy,1
2020-24,17,25,sell,0
2020-25,18,24,sell,0
2020-26,15,26,sell,0
2020-27,20,22,sell,0
2020-28,26,16,buy,1
2020-29,16,26,sell,0
2020-30,28,14,buy,1
2020-31,30,12,buy,1
2020-32,28,14,buy,1
2020-33,19,23,sell,0
2020-34,24,18,buy,1
2020-35,32,10,buy,1
2020-36,19,23,sell,0
2020-37,14,28,sell,0
2020-38,26,16,buy,1
2020-39,27,15,buy,1
2020-40,18,24,sell,0
2020-41,26,16,buy,1
2020-42,18,24,sell,0
2020-43,26,16,buy,1
2020-44,19,23,sell,0
2020-45,21,21,buy,1
2020-46,23,19,buy,1
2020-47,16,26,sell,0
2020-48,18,24,sell,0
2020-49,22,20,buy,1
2020-50,20,22,sell,0
2020-51,26,16,buy,1
2020-52,25,16,buy,1
2020-53,8,16,sell,0
2021-01,17,25,sell,0
2021-02,21,20,buy,1
