YearMonth,buy,sell,Action,ActionID
2010-01,94,90,buy,1
2010-02,77,90,sell,0
2010-03,99,87,buy,1
2010-04,78,100,sell,0
2010-05,89,97,sell,0
2010-06,90,90,buy,1
2010-07,110,76,buy,1
2010-08,89,97,sell,0
2010-09,122,58,buy,1
2010-10,94,92,buy,1
2010-11,78,102,sell,0
2010-12,128,56,buy,1
2011-01,100,86,buy,1
2011-02,99,65,buy,1
2011-03,101,85,buy,1
2011-04,98,82,buy,1
2011-05,86,100,sell,0
2011-06,77,103,sell,0
2011-07,101,85,buy,1
2011-08,88,98,sell,0
2011-09,85,95,sell,0
2011-10,115,67,buy,1
2011-11,91,89,buy,1
2011-12,117,69,buy,1
2012-01,108,78,buy,1
2012-02,113,61,buy,1
2012-03,81,104,sell,0
2012-04,93,83,buy,1
2012-05,62,121,sell,0
2012-06,91,87,buy,1
2012-07,120,66,buy,1
2012-08,110,76,buy,1
2012-09,87,93,sell,0
2012-10,99,87,buy,1
2012-11,89,91,sell,0
2012-12,110,76,buy,1
2013-01,93,93,buy,1
2013-02,89,78,buy,1
2013-03,111,75,buy,1
2013-04,108,72,buy,1
2013-05,88,94,sell,0
2013-06,84,96,sell,0
2013-07,80,106,sell,0
2013-08,96,90,buy,1
2013-09,84,95,sell,0
2013-10,92,92,buy,1
2013-11,81,98,sell,0
2013-12,82,104,sell,0
2014-01,104,82,buy,1
2014-02,94,74,buy,1
2014-03,101,77,buy,1
2014-04,93,87,buy,1
2014-05,97,89,buy,1
2014-06,128,52,buy,1
2014-07,87,97,sell,0
2014-08,111,75,buy,1
2014-09,89,90,sell,0
2014-10,109,77,buy,1
2014-11,84,96,sell,0
2014-12,105,78,buy,1
2015-01,89,97,sell,0
2015-02,84,84,buy,1
2015-03,101,85,buy,1
2015-04,107,73,buy,1
2015-05,109,77,buy,1
2015-06,98,82,buy,1
2015-07,96,87,buy,1
2015-08,75,111,sell,0
2015-09,86,94,sell,0
2015-10,104,81,buy,1
2015-11,112,68,buy,1
2015-12,105,81,buy,1
2016-01,94,92,buy,1
2016-02,76,98,sell,0
2016-03,111,69,buy,1
2016-04,94,86,buy,1
2016-05,72,114,sell,0
2016-06,112,68,buy,1
2016-07,110,76,buy,1
2016-08,111,75,buy,1
2016-09,104,76,buy,1
2016-10,112,73,buy,1
2016-11,100,78,buy,1
2016-12,103,77,buy,1
2017-01,106,78,buy,1
2017-02,81,86,sell,0
2017-03,70,116,sell,0
2017-04,74,106,sell,0
2017-05,114,72,buy,1
2017-06,116,60,buy,1
2017-07,99,87,buy,1
2017-08,88,98,sell,0
2017-09,89,91,sell,0
2017-10,79,107,sell,0
2017-11,84,96,sell,0
2017-12,121,65,buy,1
2018-01,95,91,buy,1
2018-02,67,101,sell,0
2018-03,98,88,buy,1
2018-04,92,88,buy,1
2018-05,88,98,sell,0
2018-06,92,88,buy,1
2018-07,100,86,buy,1
2018-08,69,113,sell,0
2018-09,101,79,buy,1
2018-10,111,75,buy,1
2018-11,103,77,buy,1
2018-12,95,90,buy,1
2019-01,114,69,buy,1
2019-02,72,96,sell,0
2019-03,94,92,buy,1
2019-04,99,81,buy,1
2019-05,114,72,buy,1
2019-06,89,87,buy,1
2019-07,99,87,buy,1
2019-08,108,78,buy,1
2019-09,114,63,buy,1
2019-10,114,72,buy,1
2019-11,91,89,buy,1
2019-12,108,78,buy,1
2020-01,73,112,sell,0
2020-02,76,98,sell,0
2020-03,81,101,sell,0
2020-04,99,81,buy,1
2020-05,107,79,buy,1
2020-06,97,80,buy,1
2020-07,105,81,buy,1
2020-08,114,72,buy,1
2020-09,91,88,buy,1
2020-10,87,98,sell,0
2020-11,88,92,sell,0
2020-12,102,84,buy,1
2021-01,95,88,buy,1
2021-02,84,84,buy,1
2021-03,112,74,buy,1
2021-04,97,83,buy,1
2021-05,89,97,sell,0
2021-06,101,77,buy,1
2021-07,87,98,sell,0
2021-08,94,92,buy,1
2021-09,98,81,buy,1
2021-10,106,80,buy,1
2021-11,100,79,buy,1
2021-12,123,62,buy,1
2022-01,107,79,buy,1
2022-02,80,88,sell,0
2022-03,92,93,sell,0
2022-04,82,98,sell,0
2022-05,99,87,buy,1
2022-06,97,82,buy,1
2022-07,105,81,buy,1
2022-08,101,81,buy,1
2022-09,96,83,buy,1
2022-10,95,90,buy,1
2022-11,88,90,sell,0
2022-12,86,98,sell,0
