YearWeek,buy,sell,Action,ActionID
2010-01,24,25,sell,0
2010-02,23,25,sell,0
2010-03,29,20,buy,1
2010-04,35,13,buy,1
2010-05,23,26,sell,0
2010-06,32,17,buy,1
2010-07,26,23,buy,1
2010-08,29,20,buy,1
2010-09,30,19,buy,1
2010-10,32,16,buy,1
2010-11,20,29,sell,0
2010-12,33,16,buy,1
2010-13,30,19,buy,1
2010-14,31,18,buy,1
2010-15,14,35,sell,0
2010-16,41,7,buy,1
2010-17,27,22,buy,1
2010-18,10,39,sell,0
2010-19,32,16,buy,1
2010-20,8,40,sell,0
2010-21,28,21,buy,1
2010-22,25,24,buy,1
2010-23,31,18,buy,1
2010-24,21,28,sell,0
2010-25,28,21,buy,1
2010-26,27,22,buy,1
2010-27,36,13,buy,1
2010-28,36,12,buy,1
2010-29,24,24,buy,1
2010-30,34,14,buy,1
2010-31,32,17,buy,1
2010-32,43,6,buy,1
2010-33,34,15,buy,1
2010-34,20,29,sell,0
2010-35,27,21,buy,1
2010-36,38,11,buy,1
2010-37,39,8,buy,1
2010-38,27,21,buy,1
2010-39,24,25,sell,0
2010-40,29,19,buy,1
2010-41,21,28,sell,0
2010-42,20,29,sell,0
2010-43,20,28,sell,0
2010-44,37,12,buy,1
2010-45,17,29,sell,0
2010-46,16,33,sell,0
2010-47,13,36,sell,0
2010-48,33,15,buy,1
2010-49,10,36,sell,0
2010-50,24,25,sell,0
2010-51,30,19,buy,1
2010-52,27,7,buy,1
2010-53,14,7,buy,1
2011-01,10,39,sell,0
2011-02,23,26,sell,0
2011-03,38,11,buy,1
2011-04,17,31,sell,0
2011-05,18,31,sell,0
2011-06,29,19,buy,1
2011-07,32,17,buy,1
2011-08,21,27,sell,0
2011-09,37,11,buy,1
2011-10,22,27,sell,0
2011-11,33,16,buy,1
2011-12,35,14,buy,1
2011-13,25,24,buy,1
2011-14,28,21,buy,1
2011-15,38,11,buy,1
2011-16,27,22,buy,1
2011-17,12,35,sell,0
2011-18,21,27,sell,0
2011-19,16,32,sell,0
2011-20,16,33,sell,0
2011-21,23,23,buy,1
2011-22,21,27,sell,0
2011-23,34,14,buy,1
2011-24,33,16,buy,1
2011-25,33,16,buy,1
2011-26,33,15,buy,1
2011-27,13,36,sell,0
2011-28,25,23,buy,1
2011-29,23,26,sell,0
2011-30,21,28,sell,0
2011-31,8,41,sell,0
2011-32,30,18,buy,1
2011-33,11,38,sell,0
2011-34,6,43,sell,0
2011-35,26,23,buy,1
2011-36,17,32,sell,0
2011-37,15,34,sell,0
2011-38,15,34,sell,0
2011-39,24,25,sell,0
2011-40,20,28,sell,0
2011-41,36,12,buy,1
2011-42,19,29,sell,0
2011-43,21,28,sell,0
2011-44,25,24,buy,1
2011-45,9,37,sell,0
2011-46,10,39,sell,0
2011-47,25,24,buy,1
2011-48,34,15,buy,1
2011-49,21,28,sell,0
2011-50,30,19,buy,1
2011-51,28,21,buy,1
2011-52,28,28,buy,1
2012-01,41,15,buy,1
2012-02,33,15,buy,1
2012-03,32,17,buy,1
2012-04,30,18,buy,1
2012-05,24,25,sell,0
2012-06,24,25,sell,0
2012-07,25,24,buy,1
2012-08,33,16,buy,1
2012-09,22,27,sell,0
2012-10,30,18,buy,1
2012-11,12,36,sell,0
2012-12,22,25,sell,0
2012-13,24,24,buy,1
2012-14,27,22,buy,1
2012-15,23,25,sell,0
2012-16,16,33,sell,0
2012-17,13,36,sell,0
2012-18,31,18,buy,1
2012-19,30,19,buy,1
2012-20,32,17,buy,1
2012-21,30,19,buy,1
2012-22,21,28,sell,0
2012-23,33,16,buy,1
2012-24,25,24,buy,1
2012-25,24,25,sell,0
2012-26,31,18,buy,1
2012-27,35,12,buy,1
2012-28,28,20,buy,1
2012-29,20,28,sell,0
2012-30,7,41,sell,0
2012-31,23,26,sell,0
2012-32,25,24,buy,1
2012-33,30,18,buy,1
2012-34,28,21,buy,1
2012-35,23,25,sell,0
2012-36,27,22,buy,1
2012-37,29,19,buy,1
2012-38,36,13,buy,1
2012-39,25,24,buy,1
2012-40,22,27,sell,0
2012-41,30,19,buy,1
2012-42,24,25,sell,0
2012-43,33,15,buy,1
2012-44,30,17,buy,1
2012-45,30,19,buy,1
2012-46,26,23,buy,1
2012-47,25,24,buy,1
2012-48,31,18,buy,1
2012-49,25,24,buy,1
2012-50,25,24,buy,1
2012-51,26,23,buy,1
2012-52,29,26,buy,1
2013-01,22,34,sell,0
