YearWeek,buy,sell,Action,ActionID
2010-01,17,32,sell,0
2010-02,15,34,sell,0
2010-03,20,29,sell,0
2010-04,15,34,sell,0
2010-05,31,18,buy,1
2010-06,35,14,buy,1
2010-07,34,15,buy,1
2010-08,28,21,buy,1
2010-09,37,12,buy,1
2010-10,37,12,buy,1
2010-11,12,37,sell,0
2010-12,35,14,buy,1
2010-13,29,20,buy,1
2010-14,30,19,buy,1
2010-15,21,28,sell,0
2010-16,31,18,buy,1
2010-17,19,30,sell,0
2010-18,22,27,sell,0
2010-19,24,25,sell,0
2010-20,18,31,sell,0
2010-21,33,16,buy,1
2010-22,30,19,buy,1
2010-23,27,22,buy,1
2010-24,39,10,buy,1
2010-25,15,34,sell,0
2010-26,12,37,sell,0
2010-27,28,21,buy,1
2010-28,17,32,sell,0
2010-29,22,27,sell,0
2010-30,24,25,sell,0
2010-31,23,26,sell,0
2010-32,18,31,sell,0
2010-33,29,20,buy,1
2010-34,12,37,sell,0
2010-35,37,12,buy,1
2010-36,31,18,buy,1
2010-37,40,9,buy,1
2010-38,34,13,buy,1
2010-39,11,38,sell,0
2010-40,30,19,buy,1
2010-41,41,8,buy,1
2010-42,28,21,buy,1
2010-43,23,26,sell,0
2010-44,38,11,buy,1
2010-45,14,35,sell,0
2010-46,17,32,sell,0
2010-47,37,12,buy,1
2010-48,18,31,sell,0
2010-49,15,34,sell,0
2010-50,28,21,buy,1
2010-51,31,18,buy,1
2010-52,14,21,sell,0
2010-53,12,9,buy,1
2011-01,38,11,buy,1
2011-02,31,18,buy,1
2011-03,20,29,sell,0
2011-04,28,21,buy,1
2011-05,31,18,buy,1
2011-06,34,15,buy,1
2011-07,26,23,buy,1
2011-08,21,28,sell,0
2011-09,33,16,buy,1
2011-10,19,30,sell,0
2011-11,14,35,sell,0
2011-12,30,19,buy,1
2011-13,23,25,sell,0
2011-14,21,28,sell,0
2011-15,15,34,sell,0
2011-16,37,12,buy,1
2011-17,25,24,buy,1
2011-18,16,33,sell,0
2011-19,9,40,sell,0
2011-20,20,29,sell,0
2011-21,31,18,buy,1
2011-22,26,23,buy,1
2011-23,14,35,sell,0
2011-24,18,31,sell,0
2011-25,32,17,buy,1
2011-26,36,12,buy,1
2011-27,43,6,buy,1
2011-28,21,28,sell,0
2011-29,37,12,buy,1
2011-30,28,21,buy,1
2011-31,10,39,sell,0
2011-32,16,33,sell,0
2011-33,13,36,sell,0
2011-34,37,12,buy,1
2011-35,19,30,sell,0
2011-36,30,19,buy,1
2011-37,40,9,buy,1
2011-38,36,13,buy,1
2011-39,9,40,sell,0
2011-40,22,27,sell,0
2011-41,37,12,buy,1
2011-42,14,35,sell,0
2011-43,22,27,sell,0
2011-44,27,22,buy,1
2011-45,17,32,sell,0
2011-46,13,36,sell,0
2011-47,19,30,sell,0
2011-48,32,17,buy,1
