Date,buy,sell,Action,ActionID
2017-01-01,16,4,buy,1
2017-01-02,11,9,buy,1
2017-01-03,12,8,buy,1
2017-01-04,17,3,buy,1
2017-01-05,7,13,sell,0
2017-01-06,9,11,sell,0
2017-01-07,13,7,buy,1
2017-01-08,10,10,neutral,2
2017-01-09,7,13,sell,0
2017-01-10,9,11,sell,0
2017-01-11,13,7,buy,1
2017-01-12,7,13,sell,0
2017-01-13,9,11,sell,0
2017-01-14,12,8,buy,1
2017-01-15,6,13,sell,0
2017-01-16,11,8,buy,1
2017-01-17,8,11,sell,0
2017-01-18,8,12,sell,0
2017-01-19,8,12,sell,0
2017-01-20,7,13,sell,0
2017-01-21,8,12,sell,0
2017-01-22,9,11,sell,0
2017-01-23,12,8,buy,1
2017-01-24,14,6,buy,1
2017-01-25,16,4,buy,1
2017-01-26,16,4,buy,1
2017-01-27,11,9,buy,1
2017-01-28,12,8,buy,1
2017-01-29,11,9,buy,1
2017-01-30,14,6,buy,1
2017-01-31,10,10,neutral,2
2017-02-01,11,9,buy,1
2017-02-02,7,13,sell,0
2017-02-03,9,11,sell,0
2017-02-04,11,9,buy,1
2017-02-05,5,15,sell,0
2017-02-06,8,12,sell,0
2017-02-07,7,12,sell,0
2017-02-08,7,12,sell,0
2017-02-09,8,12,sell,0
2017-02-10,12,8,buy,1
2017-02-11,12,8,buy,1
2017-02-12,13,7,buy,1
2017-02-13,13,7,buy,1
2017-02-14,9,11,sell,0
2017-02-15,11,9,buy,1
2017-02-16,8,12,sell,0
2017-02-17,12,8,buy,1
2017-02-18,12,8,buy,1
2017-02-19,14,6,buy,1
2017-02-20,10,10,neutral,2
2017-02-21,11,9,buy,1
2017-02-22,7,13,sell,0
2017-02-23,8,12,sell,0
2017-02-24,9,11,sell,0
2017-02-25,12,8,buy,1
2017-02-26,14,6,buy,1
2017-02-27,10,10,neutral,2
2017-02-28,11,9,buy,1
2017-03-01,8,12,sell,0
2017-03-02,10,10,neutral,2
2017-03-03,11,9,buy,1
2017-03-04,12,8,buy,1
2017-03-05,12,8,buy,1
2017-03-06,8,12,sell,0
2017-03-07,9,11,sell,0
2017-03-08,11,9,buy,1
2017-03-09,13,7,buy,1
2017-03-10,9,11,sell,0
2017-03-11,8,12,sell,0
2017-03-12,9,11,sell,0
2017-03-13,12,8,buy,1
2017-03-14,7,13,sell,0
2017-03-15,6,14,sell,0
2017-03-16,9,11,sell,0
2017-03-17,10,10,neutral,2
2017-03-18,11,9,buy,1
2017-03-19,13,7,buy,1
2017-03-20,8,12,sell,0
2017-03-21,11,9,buy,1
2017-03-22,10,10,neutral,2
2017-03-23,8,11,sell,0
2017-03-24,6,14,sell,0
2017-03-25,8,12,sell,0
2017-03-26,13,7,buy,1
2017-03-27,13,6,buy,1
2017-03-28,12,7,buy,1
2017-03-29,10,9,buy,1
2017-03-30,10,10,neutral,2
2017-03-31,12,8,buy,1
2017-04-01,13,7,buy,1
2017-04-02,8,12,sell,0
2017-04-03,11,9,buy,1
2017-04-04,5,15,sell,0
2017-04-05,9,11,sell,0
2017-04-06,7,13,sell,0
2017-04-07,9,11,sell,0
2017-04-08,5,15,sell,0
2017-04-09,13,7,buy,1
2017-04-10,12,8,buy,1
2017-04-11,9,11,sell,0
2017-04-12,11,9,buy,1
2017-04-13,15,5,buy,1
2017-04-14,12,8,buy,1
2017-04-15,12,8,buy,1
2017-04-16,13,7,buy,1
2017-04-17,8,12,sell,0
2017-04-18,13,7,buy,1
2017-04-19,11,9,buy,1
2017-04-20,11,9,buy,1
2017-04-21,12,8,buy,1
2017-04-22,11,9,buy,1
2017-04-23,12,8,buy,1
2017-04-24,10,10,neutral,2
2017-04-25,10,10,neutral,2
2017-04-26,13,7,buy,1
2017-04-27,12,8,buy,1
2017-04-28,11,8,buy,1
2017-04-29,15,4,buy,1
2017-04-30,12,8,buy,1
2017-05-01,6,14,sell,0
2017-05-02,14,6,buy,1
2017-05-03,14,6,buy,1
2017-05-04,14,6,buy,1
2017-05-05,13,7,buy,1
2017-05-06,11,9,buy,1
2017-05-07,11,9,buy,1
2017-05-08,9,11,sell,0
2017-05-09,12,8,buy,1
2017-05-10,10,10,neutral,2
2017-05-11,11,9,buy,1
2017-05-12,12,8,buy,1
2017-05-13,15,5,buy,1
2017-05-14,15,5,buy,1
2017-05-15,5,15,sell,0
2017-05-16,9,11,sell,0
2017-05-17,10,10,neutral,2
2017-05-18,6,14,sell,0
2017-05-19,14,6,buy,1
