YearMonth,buy,sell,Action,ActionID
2010-01,107,110,sell,0
2010-02,121,75,buy,1
2010-03,156,61,buy,1
2010-04,113,97,buy,1
2010-05,109,108,buy,1
2010-06,97,113,sell,0
2010-07,123,94,buy,1
2010-08,107,110,sell,0
2010-09,149,61,buy,1
2010-10,134,83,buy,1
2010-11,95,115,sell,0
2010-12,153,64,buy,1
2011-01,126,91,buy,1
2011-02,140,56,buy,1
2011-03,139,78,buy,1
2011-04,123,87,buy,1
2011-05,115,102,buy,1
2011-06,107,103,buy,1
2011-07,100,117,sell,0
2011-08,123,94,buy,1
2011-09,123,87,buy,1
2011-10,129,88,buy,1
2011-11,108,102,buy,1
2011-12,135,82,buy,1
2012-01,155,62,buy,1
2012-02,137,66,buy,1
2012-03,129,88,buy,1
2012-04,115,95,buy,1
2012-05,71,146,sell,0
2012-06,129,81,buy,1
2012-07,119,98,buy,1
2012-08,134,83,buy,1
2012-09,119,91,buy,1
2012-10,107,110,sell,0
2012-11,119,91,buy,1
2012-12,116,101,buy,1
2013-01,140,77,buy,1
2013-02,120,76,buy,1
2013-03,146,71,buy,1
2013-04,124,86,buy,1
2013-05,152,65,buy,1
2013-06,108,102,buy,1
2013-07,157,60,buy,1
2013-08,115,102,buy,1
2013-09,117,93,buy,1
2013-10,148,69,buy,1
2013-11,141,69,buy,1
2013-12,120,97,buy,1
2014-01,106,111,sell,0
2014-02,134,62,buy,1
2014-03,110,107,buy,1
2014-04,133,77,buy,1
2014-05,145,72,buy,1
2014-06,142,68,buy,1
2014-07,119,98,buy,1
2014-08,134,83,buy,1
2014-09,121,89,buy,1
2014-10,125,92,buy,1
2014-11,142,68,buy,1
2014-12,119,98,buy,1
2015-01,108,109,sell,0
2015-02,130,66,buy,1
2015-03,116,101,buy,1
2015-04,123,87,buy,1
2015-05,116,101,buy,1
2015-06,120,90,buy,1
2015-07,132,85,buy,1
2015-08,95,122,sell,0
2015-09,125,85,buy,1
2015-10,143,74,buy,1
2015-11,115,95,buy,1
2015-12,100,117,sell,0
2016-01,98,119,sell,0
2016-02,105,98,buy,1
2016-03,153,64,buy,1
2016-04,117,93,buy,1
2016-05,139,78,buy,1
2016-06,110,100,buy,1
2016-07,129,88,buy,1
2016-08,117,100,buy,1
2016-09,115,94,buy,1
2016-10,107,110,sell,0
2016-11,137,73,buy,1
2016-12,129,88,buy,1
2017-01,146,71,buy,1
2017-02,133,63,buy,1
2017-03,138,79,buy,1
2017-04,129,81,buy,1
2017-05,135,82,buy,1
2017-06,119,91,buy,1
2017-07,125,92,buy,1
2017-08,125,92,buy,1
2017-09,132,78,buy,1
2017-10,141,76,buy,1
2017-11,109,101,buy,1
2017-12,139,78,buy,1
2018-01,144,73,buy,1
2018-02,129,67,buy,1
2018-03,114,103,buy,1
2018-04,116,94,buy,1
2018-05,138,79,buy,1
2018-06,121,89,buy,1
2018-07,148,69,buy,1
2018-08,144,73,buy,1
2018-09,120,90,buy,1
2018-10,97,120,sell,0
2018-11,119,91,buy,1
2018-12,82,135,sell,0
2019-01,149,68,buy,1
2019-02,138,58,buy,1
2019-03,122,95,buy,1
2019-04,130,80,buy,1
2019-05,98,119,sell,0
2019-06,140,70,buy,1
2019-07,132,85,buy,1
2019-08,124,93,buy,1
2019-09,104,106,sell,0
2019-10,127,90,buy,1
2019-11,151,59,buy,1
2019-12,139,78,buy,1
2020-01,141,76,buy,1
2020-02,95,108,sell,0
2020-03,133,84,buy,1
2020-04,138,72,buy,1
2020-05,128,89,buy,1
2020-06,115,95,buy,1
2020-07,138,79,buy,1
2020-08,144,73,buy,1
2020-09,106,104,buy,1
2020-10,115,102,buy,1
2020-11,124,86,buy,1
2020-12,131,86,buy,1
2021-01,122,95,buy,1
2021-02,120,76,buy,1
2021-03,129,88,buy,1
2021-04,129,81,buy,1
2021-05,120,97,buy,1
2021-06,123,87,buy,1
2021-07,138,79,buy,1
2021-08,128,89,buy,1
2021-09,124,86,buy,1
2021-10,115,102,buy,1
2021-11,119,91,buy,1
2021-12,130,87,buy,1
2022-01,106,111,sell,0
2022-02,121,75,buy,1
2022-03,130,87,buy,1
2022-04,125,85,buy,1
2022-05,112,105,buy,1
2022-06,129,81,buy,1
2022-07,136,81,buy,1
2022-08,128,89,buy,1
2022-09,125,85,buy,1
2022-10,119,98,buy,1
2022-11,133,77,buy,1
2022-12,125,92,buy,1
