
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07  0.37   Ceres     Direct 1669 1706  3375     0.49      0.51
 2: 2021-02-07  0.04  Chiron     Direct 1256 1271  2527     0.50      0.50
 3: 2021-02-07  0.25    Juno     Direct 1697 1717  3414     0.50      0.50
 4: 2021-02-07  0.24 Jupiter     Direct 1432 1502  2934     0.49      0.51
 5: 2021-02-07  0.55    Mars     Direct 1971 2004  3975     0.50      0.50
 6: 2021-02-07 -1.12 Mercury Retrograde  443  411   854     0.52      0.48
 7: 2021-02-07 13.94    Moon     Direct 2217 2280  4497     0.49      0.51
 8: 2021-02-07  0.03 Neptune     Direct 1178 1159  2337     0.50      0.50
 9: 2021-02-07  1.00   NNode     Direct 2217 2280  4497     0.49      0.51
10: 2021-02-07  0.34  Pallas     Direct 1652 1690  3342     0.49      0.51
11: 2021-02-07  0.03  Pholus     Direct 1195 1170  2365     0.51      0.49
12: 2021-02-07  0.03   Pluto     Direct 1175 1168  2343     0.50      0.50
13: 2021-02-07  0.12  Saturn     Direct 1307 1319  2626     0.50      0.50
14: 2021-02-07  1.00   SNode     Direct 2217 2280  4497     0.49      0.51
15: 2021-02-07  1.01     Sun     Direct 2217 2280  4497     0.49      0.51
16: 2021-02-07  0.02  Uranus     Direct 1225 1255  2480     0.49      0.51
17: 2021-02-07  1.25   Venus     Direct 2016 2060  4076     0.49      0.51
18: 2021-02-07 -0.15   Vesta Retrograde  353  424   777     0.45      0.55

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign  Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-07   Ceres      Pisces  223  254   477     0.47      0.53
 2:  CH 2021-02-07  Chiron       Aries  306  298   604     0.51      0.49
 3:  JN 2021-02-07    Juno Sagittarius  277  260   537     0.52      0.48
 4:  JU 2021-02-07 Jupiter    Aquarius  139  162   301     0.46      0.54
 5:  MA 2021-02-07    Mars      Taurus  196  213   409     0.48      0.52
 6:  ME 2021-02-07 Mercury    Aquarius  197  174   371     0.53      0.47
 7:  MO 2021-02-07    Moon Sagittarius  180  197   377     0.48      0.52
 8:  NE 2021-02-07 Neptune      Pisces 1239 1169  2408     0.51      0.49
 9:  NN 2021-02-07   NNode      Gemini   80   92   172     0.47      0.53
10:  PA 2021-02-07  Pallas    Aquarius  235  248   483     0.49      0.51
11:  PH 2021-02-07  Pholus   Capricorn  312  290   602     0.52      0.48
12:  PL 2021-02-07   Pluto   Capricorn 1628 1621  3249     0.50      0.50
13:  SA 2021-02-07  Saturn    Aquarius   49   56   105     0.47      0.53
14:  SN 2021-02-07   SNode Sagittarius   80   92   172     0.47      0.53
15:  SU 2021-02-07     Sun    Aquarius  177  192   369     0.48      0.52
16:  UR 2021-02-07  Uranus      Taurus  302  300   602     0.50      0.50
17:  VE 2021-02-07   Venus    Aquarius  151  167   318     0.47      0.53
18:  VS 2021-02-07   Vesta       Virgo  156  167   323     0.48      0.52

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 2217 2280  4497     0.49      0.51
 2: 2021-02-07    0.17   0.00   0.38         0      23         9       24     Sun   Ceres SemiQuintile   68   63   131     0.52      0.48
 3: 2021-02-07    0.31   0.01   0.69         0      23        14       24 Mercury  Chiron   SemiSquare   54   51   105     0.51      0.49
 4: 2021-02-07    0.86   0.01   1.72        18      23        21        6    Moon  Saturn SemiQuintile  155  177   332     0.47      0.53
 5: 2021-02-07    1.00   0.01   1.75         4      10         7        7    Moon  Uranus SesquiSquare  172  163   335     0.51      0.49
 6: 2021-02-07    0.98   0.02   1.72        12      18        15        7    Moon Jupiter   SemiSquare  181  181   362     0.50      0.50
 7: 2021-02-07    0.44   0.02   1.00         0      23         4       24   Venus  Uranus       Square   49   43    92     0.53      0.47
 8: 2021-02-07    0.97   0.03   1.72         9      15        12        7    Moon   Ceres       Square  161  171   332     0.48      0.52
 9: 2021-02-07    0.96   0.03   1.70         4      10         7        7    Moon    Mars   BiQuintile  179  143   322     0.56      0.44
10: 2021-02-07    0.99   0.03   1.77        10      16        13        7    Moon   Pluto  SemiSextile  175  165   340     0.51      0.49
11: 2021-02-07    1.00   0.04   1.77         6      12         9        7    Moon  Chiron    BiSeptile  162  171   333     0.49      0.51
12: 2021-02-07    0.77   0.04   1.65         0       4         1        5    Moon     Sun      Sextile  163  155   318     0.51      0.49
13: 2021-02-07    0.91   0.09   1.75        20      23        23        4    Moon    Mars SesquiSquare  162  172   334     0.49      0.51
14: 2021-02-07    0.81   0.10   1.52         0      23        23       24 Mercury  Pallas  Conjunction   40   43    83     0.48      0.52
15: 2021-02-07    0.14   0.10   0.18         0      23        23       24  Saturn  Chiron      Sextile    5    6    11     0.45      0.55
16: 2021-02-07    0.57   0.11   1.04         0      23        NA       24     Sun Neptune  SemiSextile   50   59   109     0.46      0.54
17: 2021-02-07    0.99   0.14   1.84         1       7         4        7    Moon  Pallas      Sextile  173  175   348     0.50      0.50
18: 2021-02-07    0.30   0.16   0.45         0      23        NA       24  Pallas  Pholus   SemiSquare   68   83   151     0.45      0.55
19: 2021-02-07    0.94   0.17   1.72         4       9         6        6    Moon Mercury      Sextile  161  156   317     0.51      0.49
20: 2021-02-07    1.06   0.17   1.94         4      11         7        8    Moon   Venus   SemiSquare  147  159   306     0.48      0.52
21: 2021-02-07    1.02   0.19   1.93         0       6         3        7    Moon Neptune       Square  148  179   327     0.45      0.55
22: 2021-02-07    1.01   0.19   1.91         2       8         5        7    Moon  Saturn   SemiSquare  164  168   332     0.49      0.51
23: 2021-02-07    1.04   0.24   1.99         1       7         4        7    Moon   Vesta       Square  179  143   322     0.56      0.44
24: 2021-02-07    1.03   0.26   1.99         0       6         3        7    Moon   Pluto SemiQuintile  149  175   324     0.46      0.54
25: 2021-02-07    0.53   0.30   0.76         0      23        NA       24   Vesta  Pallas     Quincunx   35   49    84     0.42      0.58
26: 2021-02-07    0.41   0.31   0.51         0      23        NA       24 Jupiter  Pholus SemiQuintile   69   52   121     0.57      0.43
27: 2021-02-07    0.48   0.39   0.57         0      23        NA       24   Vesta Neptune   Opposition   34   33    67     0.51      0.49
