PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,290,382,672,0.43,0.57
CE_FIX,Ceres,Fixed,465,518,983,0.47,0.53
CE_MUT,Ceres,Mutable,470,499,969,0.49,0.51
CH_CAR,Chiron,Cardinal,566,606,1172,0.48,0.52
CH_MUT,Chiron,Mutable,659,793,1452,0.45,0.55
JN_CAR,Juno,Cardinal,439,471,910,0.48,0.52
JN_FIX,Juno,Fixed,447,538,985,0.45,0.55
JN_MUT,Juno,Mutable,339,390,729,0.47,0.53
JU_CAR,Jupiter,Cardinal,363,412,775,0.47,0.53
JU_FIX,Jupiter,Fixed,479,510,989,0.48,0.52
JU_MUT,Jupiter,Mutable,383,477,860,0.45,0.55
MA_CAR,Mars,Cardinal,413,492,905,0.46,0.54
MA_FIX,Mars,Fixed,437,470,907,0.48,0.52
MA_MUT,Mars,Mutable,375,437,812,0.46,0.54
ME_CAR,Mercury,Cardinal,419,452,871,0.48,0.52
ME_FIX,Mercury,Fixed,391,496,887,0.44,0.56
ME_MUT,Mercury,Mutable,415,451,866,0.48,0.52
MO_CAR,Moon,Cardinal,408,470,878,0.46,0.54
MO_FIX,Moon,Fixed,403,472,875,0.46,0.54
MO_MUT,Moon,Mutable,414,457,871,0.48,0.52
NE_MUT,Neptune,Mutable,1225,1399,2624,0.47,0.53
NN_CAR,NNode,Cardinal,440,511,951,0.46,0.54
NN_FIX,NNode,Fixed,277,289,566,0.49,0.51
NN_MUT,NNode,Mutable,508,599,1107,0.46,0.54
PA_CAR,Pallas,Cardinal,455,465,920,0.49,0.51
PA_FIX,Pallas,Fixed,350,414,764,0.46,0.54
PA_MUT,Pallas,Mutable,420,520,940,0.45,0.55
PH_CAR,Pholus,Cardinal,546,595,1141,0.48,0.52
PH_MUT,Pholus,Mutable,679,804,1483,0.46,0.54
PL_CAR,Pluto,Cardinal,1225,1399,2624,0.47,0.53
SA_CAR,Saturn,Cardinal,458,531,989,0.46,0.54
SA_FIX,Saturn,Fixed,307,331,638,0.48,0.52
SA_MUT,Saturn,Mutable,460,537,997,0.46,0.54
SN_CAR,SNode,Cardinal,441,511,952,0.46,0.54
SN_FIX,SNode,Fixed,277,289,566,0.49,0.51
SN_MUT,SNode,Mutable,507,599,1106,0.46,0.54
SU_CAR,Sun,Cardinal,431,447,878,0.49,0.51
SU_FIX,Sun,Fixed,393,489,882,0.45,0.55
SU_MUT,Sun,Mutable,401,463,864,0.46,0.54
UR_CAR,Uranus,Cardinal,659,795,1454,0.45,0.55
UR_FIX,Uranus,Fixed,566,604,1170,0.48,0.52
VE_CAR,Venus,Cardinal,397,470,867,0.46,0.54
VE_FIX,Venus,Fixed,390,485,875,0.45,0.55
VE_MUT,Venus,Mutable,438,444,882,0.5,0.5
VS_CAR,Vesta,Cardinal,422,474,896,0.47,0.53
VS_FIX,Vesta,Fixed,377,460,837,0.45,0.55
VS_MUT,Vesta,Mutable,426,465,891,0.48,0.52
