PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_PA_a103,1,12,0.037,0.083,0.02,0.037,0.102,-0.089,0.165,0.254,0.079,-1.579,0.024
CH_UR_a30,1,1365,0.002,0.051,-0.002,-0.001,0.032,-0.217,0.542,0.759,1.902,14.932,0.001
JN_JU_a72,1,71,0.017,0.081,0.002,0.012,0.043,-0.217,0.276,0.493,0.62,1.644,0.01
JN_PA_a103,1,76,0.002,0.043,0,0,0.031,-0.133,0.132,0.265,0.376,1.69,0.005
JN_PL_a0,1,18,-0.008,0.058,-0.012,-0.01,0.033,-0.108,0.132,0.241,0.361,0.302,0.014
JU_PL_a72,1,66,-0.002,0.025,-0.002,-0.001,0.021,-0.089,0.054,0.143,-0.487,1.266,0.003
JU_SN_a103,1,20,0.001,0.05,-0.012,-0.004,0.029,-0.089,0.132,0.221,0.822,0.484,0.011
MA_CE_a60,1,44,0,0.038,-0.003,-0.002,0.029,-0.089,0.132,0.221,0.857,2.244,0.006
MA_NE_a150,1,26,-0.003,0.033,-0.006,-0.002,0.023,-0.089,0.057,0.146,-0.326,0.312,0.006
MA_SA_a72,1,42,0.008,0.042,0.008,0.006,0.038,-0.089,0.132,0.221,0.404,0.684,0.006
ME_SN_a72,1,54,-0.007,0.025,-0.006,-0.007,0.019,-0.089,0.069,0.158,-0.107,2.049,0.003
ME_UR_a135,1,46,-0.008,0.042,-0.003,-0.007,0.022,-0.121,0.132,0.254,0.056,2.106,0.006
MO_VE_a60,1,134,0.001,0.038,-0.003,-0.002,0.026,-0.097,0.221,0.318,1.639,7.618,0.003
NN_CH_a144,1,53,0.065,0.11,0.04,0.058,0.096,-0.115,0.382,0.497,0.675,-0.087,0.015
NN_SN_a180,1,1901,0.002,0.048,-0.002,-0.001,0.029,-0.217,0.542,0.759,2.05,16.934,0.001
PA_CH_a36,1,51,0.003,0.054,0.002,0,0.035,-0.121,0.165,0.285,0.519,1.439,0.008
PA_PL_a103,1,82,0.001,0.055,0,0,0.037,-0.187,0.167,0.355,0.054,1.924,0.006
PA_SN_a72,1,41,-0.011,0.072,-0.013,-0.013,0.027,-0.212,0.165,0.377,0.156,1.107,0.011
SA_CH_a90,1,63,-0.004,0.04,-0.009,-0.006,0.033,-0.089,0.132,0.221,0.719,1.351,0.005
SA_PH_a0,1,48,0.049,0.096,0.028,0.044,0.082,-0.115,0.276,0.391,0.508,-0.383,0.014
SA_UR_a120,1,95,0.003,0.042,0.001,0,0.033,-0.089,0.152,0.241,0.9,1.653,0.004
SN_CH_a36,1,53,0.065,0.11,0.04,0.058,0.096,-0.115,0.382,0.497,0.675,-0.087,0.015
SU_MA_a36,1,53,-0.001,0.053,-0.011,-0.005,0.026,-0.133,0.167,0.3,0.813,1.773,0.007
SU_NN_a90,1,44,-0.004,0.028,-0.008,-0.005,0.026,-0.089,0.078,0.167,0.174,1.562,0.004
SU_PH_a36,1,49,0.005,0.052,-0.001,0.001,0.037,-0.089,0.176,0.265,1.171,1.804,0.007
SU_SA_a36,1,49,-0.007,0.039,-0.004,-0.005,0.033,-0.119,0.077,0.197,-0.63,0.655,0.006
SU_SN_a90,1,44,-0.004,0.028,-0.008,-0.005,0.026,-0.089,0.078,0.167,0.174,1.562,0.004
UR_NE_a45,1,586,0.003,0.046,0,0.001,0.029,-0.174,0.276,0.45,1.169,5.674,0.002
UR_PH_a120,1,362,-0.001,0.043,-0.001,-0.002,0.029,-0.174,0.176,0.35,0.205,2.767,0.002
VE_JN_a72,1,40,0,0.057,-0.014,-0.005,0.028,-0.101,0.167,0.268,0.989,0.792,0.009
VE_JU_a0,1,21,0.008,0.059,-0.009,0.003,0.03,-0.089,0.132,0.221,0.88,-0.098,0.013
VE_PL_a72,1,56,-0.002,0.047,0.003,-0.003,0.042,-0.111,0.117,0.228,0.078,-0.165,0.006
VE_SN_a103,1,43,0.005,0.043,0.002,0.003,0.029,-0.089,0.131,0.22,0.652,1.249,0.007
VS_CE_a72,1,2,-0.057,0.044,-0.057,-0.057,0.047,-0.089,-0.026,0.063,0,-2.75,0.031
VS_NE_a135,1,18,0.001,0.042,0.004,0.002,0.043,-0.089,0.07,0.159,-0.162,-0.597,0.01
VS_PH_a60,1,94,-0.002,0.032,-0.003,-0.003,0.028,-0.089,0.132,0.221,0.661,2.518,0.003
MO_JU_a60,1,141,0.002,0.053,-0.001,0.001,0.023,-0.212,0.399,0.611,2.326,21.785,0.005
MO_MA_a36,1,137,-0.008,0.04,-0.006,-0.007,0.03,-0.217,0.121,0.337,-0.751,5.175,0.003
MO_SU_a72,1,136,0,0.041,-0.002,-0.003,0.029,-0.097,0.221,0.318,1.586,7.038,0.004
MO_ME_a90,1,134,0.001,0.045,-0.004,-0.002,0.032,-0.089,0.276,0.365,2.42,12.291,0.004
MO_UR_a135,1,139,-0.002,0.044,-0.002,-0.001,0.029,-0.187,0.134,0.322,-0.412,2.604,0.004
ME_PL_a36,1,68,-0.003,0.052,0.002,0,0.035,-0.174,0.132,0.306,-0.812,1.712,0.006
MO_NE_a180,1,71,-0.01,0.046,-0.005,-0.009,0.026,-0.187,0.134,0.322,-0.499,3.219,0.005
ME_JN_a36,1,55,-0.007,0.063,-0.008,-0.008,0.038,-0.212,0.157,0.37,-0.038,1.575,0.008
ME_NE_a90,1,71,-0.008,0.051,-0.004,-0.009,0.047,-0.121,0.132,0.254,0.118,0.421,0.006
ME_CH_a103,1,42,0.002,0.043,0.004,0.002,0.032,-0.115,0.132,0.247,0.044,1.404,0.007
MO_MA_a30,1,138,-0.004,0.041,-0.006,-0.005,0.032,-0.124,0.127,0.25,0.293,1.146,0.003
MO_SA_a103,1,140,0.008,0.064,0.003,0.003,0.031,-0.124,0.542,0.666,4.173,31.97,0.005
MO_VS_a45,1,139,-0.002,0.045,-0.003,-0.002,0.03,-0.212,0.221,0.433,0.015,6.273,0.004
JN_NN_a150,1,39,0.029,0.092,0.007,0.019,0.041,-0.111,0.399,0.51,1.903,4.923,0.015
JN_SN_a30,1,39,0.029,0.092,0.007,0.019,0.041,-0.111,0.399,0.51,1.903,4.923,0.015
MO_PH_a103,1,140,-0.005,0.045,-0.005,-0.007,0.026,-0.135,0.23,0.365,1.118,5.632,0.004
MO_CE_a30,1,143,-0.001,0.059,-0.003,-0.006,0.024,-0.187,0.399,0.586,3.041,17.897,0.005
MO_PA_a135,1,139,0.004,0.039,0.003,0.004,0.026,-0.131,0.134,0.265,0.238,2.232,0.003
MA_PH_a72,1,38,-0.005,0.051,-0.01,-0.005,0.043,-0.111,0.132,0.243,0.158,0.156,0.008
MO_JN_a120,1,140,0.006,0.049,0.003,0.004,0.028,-0.217,0.2,0.416,0.452,5.929,0.004
MO_PL_a120,1,142,-0.001,0.046,-0.002,-0.003,0.03,-0.124,0.256,0.379,1.282,7.019,0.004
MO_NN_a30,1,142,-0.002,0.049,-0.002,-0.003,0.032,-0.187,0.25,0.437,1.238,8.429,0.004
MO_SN_a150,1,142,-0.002,0.049,-0.002,-0.003,0.032,-0.187,0.25,0.437,1.238,8.429,0.004
MO_UR_a144,1,140,-0.002,0.044,0,-0.002,0.026,-0.132,0.206,0.337,0.628,4.336,0.004
MO_CE_a36,1,143,0,0.05,-0.002,-0.003,0.03,-0.135,0.234,0.369,1.784,6.989,0.004
MO_SU_a60,1,137,0.003,0.038,0.002,0.002,0.029,-0.103,0.153,0.256,0.503,2.067,0.003
MO_JU_a45,1,140,0.001,0.034,0.001,-0.001,0.029,-0.077,0.127,0.203,0.676,1.408,0.003
MO_VE_a45,1,130,-0.004,0.039,-0.002,-0.004,0.03,-0.115,0.145,0.26,0.168,1.743,0.003
MO_VS_a36,1,139,0.002,0.044,-0.003,-0.001,0.031,-0.109,0.221,0.33,1.782,7.469,0.004
VS_CH_a144,1,25,0.008,0.035,0.002,0.002,0.015,-0.027,0.132,0.16,2.088,4.555,0.007
MO_CH_a180,1,69,0.009,0.052,0.008,0.006,0.027,-0.111,0.206,0.317,1.087,3.583,0.006
MO_PA_a144,1,139,0.005,0.04,0.004,0.005,0.03,-0.131,0.145,0.275,0.193,2.208,0.003
MO_NN_a36,1,143,-0.001,0.045,-0.005,-0.004,0.031,-0.131,0.234,0.365,1.462,6.607,0.004
MO_SN_a144,1,143,-0.001,0.045,-0.005,-0.004,0.031,-0.131,0.234,0.365,1.462,6.607,0.004
MO_UR_a150,1,141,0.001,0.045,0,-0.001,0.029,-0.132,0.206,0.337,0.942,4.291,0.004
MO_SA_a90,1,142,0.007,0.051,0.001,0.003,0.026,-0.174,0.276,0.45,1.5,7.585,0.004
VE_CH_a135,1,39,0.006,0.043,-0.008,0.004,0.04,-0.067,0.132,0.199,0.733,0.21,0.007
MO_PH_a90,1,139,0.004,0.058,0.003,0.001,0.027,-0.111,0.399,0.51,3.041,17.934,0.005
MO_VS_a30,1,140,0.007,0.062,-0.001,0.001,0.032,-0.111,0.542,0.653,4.8,37.303,0.005
MO_ME_a72,1,133,-0.003,0.041,-0.005,-0.004,0.028,-0.103,0.182,0.285,1.012,4.187,0.004
MO_CE_a45,1,141,0.003,0.047,0.001,0,0.029,-0.135,0.277,0.412,1.878,9.573,0.004
ME_JU_a36,1,59,-0.001,0.058,0,0,0.029,-0.174,0.144,0.318,-0.31,1.52,0.008
MO_JU_a36,1,138,0.003,0.045,-0.002,0,0.032,-0.113,0.204,0.317,1.036,3.263,0.004
MO_PA_a150,1,138,0.002,0.043,0.004,0.002,0.031,-0.217,0.145,0.361,-0.598,4.846,0.004
MO_VE_a36,1,135,0.005,0.044,0.003,0.003,0.03,-0.132,0.152,0.284,0.484,2.438,0.004
VS_PA_a180,1,48,0.01,0.041,-0.002,0.004,0.027,-0.052,0.145,0.197,1.527,2.387,0.006
JU_CH_a135,1,71,0.013,0.059,0.007,0.005,0.028,-0.101,0.276,0.377,1.721,4.893,0.007
MO_NN_a45,1,140,0.001,0.044,-0.005,-0.002,0.029,-0.087,0.277,0.364,2.326,11.648,0.004
MO_PL_a103,1,141,0.012,0.064,0.006,0.006,0.03,-0.102,0.542,0.644,4.248,32.291,0.005
MO_SN_a135,1,140,0.001,0.044,-0.005,-0.002,0.029,-0.087,0.277,0.364,2.326,11.648,0.004
