PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(4,5]",Ceres,"(4,5]",160,207,367,0.44,0.56
"CE_(5,7]",Ceres,"(5,7]",310,310,620,0.5,0.5
"CE_(7,13]",Ceres,"(7,13]",156,178,334,0.47,0.53
"CE_[0,4]",Ceres,"[0,4]",279,301,580,0.48,0.52
"CH_(4,5]",Chiron,"(4,5]",184,226,410,0.45,0.55
"CH_(5,7]",Chiron,"(5,7]",346,351,697,0.5,0.5
"CH_(7,13]",Chiron,"(7,13]",165,162,327,0.5,0.5
"CH_[0,4]",Chiron,"[0,4]",210,257,467,0.45,0.55
"JN_(4,5]",Juno,"(4,5]",186,205,391,0.48,0.52
"JN_(5,7]",Juno,"(5,7]",306,291,597,0.51,0.49
"JN_(7,14]",Juno,"(7,14]",94,127,221,0.43,0.57
"JN_[0,4]",Juno,"[0,4]",319,373,692,0.46,0.54
"JU_(4,5]",Jupiter,"(4,5]",174,237,411,0.42,0.58
"JU_(5,7]",Jupiter,"(5,7]",279,280,559,0.5,0.5
"JU_(7,12]",Jupiter,"(7,12]",93,107,200,0.47,0.54
"JU_[0,4]",Jupiter,"[0,4]",359,372,731,0.49,0.51
"MA_(4,5]",Mars,"(4,5]",177,173,350,0.51,0.49
"MA_(5,7]",Mars,"(5,7]",292,331,623,0.47,0.53
"MA_(7,13]",Mars,"(7,13]",144,159,303,0.48,0.52
"MA_[0,4]",Mars,"[0,4]",292,333,625,0.47,0.53
"ME_(4,5]",Mercury,"(4,5]",170,196,366,0.46,0.54
"ME_(5,7]",Mercury,"(5,7]",293,288,581,0.5,0.5
"ME_(7,14]",Mercury,"(7,14]",104,110,214,0.49,0.51
"ME_[0,4]",Mercury,"[0,4]",338,402,740,0.46,0.54
"MO_(13,15]",Moon,"(13,15]",298,315,613,0.49,0.51
"MO_(15,17]",Moon,"(15,17]",224,241,465,0.48,0.52
"MO_(17,27]",Moon,"(17,27]",141,143,284,0.5,0.5
"MO_[5,13]",Moon,"[5,13]",242,297,539,0.45,0.55
"NE_(4,5]",Neptune,"(4,5]",154,181,335,0.46,0.54
"NE_(5,6]",Neptune,"(5,6]",141,129,270,0.52,0.48
"NE_(6,13]",Neptune,"(6,13]",193,208,401,0.48,0.52
"NE_[0,4]",Neptune,"[0,4]",417,478,895,0.47,0.53
"NN_(5,6]",NNode,"(5,6]",171,228,399,0.43,0.57
"NN_(6,7]",NNode,"(6,7]",163,164,327,0.5,0.5
"NN_(7,13]",NNode,"(7,13]",226,230,456,0.5,0.5
"NN_[1,5]",NNode,"[1,5]",345,374,719,0.48,0.52
"PA_(4,5]",Pallas,"(4,5]",169,206,375,0.45,0.55
"PA_(5,7]",Pallas,"(5,7]",284,332,616,0.46,0.54
"PA_(7,13]",Pallas,"(7,13]",121,133,254,0.48,0.52
"PA_[0,4]",Pallas,"[0,4]",331,325,656,0.5,0.5
"PH_(4,5]",Pholus,"(4,5]",168,182,350,0.48,0.52
"PH_(5,6]",Pholus,"(5,6]",146,167,313,0.47,0.53
"PH_(6,13]",Pholus,"(6,13]",182,190,372,0.49,0.51
"PH_[0,4]",Pholus,"[0,4]",409,457,866,0.47,0.53
"PL_(4,5]",Pluto,"(4,5]",182,207,389,0.47,0.53
"PL_(5,6]",Pluto,"(5,6]",169,160,329,0.51,0.49
"PL_(6,14]",Pluto,"(6,14]",161,185,346,0.47,0.53
"PL_[0,4]",Pluto,"[0,4]",393,444,837,0.47,0.53
"SA_(4,5]",Saturn,"(4,5]",176,175,351,0.5,0.5
"SA_(5,7]",Saturn,"(5,7]",317,380,697,0.45,0.55
"SA_(7,14]",Saturn,"(7,14]",138,134,272,0.51,0.49
"SA_[0,4]",Saturn,"[0,4]",274,307,581,0.47,0.53
"SN_(5,6]",SNode,"(5,6]",169,215,384,0.44,0.56
"SN_(6,7]",SNode,"(6,7]",164,171,335,0.49,0.51
"SN_(7,13]",SNode,"(7,13]",226,248,474,0.48,0.52
"SN_[1,5]",SNode,"[1,5]",346,362,708,0.49,0.51
"SU_(4,5]",Sun,"(4,5]",191,221,412,0.46,0.54
"SU_(5,7]",Sun,"(5,7]",272,296,568,0.48,0.52
"SU_(7,14]",Sun,"(7,14]",111,143,254,0.44,0.56
"SU_[0,4]",Sun,"[0,4]",331,336,667,0.5,0.5
"UR_(4,5]",Uranus,"(4,5]",150,189,339,0.44,0.56
"UR_(5,7]",Uranus,"(5,7]",323,341,664,0.49,0.51
"UR_(7,15]",Uranus,"(7,15]",207,200,407,0.51,0.49
"UR_[0,4]",Uranus,"[0,4]",225,266,491,0.46,0.54
"VE_(4,5]",Venus,"(4,5]",176,202,378,0.47,0.53
"VE_(5,7]",Venus,"(5,7]",294,294,588,0.5,0.5
"VE_(7,14]",Venus,"(7,14]",153,168,321,0.48,0.52
"VE_[0,4]",Venus,"[0,4]",282,332,614,0.46,0.54
"VS_(4,5]",Vesta,"(4,5]",179,184,363,0.49,0.51
"VS_(5,7]",Vesta,"(5,7]",294,330,624,0.47,0.53
"VS_(7,13]",Vesta,"(7,13]",113,135,248,0.46,0.54
"VS_[0,4]",Vesta,"[0,4]",319,347,666,0.48,0.52
