PlanetElement,Planet,Element,buy,sell,daysN,BuyDays%,SellDays%
CE_AIR,Ceres,Air,88,100,188,0.47,0.53
CE_EAR,Ceres,Earth,66,80,146,0.45,0.55
CE_FIR,Ceres,Fire,279,293,572,0.49,0.51
CE_WAT,Ceres,Water,162,189,351,0.46,0.54
CH_FIR,Chiron,Fire,415,454,869,0.48,0.52
CH_WAT,Chiron,Water,180,208,388,0.46,0.54
JN_AIR,Juno,Air,241,241,482,0.5,0.5
JN_EAR,Juno,Earth,174,219,393,0.44,0.56
JN_FIR,Juno,Fire,73,97,170,0.43,0.57
JN_WAT,Juno,Water,107,105,212,0.5,0.5
JU_AIR,Jupiter,Air,45,50,95,0.47,0.53
JU_EAR,Jupiter,Earth,182,197,379,0.48,0.52
JU_FIR,Jupiter,Fire,175,214,389,0.45,0.55
JU_WAT,Jupiter,Water,193,201,394,0.49,0.51
MA_AIR,Mars,Air,158,179,337,0.47,0.53
MA_EAR,Mars,Earth,155,140,295,0.53,0.47
MA_FIR,Mars,Fire,179,214,393,0.46,0.54
MA_WAT,Mars,Water,103,129,232,0.44,0.56
ME_AIR,Mercury,Air,99,122,221,0.45,0.55
ME_EAR,Mercury,Earth,95,106,201,0.47,0.53
ME_FIR,Mercury,Fire,198,200,398,0.5,0.5
ME_WAT,Mercury,Water,203,234,437,0.46,0.54
MO_AIR,Moon,Air,161,152,313,0.51,0.49
MO_EAR,Moon,Earth,150,166,316,0.47,0.53
MO_FIR,Moon,Fire,132,182,314,0.42,0.58
MO_WAT,Moon,Water,152,162,314,0.48,0.52
NE_WAT,Neptune,Water,595,662,1257,0.47,0.53
NN_AIR,NNode,Air,113,124,237,0.48,0.52
NN_FIR,NNode,Fire,216,238,454,0.48,0.52
NN_WAT,NNode,Water,266,300,566,0.47,0.53
PA_AIR,Pallas,Air,202,231,433,0.47,0.53
PA_EAR,Pallas,Earth,235,273,508,0.46,0.54
PA_FIR,Pallas,Fire,99,92,191,0.52,0.48
PA_WAT,Pallas,Water,59,66,125,0.47,0.53
PH_EAR,Pholus,Earth,395,443,838,0.47,0.53
PH_FIR,Pholus,Fire,200,219,419,0.48,0.52
PL_EAR,Pluto,Earth,595,662,1257,0.47,0.53
SA_AIR,Saturn,Air,72,72,144,0.5,0.5
SA_EAR,Saturn,Earth,460,529,989,0.47,0.53
SA_FIR,Saturn,Fire,63,61,124,0.51,0.49
SN_AIR,SNode,Air,216,238,454,0.48,0.52
SN_EAR,SNode,Earth,266,300,566,0.47,0.53
SN_FIR,SNode,Fire,113,124,237,0.48,0.52
SU_AIR,Sun,Air,146,164,310,0.47,0.53
SU_EAR,Sun,Earth,163,172,335,0.49,0.51
SU_FIR,Sun,Fire,159,148,307,0.52,0.48
SU_WAT,Sun,Water,127,178,305,0.42,0.58
UR_EAR,Uranus,Earth,411,456,867,0.47,0.53
UR_FIR,Uranus,Fire,184,206,390,0.47,0.53
VE_AIR,Venus,Air,184,200,384,0.48,0.52
VE_EAR,Venus,Earth,134,139,273,0.49,0.51
VE_FIR,Venus,Fire,122,156,278,0.44,0.56
VE_WAT,Venus,Water,155,167,322,0.48,0.52
VS_AIR,Vesta,Air,88,106,194,0.45,0.55
VS_EAR,Vesta,Earth,270,293,563,0.48,0.52
VS_FIR,Vesta,Fire,129,181,310,0.42,0.58
VS_WAT,Vesta,Water,108,82,190,0.57,0.43
