PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_NN_a36,1,27,0.003,0.129,-0.009,-0.009,0.066,-0.189,0.518,0.707,2.077,6.73,0.025
CE_PL_a180,1,7,0.067,0.217,0.005,0.067,0.139,-0.129,0.518,0.647,1.12,-0.163,0.082
CE_SN_a144,1,28,0.001,0.127,-0.01,-0.01,0.064,-0.189,0.518,0.707,2.14,7.127,0.024
CH_PH_a90,1,538,0.003,0.058,0,0,0.038,-0.183,0.542,0.726,2.9,25.643,0.002
CH_PL_a72,1,658,0.004,0.06,-0.002,0,0.037,-0.183,0.542,0.726,2.776,20.973,0.002
CH_UR_a30,1,1264,0.003,0.058,-0.002,0,0.04,-0.227,0.542,0.769,1.715,13.218,0.002
JN_JU_a72,1,76,0.001,0.091,0.004,-0.001,0.06,-0.189,0.518,0.707,2.124,11.946,0.01
JN_NE_a72,1,66,-0.015,0.084,-0.023,-0.023,0.042,-0.132,0.518,0.65,3.808,22.139,0.01
JU_NE_a144,1,8,0.053,0.204,-0.012,0.053,0.128,-0.129,0.518,0.647,1.325,0.478,0.072
JU_SA_a60,1,20,0.013,0.147,-0.016,-0.009,0.11,-0.155,0.518,0.673,1.898,4.279,0.033
MA_JN_a135,1,13,0.044,0.149,-0.004,0.01,0.053,-0.052,0.518,0.57,2.415,4.925,0.041
MA_JU_a60,1,28,0.021,0.108,-0.003,0.008,0.026,-0.129,0.518,0.647,3.342,13.097,0.02
MA_PL_a150,1,29,0.005,0.106,-0.01,-0.01,0.026,-0.116,0.518,0.635,3.863,16.267,0.02
ME_SA_a103,1,26,0.023,0.116,0.003,0.009,0.061,-0.129,0.518,0.647,2.814,9.726,0.023
MO_JU_a90,1,106,0.012,0.076,0.004,0.006,0.035,-0.169,0.518,0.687,3.06,18.143,0.007
MO_SU_a36,1,104,0.011,0.075,-0.002,0.002,0.038,-0.135,0.518,0.653,3.457,19.572,0.007
NN_PL_a144,1,106,0.006,0.08,0.001,0.002,0.06,-0.156,0.518,0.674,2.345,13.933,0.008
NN_SN_a180,1,1461,0.002,0.056,-0.002,0,0.039,-0.227,0.542,0.769,1.697,13.488,0.001
PA_CH_a45,1,65,0.013,0.114,-0.003,-0.001,0.054,-0.155,0.542,0.697,2.825,10.464,0.014
PA_NE_a60,1,114,-0.007,0.077,-0.009,-0.009,0.05,-0.183,0.518,0.702,2.483,17.066,0.007
PA_NN_a103,1,52,0.013,0.085,0.002,0.004,0.032,-0.129,0.518,0.647,3.963,21.448,0.012
PA_PH_a135,1,40,0.004,0.096,-0.006,-0.008,0.046,-0.129,0.518,0.647,3.711,17.529,0.015
SN_PL_a36,1,106,0.006,0.08,0.001,0.002,0.06,-0.156,0.518,0.674,2.345,13.933,0.008
SU_CH_a150,1,36,0.005,0.097,-0.011,-0.008,0.029,-0.129,0.518,0.647,3.976,18.61,0.016
SU_PA_a103,1,31,0.023,0.103,-0.003,0.004,0.029,-0.074,0.518,0.592,3.566,14.159,0.019
SU_PH_a120,1,31,0.028,0.103,0.012,0.009,0.046,-0.062,0.518,0.581,3.48,13.631,0.019
UR_NE_a45,1,670,0.002,0.055,-0.002,-0.001,0.037,-0.183,0.518,0.702,2.055,16.056,0.002
UR_PL_a103,1,559,0.004,0.06,-0.003,0,0.036,-0.155,0.542,0.697,3.189,22.912,0.003
VE_SA_a150,1,30,0.031,0.1,0.015,0.014,0.039,-0.054,0.518,0.572,3.792,15.722,0.018
VE_SU_a36,1,124,0.007,0.06,0.006,0.005,0.032,-0.129,0.518,0.647,4.827,40.818,0.005
VS_CE_a60,1,30,-0.001,0.128,-0.017,-0.016,0.107,-0.156,0.518,0.674,2.107,6.408,0.023
VS_JU_a36,1,37,0.007,0.101,-0.004,-0.004,0.035,-0.135,0.518,0.653,3.431,15.368,0.017
VS_NE_a180,1,59,0.035,0.108,0.011,0.017,0.046,-0.096,0.542,0.638,3.328,12.471,0.014
VS_PH_a103,1,67,0.03,0.109,0.01,0.016,0.056,-0.169,0.542,0.711,2.874,10.982,0.013
VS_UR_a135,1,62,0.024,0.121,0.01,0.01,0.076,-0.227,0.542,0.769,2.209,7.72,0.015
MO_SA_a150,1,107,0.003,0.07,-0.003,-0.001,0.042,-0.159,0.518,0.678,3.656,25.556,0.007
MO_VE_a0,1,49,0.008,0.091,-0.003,0,0.05,-0.135,0.518,0.653,3.518,17.79,0.013
MO_NN_a30,1,110,0.004,0.071,-0.007,-0.002,0.036,-0.186,0.518,0.705,3.417,23.451,0.007
MO_SN_a150,1,110,0.004,0.071,-0.007,-0.002,0.036,-0.186,0.518,0.705,3.417,23.451,0.007
MO_PA_a72,1,106,0.007,0.078,-0.003,-0.001,0.034,-0.183,0.518,0.702,3.042,17.197,0.008
SU_UR_a120,1,34,0.021,0.113,-0.005,0.006,0.061,-0.129,0.518,0.647,2.525,8.498,0.019
MO_ME_a45,1,104,0.001,0.069,-0.003,-0.003,0.045,-0.135,0.518,0.653,4.057,27.934,0.007
MO_PH_a150,1,108,0.01,0.067,0.003,0.004,0.038,-0.108,0.518,0.626,4.041,27.86,0.006
MO_SU_a30,1,105,0.01,0.07,0.001,0.002,0.036,-0.112,0.518,0.63,4.023,25.52,0.007
VS_PL_a120,1,62,0.004,0.079,-0.006,-0.002,0.036,-0.129,0.518,0.647,4.345,26.467,0.01
MO_SA_a144,1,106,0.008,0.069,0,0.003,0.04,-0.116,0.518,0.635,3.832,26.116,0.007
MA_SA_a120,1,28,0.016,0.11,0.002,0.001,0.027,-0.129,0.518,0.647,3.315,12.903,0.021
MO_CH_a120,1,108,0.008,0.078,-0.005,0,0.044,-0.117,0.518,0.636,3.653,19.76,0.007
MO_NE_a135,1,108,0.008,0.08,-0.003,0,0.048,-0.183,0.518,0.702,2.776,14.554,0.008
MO_UR_a90,1,108,0.006,0.07,0.001,0.001,0.036,-0.193,0.518,0.712,3.524,24.405,0.007
VE_NN_a30,1,40,0.008,0.101,-0.005,-0.002,0.062,-0.129,0.518,0.647,3.125,13.815,0.016
VE_SN_a150,1,40,0.008,0.101,-0.005,-0.002,0.062,-0.129,0.518,0.647,3.125,13.815,0.016
MO_VS_a45,1,107,0.003,0.075,-0.005,0,0.036,-0.227,0.518,0.745,2.71,20.102,0.007
MO_PH_a144,1,108,0.012,0.067,-0.001,0.005,0.039,-0.103,0.518,0.621,4.003,27.189,0.006
MO_JN_a150,1,107,-0.001,0.069,-0.009,-0.008,0.035,-0.113,0.518,0.631,4.104,27.928,0.007
ME_VE_a45,1,81,-0.01,0.044,-0.008,-0.011,0.038,-0.132,0.108,0.24,-0.027,0.574,0.005
VE_PA_a72,1,32,-0.018,0.067,-0.024,-0.018,0.035,-0.227,0.16,0.387,-0.226,2.284,0.012
MO_SA_a135,1,106,0.01,0.047,0.009,0.008,0.039,-0.086,0.147,0.232,0.547,0.449,0.005
MO_NE_a144,1,108,0.002,0.052,-0.004,0.001,0.037,-0.227,0.168,0.395,-0.531,4.095,0.005
MO_JU_a72,1,111,0.004,0.077,-0.005,-0.002,0.04,-0.186,0.542,0.729,3.219,20.63,0.007
MO_JN_a144,1,106,0.002,0.046,-0.003,-0.002,0.03,-0.106,0.143,0.248,0.847,1.257,0.004
MO_ME_a30,1,102,0.006,0.053,0,0.003,0.041,-0.115,0.239,0.354,0.916,2.793,0.005
MO_VS_a36,1,108,0.006,0.055,0.001,0.002,0.042,-0.143,0.268,0.411,1.191,4.675,0.005
