
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-06  0.37   Ceres     Direct 552  616  1168     0.47      0.53
 2: 2021-02-06  0.04  Chiron     Direct 402  443   845     0.48      0.52
 3: 2021-02-06  0.25    Juno     Direct 556  653  1209     0.46      0.54
 4: 2021-02-06  0.24 Jupiter     Direct 466  530   996     0.47      0.53
 5: 2021-02-06  0.54    Mars     Direct 651  743  1394     0.47      0.53
 6: 2021-02-06 -1.04 Mercury Retrograde 125  164   289     0.43      0.57
 7: 2021-02-06 14.02    Moon     Direct 724  826  1550     0.47      0.53
 8: 2021-02-06  0.03 Neptune     Direct 391  426   817     0.48      0.52
 9: 2021-02-06  1.00   NNode     Direct 724  826  1550     0.47      0.53
10: 2021-02-06  0.34  Pallas     Direct 547  655  1202     0.46      0.54
11: 2021-02-06  0.03  Pholus     Direct 381  439   820     0.46      0.54
12: 2021-02-06  0.03   Pluto     Direct 384  443   827     0.46      0.54
13: 2021-02-06  0.12  Saturn     Direct 426  485   911     0.47      0.53
14: 2021-02-06  1.00   SNode     Direct 724  826  1550     0.47      0.53
15: 2021-02-06  1.01     Sun     Direct 724  826  1550     0.47      0.53
16: 2021-02-06  0.02  Uranus     Direct 388  444   832     0.47      0.53
17: 2021-02-06  1.25   Venus     Direct 647  745  1392     0.46      0.54
18: 2021-02-06 -0.14   Vesta Retrograde 115  172   287     0.40      0.60

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-06   Ceres      Pisces 122  119   241     0.51      0.49
 2:  CH 2021-02-06  Chiron       Aries 418  453   871     0.48      0.52
 3:  JN 2021-02-06    Juno Sagittarius  52   82   134     0.39      0.61
 4:  JU 2021-02-06 Jupiter    Aquarius  23   21    44     0.52      0.48
 5:  MA 2021-02-06    Mars      Taurus  60   54   114     0.53      0.47
 6:  ME 2021-02-06 Mercury    Aquarius  51   56   107     0.48      0.52
 7:  MO 2021-02-06    Moon Sagittarius  60   72   132     0.45      0.55
 8:  NE 2021-02-06 Neptune      Pisces 724  826  1550     0.47      0.53
 9:  NN 2021-02-06   NNode      Gemini 119  120   239     0.50      0.50
10:  PA 2021-02-06  Pallas    Aquarius  61   85   146     0.42      0.58
11:  PH 2021-02-06  Pholus   Capricorn 406  434   840     0.48      0.52
12:  PL 2021-02-06   Pluto   Capricorn 724  826  1550     0.47      0.53
13:  SA 2021-02-06  Saturn    Aquarius  75   71   146     0.51      0.49
14:  SN 2021-02-06   SNode Sagittarius 119  120   239     0.50      0.50
15:  SU 2021-02-06     Sun    Aquarius  58   73   131     0.44      0.56
16:  UR 2021-02-06  Uranus      Taurus 420  449   869     0.48      0.52
17:  VE 2021-02-06   Venus    Aquarius  48   51    99     0.48      0.52
18:  VS 2021-02-06   Vesta       Virgo  87   78   165     0.53      0.47

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-06    0.87   0.04   1.70         0       5         2        6    Moon  Pholus  SemiSextile  60   59   119     0.50      0.50
 2: 2021-02-06    1.02   0.20   1.94         0       6         3        7    Moon  Saturn      Sextile  55   61   116     0.47      0.53
 3: 2021-02-06    0.95   0.14   1.78         0       6         3        7    Moon     Sun     Quintile  52   58   110     0.47      0.53
 4: 2021-02-06    0.91   0.01   1.60         0       6         3        7    Moon   Venus      Sextile  46   60   106     0.43      0.57
 5: 2021-02-06    1.02   0.14   1.89         1       7         4        7    Moon  Chiron        Trine  56   57   113     0.50      0.50
 6: 2021-02-06    1.02   0.17   1.91         1       7         4        7    Moon Neptune    BiSeptile  51   63   114     0.45      0.55
 7: 2021-02-06    1.02   0.10   1.85         2       8         5        7    Moon  Uranus     Quincunx  63   53   116     0.54      0.46
 8: 2021-02-06    0.98   0.07   1.77         4      10         7        7    Moon  Pallas     Quintile  51   61   112     0.46      0.54
 9: 2021-02-06    0.32   0.01   0.75         0      23         7       24   Venus  Saturn  Conjunction   8    3    11     0.73      0.27
10: 2021-02-06    0.12   0.00   0.28         0      23         9       24   Vesta  Pallas     Quincunx  41   41    82     0.50      0.50
11: 2021-02-06    1.09   0.09   1.98         8      14        11        7    Moon Mercury     Quintile  54   52   106     0.51      0.49
12: 2021-02-06    1.00   0.03   1.78         8      14        11        7    Moon   Pluto   SemiSquare  60   57   117     0.51      0.49
13: 2021-02-06    0.08   0.00   0.15         0      23        12       24  Pallas  Pholus   SemiSquare   5    7    12     0.42      0.58
14: 2021-02-06    0.30   0.02   0.59         0      23        12       24   Venus  Chiron      Sextile  22   28    50     0.44      0.56
15: 2021-02-06    0.98   0.03   1.72        10      16        13        7    Moon   Ceres    BiSeptile  51   63   114     0.45      0.55
16: 2021-02-06    1.00   0.15   1.86        10      16        13        7    Moon Jupiter      Sextile  54   61   115     0.47      0.53
17: 2021-02-06    0.87   0.28   1.47        13      18        15        6    Moon  Uranus   BiQuintile  59   56   115     0.51      0.49
18: 2021-02-06    1.01   0.24   1.95        16      22        19        7    Moon    Juno  Conjunction  28   27    55     0.51      0.49
19: 2021-02-06    0.97   0.11   1.78        17      23        20        7    Moon    Mars     Quincunx  56   54   110     0.51      0.49
20: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   NNode   Opposition  25   33    58     0.43      0.57
21: 2021-02-06    0.91   0.15   1.90        19      23        22        5    Moon   SNode  Conjunction  25   33    58     0.43      0.57
22: 2021-02-06    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 724  826  1550     0.47      0.53
23: 2021-02-06    0.92   0.75   1.08         0      23        NA       24   Ceres   Pluto      Sextile   4    8    12     0.33      0.67
24: 2021-02-06    0.99   0.98   0.99         0      23        NA       24  Chiron  Pholus       Square 296  313   609     0.49      0.51
25: 2021-02-06    0.81   0.80   0.83         0      23        NA       24  Chiron  Uranus  SemiSextile 638  723  1361     0.47      0.53
26: 2021-02-06    0.20   0.11   0.30         0      23        NA       24 Jupiter  Pholus SemiQuintile  20   22    42     0.48      0.52
