
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07  0.37   Ceres     Direct 554  617  1171     0.47      0.53
 2: 2021-02-07  0.04  Chiron     Direct 404  444   848     0.48      0.52
 3: 2021-02-07  0.25    Juno     Direct 558  654  1212     0.46      0.54
 4: 2021-02-07  0.24 Jupiter     Direct 468  531   999     0.47      0.53
 5: 2021-02-07  0.55    Mars     Direct 653  744  1397     0.47      0.53
 6: 2021-02-07 -1.12 Mercury Retrograde 127  165   292     0.43      0.57
 7: 2021-02-07 13.94    Moon     Direct 726  827  1553     0.47      0.53
 8: 2021-02-07  0.03 Neptune     Direct 393  427   820     0.48      0.52
 9: 2021-02-07  1.00   NNode     Direct 726  827  1553     0.47      0.53
10: 2021-02-07  0.34  Pallas     Direct 549  656  1205     0.46      0.54
11: 2021-02-07  0.03  Pholus     Direct 383  440   823     0.47      0.53
12: 2021-02-07  0.03   Pluto     Direct 386  444   830     0.47      0.53
13: 2021-02-07  0.12  Saturn     Direct 428  486   914     0.47      0.53
14: 2021-02-07  1.00   SNode     Direct 726  827  1553     0.47      0.53
15: 2021-02-07  1.01     Sun     Direct 726  827  1553     0.47      0.53
16: 2021-02-07  0.02  Uranus     Direct 390  445   835     0.47      0.53
17: 2021-02-07  1.25   Venus     Direct 649  746  1395     0.47      0.53
18: 2021-02-07 -0.15   Vesta Retrograde 117  173   290     0.40      0.60

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-07   Ceres      Pisces 124  120   244     0.51      0.49
 2:  CH 2021-02-07  Chiron       Aries 420  454   874     0.48      0.52
 3:  JN 2021-02-07    Juno Sagittarius  54   83   137     0.39      0.61
 4:  JU 2021-02-07 Jupiter    Aquarius  25   22    47     0.53      0.47
 5:  MA 2021-02-07    Mars      Taurus  62   55   117     0.53      0.47
 6:  ME 2021-02-07 Mercury    Aquarius  53   57   110     0.48      0.52
 7:  MO 2021-02-07    Moon Sagittarius  60   72   132     0.45      0.55
 8:  NE 2021-02-07 Neptune      Pisces 726  827  1553     0.47      0.53
 9:  NN 2021-02-07   NNode      Gemini 121  121   242     0.50      0.50
10:  PA 2021-02-07  Pallas    Aquarius  63   86   149     0.42      0.58
11:  PH 2021-02-07  Pholus   Capricorn 408  435   843     0.48      0.52
12:  PL 2021-02-07   Pluto   Capricorn 726  827  1553     0.47      0.53
13:  SA 2021-02-07  Saturn    Aquarius  77   72   149     0.52      0.48
14:  SN 2021-02-07   SNode Sagittarius 121  121   242     0.50      0.50
15:  SU 2021-02-07     Sun    Aquarius  60   74   134     0.45      0.55
16:  UR 2021-02-07  Uranus      Taurus 422  450   872     0.48      0.52
17:  VE 2021-02-07   Venus    Aquarius  50   52   102     0.49      0.51
18:  VS 2021-02-07   Vesta       Virgo  89   79   168     0.53      0.47

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07    0.77   0.04   1.65         0       4         1        5    Moon     Sun      Sextile  64   47   111     0.58      0.42
 2: 2021-02-07    1.02   0.19   1.93         0       6         3        7    Moon Neptune       Square  48   65   113     0.42      0.58
 3: 2021-02-07    1.03   0.26   1.99         0       6         3        7    Moon   Pluto SemiQuintile  60   55   115     0.52      0.48
 4: 2021-02-07    0.99   0.14   1.84         1       7         4        7    Moon  Pallas      Sextile  56   57   113     0.50      0.50
 5: 2021-02-07    1.04   0.24   1.99         1       7         4        7    Moon   Vesta       Square  53   59   112     0.47      0.53
 6: 2021-02-07    0.44   0.02   1.00         0      23         4       24   Venus  Uranus       Square  11   18    29     0.38      0.62
 7: 2021-02-07    1.01   0.19   1.91         2       8         5        7    Moon  Saturn   SemiSquare  48   66   114     0.42      0.58
 8: 2021-02-07    0.94   0.17   1.72         4       9         6        6    Moon Mercury      Sextile  55   55   110     0.50      0.50
 9: 2021-02-07    0.96   0.03   1.70         4      10         7        7    Moon    Mars   BiQuintile  54   56   110     0.49      0.51
10: 2021-02-07    1.00   0.01   1.75         4      10         7        7    Moon  Uranus SesquiSquare  58   57   115     0.50      0.50
11: 2021-02-07    1.06   0.17   1.94         4      11         7        8    Moon   Venus   SemiSquare  49   58   107     0.46      0.54
12: 2021-02-07    1.00   0.04   1.77         6      12         9        7    Moon  Chiron    BiSeptile  58   59   117     0.50      0.50
13: 2021-02-07    0.17   0.00   0.38         0      23         9       24     Sun   Ceres SemiQuintile   8   35    43     0.19      0.81
14: 2021-02-07    0.97   0.03   1.72         9      15        12        7    Moon   Ceres       Square  55   58   113     0.49      0.51
15: 2021-02-07    0.99   0.03   1.77        10      16        13        7    Moon   Pluto  SemiSextile  52   64   116     0.45      0.55
16: 2021-02-07    0.31   0.01   0.69         0      23        14       24 Mercury  Chiron   SemiSquare  12   14    26     0.46      0.54
17: 2021-02-07    0.98   0.02   1.72        12      18        15        7    Moon Jupiter   SemiSquare  57   59   116     0.49      0.51
18: 2021-02-07    0.86   0.01   1.72        18      23        21        6    Moon  Saturn SemiQuintile  57   58   115     0.50      0.50
19: 2021-02-07    0.81   0.10   1.52         0      23        23       24 Mercury  Pallas  Conjunction  14   24    38     0.37      0.63
20: 2021-02-07    0.91   0.09   1.75        20      23        23        4    Moon    Mars SesquiSquare  47   65   112     0.42      0.58
21: 2021-02-07    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 726  827  1553     0.47      0.53
22: 2021-02-07    0.14   0.10   0.18         0      23        23       24  Saturn  Chiron      Sextile  10   10    20     0.50      0.50
23: 2021-02-07    0.58   0.42   0.74         0      23        NA       24   Ceres   Pluto      Sextile   5    9    14     0.36      0.64
24: 2021-02-07    1.00   0.99   1.01         0      23        NA       24  Chiron  Pholus       Square 298  314   612     0.49      0.51
25: 2021-02-07    0.79   0.78   0.80         0      23        NA       24  Chiron  Uranus  SemiSextile 640  724  1364     0.47      0.53
26: 2021-02-07    0.41   0.31   0.51         0      23        NA       24 Jupiter  Pholus SemiQuintile  22   23    45     0.49      0.51
27: 2021-02-07    1.11   0.96   1.26         0      23        NA       24    Mars    Juno     Quincunx  17   18    35     0.49      0.51
28: 2021-02-07    0.82   0.53   1.11         0      23        NA       24    Mars   NNode  SemiSextile  10   14    24     0.42      0.58
29: 2021-02-07    0.82   0.53   1.11         0      23        NA       24    Mars   SNode     Quincunx  10   14    24     0.42      0.58
30: 2021-02-07    1.12   0.55   1.68         0      23        NA       24 Mercury  Pholus   SemiSquare  23   13    36     0.64      0.36
31: 2021-02-07    1.34   0.86   1.82         0      23        NA       24 Mercury   Vesta     Quincunx  14   21    35     0.40      0.60
32: 2021-02-07    0.69   0.55   0.83         0      23        NA       24  Pallas  Chiron   SemiSquare  23   38    61     0.38      0.62
33: 2021-02-07    1.01   0.87   1.15         0      23        NA       24  Pallas Neptune  SemiSextile  10   10    20     0.50      0.50
34: 2021-02-07    0.30   0.16   0.45         0      23        NA       24  Pallas  Pholus   SemiSquare   7    8    15     0.47      0.53
35: 2021-02-07    0.85   0.81   0.90         0      23        NA       24  Saturn  Pholus  SemiSextile  31   23    54     0.57      0.43
36: 2021-02-07    0.93   0.88   0.98         0      23        NA       24  Saturn  Uranus       Square   5    3     8     0.62      0.38
37: 2021-02-07    0.57   0.11   1.04         0      23        NA       24     Sun Neptune  SemiSextile  18   18    36     0.50      0.50
38: 2021-02-07    1.28   0.81   1.75         0      23        NA       24     Sun  Pholus   SemiSquare  19   20    39     0.49      0.51
39: 2021-02-07    1.05   0.50   1.61         0      23        NA       24     Sun   Vesta     Quincunx   9   14    23     0.39      0.61
