PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_AQU,Ceres,Aquarius,617,555,1172,0.53,0.47
CE_ARI,Ceres,Aries,654,551,1205,0.54,0.46
CE_CAN,Ceres,Cancer,537,417,954,0.56,0.44
CE_CAP,Ceres,Capricorn,592,547,1139,0.52,0.48
CE_GEM,Ceres,Gemini,552,467,1019,0.54,0.46
CE_LEO,Ceres,Leo,525,441,966,0.54,0.46
CE_LIB,Ceres,Libra,494,424,918,0.54,0.46
CE_PIS,Ceres,Pisces,707,608,1315,0.54,0.46
CE_SAG,Ceres,Sagittarius,693,517,1210,0.57,0.43
CE_SCO,Ceres,Scorpio,485,453,938,0.52,0.48
CE_TAU,Ceres,Taurus,606,533,1139,0.53,0.47
CE_VIR,Ceres,Virgo,505,405,910,0.55,0.45
CH_AQU,Chiron,Aquarius,716,635,1351,0.53,0.47
CH_ARI,Chiron,Aries,1221,1117,2338,0.52,0.48
CH_CAN,Chiron,Cancer,413,365,778,0.53,0.47
CH_CAP,Chiron,Capricorn,478,414,892,0.54,0.46
CH_GEM,Chiron,Gemini,662,509,1171,0.57,0.43
CH_LEO,Chiron,Leo,275,264,539,0.51,0.49
CH_LIB,Chiron,Libra,254,181,435,0.58,0.42
CH_PIS,Chiron,Pisces,1113,856,1969,0.57,0.43
CH_SAG,Chiron,Sagittarius,332,324,656,0.51,0.49
CH_SCO,Chiron,Scorpio,280,205,485,0.58,0.42
CH_TAU,Chiron,Taurus,925,838,1763,0.52,0.48
CH_VIR,Chiron,Virgo,298,210,508,0.59,0.41
JN_AQU,Juno,Aquarius,586,497,1083,0.54,0.46
JN_ARI,Juno,Aries,396,331,727,0.54,0.46
JN_CAN,Juno,Cancer,382,353,735,0.52,0.48
JN_CAP,Juno,Capricorn,689,608,1297,0.53,0.47
JN_GEM,Juno,Gemini,339,267,606,0.56,0.44
JN_LEO,Juno,Leo,480,402,882,0.54,0.46
JN_LIB,Juno,Libra,886,725,1611,0.55,0.45
JN_PIS,Juno,Pisces,429,394,823,0.52,0.48
JN_SAG,Juno,Sagittarius,838,727,1565,0.54,0.46
JN_SCO,Juno,Scorpio,883,781,1664,0.53,0.47
JN_TAU,Juno,Taurus,418,316,734,0.57,0.43
JN_VIR,Juno,Virgo,641,517,1158,0.55,0.45
JU_AQU,Jupiter,Aquarius,591,484,1075,0.55,0.45
JU_ARI,Jupiter,Aries,467,381,848,0.55,0.45
JU_CAN,Jupiter,Cancer,543,480,1023,0.53,0.47
JU_CAP,Jupiter,Capricorn,666,613,1279,0.52,0.48
JU_GEM,Jupiter,Gemini,478,435,913,0.52,0.48
JU_LEO,Jupiter,Leo,548,496,1044,0.52,0.48
JU_LIB,Jupiter,Libra,634,538,1172,0.54,0.46
JU_PIS,Jupiter,Pisces,544,421,965,0.56,0.44
JU_SAG,Jupiter,Sagittarius,750,567,1317,0.57,0.43
JU_SCO,Jupiter,Scorpio,722,620,1342,0.54,0.46
JU_TAU,Jupiter,Taurus,430,387,817,0.53,0.47
JU_VIR,Jupiter,Virgo,594,496,1090,0.54,0.46
MA_AQU,Mars,Aquarius,508,431,939,0.54,0.46
MA_ARI,Mars,Aries,592,451,1043,0.57,0.43
MA_CAN,Mars,Cancer,592,583,1175,0.5,0.5
MA_CAP,Mars,Capricorn,502,410,912,0.55,0.45
MA_GEM,Mars,Gemini,584,503,1087,0.54,0.46
MA_LEO,Mars,Leo,669,597,1266,0.53,0.47
MA_LIB,Mars,Libra,698,538,1236,0.56,0.44
MA_PIS,Mars,Pisces,486,387,873,0.56,0.44
MA_SAG,Mars,Sagittarius,512,464,976,0.52,0.48
MA_SCO,Mars,Scorpio,591,509,1100,0.54,0.46
MA_TAU,Mars,Taurus,544,482,1026,0.53,0.47
MA_VIR,Mars,Virgo,689,563,1252,0.55,0.45
ME_AQU,Mercury,Aquarius,617,477,1094,0.56,0.44
ME_ARI,Mercury,Aries,558,487,1045,0.53,0.47
ME_CAN,Mercury,Cancer,538,473,1011,0.53,0.47
ME_CAP,Mercury,Capricorn,630,492,1122,0.56,0.44
ME_GEM,Mercury,Gemini,471,455,926,0.51,0.49
ME_LEO,Mercury,Leo,576,482,1058,0.54,0.46
ME_LIB,Mercury,Libra,579,532,1111,0.52,0.48
