PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
ME_PIS,Mercury,Pisces,589,479,1068,0.55,0.45
ME_SAG,Mercury,Sagittarius,638,515,1153,0.55,0.45
ME_SCO,Mercury,Scorpio,640,560,1200,0.53,0.47
ME_TAU,Mercury,Taurus,553,434,987,0.56,0.44
ME_VIR,Mercury,Virgo,578,532,1110,0.52,0.48
MO_AQU,Moon,Aquarius,587,492,1079,0.54,0.46
MO_ARI,Moon,Aries,569,512,1081,0.53,0.47
MO_CAN,Moon,Cancer,577,496,1073,0.54,0.46
MO_CAP,Moon,Capricorn,579,508,1087,0.53,0.47
MO_GEM,Moon,Gemini,577,493,1070,0.54,0.46
MO_LEO,Moon,Leo,607,473,1080,0.56,0.44
MO_LIB,Moon,Libra,606,460,1066,0.57,0.43
MO_PIS,Moon,Pisces,563,515,1078,0.52,0.48
MO_SAG,Moon,Sagittarius,548,519,1067,0.51,0.49
MO_SCO,Moon,Scorpio,568,492,1060,0.54,0.46
MO_TAU,Moon,Taurus,597,481,1078,0.55,0.45
MO_VIR,Moon,Virgo,589,477,1066,0.55,0.45
NE_AQU,Neptune,Aquarius,1798,1576,3374,0.53,0.47
NE_CAP,Neptune,Capricorn,1950,1558,3508,0.56,0.44
NE_PIS,Neptune,Pisces,1333,1016,2349,0.57,0.43
NE_SAG,Neptune,Sagittarius,1814,1707,3521,0.52,0.48
NE_SCO,Neptune,Scorpio,72,61,133,0.54,0.46
NN_AQU,NNode,Aquarius,612,564,1176,0.52,0.48
NN_ARI,NNode,Aries,439,345,784,0.56,0.44
NN_CAN,NNode,Cancer,614,554,1168,0.53,0.47
NN_CAP,NNode,Capricorn,618,554,1172,0.53,0.47
NN_GEM,NNode,Gemini,484,466,950,0.51,0.49
NN_LEO,NNode,Leo,652,523,1175,0.55,0.45
NN_LIB,NNode,Libra,652,523,1175,0.55,0.45
NN_PIS,NNode,Pisces,528,453,981,0.54,0.46
NN_SAG,NNode,Sagittarius,611,567,1178,0.52,0.48
NN_SCO,NNode,Scorpio,655,516,1171,0.56,0.44
NN_TAU,NNode,Taurus,451,330,781,0.58,0.42
NN_VIR,NNode,Virgo,651,523,1174,0.55,0.45
PA_AQU,Pallas,Aquarius,929,796,1725,0.54,0.46
PA_ARI,Pallas,Aries,707,529,1236,0.57,0.43
PA_CAN,Pallas,Cancer,274,231,505,0.54,0.46
PA_CAP,Pallas,Capricorn,743,661,1404,0.53,0.47
PA_GEM,Pallas,Gemini,340,309,649,0.52,0.48
PA_LEO,Pallas,Leo,378,331,709,0.53,0.47
PA_LIB,Pallas,Libra,560,496,1056,0.53,0.47
PA_PIS,Pallas,Pisces,927,804,1731,0.54,0.46
PA_SAG,Pallas,Sagittarius,564,541,1105,0.51,0.49
PA_SCO,Pallas,Scorpio,602,455,1057,0.57,0.43
PA_TAU,Pallas,Taurus,493,396,889,0.55,0.45
PA_VIR,Pallas,Virgo,450,369,819,0.55,0.45
PH_AQU,Pholus,Aquarius,158,116,274,0.58,0.42
PH_ARI,Pholus,Aries,609,552,1161,0.52,0.48
PH_CAN,Pholus,Cancer,202,226,428,0.47,0.53
PH_CAP,Pholus,Capricorn,336,246,582,0.58,0.42
PH_GEM,Pholus,Gemini,303,243,546,0.55,0.45
PH_LEO,Pholus,Leo,255,229,484,0.53,0.47
PH_LIB,Pholus,Libra,494,357,851,0.58,0.42
PH_PIS,Pholus,Pisces,1219,1214,2433,0.5,0.5
PH_SAG,Pholus,Sagittarius,1789,1473,3262,0.55,0.45
PH_SCO,Pholus,Scorpio,796,717,1513,0.53,0.47
PH_TAU,Pholus,Taurus,446,291,737,0.61,0.39
PH_VIR,Pholus,Virgo,360,254,614,0.59,0.41
PL_CAP,Pluto,Capricorn,1790,1373,3163,0.57,0.43
PL_LIB,Pluto,Libra,1569,1483,3052,0.51,0.49
PL_SAG,Pluto,Sagittarius,1745,1507,3252,0.54,0.46
PL_SCO,Pluto,Scorpio,1589,1314,2903,0.55,0.45
PL_VIR,Pluto,Virgo,274,241,515,0.53,0.47
SA_AQU,Saturn,Aquarius,438,391,829,0.53,0.47
SA_ARI,Saturn,Aries,374,261,635,0.59,0.41
SA_CAN,Saturn,Cancer,562,537,1099,0.51,0.49
SA_CAP,Saturn,Capricorn,738,590,1328,0.56,0.44
SA_GEM,Saturn,Gemini,571,579,1150,0.5,0.5
SA_LEO,Saturn,Leo,589,538,1127,0.52,0.48
SA_LIB,Saturn,Libra,711,585,1296,0.55,0.45
SA_PIS,Saturn,Pisces,339,239,578,0.59,0.41
SA_SAG,Saturn,Sagittarius,778,582,1360,0.57,0.43
SA_SCO,Saturn,Scorpio,727,572,1299,0.56,0.44
SA_TAU,Saturn,Taurus,530,460,990,0.54,0.46
SA_VIR,Saturn,Virgo,610,584,1194,0.51,0.49
SN_AQU,SNode,Aquarius,652,523,1175,0.55,0.45
SN_ARI,SNode,Aries,652,523,1175,0.55,0.45
SN_CAN,SNode,Cancer,618,554,1172,0.53,0.47
SN_CAP,SNode,Capricorn,614,554,1168,0.53,0.47
SN_GEM,SNode,Gemini,611,567,1178,0.52,0.48
SN_LEO,SNode,Leo,612,564,1176,0.52,0.48
SN_LIB,SNode,Libra,439,345,784,0.56,0.44
SN_PIS,SNode,Pisces,651,523,1174,0.55,0.45
SN_SAG,SNode,Sagittarius,484,466,950,0.51,0.49
SN_SCO,SNode,Scorpio,451,330,781,0.58,0.42
SN_TAU,SNode,Taurus,655,516,1171,0.56,0.44
SN_VIR,SNode,Virgo,528,453,981,0.54,0.46
SU_AQU,Sun,Aquarius,590,464,1054,0.56,0.44
SU_ARI,Sun,Aries,578,484,1062,0.54,0.46
SU_CAN,Sun,Cancer,572,522,1094,0.52,0.48
SU_CAP,Sun,Capricorn,557,408,965,0.58,0.42
SU_GEM,Sun,Gemini,598,492,1090,0.55,0.45
SU_LEO,Sun,Leo,602,537,1139,0.53,0.47
SU_LIB,Sun,Libra,584,522,1106,0.53,0.47
SU_PIS,Sun,Pisces,592,478,1070,0.55,0.45
SU_SAG,Sun,Sagittarius,560,472,1032,0.54,0.46
SU_SCO,Sun,Scorpio,585,491,1076,0.54,0.46
SU_TAU,Sun,Taurus,597,529,1126,0.53,0.47
SU_VIR,Sun,Virgo,552,519,1071,0.52,0.48
UR_AQU,Uranus,Aquarius,1042,880,1922,0.54,0.46
UR_ARI,Uranus,Aries,1102,837,1939,0.57,0.43
UR_CAP,Uranus,Capricorn,985,837,1822,0.54,0.46
UR_LIB,Uranus,Libra,664,659,1323,0.5,0.5
UR_PIS,Uranus,Pisces,1013,876,1889,0.54,0.46
UR_SAG,Uranus,Sagittarius,955,778,1733,0.55,0.45
UR_SCO,Uranus,Scorpio,862,790,1652,0.52,0.48
UR_TAU,Uranus,Taurus,344,261,605,0.57,0.43
VE_AQU,Venus,Aquarius,551,466,1017,0.54,0.46
VE_ARI,Venus,Aries,674,580,1254,0.54,0.46
VE_CAN,Venus,Cancer,522,447,969,0.54,0.46
VE_CAP,Venus,Capricorn,621,501,1122,0.55,0.45
VE_GEM,Venus,Gemini,724,608,1332,0.54,0.46
VE_LEO,Venus,Leo,606,536,1142,0.53,0.47
VE_LIB,Venus,Libra,505,437,942,0.54,0.46
VE_PIS,Venus,Pisces,540,385,925,0.58,0.42
VE_SAG,Venus,Sagittarius,475,404,879,0.54,0.46
VE_SCO,Venus,Scorpio,712,590,1302,0.55,0.45
VE_TAU,Venus,Taurus,475,437,912,0.52,0.48
VE_VIR,Venus,Virgo,562,527,1089,0.52,0.48
VS_AQU,Vesta,Aquarius,527,468,995,0.53,0.47
VS_ARI,Vesta,Aries,584,501,1085,0.54,0.46
VS_CAN,Vesta,Cancer,653,584,1237,0.53,0.47
VS_CAP,Vesta,Capricorn,491,428,919,0.53,0.47
VS_GEM,Vesta,Gemini,726,611,1337,0.54,0.46
VS_LEO,Vesta,Leo,655,545,1200,0.55,0.45
VS_LIB,Vesta,Libra,556,497,1053,0.53,0.47
VS_PIS,Vesta,Pisces,575,429,1004,0.57,0.43
VS_SAG,Vesta,Sagittarius,536,413,949,0.56,0.44
VS_SCO,Vesta,Scorpio,423,351,774,0.55,0.45
VS_TAU,Vesta,Taurus,682,621,1303,0.52,0.48
VS_VIR,Vesta,Virgo,559,470,1029,0.54,0.46
