PlanetsAspect,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se
CE_CH_a30,1,229,0.001,0.008,0.001,0.002,0.005,-0.044,0.033,0.077,-0.752,5.675,0.001
CE_JU_a150,1,188,-0.001,0.01,0,-0.001,0.008,-0.035,0.051,0.086,0.15,4.37,0.001
CE_NN_a144,1,265,-0.001,0.008,0,-0.001,0.006,-0.035,0.035,0.071,-0.531,3.987,0
CE_SN_a36,1,264,-0.001,0.008,0,-0.001,0.006,-0.035,0.035,0.071,-0.534,3.967,0
CE_UR_a135,1,216,0,0.008,0,0,0.007,-0.021,0.035,0.057,0.312,1.884,0.001
CH_PH_a45,1,809,0,0.009,0,0,0.008,-0.034,0.03,0.064,-0.112,0.782,0
JN_JU_a45,1,263,-0.001,0.01,0,-0.001,0.008,-0.034,0.036,0.071,-0.019,1.677,0.001
JN_NN_a36,1,232,0,0.012,0,0,0.008,-0.063,0.072,0.134,0.285,8.551,0.001
JN_PH_a120,1,132,0,0.007,0,0,0.007,-0.022,0.021,0.043,-0.293,0.513,0.001
JN_SN_a144,1,232,0,0.012,0,0,0.008,-0.063,0.072,0.134,0.285,8.551,0.001
JN_UR_a120,1,236,0,0.007,0,0,0.006,-0.02,0.02,0.04,-0.043,0.221,0
JU_CH_a120,1,259,0.001,0.007,0.001,0.001,0.006,-0.021,0.026,0.048,0.289,1.412,0
JU_UR_a72,1,324,0,0.007,0.001,0,0.006,-0.023,0.021,0.044,-0.191,0.563,0
MA_PL_a36,1,248,0,0.009,0.001,0,0.007,-0.05,0.022,0.073,-1.269,4.966,0.001
ME_PA_a60,1,311,0.001,0.007,0.001,0.001,0.006,-0.018,0.03,0.048,0.235,1.085,0
ME_UR_a36,1,269,0,0.008,0.001,0,0.006,-0.031,0.033,0.064,-0.144,2.356,0
ME_VE_a45,1,545,0,0.009,0,0,0.007,-0.063,0.072,0.135,0.427,11.535,0
MO_PH_a103,1,807,0,0.009,0.001,0.001,0.006,-0.126,0.049,0.175,-2.996,41.52,0
MO_VE_a144,1,758,0.001,0.008,0.001,0.001,0.006,-0.043,0.049,0.092,0.045,4.033,0
NE_PL_a60,1,1613,0.001,0.011,0.001,0.001,0.007,-0.027,0.321,0.348,15.22,441.365,0
NN_SN_a180,1,10858,0,0.009,0.001,0.001,0.006,-0.126,0.321,0.447,3.758,164.795,0
PA_CH_a72,1,179,0,0.012,0,0,0.007,-0.049,0.063,0.112,0.406,8.338,0.001
PA_SA_a150,1,216,0.001,0.007,0.001,0.001,0.006,-0.021,0.027,0.048,0.279,0.685,0.001
PH_PL_a150,1,84,0,0.006,0,0,0.005,-0.015,0.018,0.033,0.225,0.474,0.001
SN_NE_a72,1,222,0,0.01,0.001,0.001,0.006,-0.051,0.035,0.087,-1.597,6.268,0.001
SU_CE_a90,1,249,0,0.008,0,0,0.005,-0.043,0.026,0.069,-0.686,5.388,0.001
SU_CH_a120,1,267,0,0.01,0,0,0.006,-0.062,0.073,0.135,0.114,17.29,0.001
SU_JU_a120,1,236,0,0.007,0.001,0,0.006,-0.023,0.033,0.056,-0.095,1.729,0
SU_PH_a72,1,261,0,0.008,0,0,0.006,-0.03,0.022,0.053,-0.436,1.461,0
SU_SA_a103,1,254,0.001,0.007,0.001,0.001,0.006,-0.03,0.023,0.053,-0.479,1.856,0
SU_UR_a45,1,257,0.001,0.008,0.002,0.001,0.006,-0.051,0.031,0.083,-0.923,6.287,0.001
UR_PH_a120,1,848,0,0.01,0.001,0.001,0.006,-0.076,0.063,0.139,-1.046,11.621,0
VE_MA_a150,1,98,0.001,0.007,0,0,0.005,-0.015,0.034,0.049,1.175,4.941,0.001
VE_SA_a135,1,259,0.001,0.008,0.001,0.001,0.006,-0.028,0.041,0.069,0.559,3.783,0
VE_SU_a30,1,803,0,0.008,0.001,0.001,0.006,-0.046,0.023,0.07,-0.886,3.181,0
VS_NN_a120,1,247,0,0.013,0.002,0.001,0.007,-0.126,0.073,0.199,-4.025,40.073,0.001
VS_SA_a144,1,277,-0.001,0.007,0,0,0.006,-0.029,0.023,0.051,-0.344,1.27,0
VS_SN_a60,1,247,0,0.013,0.002,0.001,0.007,-0.126,0.073,0.199,-4.025,40.073,0.001
MO_PL_a103,1,808,0.001,0.008,0.001,0.001,0.006,-0.043,0.051,0.094,0.368,5.206,0
MO_CH_a60,1,795,0.001,0.014,0.001,0.001,0.006,-0.034,0.321,0.354,15.235,345.785,0
MO_UR_a135,1,805,0,0.008,0,0,0.006,-0.051,0.049,0.1,-0.336,5.487,0
MO_CE_a90,1,793,0,0.009,0.001,0.001,0.006,-0.09,0.034,0.124,-1.588,15.678,0
MO_JU_a60,1,799,0,0.008,0.001,0,0.006,-0.049,0.052,0.101,-0.087,5.385,0
MO_SU_a180,1,385,0.001,0.008,0.001,0.001,0.006,-0.051,0.049,0.1,0.055,7.511,0
ME_NN_a120,1,476,0,0.008,0.001,0,0.006,-0.049,0.027,0.076,-1.247,5.562,0
ME_SN_a60,1,476,0,0.008,0.001,0,0.006,-0.049,0.027,0.076,-1.244,5.56,0
MO_PA_a135,1,789,0.001,0.008,0.001,0.001,0.006,-0.039,0.072,0.11,0.628,8.162,0
MO_VE_a150,1,760,0.001,0.008,0.001,0.001,0.006,-0.055,0.051,0.106,-0.051,5.965,0
SU_PA_a45,1,333,0,0.01,0.001,0,0.006,-0.126,0.024,0.15,-6.289,76.7,0.001
MO_MA_a60,1,783,0.001,0.008,0.001,0.001,0.006,-0.049,0.03,0.079,-0.7,4.598,0
MO_SA_a72,1,784,0,0.009,0.001,0.001,0.007,-0.09,0.034,0.124,-1.424,14.589,0
MO_VS_a72,1,810,0,0.009,0.001,0,0.006,-0.05,0.073,0.123,0.061,9.781,0
MO_NN_a45,1,804,0,0.008,0.001,0,0.006,-0.046,0.072,0.118,0.568,8.488,0
MO_SN_a135,1,804,0,0.008,0.001,0,0.006,-0.046,0.072,0.118,0.568,8.488,0
MO_NE_a150,1,796,0,0.008,0,0,0.006,-0.043,0.032,0.074,-0.488,2.931,0
MO_CH_a72,1,814,0,0.008,0.001,0.001,0.006,-0.055,0.03,0.086,-0.787,4.655,0
