PlanetVedicMansion,Planet,VedicMansion,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_VM01,Ceres,Aswini,332,282,614,0.54,0.46
CE_VM02,Ceres,Bharani,250,226,476,0.53,0.47
CE_VM03,Ceres,Krittica,237,225,462,0.51,0.49
CE_VM04,Ceres,Rohini,259,195,454,0.57,0.43
CE_VM05,Ceres,Mrigashira,228,210,438,0.52,0.48
CE_VM06,Ceres,Ardra,225,179,404,0.56,0.44
CE_VM07,Ceres,Punavasu,255,218,473,0.54,0.46
CE_VM08,Ceres,Pushya,218,172,390,0.56,0.44
CE_VM09,Ceres,Ashlesha,278,237,515,0.54,0.46
CE_VM10,Ceres,Magha,199,175,374,0.53,0.47
CE_VM11,Ceres,PurvaPhalguni,207,175,382,0.54,0.46
CE_VM12,Ceres,UttaraPhalguni,221,172,393,0.56,0.44
CE_VM13,Ceres,Hasta,178,188,366,0.49,0.51
CE_VM14,Ceres,Chitra,240,211,451,0.53,0.47
CE_VM15,Ceres,Swati,206,186,392,0.53,0.47
CE_VM16,Ceres,Vishakha,234,234,468,0.5,0.5
CE_VM17,Ceres,Anuradha,273,242,515,0.53,0.47
CE_VM18,Ceres,Jyeshtha,287,251,538,0.53,0.47
CE_VM19,Ceres,Mula,252,225,477,0.53,0.47
CE_VM20,Ceres,PurvaAshada,248,231,479,0.52,0.48
CE_VM21,Ceres,UttaraAshada,286,245,531,0.54,0.46
CE_VM22,Ceres,Shravana,284,233,517,0.55,0.45
CE_VM23,Ceres,Danishtha,276,273,549,0.5,0.5
CE_VM24,Ceres,Shatabhisha,354,306,660,0.54,0.46
CE_VM25,Ceres,PurvaBhadrapada,264,259,523,0.5,0.5
CE_VM26,Ceres,UttaraBhadrapada,279,239,518,0.54,0.46
CE_VM27,Ceres,Revati,278,250,528,0.53,0.47
CH_VM01,Chiron,Aswini,442,456,898,0.49,0.51
CH_VM02,Chiron,Bharani,417,363,780,0.53,0.47
CH_VM03,Chiron,Krittica,341,351,692,0.49,0.51
CH_VM04,Chiron,Rohini,297,247,544,0.55,0.45
CH_VM05,Chiron,Mrigashira,236,197,433,0.55,0.45
CH_VM06,Chiron,Ardra,224,171,395,0.57,0.43
CH_VM07,Chiron,Punavasu,194,170,364,0.53,0.47
CH_VM08,Chiron,Pushya,127,136,263,0.48,0.52
CH_VM09,Chiron,Ashlesha,135,122,257,0.53,0.47
CH_VM10,Chiron,Magha,95,87,182,0.52,0.48
CH_VM11,Chiron,PurvaPhalguni,95,79,174,0.55,0.45
CH_VM12,Chiron,UttaraPhalguni,124,81,205,0.6,0.4
CH_VM13,Chiron,Hasta,135,107,242,0.56,0.44
CH_VM14,Chiron,Chitra,105,82,187,0.56,0.44
CH_VM15,Chiron,Swati,100,88,188,0.53,0.47
CH_VM16,Chiron,Vishakha,108,81,189,0.57,0.43
CH_VM17,Chiron,Anuradha,131,127,258,0.51,0.49
CH_VM18,Chiron,Jyeshtha,151,168,319,0.47,0.53
CH_VM19,Chiron,Mula,165,178,343,0.48,0.52
CH_VM20,Chiron,PurvaAshada,198,186,384,0.52,0.48
CH_VM21,Chiron,UttaraAshada,270,213,483,0.56,0.44
CH_VM22,Chiron,Shravana,320,273,593,0.54,0.46
CH_VM23,Chiron,Danishtha,372,284,656,0.57,0.43
CH_VM24,Chiron,Shatabhisha,464,392,856,0.54,0.46
CH_VM25,Chiron,PurvaBhadrapada,454,400,854,0.53,0.47
CH_VM26,Chiron,UttaraBhadrapada,691,534,1225,0.56,0.44
CH_VM27,Chiron,Revati,457,466,923,0.5,0.5
JN_VM01,Juno,Aswini,180,147,327,0.55,0.45
JN_VM02,Juno,Bharani,161,115,276,0.58,0.42
JN_VM03,Juno,Krittica,205,158,363,0.56,0.44
JN_VM04,Juno,Rohini,136,126,262,0.52,0.48
JN_VM05,Juno,Mrigashira,160,113,273,0.59,0.41
JN_VM06,Juno,Ardra,171,159,330,0.52,0.48
JN_VM07,Juno,Punavasu,151,169,320,0.47,0.53
JN_VM08,Juno,Pushya,182,153,335,0.54,0.46
JN_VM09,Juno,Ashlesha,199,194,393,0.51,0.49
JN_VM10,Juno,Magha,245,220,465,0.53,0.47
JN_VM11,Juno,PurvaPhalguni,273,230,503,0.54,0.46
JN_VM12,Juno,UttaraPhalguni,308,265,573,0.54,0.46
JN_VM13,Juno,Hasta,417,322,739,0.56,0.44
JN_VM14,Juno,Chitra,393,358,751,0.52,0.48
JN_VM15,Juno,Swati,380,332,712,0.53,0.47
JN_VM16,Juno,Vishakha,397,373,770,0.52,0.48
JN_VM17,Juno,Anuradha,387,347,734,0.53,0.47
JN_VM18,Juno,Jyeshtha,359,315,674,0.53,0.47
JN_VM19,Juno,Mula,327,310,637,0.51,0.49
JN_VM20,Juno,PurvaAshada,314,276,590,0.53,0.47
JN_VM21,Juno,UttaraAshada,273,246,519,0.53,0.47
JN_VM22,Juno,Shravana,282,221,503,0.56,0.44
JN_VM23,Juno,Danishtha,223,226,449,0.5,0.5
JN_VM24,Juno,Shatabhisha,204,188,392,0.52,0.48
JN_VM25,Juno,PurvaBhadrapada,176,179,355,0.5,0.5
JN_VM26,Juno,UttaraBhadrapada,188,162,350,0.54,0.46
JN_VM27,Juno,Revati,157,135,292,0.54,0.46
JU_VM01,Jupiter,Aswini,297,257,554,0.54,0.46
JU_VM02,Jupiter,Bharani,112,113,225,0.5,0.5
JU_VM03,Jupiter,Krittica,262,246,508,0.52,0.48
JU_VM04,Jupiter,Rohini,263,230,493,0.53,0.47
JU_VM05,Jupiter,Mrigashira,123,121,244,0.5,0.5
JU_VM06,Jupiter,Ardra,319,301,620,0.51,0.49
JU_VM07,Jupiter,Punavasu,174,141,315,0.55,0.45
JU_VM08,Jupiter,Pushya,271,246,517,0.52,0.48
JU_VM09,Jupiter,Ashlesha,264,256,520,0.51,0.49
JU_VM10,Jupiter,Magha,179,166,345,0.52,0.48
JU_VM11,Jupiter,PurvaPhalguni,346,298,644,0.54,0.46
JU_VM12,Jupiter,UttaraPhalguni,164,141,305,0.54,0.46
JU_VM13,Jupiter,Hasta,343,320,663,0.52,0.48
JU_VM14,Jupiter,Chitra,221,196,417,0.53,0.47
JU_VM15,Jupiter,Swati,356,361,717,0.5,0.5
JU_VM16,Jupiter,Vishakha,279,228,507,0.55,0.45
JU_VM17,Jupiter,Anuradha,356,281,637,0.56,0.44
JU_VM18,Jupiter,Jyeshtha,350,259,609,0.57,0.43
JU_VM19,Jupiter,Mula,239,201,440,0.54,0.46
JU_VM20,Jupiter,PurvaAshada,361,343,704,0.51,0.49
JU_VM21,Jupiter,UttaraAshada,227,172,399,0.57,0.43
JU_VM22,Jupiter,Shravana,290,291,581,0.5,0.5
JU_VM23,Jupiter,Danishtha,228,167,395,0.58,0.42
JU_VM24,Jupiter,Shatabhisha,154,137,291,0.53,0.47
JU_VM25,Jupiter,PurvaBhadrapada,313,266,579,0.54,0.46
JU_VM26,Jupiter,UttaraBhadrapada,150,135,285,0.53,0.47
JU_VM27,Jupiter,Revati,207,166,373,0.55,0.45
MA_VM01,Mars,Aswini,263,223,486,0.54,0.46
MA_VM02,Mars,Bharani,255,215,470,0.54,0.46
MA_VM03,Mars,Krittica,220,234,454,0.48,0.52
MA_VM04,Mars,Rohini,249,230,479,0.52,0.48
MA_VM05,Mars,Mrigashira,272,226,498,0.55,0.45
MA_VM06,Mars,Ardra,282,252,534,0.53,0.47
MA_VM07,Mars,Punavasu,253,259,512,0.49,0.51
MA_VM08,Mars,Pushya,296,260,556,0.53,0.47
MA_VM09,Mars,Ashlesha,311,245,556,0.56,0.44
MA_VM10,Mars,Magha,288,287,575,0.5,0.5
MA_VM11,Mars,PurvaPhalguni,324,252,576,0.56,0.44
MA_VM12,Mars,UttaraPhalguni,287,251,538,0.53,0.47
MA_VM13,Mars,Hasta,290,259,549,0.53,0.47
MA_VM14,Mars,Chitra,289,244,533,0.54,0.46
MA_VM15,Mars,Swati,250,236,486,0.51,0.49
MA_VM16,Mars,Vishakha,252,230,482,0.52,0.48
MA_VM17,Mars,Anuradha,248,212,460,0.54,0.46
MA_VM18,Mars,Jyeshtha,216,208,424,0.51,0.49
MA_VM19,Mars,Mula,210,190,400,0.52,0.48
MA_VM20,Mars,PurvaAshada,230,187,417,0.55,0.45
MA_VM21,Mars,UttaraAshada,220,203,423,0.52,0.48
MA_VM22,Mars,Shravana,236,209,445,0.53,0.47
MA_VM23,Mars,Danishtha,198,193,391,0.51,0.49
MA_VM24,Mars,Shatabhisha,236,185,421,0.56,0.44
MA_VM25,Mars,PurvaBhadrapada,193,155,348,0.55,0.45
MA_VM26,Mars,UttaraBhadrapada,239,196,435,0.55,0.45
MA_VM27,Mars,Revati,241,198,439,0.55,0.45
ME_VM01,Mercury,Aswini,241,222,463,0.52,0.48
ME_VM02,Mercury,Bharani,249,192,441,0.56,0.44
ME_VM03,Mercury,Krittica,222,211,433,0.51,0.49
ME_VM04,Mercury,Rohini,215,197,412,0.52,0.48
ME_VM05,Mercury,Mrigashira,202,201,403,0.5,0.5
ME_VM06,Mercury,Ardra,241,210,451,0.53,0.47
ME_VM07,Mercury,Punavasu,246,202,448,0.55,0.45
ME_VM08,Mercury,Pushya,252,197,449,0.56,0.44
ME_VM09,Mercury,Ashlesha,249,245,494,0.5,0.5
ME_VM10,Mercury,Magha,249,226,475,0.52,0.48
ME_VM11,Mercury,PurvaPhalguni,258,235,493,0.52,0.48
ME_VM12,Mercury,UttaraPhalguni,272,218,490,0.56,0.44
ME_VM13,Mercury,Hasta,252,230,482,0.52,0.48
ME_VM14,Mercury,Chitra,244,272,516,0.47,0.53
ME_VM15,Mercury,Swati,263,274,537,0.49,0.51
ME_VM16,Mercury,Vishakha,302,226,528,0.57,0.43
ME_VM17,Mercury,Anuradha,295,229,524,0.56,0.44
ME_VM18,Mercury,Jyeshtha,273,227,500,0.55,0.45
ME_VM19,Mercury,Mula,285,225,510,0.56,0.44
