PlanetTriplicity,Planet,Triplicity,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,2234,1982,4216,0.53,0.47
CE_FIX,Ceres,Fixed,2216,1999,4215,0.53,0.47
CE_MUT,Ceres,Mutable,2401,2060,4461,0.54,0.46
CH_CAR,Chiron,Cardinal,2370,2080,4450,0.53,0.47
CH_FIX,Chiron,Fixed,2187,1951,4138,0.53,0.47
CH_MUT,Chiron,Mutable,2294,2010,4304,0.53,0.47
JN_CAR,Juno,Cardinal,2320,2050,4370,0.53,0.47
JN_FIX,Juno,Fixed,2334,2029,4363,0.53,0.47
JN_MUT,Juno,Mutable,2197,1962,4159,0.53,0.47
JU_CAR,Jupiter,Cardinal,2300,2022,4322,0.53,0.47
JU_FIX,Jupiter,Fixed,2237,2048,4285,0.52,0.48
JU_MUT,Jupiter,Mutable,2314,1971,4285,0.54,0.46
MA_CAR,Mars,Cardinal,2324,2042,4366,0.53,0.47
MA_FIX,Mars,Fixed,2290,2048,4338,0.53,0.47
MA_MUT,Mars,Mutable,2237,1951,4188,0.53,0.47
ME_CAR,Mercury,Cardinal,2283,2006,4289,0.53,0.47
ME_FIX,Mercury,Fixed,2327,2019,4346,0.54,0.46
ME_MUT,Mercury,Mutable,2241,2016,4257,0.53,0.47
MO_CAR,Moon,Cardinal,2299,2011,4310,0.53,0.47
MO_FIX,Moon,Fixed,2310,1991,4301,0.54,0.46
MO_MUT,Moon,Mutable,2242,2039,4281,0.52,0.48
NE_CAR,Neptune,Cardinal,1909,1599,3508,0.54,0.46
NE_FIX,Neptune,Fixed,1859,1648,3507,0.53,0.47
NE_MUT,Neptune,Mutable,3083,2794,5877,0.52,0.48
NN_CAR,NNode,Cardinal,2255,2044,4299,0.52,0.48
NN_FIX,NNode,Fixed,2347,1956,4303,0.55,0.45
NN_MUT,NNode,Mutable,2249,2041,4290,0.52,0.48
PA_CAR,Pallas,Cardinal,2246,1955,4201,0.53,0.47
PA_FIX,Pallas,Fixed,2335,2052,4387,0.53,0.47
PA_MUT,Pallas,Mutable,2270,2034,4304,0.53,0.47
PH_CAR,Pholus,Cardinal,1598,1431,3029,0.53,0.47
PH_FIX,Pholus,Fixed,1590,1418,3008,0.53,0.47
PH_MUT,Pholus,Mutable,3663,3192,6855,0.53,0.47
PL_CAR,Pluto,Cardinal,3307,2915,6222,0.53,0.47
PL_FIX,Pluto,Fixed,1553,1350,2903,0.53,0.47
PL_MUT,Pluto,Mutable,1991,1776,3767,0.53,0.47
SA_CAR,Saturn,Cardinal,2335,2023,4358,0.54,0.46
SA_FIX,Saturn,Fixed,2253,1999,4252,0.53,0.47
SA_MUT,Saturn,Mutable,2263,2019,4282,0.53,0.47
SN_CAR,SNode,Cardinal,2255,2044,4299,0.52,0.48
SN_FIX,SNode,Fixed,2347,1956,4303,0.55,0.45
SN_MUT,SNode,Mutable,2249,2041,4290,0.52,0.48
SU_CAR,Sun,Cardinal,2244,1983,4227,0.53,0.47
SU_FIX,Sun,Fixed,2336,2066,4402,0.53,0.47
SU_MUT,Sun,Mutable,2271,1992,4263,0.53,0.47
UR_CAR,Uranus,Cardinal,2686,2398,5084,0.53,0.47
UR_FIX,Uranus,Fixed,2203,1983,4186,0.53,0.47
UR_MUT,Uranus,Mutable,1962,1660,3622,0.54,0.46
VE_CAR,Venus,Cardinal,2274,2013,4287,0.53,0.47
VE_FIX,Venus,Fixed,2309,2071,4380,0.53,0.47
VE_MUT,Venus,Mutable,2268,1957,4225,0.54,0.46
VS_CAR,Vesta,Cardinal,2262,2032,4294,0.53,0.47
VS_FIX,Vesta,Fixed,2245,2027,4272,0.53,0.47
VS_MUT,Vesta,Mutable,2344,1982,4326,0.54,0.46
