PlanetQuality,Planet,Quality,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CAR,Ceres,Cardinal,2311,1959,4270,0.54,0.46
CE_FIX,Ceres,Fixed,2254,1993,4247,0.53,0.47
CE_MUT,Ceres,Mutable,2466,1999,4465,0.55,0.45
CH_CAR,Chiron,Cardinal,2430,2110,4540,0.54,0.46
CH_FIX,Chiron,Fixed,2196,1942,4138,0.53,0.47
CH_MUT,Chiron,Mutable,2405,1899,4304,0.56,0.44
JN_CAR,Juno,Cardinal,2353,2017,4370,0.54,0.46
JN_FIX,Juno,Fixed,2367,1996,4363,0.54,0.46
JN_MUT,Juno,Mutable,2311,1938,4249,0.54,0.46
JU_CAR,Jupiter,Cardinal,2310,2012,4322,0.53,0.47
JU_FIX,Jupiter,Fixed,2335,2012,4347,0.54,0.46
JU_MUT,Jupiter,Mutable,2386,1927,4313,0.55,0.45
MA_CAR,Mars,Cardinal,2407,1993,4400,0.55,0.45
MA_FIX,Mars,Fixed,2329,2030,4359,0.53,0.47
MA_MUT,Mars,Mutable,2295,1928,4223,0.54,0.46
ME_CAR,Mercury,Cardinal,2314,1986,4300,0.54,0.46
ME_FIX,Mercury,Fixed,2411,1966,4377,0.55,0.45
ME_MUT,Mercury,Mutable,2306,1999,4305,0.54,0.46
MO_CAR,Moon,Cardinal,2350,1982,4332,0.54,0.46
MO_FIX,Moon,Fixed,2386,1957,4343,0.55,0.45
MO_MUT,Moon,Mutable,2295,2012,4307,0.53,0.47
NE_CAR,Neptune,Cardinal,1950,1558,3508,0.56,0.44
NE_FIX,Neptune,Fixed,1870,1637,3507,0.53,0.47
NE_MUT,Neptune,Mutable,3211,2756,5967,0.54,0.46
NN_CAR,NNode,Cardinal,2323,1976,4299,0.54,0.46
NN_FIX,NNode,Fixed,2370,1933,4303,0.55,0.45
NN_MUT,NNode,Mutable,2338,2042,4380,0.53,0.47
PA_CAR,Pallas,Cardinal,2284,1917,4201,0.54,0.46
PA_FIX,Pallas,Fixed,2415,1986,4401,0.55,0.45
PA_MUT,Pallas,Mutable,2332,2048,4380,0.53,0.47
PH_CAR,Pholus,Cardinal,1705,1414,3119,0.55,0.45
PH_FIX,Pholus,Fixed,1655,1353,3008,0.55,0.45
PH_MUT,Pholus,Mutable,3671,3184,6855,0.54,0.46
PL_CAR,Pluto,Cardinal,3423,2889,6312,0.54,0.46
PL_FIX,Pluto,Fixed,1589,1314,2903,0.55,0.45
PL_MUT,Pluto,Mutable,2019,1748,3767,0.54,0.46
SA_CAR,Saturn,Cardinal,2385,1973,4358,0.55,0.45
SA_FIX,Saturn,Fixed,2348,1994,4342,0.54,0.46
SA_MUT,Saturn,Mutable,2298,1984,4282,0.54,0.46
SN_CAR,SNode,Cardinal,2323,1976,4299,0.54,0.46
SN_FIX,SNode,Fixed,2370,1933,4303,0.55,0.45
SN_MUT,SNode,Mutable,2338,2042,4380,0.53,0.47
SU_CAR,Sun,Cardinal,2307,1942,4249,0.54,0.46
SU_FIX,Sun,Fixed,2396,2032,4428,0.54,0.46
SU_MUT,Sun,Mutable,2328,1977,4305,0.54,0.46
UR_CAR,Uranus,Cardinal,2751,2333,5084,0.54,0.46
UR_FIX,Uranus,Fixed,2312,1964,4276,0.54,0.46
UR_MUT,Uranus,Mutable,1968,1654,3622,0.54,0.46
VE_CAR,Venus,Cardinal,2345,1974,4319,0.54,0.46
VE_FIX,Venus,Fixed,2366,2039,4405,0.54,0.46
VE_MUT,Venus,Mutable,2320,1938,4258,0.54,0.46
VS_CAR,Vesta,Cardinal,2284,2010,4294,0.53,0.47
VS_FIX,Vesta,Fixed,2287,1985,4272,0.54,0.46
VS_MUT,Vesta,Mutable,2460,1956,4416,0.56,0.44
