
DAILY PLANET SPEED PHASE:

          Date speed  Planet SpeedPhase  buy sell daysN BuyDays% SellDays%
 1: 2021-02-01  0.36   Ceres     Direct 2790 2458  5248     0.53      0.47
 2: 2021-02-01  0.04  Chiron     Direct 2166 1841  4007     0.54      0.46
 3: 2021-02-01  0.26    Juno     Direct 2793 2441  5234     0.53      0.47
 4: 2021-02-01  0.24 Jupiter     Direct 2467 2140  4607     0.54      0.46
 5: 2021-02-01  0.53    Mars     Direct 3298 2854  6152     0.54      0.46
 6: 2021-02-01 -0.26 Mercury Retrograde  663  655  1318     0.50      0.50
 7: 2021-02-01 14.10    Moon     Direct 3709 3256  6965     0.53      0.47
 8: 2021-02-01  0.03 Neptune     Direct 1911 1589  3500     0.55      0.45
 9: 2021-02-01  1.00   NNode     Direct 3709 3256  6965     0.53      0.47
10: 2021-02-01  0.34  Pallas     Direct 2756 2402  5158     0.53      0.47
11: 2021-02-01  0.03  Pholus     Direct 2049 1773  3822     0.54      0.46
12: 2021-02-01  0.03   Pluto     Direct 1949 1642  3591     0.54      0.46
13: 2021-02-01  0.12  Saturn     Direct 2180 1942  4122     0.53      0.47
14: 2021-02-01  1.00   SNode     Direct 3709 3256  6965     0.53      0.47
15: 2021-02-01  1.01     Sun     Direct 3709 3256  6965     0.53      0.47
16: 2021-02-01  0.02  Uranus     Direct 2034 1722  3756     0.54      0.46
17: 2021-02-01  1.25   Venus     Direct 3360 2976  6336     0.53      0.47
18: 2021-02-01 -0.10   Vesta Retrograde  689  573  1262     0.55      0.45

DAILY PLANET ZODIAC SIGN POSITION:

          Date  Planet     ZodSign  buy sell daysN BuyDays% SellDays%
 1: 2021-02-01   Ceres      Pisces  377  338   715     0.53      0.47
 2: 2021-02-01  Chiron       Aries  318  293   611     0.52      0.48
 3: 2021-02-01    Juno Sagittarius  429  426   855     0.50      0.50
 4: 2021-02-01 Jupiter    Aquarius  304  245   549     0.55      0.45
 5: 2021-02-01    Mars      Taurus  280  260   540     0.52      0.48
 6: 2021-02-01 Mercury    Aquarius  321  307   628     0.51      0.49
 7: 2021-02-01    Moon       Virgo  302  279   581     0.52      0.48
 8: 2021-02-01 Neptune      Pisces 1229 1151  2380     0.52      0.48
 9: 2021-02-01   NNode      Gemini  256  295   551     0.46      0.54
10: 2021-02-01  Pallas    Aquarius  475  426   901     0.53      0.47
11: 2021-02-01  Pholus   Capricorn  301  283   584     0.52      0.48
12: 2021-02-01   Pluto   Capricorn 1668 1534  3202     0.52      0.48
13: 2021-02-01  Saturn    Aquarius  135   99   234     0.58      0.42
14: 2021-02-01   SNode Sagittarius  256  295   551     0.46      0.54
15: 2021-02-01     Sun    Aquarius  320  259   579     0.55      0.45
16: 2021-02-01  Uranus      Taurus  307  303   610     0.50      0.50
17: 2021-02-01   Venus   Capricorn  367  269   636     0.58      0.42
18: 2021-02-01   Vesta       Virgo  260  223   483     0.54      0.46

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect  buy sell daysN BuyDays% SellDays%
 1: 2021-02-01    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 3709 3256  6965     0.53      0.47
 2: 2021-02-01    0.12   0.01   0.25         0      23        11       24     Sun    Mars       Square   91   67   158     0.58      0.42
 3: 2021-02-01    0.46   0.01   0.93         0      23        23       24     Sun Neptune SemiQuintile   93   72   165     0.56      0.44
 4: 2021-02-01    1.04   0.02   1.83        12      18        15        7    Moon Mercury   BiQuintile  240  240   480     0.50      0.50
 5: 2021-02-01    0.19   0.02   0.41         0      23        10       24   Venus    Mars    BiSeptile   99   90   189     0.52      0.48
 6: 2021-02-01    0.92   0.04   1.81        20      23        23        4    Moon  Uranus     Quincunx  277  244   521     0.53      0.47
 7: 2021-02-01    1.00   0.05   1.78         0       6         3        7    Moon Jupiter SesquiSquare  245  266   511     0.48      0.52
 8: 2021-02-01    1.04   0.05   1.84         2       8         5        7    Moon Mercury     Quincunx  239  240   479     0.50      0.50
 9: 2021-02-01    1.01   0.05   1.81        17      23        20        7    Moon  Pholus       Square  293  224   517     0.57      0.43
10: 2021-02-01    1.02   0.06   1.83        10      16        13        7    Moon  Uranus   BiQuintile  286  239   525     0.54      0.46
11: 2021-02-01    1.00   0.09   1.82        11      17        14        7    Moon    Juno     Quintile  290  243   533     0.54      0.46
12: 2021-02-01    0.93   0.09   1.69         8      14        11        7    Moon   Venus        Trine  250  235   485     0.52      0.48
13: 2021-02-01    1.03   0.11   1.89        17      23        20        7    Moon   SNode     Quintile  263  246   509     0.52      0.48
14: 2021-02-01    0.91   0.14   1.86         0       5         2        6    Moon  Pallas   BiQuintile  253  242   495     0.51      0.49
15: 2021-02-01    1.04   0.15   1.93         9      15        12        7    Moon   NNode    BiSeptile  273  253   526     0.52      0.48
16: 2021-02-01    1.03   0.17   1.93         0       6         3        7    Moon   Pluto        Trine  284  239   523     0.54      0.46
17: 2021-02-01    0.58   0.22   0.94         0      23        NA       24     Sun    Juno      Sextile   92   98   190     0.48      0.52
18: 2021-02-01    1.08   0.23   1.93        20      23        23        4    Moon    Mars   BiQuintile  252  251   503     0.50      0.50
19: 2021-02-01    1.09   0.23   1.95         4      11         7        8    Moon     Sun SesquiSquare  242  244   486     0.50      0.50
20: 2021-02-01    1.02   0.24   1.97        14      20        17        7    Moon  Pallas SesquiSquare  255  233   488     0.52      0.48
21: 2021-02-01    1.01   0.26   1.96         5      11         8        7    Moon    Mars SesquiSquare  267  243   510     0.52      0.48
22: 2021-02-01    0.88   0.27   1.48        18      23        21        6    Moon  Saturn        Trine  275  239   514     0.54      0.46
23: 2021-02-01    0.39   0.28   0.49         0      23        NA       24   Vesta  Saturn SesquiSquare  142  108   250     0.57      0.43
24: 2021-02-01    0.77   0.29   1.48        19      23        22        5    Moon  Chiron   Opposition  134  125   259     0.52      0.48
25: 2021-02-01    0.33   0.29   0.37         0      23        NA       24  Saturn  Pholus  SemiSextile   75   70   145     0.52      0.48
26: 2021-02-01    0.54   0.42   0.66         0      23        NA       24    Juno  Uranus   BiQuintile   53   53   106     0.50      0.50
