PlanetAspectsCount,Planet,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_(2,3]",Ceres,"(2,3]",267,229,496,0.54,0.46
"CE_(3,4]",Ceres,"(3,4]",252,246,498,0.51,0.49
"CE_(4,8]",Ceres,"(4,8]",220,222,442,0.5,0.5
"CE_[0,2]",Ceres,"[0,2]",456,454,910,0.5,0.5
"CH_(1,2]",Chiron,"(1,2]",397,436,833,0.48,0.52
"CH_(2,3]",Chiron,"(2,3]",146,136,282,0.52,0.48
CH_1,Chiron,1,532,471,1003,0.53,0.47
"CH_[0,1)",Chiron,"[0,1)",120,108,228,0.53,0.47
"JN_(2,3]",Juno,"(2,3]",277,243,520,0.53,0.47
"JN_(3,4]",Juno,"(3,4]",209,227,436,0.48,0.52
"JN_(4,9]",Juno,"(4,9]",207,216,423,0.49,0.51
"JN_[0,2]",Juno,"[0,2]",502,465,967,0.52,0.48
"JU_(1,2]",Jupiter,"(1,2]",348,349,697,0.5,0.5
"JU_(2,3]",Jupiter,"(2,3]",235,207,442,0.53,0.47
"JU_(3,7]",Jupiter,"(3,7]",211,201,412,0.51,0.49
"JU_[0,1]",Jupiter,"[0,1]",401,394,795,0.5,0.5
"MA_(2,3]",Mars,"(2,3]",251,261,512,0.49,0.51
"MA_(3,5]",Mars,"(3,5]",458,439,897,0.51,0.49
"MA_(5,11]",Mars,"(5,11]",194,152,346,0.56,0.44
"MA_[0,2]",Mars,"[0,2]",292,299,591,0.49,0.51
"ME_(3,4]",Mercury,"(3,4]",265,244,509,0.52,0.48
"ME_(4,6]",Mercury,"(4,6]",372,381,753,0.49,0.51
"ME_(6,13]",Mercury,"(6,13]",143,128,271,0.53,0.47
"ME_[0,3]",Mercury,"[0,3]",415,398,813,0.51,0.49
"MO_(13,15]",Moon,"(13,15]",368,326,694,0.53,0.47
"MO_(15,17]",Moon,"(15,17]",293,290,583,0.5,0.5
"MO_(17,27]",Moon,"(17,27]",177,200,377,0.47,0.53
"MO_[5,13]",Moon,"[5,13]",357,335,692,0.52,0.48
NE_0,Neptune,0,1195,1151,2346,0.51,0.49
"NN_(2,3]",NNode,"(2,3]",315,254,569,0.55,0.45
"NN_(3,6]",NNode,"(3,6]",268,310,578,0.46,0.54
NN_2,NNode,2,397,402,799,0.5,0.5
"NN_[1,2)",NNode,"[1,2)",215,185,400,0.54,0.46
"PA_(1,2]",Pallas,"(1,2]",301,300,601,0.5,0.5
"PA_(2,3]",Pallas,"(2,3]",273,249,522,0.52,0.48
"PA_(3,8]",Pallas,"(3,8]",203,203,406,0.5,0.5
"PA_[0,1]",Pallas,"[0,1]",418,399,817,0.51,0.49
"PH_(0,1]",Pholus,"(0,1]",456,445,901,0.51,0.49
PH_0,Pholus,0,739,706,1445,0.51,0.49
"SA_(1,2]",Saturn,"(1,2]",289,245,534,0.54,0.46
"SA_(2,4]",Saturn,"(2,4]",144,157,301,0.48,0.52
SA_1,Saturn,1,362,348,710,0.51,0.49
"SA_[0,1)",Saturn,"[0,1)",400,401,801,0.5,0.5
"SN_(2,5]",SNode,"(2,5]",293,298,591,0.5,0.5
SN_2,SNode,2,310,323,633,0.49,0.51
"SN_[0,1]",SNode,"[0,1]",592,530,1122,0.53,0.47
"SU_(3,4]",Sun,"(3,4]",267,257,524,0.51,0.49
"SU_(4,5]",Sun,"(4,5]",182,220,402,0.45,0.55
"SU_(5,11]",Sun,"(5,11]",245,214,459,0.53,0.47
"SU_[0,3]",Sun,"[0,3]",501,460,961,0.52,0.48
"UR_(1,3]",Uranus,"(1,3]",416,451,867,0.48,0.52
UR_0,Uranus,0,491,444,935,0.53,0.47
UR_1,Uranus,1,288,256,544,0.53,0.47
"VE_(3,4]",Venus,"(3,4]",252,257,509,0.5,0.5
"VE_(4,6]",Venus,"(4,6]",396,369,765,0.52,0.48
"VE_(6,12]",Venus,"(6,12]",158,154,312,0.51,0.49
"VE_[0,3]",Venus,"[0,3]",389,371,760,0.51,0.49
"VS_(2,3]",Vesta,"(2,3]",248,238,486,0.51,0.49
"VS_(3,4]",Vesta,"(3,4]",256,243,499,0.51,0.49
"VS_(4,10]",Vesta,"(4,10]",335,308,643,0.52,0.48
"VS_[0,2]",Vesta,"[0,2]",356,362,718,0.5,0.5
