
DAILY PLANET SPEED PHASE:

          Date Speed  Planet SpeedPhase Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07  0.37   Ceres     Direct 438  486   924     0.47      0.53
 2: 2021-02-07  0.04  Chiron     Direct 326  318   644     0.51      0.49
 3: 2021-02-07  0.25    Juno     Direct 493  536  1029     0.48      0.52
 4: 2021-02-07  0.24 Jupiter     Direct 408  436   844     0.48      0.52
 5: 2021-02-07  0.55    Mars     Direct 533  570  1103     0.48      0.52
 6: 2021-02-07 -1.12 Mercury Retrograde 118  122   240     0.49      0.51
 7: 2021-02-07 13.94    Moon     Direct 597  662  1259     0.47      0.53
 8: 2021-02-07  0.03 Neptune     Direct 317  309   626     0.51      0.49
 9: 2021-02-07  1.00   NNode     Direct 597  662  1259     0.47      0.53
10: 2021-02-07  0.34  Pallas     Direct 423  488   911     0.46      0.54
11: 2021-02-07  0.03  Pholus     Direct 325  355   680     0.48      0.52
12: 2021-02-07  0.03   Pluto     Direct 321  345   666     0.48      0.52
13: 2021-02-07  0.12  Saturn     Direct 372  391   763     0.49      0.51
14: 2021-02-07  1.00   SNode     Direct 597  662  1259     0.47      0.53
15: 2021-02-07  1.01     Sun     Direct 597  662  1259     0.47      0.53
16: 2021-02-07  0.02  Uranus     Direct 300  327   627     0.48      0.52
17: 2021-02-07  1.25   Venus     Direct 556  597  1153     0.48      0.52
18: 2021-02-07 -0.15   Vesta Retrograde  81  112   193     0.42      0.58

DAILY PLANET ZODIAC SIGN POSITION:

    pID       Date  Planet     ZodSign Buy Sell DaysN BuyDays% SellDays%
 1:  CE 2021-02-07   Ceres      Pisces 119  122   241     0.49      0.51
 2:  CH 2021-02-07  Chiron       Aries 417  454   871     0.48      0.52
 3:  JN 2021-02-07    Juno Sagittarius  25   20    45     0.56      0.44
 4:  JU 2021-02-07 Jupiter    Aquarius  24   20    44     0.55      0.45
 5:  MA 2021-02-07    Mars      Taurus  43   28    71     0.61      0.39
 6:  ME 2021-02-07 Mercury    Aquarius  39   50    89     0.44      0.56
 7:  MO 2021-02-07    Moon Sagittarius  43   62   105     0.41      0.59
 8:  NE 2021-02-07 Neptune      Pisces 597  662  1259     0.47      0.53
 9:  NN 2021-02-07   NNode      Gemini 115  124   239     0.48      0.52
10:  PA 2021-02-07  Pallas    Aquarius  45   44    89     0.51      0.49
11:  PH 2021-02-07  Pholus   Capricorn 397  443   840     0.47      0.53
12:  PL 2021-02-07   Pluto   Capricorn 597  662  1259     0.47      0.53
13:  SA 2021-02-07  Saturn    Aquarius  74   72   146     0.51      0.49
14:  SN 2021-02-07   SNode Sagittarius 115  124   239     0.48      0.52
15:  SU 2021-02-07     Sun    Aquarius  46   55   101     0.46      0.54
16:  UR 2021-02-07  Uranus      Taurus 413  456   869     0.48      0.52
17:  VE 2021-02-07   Venus    Aquarius  40   32    72     0.56      0.44
18:  VS 2021-02-07   Vesta       Virgo  66   67   133     0.50      0.50

DAILY PLANETS ASPECTS:

          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
 1: 2021-02-07    0.77   0.04   1.65         0       4         1        5    Moon     Sun      Sextile  43   46    89     0.48      0.52
 2: 2021-02-07    1.02   0.19   1.93         0       6         3        7    Moon Neptune       Square  41   51    92     0.45      0.55
 3: 2021-02-07    1.03   0.26   1.99         0       6         3        7    Moon   Pluto SemiQuintile  51   42    93     0.55      0.45
 4: 2021-02-07    0.99   0.14   1.84         1       7         4        7    Moon  Pallas      Sextile  44   47    91     0.48      0.52
 5: 2021-02-07    1.04   0.24   1.99         1       7         4        7    Moon   Vesta       Square  41   50    91     0.45      0.55
 6: 2021-02-07    0.44   0.02   1.00         0      23         4       24   Venus  Uranus       Square   8   17    25     0.32      0.68
 7: 2021-02-07    1.01   0.19   1.91         2       8         5        7    Moon  Saturn   SemiSquare  43   49    92     0.47      0.53
 8: 2021-02-07    0.94   0.17   1.72         4       9         6        6    Moon Mercury      Sextile  36   54    90     0.40      0.60
 9: 2021-02-07    0.96   0.03   1.70         4      10         7        7    Moon    Mars   BiQuintile  48   41    89     0.54      0.46
10: 2021-02-07    1.00   0.01   1.75         4      10         7        7    Moon  Uranus SesquiSquare  44   49    93     0.47      0.53
11: 2021-02-07    1.06   0.17   1.94         4      11         7        8    Moon   Venus   SemiSquare  34   52    86     0.40      0.60
12: 2021-02-07    1.00   0.04   1.77         6      12         9        7    Moon  Chiron    BiSeptile  44   50    94     0.47      0.53
13: 2021-02-07    0.17   0.00   0.38         0      23         9       24     Sun   Ceres SemiQuintile   8   20    28     0.29      0.71
14: 2021-02-07    0.97   0.03   1.72         9      15        12        7    Moon   Ceres       Square  44   48    92     0.48      0.52
15: 2021-02-07    0.99   0.03   1.77        10      16        13        7    Moon   Pluto  SemiSextile  43   50    93     0.46      0.54
16: 2021-02-07    0.31   0.01   0.69         0      23        14       24 Mercury  Chiron   SemiSquare  11    9    20     0.55      0.45
17: 2021-02-07    0.98   0.02   1.72        12      18        15        7    Moon Jupiter   SemiSquare  41   53    94     0.44      0.56
18: 2021-02-07    0.86   0.01   1.72        18      23        21        6    Moon  Saturn SemiQuintile  41   53    94     0.44      0.56
19: 2021-02-07    0.81   0.10   1.52         0      23        23       24 Mercury  Pallas  Conjunction  16   19    35     0.46      0.54
20: 2021-02-07    0.91   0.09   1.75        20      23        23        4    Moon    Mars SesquiSquare  36   54    90     0.40      0.60
21: 2021-02-07    0.00   0.00   0.00         0      23        23       24   NNode   SNode   Opposition 597  662  1259     0.47      0.53
22: 2021-02-07    0.14   0.10   0.18         0      23        23       24  Saturn  Chiron      Sextile  10    7    17     0.59      0.41
23: 2021-02-07    0.58   0.42   0.74         0      23        NA       24   Ceres   Pluto      Sextile   4    8    12     0.33      0.67
24: 2021-02-07    1.00   0.99   1.01         0      23        NA       24  Chiron  Pholus       Square 247  252   499     0.49      0.51
25: 2021-02-07    0.79   0.78   0.80         0      23        NA       24  Chiron  Uranus  SemiSextile 516  562  1078     0.48      0.52
26: 2021-02-07    0.41   0.31   0.51         0      23        NA       24 Jupiter  Pholus SemiQuintile  24   18    42     0.57      0.43
27: 2021-02-07    1.11   0.96   1.26         0      23        NA       24    Mars    Juno     Quincunx  11   10    21     0.52      0.48
28: 2021-02-07    0.82   0.53   1.11         0      23        NA       24    Mars   NNode  SemiSextile  10    8    18     0.56      0.44
29: 2021-02-07    0.82   0.53   1.11         0      23        NA       24    Mars   SNode     Quincunx  10    8    18     0.56      0.44
30: 2021-02-07    1.12   0.55   1.68         0      23        NA       24 Mercury  Pholus   SemiSquare  18   14    32     0.56      0.44
31: 2021-02-07    1.34   0.86   1.82         0      23        NA       24 Mercury   Vesta     Quincunx   6    7    13     0.46      0.54
32: 2021-02-07    0.69   0.55   0.83         0      23        NA       24  Pallas  Chiron   SemiSquare  22   29    51     0.43      0.57
33: 2021-02-07    1.01   0.87   1.15         0      23        NA       24  Pallas Neptune  SemiSextile   3    1     4     0.75      0.25
34: 2021-02-07    0.30   0.16   0.45         0      23        NA       24  Pallas  Pholus   SemiSquare   6    6    12     0.50      0.50
35: 2021-02-07    0.85   0.81   0.90         0      23        NA       24  Saturn  Pholus  SemiSextile  23   28    51     0.45      0.55
36: 2021-02-07    0.93   0.88   0.98         0      23        NA       24  Saturn  Uranus       Square   4    1     5     0.80      0.20
37: 2021-02-07    0.57   0.11   1.04         0      23        NA       24     Sun Neptune  SemiSextile  15   11    26     0.58      0.42
38: 2021-02-07    1.28   0.81   1.75         0      23        NA       24     Sun  Pholus   SemiSquare  10   20    30     0.33      0.67
39: 2021-02-07    1.05   0.50   1.61         0      23        NA       24     Sun   Vesta     Quincunx  11    4    15     0.73      0.27
40: 2021-02-07    1.20   0.62   1.78         0      23        NA       24   Venus  Chiron      Sextile  22   20    42     0.52      0.48
41: 2021-02-07    1.34   0.80   1.88         0      23        NA       24   Venus  Saturn  Conjunction   7    4    11     0.64      0.36
42: 2021-02-07    0.48   0.39   0.57         0      23        NA       24   Vesta Neptune   Opposition  19   12    31     0.61      0.39
43: 2021-02-07    0.53   0.30   0.76         0      23        NA       24   Vesta  Pallas     Quincunx  39   35    74     0.53      0.47
44: 2021-02-07    1.08   0.95   1.21         0      23        NA       24   Vesta  Saturn SesquiSquare  40   27    67     0.60      0.40
          Date meanOrb minOrb maxOrb startHour endHour exactHour effHours PlanetX PlanetY       Aspect Buy Sell DaysN BuyDays% SellDays%
